English Word	Emotion	Emotion-Intensity-Score	Croatian Word
huff	anger	0.469	ljutiti se
plunder	anger	0.469	pljačkati
opposition	anger	0.469	protivljenje
complain	anger	0.469	žaliti se
perpetrator	anger	0.469	počinitelj
simmer	anger	0.469	kuhati na laganoj vatri
areyoukidding	anger	0.468	šališ li se
mug	anger	0.467	šalica
agony	anger	0.465	agonija
arrogant	anger	0.461	arogantan
sux	anger	0.456	sux
vent	anger	0.456	otvor
elimination	anger	0.456	eliminacija
picketing	anger	0.456	piketanje
haughty	anger	0.456	ohola
grated	anger	0.455	naribana
flagrant	anger	0.455	flagrantan
busted	anger	0.455	uhvaćen
crabby	anger	0.455	tvrdoglav
dying	anger	0.455	umiranje
idiocy	anger	0.455	idiotizam
impermeable	anger	0.455	nepropusna
stubbed	anger	0.455	zaglavljen
illegality	anger	0.455	nezakonitost
veto	anger	0.455	veto
constraint	anger	0.455	ograničenje
mislead	anger	0.455	zavesti
illicit	anger	0.455	nedopušteno
troublesome	anger	0.455	problematičan
clamor	anger	0.455	vika
bayonet	anger	0.453	bajonet
suppress	anger	0.453	potisnuti
intense	anger	0.453	intenzivno
displeased	anger	0.453	nezadovoljan
disapproving	anger	0.453	neodobravajući
hysterical	anger	0.453	histeričan
struggle	anger	0.453	borba
godless	anger	0.453	bezbožni
desist	anger	0.453	odustati
usurped	anger	0.453	uzurpirao
despotism	anger	0.453	despotizam
disagreeing	anger	0.453	neslažući se
bad	anger	0.453	loše
unlawful	anger	0.451	protuzakonito
wrongly	anger	0.448	pogrešno
repellent	anger	0.442	odbijajući
dishonor	anger	0.441	obeščašćenje
psychosis	anger	0.441	psihoza
wasted	anger	0.441	potrošeno
wrongful	anger	0.441	nepravedan
foe	anger	0.441	neprijatelj
aversion	anger	0.440	odbojnost
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	zglobovi prstiju
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	raskol
upset	anger	0.439	uzrujan
effigy	anger	0.439	lik
punitive	anger	0.439	kazneni
worthless	anger	0.438	bezvrijedan
separatist	anger	0.438	separatist
ransom	anger	0.438	otkupnina
deny	anger	0.438	poricati
fugitive	anger	0.438	bjegunac
mucked	anger	0.438	mucked
abandonment	anger	0.438	napuštanje
irritation	anger	0.438	iritacija
deleterious	anger	0.438	štetan
stupidity	anger	0.438	glupost
segregate	anger	0.437	odvojiti
oblivion	anger	0.437	zaborav
payback	anger	0.436	osveta
incongruous	anger	0.435	neskladan
eviction	anger	0.435	iseljenje
collusion	anger	0.432	tajni dogovor
rob	anger	0.431	opljačkati
ravenous	anger	0.429	proždrljiv
overrun	anger	0.429	pregaziti
infidelity	anger	0.429	nevjera
harbinger	anger	0.426	vjesnik
painful	anger	0.426	bolan
getoverit	anger	0.426	preboli to
martial	anger	0.426	borilački
rejection	anger	0.426	odbijanje
incredulous	anger	0.426	nevjerojatno
stupidrain	anger	0.426	glupiodvod
defense	anger	0.425	obrana
enforce	anger	0.424	provoditi
commotion	anger	0.424	komocija
censor	anger	0.424	cenzor
gonorrhea	anger	0.424	gonoreja
fraudulent	anger	0.424	prevarantski
unsympathetic	anger	0.424	nesimpatičan
fallacious	anger	0.424	pogrešan
greed	anger	0.424	pohlepa
defraud	anger	0.424	prevariti
banger	anger	0.424	udarač
concealment	anger	0.424	prikrivanje
fuss	anger	0.424	strka
exasperation	anger	0.424	ogorčenje
disobedience	anger	0.424	neposlušnost
powerful	anger	0.424	snažan
discontent	anger	0.424	nezadovoljstvo
indecency	anger	0.424	nepristojnost
sedition	anger	0.422	pobuna
deportation	anger	0.422	deportacija
cracked	anger	0.422	napuknut
bang	anger	0.422	prasak
barb	anger	0.422	bodlja
duel	anger	0.422	dvoboj
sarcasm	anger	0.422	sarkazam
cur	anger	0.422	cur
misrepresented	anger	0.422	krivo predstavljen
annoyance	anger	0.422	dosađivanje
scar	anger	0.422	ožiljak
nettle	anger	0.422	kopriva
banishment	anger	0.422	progonstvo
snubbed	anger	0.422	snubljen
penitentiary	anger	0.422	kaznionica
penetration	anger	0.422	prodiranje
blatant	anger	0.420	besraman
force	anger	0.418	sila
perverse	anger	0.415	perverzan
wring	anger	0.415	iscijediti
bastion	anger	0.413	bastion
grim	anger	0.413	mrgodan
moody	anger	0.412	raspoložena
tiff	anger	0.412	svadja
nothappy	anger	0.412	Nije sretan
surly	anger	0.412	mrzovoljan
sordid	anger	0.412	užasan
hunting	anger	0.411	lov
indenture	anger	0.410	indentura
forfeit	anger	0.409	izgubiti
areyoukiddingme	anger	0.409	zajebavaš me
reproach	anger	0.409	prijekor
sham	anger	0.409	varka
awful	anger	0.409	grozno
compulsion	anger	0.409	prinuda
implicate	anger	0.409	ukazati
contradict	anger	0.409	proturječiti
inept	anger	0.409	nesposoban
supremacy	anger	0.409	nadmoći
sneak	anger	0.409	doušnik
disappoint	anger	0.409	razočarati
blockade	anger	0.409	blokada
detainee	anger	0.409	pritvorenik
cantwin	anger	0.409	cantwin
squelch	anger	0.409	mljackanje
lying	anger	0.408	laganje
rail	anger	0.406	željeznicom
forsaken	anger	0.406	napuštena
cacophony	anger	0.406	kakofonija
antipathy	anger	0.406	antipatija
wop	anger	0.406	wop
badger	anger	0.406	jazavac
tremor	anger	0.406	tremor
inequality	anger	0.406	nejednakost
delusion	anger	0.406	zabluda
unthinkable	anger	0.406	nezamislivo
onerous	anger	0.406	tegoban
wrongdoing	anger	0.406	pogrešna djela
nuisance	anger	0.406	smetnja
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemija
arguments	anger	0.404	argumenti
affront	anger	0.403	uvreda
traumatic	anger	0.402	traumatično
sodding	anger	0.400	gadan
libel	anger	0.400	kleveta
annoys	anger	0.400	smeta
soslow	anger	0.398	tako sporo
watchout	anger	0.398	pazi
frenetic	anger	0.397	frenetičan
remiss	anger	0.397	nemaran
barge	anger	0.396	dereglija
sue	anger	0.394	tužiti
keyed	anger	0.394	s ključem
actionable	anger	0.394	djelotvoran
extinguish	anger	0.394	ugasiti
fraud	anger	0.394	prijevara
untoward	anger	0.394	nepovoljan
illegal	anger	0.394	nezakonito
nag	anger	0.394	zanovijetati
boxing	anger	0.394	boks
confiscate	anger	0.394	zaplijeniti
howl	anger	0.394	zavijati
whatsthepoint	anger	0.394	koja je točka
rabble	anger	0.394	rulja
unfriendly	anger	0.394	neprijateljski
disrespect	anger	0.394	nepoštovanje
dangit	anger	0.394	dangit
brimstone	anger	0.392	sumpor
dissolution	anger	0.391	otapanje
rigged	anger	0.391	namještena
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	potres
argh	anger	0.391	argh
pique	anger	0.391	uvrijeđenost
recklessness	anger	0.391	nepromišljenost
disagree	anger	0.389	ne slažu se
lawsuit	anger	0.386	tužba
disused	anger	0.382	rashodovan
despair	anger	0.382	očaj
immorality	anger	0.382	nemoralnost
coerce	anger	0.379	prisiliti
firstworldprobs	anger	0.379	prvi svijetprobs
touchy	anger	0.379	osjetljiv
pokes	anger	0.379	bockanja
falsification	anger	0.379	falsificiranje
rifle	anger	0.379	puška
sizzle	anger	0.379	cvrčanje
incurable	anger	0.379	neizlječiv
difficulty	anger	0.379	poteškoća
sore	anger	0.379	rano
picket	anger	0.378	kolac
concussion	anger	0.377	potres
stuckup	anger	0.375	zaglavljivanje
militia	anger	0.375	milicija
rawr	anger	0.375	sirovo
faulty	anger	0.375	neispravan
sly	anger	0.375	lukavo
disillusionment	anger	0.375	razočaranje
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	zamka
infantile	anger	0.375	infantilan
pessimism	anger	0.375	pesimizam
remand	anger	0.375	istražni zatvor
cannon	anger	0.375	top
vindicate	anger	0.371	opravdati
inhibit	anger	0.371	inhibirati
distressing	anger	0.371	uznemirujuće
nepotism	anger	0.371	nepotizam
schizophrenia	anger	0.369	shizofrenija
skewed	anger	0.368	iskošeno
disreputable	anger	0.368	zloglasan
forbidding	anger	0.368	zabranjujući
conquest	anger	0.367	osvajanje
bark	anger	0.365	kora
leukemia	anger	0.365	leukemija
disapprove	anger	0.364	ne odobravati
warrior	anger	0.364	ratnik
barks	anger	0.364	laje
retarded	anger	0.364	retardiran
unhappy	anger	0.364	nesretna
burke	anger	0.364	burke
challenge	anger	0.364	izazov
belt	anger	0.364	pojas
litigate	anger	0.359	parničiti se
paucity	anger	0.359	oskudica
opinionated	anger	0.359	samouvjeren
disliked	anger	0.359	nesviđao
aftermath	anger	0.359	posljedica
restriction	anger	0.359	ograničenje
cad	anger	0.359	kad
incompetence	anger	0.359	nesposobnost
loudness	anger	0.359	glasnoća
broken	anger	0.359	slomljen
polemic	anger	0.359	polemika
sectarian	anger	0.359	sektaški
controversial	anger	0.359	kontroverzno
interrupting	anger	0.358	prekidajući
fussy	anger	0.357	nemiran
wench	anger	0.353	djevojka
remove	anger	0.351	ukloniti
brat	anger	0.351	derište
gruff	anger	0.351	osoran
misbehavior	anger	0.351	nedolično ponašanje
scarcity	anger	0.350	oskudica
losing	anger	0.349	gubljenje
stigma	anger	0.348	stigma
deserted	anger	0.348	napušten
timewasters	anger	0.348	rasipnici vremena
disagreement	anger	0.348	neslaganje
defect	anger	0.348	mana
hardened	anger	0.348	otvrdnula
lie	anger	0.348	laž
ulcer	anger	0.348	čir
retract	anger	0.348	povući se
untrustworthy	anger	0.348	nepouzdan
pest	anger	0.348	štetočina
disappointed	anger	0.348	razočaran
bias	anger	0.345	pristranost
negation	anger	0.344	negacija
bothering	anger	0.344	smetajući
stripped	anger	0.344	ogoljen
antisocial	anger	0.344	antisocijalan
pirate	anger	0.344	pirat
stingy	anger	0.344	škrt
shoddy	anger	0.344	nekvalitetan
unreliable	anger	0.344	nepouzdan
shaky	anger	0.344	klimav
misleading	anger	0.344	zavaravajuće
unsettled	anger	0.344	nesređen
evade	anger	0.344	izbjeći
anxiety	anger	0.344	anksioznost
disclaim	anger	0.344	odricati se
deterioration	anger	0.344	pogoršanje
impotence	anger	0.344	impotencija
interminable	anger	0.343	beskrajan
disease	anger	0.341	bolest
meddle	anger	0.341	miješati se
warp	anger	0.340	iskriviti se
averse	anger	0.338	nesklon
infamous	anger	0.338	zloglasan
alcoholism	anger	0.338	alkoholizam
row	anger	0.337	red
staticky	anger	0.336	statičan
illegitimate	anger	0.333	nelegitimni
encumbrance	anger	0.333	opterećenost
witchcraft	anger	0.333	vještičarenje
interrupt	anger	0.333	prekinuti
scorpion	anger	0.333	škorpion
ill	anger	0.333	bolestan
sinner	anger	0.331	grešnik
inconsiderate	anger	0.329	bezobzirno
hulk	anger	0.329	Hulk
prohibited	anger	0.328	zabranjeno
dashed	anger	0.328	isprekidano
brrr	anger	0.328	brrr
fib	anger	0.328	lagati
disqualified	anger	0.328	diskvalificiran
spammers	anger	0.328	spameri
phony	anger	0.328	lažan
tighten	anger	0.328	stegnuti
dislocated	anger	0.328	dislociran
scapegoat	anger	0.328	žrtveni jarac
victim	anger	0.328	žrtva
opponent	anger	0.328	protivnik
hiss	anger	0.328	siktati
crusade	anger	0.328	križarski rat
grumpy	anger	0.328	prgav
resisting	anger	0.328	opirući se
inappropriate	anger	0.324	neprikladno
haye	anger	0.324	haye
loss	anger	0.324	gubitak
trickery	anger	0.324	prijevara
eschew	anger	0.324	izbjegavati
neglected	anger	0.324	zapuštena
canker	anger	0.323	rak
muff	anger	0.318	muf
crunch	anger	0.318	škripanje
duplicity	anger	0.318	dvoličnost
criticism	anger	0.318	kritika
queues	anger	0.318	redovi čekanja
shriek	anger	0.316	krik
depreciate	anger	0.315	amortizirati
dismissal	anger	0.312	otkaz
chaff	anger	0.312	pljeva
dramaqueen	anger	0.312	kraljica drame
poverty	anger	0.312	siromaštvo
carelessness	anger	0.312	neopreznost
deflate	anger	0.312	ispuhati
dumps	anger	0.312	odlagališta
dupe	anger	0.312	prevariti
mortality	anger	0.312	smrtnost
revving	anger	0.309	okretaja
disallowed	anger	0.308	nedopušteno
boisterous	anger	0.307	bučan
thoughtless	anger	0.307	nepromišljeno
burial	anger	0.304	ukop
wince	anger	0.303	trgnuti se
theocratic	anger	0.303	teokratski
sullen	anger	0.303	mrzovoljan
involution	anger	0.300	involucija
misuse	anger	0.297	zlouporaba
taxed	anger	0.297	oporezovana
senseless	anger	0.297	besmislen
talons	anger	0.297	kandže
stalemate	anger	0.297	pat
getyourown	anger	0.297	dobiti svoje
hoax	anger	0.297	obmana
depreciated	anger	0.297	amortiziran
depressed	anger	0.297	depresivno
wasteful	anger	0.297	rasipan
paralysis	anger	0.295	paraliza
displaced	anger	0.294	raseljeni
limited	anger	0.292	ograničeno
disapointment	anger	0.290	razočarenje
orc	anger	0.289	orc
ridiculous	anger	0.289	smiješan
homeless	anger	0.288	beskućnik
spine	anger	0.288	kralježnice
teasing	anger	0.288	dosadan
presumptuous	anger	0.288	preuzetan
react	anger	0.288	reagirati
sharpen	anger	0.288	izoštriti
barrier	anger	0.287	prepreka
hoot	anger	0.287	trubljenje
twitchy	anger	0.287	trzav
myopia	anger	0.283	kratkovidnost
flexin	anger	0.281	fleksin
lagging	anger	0.281	oklijevanje
contraband	anger	0.281	krijumčarenje
incompatible	anger	0.281	nekompatibilan
shiver	anger	0.281	drhtaj
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	prekida vezu
delinquent	anger	0.281	delinkvent
restitution	anger	0.281	restitucija
foray	anger	0.279	prepad
troll	anger	0.279	trolirati
unfairness	anger	0.279	nepravednost
buffering	anger	0.279	međuspremnik
noncompliance	anger	0.279	neusklađenost
nether	anger	0.278	podzemni
bogus	anger	0.273	lažni
immaturity	anger	0.273	nezrelost
uncaring	anger	0.273	bezbrižan
bugaboo	anger	0.273	bauk
feisty	anger	0.269	borben
shock	anger	0.269	šok
humbug	anger	0.266	obmana
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminizam
inoperative	anger	0.266	neoperativan
bear	anger	0.266	snositi
inconvenient	anger	0.266	nezgodan
latent	anger	0.266	latentan
defendant	anger	0.266	tuženik
nopoint	anger	0.266	nema smisla
rapping	anger	0.266	repanje
pry	anger	0.266	provaljivati
quandary	anger	0.266	nedoumica
interrupts	anger	0.265	prekida
fluctuation	anger	0.265	fluktuacija
exaggerate	anger	0.263	pretjerivati
lose	anger	0.261	izgubiti
patter	anger	0.258	brbljati
furnace	anger	0.258	peć
stone	anger	0.258	kamen
tease	anger	0.258	zafrkavati
shoplifting	anger	0.258	krađa po dućanima
soldier	anger	0.258	vojnik
incompetent	anger	0.257	nesposobni
indoctrination	anger	0.255	indoktrinacija
rocket	anger	0.250	raketa
skid	anger	0.250	skliznuti
noisy	anger	0.250	glasan
notoriety	anger	0.250	očitost
cane	anger	0.250	štap
unfollow	anger	0.250	prestati pratiti
tripping	anger	0.250	spoticanje
attentionseeker	anger	0.250	tražitelj pažnje
mastery	anger	0.250	majstorstvo
socialist	anger	0.250	socijalista
falsehood	anger	0.250	laž
complicate	anger	0.250	komplicirati
lawyer	anger	0.250	odvjetnik
untrue	anger	0.250	neistinito
nonsense	anger	0.250	besmislica
pouting	anger	0.250	dureći se
witch	anger	0.242	vještica
detract	anger	0.242	umanjiti
obstacle	anger	0.242	zapreka
halter	anger	0.242	ular
fenced	anger	0.242	ograđena
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	ne razumijem
vampire	anger	0.242	vampir
ringer	anger	0.242	zvono
frowning	anger	0.239	mršteći se
saber	anger	0.238	sablja
hunger	anger	0.235	glad
shell	anger	0.234	ljuska
wokemeup	anger	0.234	Probudio me
recession	anger	0.234	recesija
failing	anger	0.234	neuspješno
dabbling	anger	0.234	petljanje
politics	anger	0.234	politika
lava	anger	0.234	lava
rascal	anger	0.234	nitkov
imtryingtosleep	anger	0.234	pokušavam zaspati
tariff	anger	0.234	tarifa
undesirable	anger	0.231	nepoželjan
darkness	anger	0.227	tama
versus	anger	0.227	protiv
copycat	anger	0.227	kopija
resign	anger	0.227	dati ostavku
soaked	anger	0.226	natopljena
unfulfilled	anger	0.225	neispunjeno
abandoned	anger	0.222	napuštena
unattainable	anger	0.221	nedostižan
owing	anger	0.221	dugujući
bankruptcy	anger	0.221	stečaj
misconception	anger	0.219	pogrešno shvaćanje
tool	anger	0.219	alat
warden	anger	0.219	upraviteljica
compress	anger	0.219	oblog
mosquito	anger	0.219	komarac
whiny	anger	0.219	cvileći
somethingigetalot	anger	0.219	neštoigetalot
confusion	anger	0.219	zbunjenost
unhelpful	anger	0.219	nije od pomoći
twitching	anger	0.219	trzajući se
nosey	anger	0.213	nosat
overpriced	anger	0.212	precijenjen
adder	anger	0.212	guja
harry	anger	0.212	Harry
shortage	anger	0.212	nedostatak
melodrama	anger	0.212	melodrama
possession	anger	0.206	posjed
desert	anger	0.206	pustinja
overplayed	anger	0.206	nadigrano
unpaid	anger	0.203	neplaćeni
powerless	anger	0.203	slab
sentence	anger	0.203	rečenica
inefficient	anger	0.203	neučinkovito
arraignment	anger	0.203	optužnica
pout	anger	0.203	durenje
unlucky	anger	0.203	nesretan
rook	anger	0.203	vrana
backbone	anger	0.203	okosnica
uninvited	anger	0.203	nepozvan
court	anger	0.199	sud
endless	anger	0.198	beskrajan
adverts	anger	0.197	oglasi
distracted	anger	0.197	ometen
delay	anger	0.197	odgoditi
misstatement	anger	0.197	pogrešno prikazivanje
misunderstanding	anger	0.195	nesporazum
inadmissible	anger	0.191	nedopustivo
excite	anger	0.191	oduševiti
lightning	anger	0.189	munja
preclude	anger	0.188	isključiti
mournful	anger	0.188	žalosna
insecure	anger	0.188	nesiguran
incase	anger	0.188	u slučaju
mutter	anger	0.182	mrmljati
pare	anger	0.182	oljuštiti
rating	anger	0.182	ocjena
claimant	anger	0.182	tužitelj
insist	anger	0.182	inzistirati
mistress	anger	0.182	ljubavnica
distracting	anger	0.182	zbunjujući
opium	anger	0.180	opijum
deserve	anger	0.176	zaslužiti
willful	anger	0.176	svojevoljno
treat	anger	0.175	liječiti
insists	anger	0.175	inzistira
excitation	anger	0.172	uzbuđenje
mighty	anger	0.172	moćan
liberate	anger	0.172	osloboditi
indecisive	anger	0.172	neodlučan
hormonal	anger	0.172	hormonska
peice	anger	0.172	komadić
gibberish	anger	0.172	frfljanje
misplace	anger	0.172	izgubiti
fee	anger	0.172	pristojba
thanksalot	anger	0.172	hvala puno
fleece	anger	0.172	runo
yelp	anger	0.168	cviliti
mule	anger	0.167	mazga
unequal	anger	0.167	nejednak
hamstring	anger	0.167	tetiva koljena
bargaining	anger	0.167	cjenkanje
insufficiency	anger	0.167	nedostatnost
insignificant	anger	0.167	neznatan
attentionseekers	anger	0.163	tražitelji pažnje
coop	anger	0.156	kavez
rheumatism	anger	0.156	reumatizam
forearm	anger	0.156	podlaktica
indifference	anger	0.156	ravnodušnost
underpaid	anger	0.152	potplaćeni
involvement	anger	0.152	uključenost
justthebeginning	anger	0.152	samo početak
disinformation	anger	0.152	dezinformacija
uncertain	anger	0.152	neizvjestan
bee	anger	0.152	pčela
attorney	anger	0.152	odvjetnik
pretending	anger	0.152	pretvarajući se
campaigning	anger	0.151	vođenje kampanje
hopelessness	anger	0.149	beznađe
feeling	anger	0.147	osjećaj
legalized	anger	0.145	legalizirana
caution	anger	0.145	Oprez
sterling	anger	0.141	sterling
morals	anger	0.141	moral
subsidy	anger	0.141	subvencija
obliging	anger	0.141	uslužan
wimpy	anger	0.140	slabić
bummer	anger	0.139	nevaljalo
saloon	anger	0.136	salon
blemish	anger	0.136	mrlja
misspell	anger	0.136	pogrešno napisati
repay	anger	0.136	otplaćivati
surcharge	anger	0.136	doplata
geez	anger	0.136	Isuse
birch	anger	0.135	breza
noob	anger	0.133	noob
honk	anger	0.133	gakati
orchestra	anger	0.132	orkestar
wireless	anger	0.125	bežični
competitive	anger	0.125	natjecateljski
standstill	anger	0.125	mirovanje
inattention	anger	0.121	nepažnja
reversal	anger	0.121	preokret
lace	anger	0.118	čipka
elbow	anger	0.117	lakat
instinctive	anger	0.112	nagonski
chant	anger	0.111	pjevati
gnome	anger	0.109	gnome
lonely	anger	0.109	usamljena
tolerate	anger	0.106	tolerirati
management	anger	0.102	upravljanje
advocacy	anger	0.100	zagovaranje
moral	anger	0.094	moralni
roadworks	anger	0.091	radovi na cesti
honest	anger	0.087	pošten, čestit
gent	anger	0.076	gospodin
forgetful	anger	0.076	zaboravan
liquor	anger	0.075	liker
money	anger	0.074	novac
hood	anger	0.071	napa
curriculum	anger	0.063	nastavni plan i program
words	anger	0.062	riječi
smell	anger	0.061	miris
playful	anger	0.061	razigran
opera	anger	0.061	opera
elf	anger	0.061	patuljak
nurture	anger	0.059	njegovati
trumpet	anger	0.059	truba
counsellor	anger	0.059	savjetnik
asleeep	anger	0.059	zaspao
birthplace	anger	0.051	mjesto rođenja
ribbon	anger	0.047	vrpca
youth	anger	0.045	mladosti
vote	anger	0.045	glasanje
cash	anger	0.039	unovčiti
wannasleep	anger	0.031	želi spavati
waffle	anger	0.030	blebetanje
dame	anger	0.030	dama
buffet	anger	0.029	švedski stol
