English Word	Emotion	Emotion-Intensity-Score	Norwegian Word
illegality	anger	0.455	ulovlighet
veto	anger	0.455	veto
constraint	anger	0.455	begrensning
mislead	anger	0.455	villede
illicit	anger	0.455	ulovlig
troublesome	anger	0.455	plagsom
clamor	anger	0.455	rop
bayonet	anger	0.453	bajonett
suppress	anger	0.453	undertrykke
intense	anger	0.453	intens
displeased	anger	0.453	misfornøyd
disapproving	anger	0.453	misbilligende
hysterical	anger	0.453	hysterisk
struggle	anger	0.453	streve
godless	anger	0.453	gudløs
desist	anger	0.453	avstå
usurped	anger	0.453	tilranet seg
despotism	anger	0.453	despotisme
disagreeing	anger	0.453	uenig
bad	anger	0.453	dårlig
unlawful	anger	0.451	ulovlig
wrongly	anger	0.448	feil
repellent	anger	0.442	frastøtende
dishonor	anger	0.441	vanære
psychosis	anger	0.441	psykose
wasted	anger	0.441	drita full
wrongful	anger	0.441	urettmessig
foe	anger	0.441	fiende
aversion	anger	0.440	aversjon
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knoker
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	skisma
upset	anger	0.439	opprørt
effigy	anger	0.439	avbilding
punitive	anger	0.439	straffende
worthless	anger	0.438	verdiløs
separatist	anger	0.438	separatist
ransom	anger	0.438	løsepenger
deny	anger	0.438	benekte
fugitive	anger	0.438	rømling
mucked	anger	0.438	mucked
abandonment	anger	0.438	forlatelse
irritation	anger	0.438	irritasjon
deleterious	anger	0.438	skadelig
stupidity	anger	0.438	dumhet
segregate	anger	0.437	segregere
oblivion	anger	0.437	glemsel
payback	anger	0.436	tilbakebetaling
incongruous	anger	0.435	inkongruent
eviction	anger	0.435	utkastelse
collusion	anger	0.432	samarbeid
rob	anger	0.431	rane
ravenous	anger	0.429	skrubbsulten
overrun	anger	0.429	overkjørt
infidelity	anger	0.429	utroskap
harbinger	anger	0.426	varsel
painful	anger	0.426	smertefullt
getoverit	anger	0.426	kom over det
martial	anger	0.426	martial
rejection	anger	0.426	avslag
incredulous	anger	0.426	vantro
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	forsvar
enforce	anger	0.424	håndheve
commotion	anger	0.424	oppstyr
censor	anger	0.424	sensor
gonorrhea	anger	0.424	gonoré
fraudulent	anger	0.424	uredelig
unsympathetic	anger	0.424	usympatisk
fallacious	anger	0.424	feilaktig
greed	anger	0.424	grådighet
defraud	anger	0.424	bedra
banger	anger	0.424	banger
concealment	anger	0.424	fortielse
fuss	anger	0.424	oppstyr
exasperation	anger	0.424	fortvilelse
disobedience	anger	0.424	ulydighet
powerful	anger	0.424	kraftig
discontent	anger	0.424	misnøye
indecency	anger	0.424	uanstendighet
sedition	anger	0.422	oppvigleri
deportation	anger	0.422	deportasjon
cracked	anger	0.422	sprukket
bang	anger	0.422	bang
barb	anger	0.422	mothake
duel	anger	0.422	duell
sarcasm	anger	0.422	sarkasme
cur	anger	0.422	cur
misrepresented	anger	0.422	feilpresentert
annoyance	anger	0.422	irritasjon
scar	anger	0.422	arr
nettle	anger	0.422	brennesle
banishment	anger	0.422	forvisning
snubbed	anger	0.422	snubbet
penitentiary	anger	0.422	fengselsanstalt
penetration	anger	0.422	penetrasjon
blatant	anger	0.420	åpenbart
force	anger	0.418	makt
perverse	anger	0.415	pervers
wring	anger	0.415	vri seg
bastion	anger	0.413	bastion
grim	anger	0.413	uhyggelig
moody	anger	0.412	humørsyk
tiff	anger	0.412	tiff
nothappy	anger	0.412	ikke fornøyd
surly	anger	0.412	surt
sordid	anger	0.412	kjipt
hunting	anger	0.411	jakt
indenture	anger	0.410	inndrag
forfeit	anger	0.409	gi opp
areyoukiddingme	anger	0.409	tuller du med meg
reproach	anger	0.409	bebreidelse
sham	anger	0.409	humbug
awful	anger	0.409	fryktelig
compulsion	anger	0.409	tvang
implicate	anger	0.409	implisere
contradict	anger	0.409	motsi
inept	anger	0.409	udugelig
supremacy	anger	0.409	overherredømme
sneak	anger	0.409	snike
disappoint	anger	0.409	skuffe
blockade	anger	0.409	blokade
detainee	anger	0.409	internert
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	lyver
rail	anger	0.406	skinne
forsaken	anger	0.406	forlatt
cacophony	anger	0.406	kakofoni
antipathy	anger	0.406	antipati
wop	anger	0.406	uff
badger	anger	0.406	grevling
tremor	anger	0.406	skjelving
inequality	anger	0.406	ulikhet
delusion	anger	0.406	vrangforestilling
unthinkable	anger	0.406	utenkelig
onerous	anger	0.406	tyngende
wrongdoing	anger	0.406	feilhandling
nuisance	anger	0.406	plage
scrapie	anger	0.406	skrantesjuke
epidemic	anger	0.406	epidemi
arguments	anger	0.404	argumenter
affront	anger	0.403	fornærmelse
traumatic	anger	0.402	traumatisk
sodding	anger	0.400	sodding
libel	anger	0.400	injurie
annoys	anger	0.400	irriterer
soslow	anger	0.398	så sakte
watchout	anger	0.398	pass på
frenetic	anger	0.397	frenetisk
remiss	anger	0.397	etterlate
barge	anger	0.396	lekter
sue	anger	0.394	saksøke
keyed	anger	0.394	tastet
actionable	anger	0.394	handlingsdyktig
extinguish	anger	0.394	slukke
fraud	anger	0.394	bedrageri
untoward	anger	0.394	uheldig
illegal	anger	0.394	ulovlig
nag	anger	0.394	nag
boxing	anger	0.394	boksing
confiscate	anger	0.394	konfiskere
howl	anger	0.394	hyle
whatsthepoint	anger	0.394	hva er poenget
rabble	anger	0.394	rabbel
unfriendly	anger	0.394	uvennlig
disrespect	anger	0.394	respektløshet
dangit	anger	0.394	Søren
brimstone	anger	0.392	svovel
dissolution	anger	0.391	oppløsning
rigged	anger	0.391	rigget
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	jordskjelv
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	hensynsløshet
disagree	anger	0.389	være uenig
lawsuit	anger	0.386	rettssak
disused	anger	0.382	nedlagt
despair	anger	0.382	fortvilelse
immorality	anger	0.382	umoral
coerce	anger	0.379	tvinge
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	følsom
pokes	anger	0.379	stikker
falsification	anger	0.379	forfalskning
rifle	anger	0.379	rifle
sizzle	anger	0.379	suser
incurable	anger	0.379	uhelbredelig
difficulty	anger	0.379	vanskelighet
sore	anger	0.379	sår
picket	anger	0.378	streiket
concussion	anger	0.377	hjernerystelse
stuckup	anger	0.375	overlegen
militia	anger	0.375	milits
rawr	anger	0.375	rawr
faulty	anger	0.375	defekt
sly	anger	0.375	slu
disillusionment	anger	0.375	desillusjon
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	fallgruve
infantile	anger	0.375	infantil
pessimism	anger	0.375	pessimisme
remand	anger	0.375	varetektsfengsling
cannon	anger	0.375	kanon
vindicate	anger	0.371	stadfeste
inhibit	anger	0.371	hemme
distressing	anger	0.371	plagsomt
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	schizofreni
skewed	anger	0.368	skjevt
disreputable	anger	0.368	uanstendig
forbidding	anger	0.368	forbyr
conquest	anger	0.367	erobring
bark	anger	0.365	bark
leukemia	anger	0.365	leukemi
disapprove	anger	0.364	mislike
warrior	anger	0.364	kriger
barks	anger	0.364	bjeffer
retarded	anger	0.364	tilbakestående
unhappy	anger	0.364	ulykkelig
burke	anger	0.364	burke
challenge	anger	0.364	utfordring
belt	anger	0.364	belte
litigate	anger	0.359	saksøke
paucity	anger	0.359	knapphet
opinionated	anger	0.359	meningsfulle
disliked	anger	0.359	mislikte
aftermath	anger	0.359	etterspill
restriction	anger	0.359	begrensning
cad	anger	0.359	cad
incompetence	anger	0.359	inkompetanse
loudness	anger	0.359	lydstyrke
broken	anger	0.359	gått i stykker
polemic	anger	0.359	polemikk
sectarian	anger	0.359	sekterisk
controversial	anger	0.359	kontroversielt
interrupting	anger	0.358	avbryter
fussy	anger	0.357	masete
wench	anger	0.353	venn
remove	anger	0.351	fjerne
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	feil oppførsel
scarcity	anger	0.350	knapphet
losing	anger	0.349	taper
stigma	anger	0.348	stigma
deserted	anger	0.348	forlatt
timewasters	anger	0.348	Tid sløsere
disagreement	anger	0.348	uenighet
defect	anger	0.348	defekt
hardened	anger	0.348	herdet
lie	anger	0.348	å ligge
ulcer	anger	0.348	magesår
retract	anger	0.348	trekke tilbake
untrustworthy	anger	0.348	upålitelig
pest	anger	0.348	skadedyr
disappointed	anger	0.348	skuffet
bias	anger	0.345	partiskhet
negation	anger	0.344	negasjon
bothering	anger	0.344	plager
stripped	anger	0.344	strippet
antisocial	anger	0.344	asosial
pirate	anger	0.344	sjørøver
stingy	anger	0.344	stikkende
shoddy	anger	0.344	lurt
unreliable	anger	0.344	upålitelig
shaky	anger	0.344	skjelvende
misleading	anger	0.344	villedende
unsettled	anger	0.344	uoppgjort
evade	anger	0.344	unngå
anxiety	anger	0.344	angst
disclaim	anger	0.344	fraskrive seg
deterioration	anger	0.344	forverring
impotence	anger	0.344	maktesløshet
interminable	anger	0.343	uendelig
disease	anger	0.341	sykdom
meddle	anger	0.341	blande seg inn
warp	anger	0.340	renning
averse	anger	0.338	uvillig
infamous	anger	0.338	beryktet
alcoholism	anger	0.338	alkoholisme
row	anger	0.337	rad
staticky	anger	0.336	statisk
illegitimate	anger	0.333	uekte
encumbrance	anger	0.333	heftelse
witchcraft	anger	0.333	hekseri
interrupt	anger	0.333	avbryte
scorpion	anger	0.333	skorpion
ill	anger	0.333	jeg vil
sinner	anger	0.331	synder
inconsiderate	anger	0.329	hensynsløs
hulk	anger	0.329	hulk
prohibited	anger	0.328	forbudt
dashed	anger	0.328	stiplet
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalifisert
spammers	anger	0.328	spammere
phony	anger	0.328	falsk
tighten	anger	0.328	stramme
dislocated	anger	0.328	forstuet
scapegoat	anger	0.328	syndebukk
victim	anger	0.328	offer
opponent	anger	0.328	motstander
hiss	anger	0.328	suser
crusade	anger	0.328	korstog
grumpy	anger	0.328	grinete
resisting	anger	0.328	gjøre motstand
inappropriate	anger	0.324	upassende
haye	anger	0.324	haye
loss	anger	0.324	tap
trickery	anger	0.324	lureri
eschew	anger	0.324	unnvike
neglected	anger	0.324	forsømt
canker	anger	0.323	kreft
muff	anger	0.318	muff
crunch	anger	0.318	knase
duplicity	anger	0.318	dobbelthet
criticism	anger	0.318	kritikk
queues	anger	0.318	køer
shriek	anger	0.316	skrik
depreciate	anger	0.315	avskrive
dismissal	anger	0.312	avskjedigelse
chaff	anger	0.312	agner
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	fattigdom
carelessness	anger	0.312	uforsiktighet
deflate	anger	0.312	tømme luften
dumps	anger	0.312	dumper
dupe	anger	0.312	lure
mortality	anger	0.312	dødelighet
revving	anger	0.309	revving
disallowed	anger	0.308	ikke tillatt
boisterous	anger	0.307	støyende
thoughtless	anger	0.307	tankeløs
burial	anger	0.304	begravelse
wince	anger	0.303	krympe
theocratic	anger	0.303	teokratisk
sullen	anger	0.303	mutt
involution	anger	0.300	involusjon
misuse	anger	0.297	misbruk
taxed	anger	0.297	skattlagt
senseless	anger	0.297	meningsløs
talons	anger	0.297	klør
stalemate	anger	0.297	fastlåst situasjon
getyourown	anger	0.297	Skaff deg din egen
hoax	anger	0.297	bløff
depreciated	anger	0.297	avskrevet
depressed	anger	0.297	deprimert
wasteful	anger	0.297	uøkonomisk
paralysis	anger	0.295	lammelse
displaced	anger	0.294	fortrengt
limited	anger	0.292	begrenset
disapointment	anger	0.290	skuffelse
orc	anger	0.289	orc
ridiculous	anger	0.289	latterlig
homeless	anger	0.288	hjemløs
spine	anger	0.288	ryggrad
teasing	anger	0.288	erting
presumptuous	anger	0.288	formastelig
react	anger	0.288	reagere
sharpen	anger	0.288	spisse
barrier	anger	0.287	barriere
hoot	anger	0.287	tute
twitchy	anger	0.287	rykende
myopia	anger	0.283	nærsynthet
flexin	anger	0.281	flexin
lagging	anger	0.281	henger etter
contraband	anger	0.281	smuglergods
incompatible	anger	0.281	uforenlig
shiver	anger	0.281	skjelve
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	kobler fra
delinquent	anger	0.281	kriminell
restitution	anger	0.281	restitusjon
foray	anger	0.279	streiftog
troll	anger	0.279	troll
unfairness	anger	0.279	urettferdighet
buffering	anger	0.279	buffering
noncompliance	anger	0.279	manglende overholdelse
nether	anger	0.278	under
bogus	anger	0.273	tull
immaturity	anger	0.273	umodenhet
uncaring	anger	0.273	upassende
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	heftig
shock	anger	0.269	sjokk
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorgenperson
feminism	anger	0.266	feminisme
inoperative	anger	0.266	uvirksom
bear	anger	0.266	Bjørn
inconvenient	anger	0.266	ubeleilig
latent	anger	0.266	latent
defendant	anger	0.266	anklagede
nopoint	anger	0.266	ikke noe poeng
rapping	anger	0.266	rappe
pry	anger	0.266	lirke
quandary	anger	0.266	dilemma
interrupts	anger	0.265	avbryter
fluctuation	anger	0.265	svingning
exaggerate	anger	0.263	overdrive
lose	anger	0.261	å tape
patter	anger	0.258	klappe
furnace	anger	0.258	ovn
stone	anger	0.258	stein
tease	anger	0.258	plage
shoplifting	anger	0.258	butikktyveri
soldier	anger	0.258	soldat
incompetent	anger	0.257	inkompetent
indoctrination	anger	0.255	indoktrinering
rocket	anger	0.250	rakett
skid	anger	0.250	skrens
noisy	anger	0.250	støyende
notoriety	anger	0.250	beryktethet
cane	anger	0.250	stokk
unfollow	anger	0.250	slutte å følge
tripping	anger	0.250	snubler
attentionseeker	anger	0.250	oppmerksomhetsøker
mastery	anger	0.250	mestring
socialist	anger	0.250	sosialist
falsehood	anger	0.250	usannhet
complicate	anger	0.250	komplisere
lawyer	anger	0.250	advokat
untrue	anger	0.250	usann
nonsense	anger	0.250	tull
pouting	anger	0.250	trutling
witch	anger	0.242	heks
detract	anger	0.242	forringe
obstacle	anger	0.242	hindring
halter	anger	0.242	grime
fenced	anger	0.242	inngjerdet
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	forstår ikke
vampire	anger	0.242	vampyr
ringer	anger	0.242	ringetone
frowning	anger	0.239	rynker pannen
saber	anger	0.238	sabel
hunger	anger	0.235	sult
shell	anger	0.234	skall
wokemeup	anger	0.234	vekte meg
recession	anger	0.234	resesjon
failing	anger	0.234	mislykkes
dabbling	anger	0.234	dabling
politics	anger	0.234	politikk
lava	anger	0.234	lava
rascal	anger	0.234	rakker
imtryingtosleep	anger	0.234	prøver å sove
tariff	anger	0.234	tariff
undesirable	anger	0.231	uønsket
darkness	anger	0.227	mørke
versus	anger	0.227	mot
copycat	anger	0.227	copycat
resign	anger	0.227	si opp
soaked	anger	0.226	gjennomvåt
unfulfilled	anger	0.225	uoppfylt
abandoned	anger	0.222	forlatt
unattainable	anger	0.221	uoppnåelig
owing	anger	0.221	på grunn
bankruptcy	anger	0.221	konkurser
misconception	anger	0.219	misforståelse
tool	anger	0.219	verktøy
warden	anger	0.219	vaktmester
compress	anger	0.219	komprimere
mosquito	anger	0.219	mygg
whiny	anger	0.219	sutrete
somethingigetalot	anger	0.219	noe veldig
confusion	anger	0.219	forvirring
unhelpful	anger	0.219	lite nyttig
twitching	anger	0.219	rykninger
nosey	anger	0.213	nysgjerrig
overpriced	anger	0.212	overpriset
adder	anger	0.212	huggorm
harry	anger	0.212	harry
shortage	anger	0.212	mangel
melodrama	anger	0.212	melodrama
possession	anger	0.206	besittelse
desert	anger	0.206	ørken
overplayed	anger	0.206	overspilt
unpaid	anger	0.203	ubetalt
powerless	anger	0.203	maktesløs
sentence	anger	0.203	setning
inefficient	anger	0.203	ineffektiv
arraignment	anger	0.203	rettssak
pout	anger	0.203	trutmunn
unlucky	anger	0.203	uheldig
rook	anger	0.203	tårn
backbone	anger	0.203	ryggrad
uninvited	anger	0.203	uoppfordret
court	anger	0.199	domstol
endless	anger	0.198	endeløs
adverts	anger	0.197	annonser
distracted	anger	0.197	distrahert
delay	anger	0.197	forsinkelse
misstatement	anger	0.197	feilinformasjon
misunderstanding	anger	0.195	misforståelse
inadmissible	anger	0.191	ikke tillatt
excite	anger	0.191	begeistre
lightning	anger	0.189	lyn
preclude	anger	0.188	utelukke
mournful	anger	0.188	sørgmodig
insecure	anger	0.188	utrygg
incase	anger	0.188	i tilfelle
mutter	anger	0.182	mumle
pare	anger	0.182	pare
rating	anger	0.182	vurdering
claimant	anger	0.182	fordringshaver
insist	anger	0.182	insistere
mistress	anger	0.182	elskerinne
distracting	anger	0.182	distraherende
opium	anger	0.180	opium
deserve	anger	0.176	fortjene
willful	anger	0.176	forsettlig
treat	anger	0.175	behandle
insists	anger	0.175	insisterer
excitation	anger	0.172	eksitasjon
mighty	anger	0.172	mektig
liberate	anger	0.172	frigjøre
indecisive	anger	0.172	ubesluttsom
hormonal	anger	0.172	hormonelle
peice	anger	0.172	bit
gibberish	anger	0.172	tøv
misplace	anger	0.172	feilplassert
fee	anger	0.172	avgift
thanksalot	anger	0.172	Takk så mye
fleece	anger	0.172	fleece
yelp	anger	0.168	rop
mule	anger	0.167	muldyr
unequal	anger	0.167	ulik
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	forhandlinger
insufficiency	anger	0.167	insuffisiens
insignificant	anger	0.167	ubetydelig
attentionseekers	anger	0.163	oppmerksomhetssøkere
coop	anger	0.156	coop
rheumatism	anger	0.156	revmatisme
forearm	anger	0.156	underarm
indifference	anger	0.156	likegyldighet
underpaid	anger	0.152	underbetalt
involvement	anger	0.152	involvering
justthebeginning	anger	0.152	bare begynnelsen
disinformation	anger	0.152	desinformasjon
uncertain	anger	0.152	usikker
bee	anger	0.152	Bie
attorney	anger	0.152	advokat
pretending	anger	0.152	late som
campaigning	anger	0.151	kampanje
hopelessness	anger	0.149	håpløshet
feeling	anger	0.147	følelse
legalized	anger	0.145	legalisert
caution	anger	0.145	forsiktighet
sterling	anger	0.141	sterling
morals	anger	0.141	moral
subsidy	anger	0.141	subsidie
obliging	anger	0.141	forpliktende
wimpy	anger	0.140	pysete
bummer	anger	0.139	nedtur
saloon	anger	0.136	salong
blemish	anger	0.136	lyte
misspell	anger	0.136	feilstaving
repay	anger	0.136	betale tilbake
surcharge	anger	0.136	tilleggsavgift
geez	anger	0.136	Jøss
birch	anger	0.135	bjørk
noob	anger	0.133	nybegynner
honk	anger	0.133	tut
orchestra	anger	0.132	orkester
wireless	anger	0.125	trådløst
competitive	anger	0.125	konkurransedyktig
standstill	anger	0.125	stillestående
inattention	anger	0.121	uoppmerksomhet
reversal	anger	0.121	reversering
lace	anger	0.118	blonder
elbow	anger	0.117	albue
instinctive	anger	0.112	instinktiv
chant	anger	0.111	sang
gnome	anger	0.109	nisse
lonely	anger	0.109	ensom
tolerate	anger	0.106	tolerere
management	anger	0.102	ledelse
advocacy	anger	0.100	beslutningspåvirkning
moral	anger	0.094	moralsk
roadworks	anger	0.091	veiarbeid
honest	anger	0.087	ærlig
gent	anger	0.076	herre
forgetful	anger	0.076	glemsom
liquor	anger	0.075	brennevin
money	anger	0.074	penger
hood	anger	0.071	hette
curriculum	anger	0.063	læreplan
words	anger	0.062	ord
smell	anger	0.061	lukt
playful	anger	0.061	leken
opera	anger	0.061	opera
elf	anger	0.061	Alv
nurture	anger	0.059	pleie
trumpet	anger	0.059	trompet
counsellor	anger	0.059	rådgiver
asleeep	anger	0.059	sover
birthplace	anger	0.051	fødested
ribbon	anger	0.047	bånd
youth	anger	0.045	ungdom
vote	anger	0.045	stemme
cash	anger	0.039	penger
wannasleep	anger	0.031	vil sove
waffle	anger	0.030	vaffel
dame	anger	0.030	dame
buffet	anger	0.029	buffet
celebrity	anger	0.026	kjendis
sisterhood	anger	0.015	søsterskap
autocorrect	anger	0.015	autokorrektur
musical	anger	0.011	musikalsk
tree	anger	0.000	tre
anticipation	anticipation	0.859	forventning
excited	anticipation	0.859	spent
excitement	anticipation	0.820	begeistring
anticipate	anticipation	0.820	forutse
eagerness	anticipation	0.812	iver
exciting	anticipation	0.797	spennende
expectant	anticipation	0.789	forventningsfull
thrilling	anticipation	0.781	spennende
hope	anticipation	0.773	håp
quest	anticipation	0.766	oppdrag
countdown	anticipation	0.750	nedtelling
start	anticipation	0.750	start
anticipatory	anticipation	0.750	forventningsfull
adventure	anticipation	0.750	eventyr
expectance	anticipation	0.750	forventning
climax	anticipation	0.742	klimaks
prophecy	anticipation	0.742	profeti
expect	anticipation	0.742	forvente
excite	anticipation	0.742	begeistre
arouse	anticipation	0.742	vekke
eager	anticipation	0.742	ivrig
