English Word	Emotion	Emotion-Intensity-Score	Czech Word
vent	anger	0.456	větrací otvor
elimination	anger	0.456	odstranění
picketing	anger	0.456	demonstrace
haughty	anger	0.456	povýšený
grated	anger	0.455	strouhaný
flagrant	anger	0.455	flagrantní
busted	anger	0.455	zatkli
crabby	anger	0.455	krabovitý
dying	anger	0.455	umírající
idiocy	anger	0.455	idiotství
impermeable	anger	0.455	nepropustný
stubbed	anger	0.455	naražený
illegality	anger	0.455	nezákonnosti
veto	anger	0.455	vetovat
constraint	anger	0.455	omezení
mislead	anger	0.455	uvést v omyl
illicit	anger	0.455	nedovolený
troublesome	anger	0.455	namáhavý
clamor	anger	0.455	křik
bayonet	anger	0.453	bajonet
suppress	anger	0.453	potlačit
intense	anger	0.453	intenzivní
displeased	anger	0.453	nespokojený
disapproving	anger	0.453	nesouhlasný
hysterical	anger	0.453	hysterický
struggle	anger	0.453	boj
godless	anger	0.453	bezbožný
desist	anger	0.453	upustit od
usurped	anger	0.453	uzurpoval
despotism	anger	0.453	despotismus
disagreeing	anger	0.453	nesouhlasící
bad	anger	0.453	špatný
unlawful	anger	0.451	protiprávní
wrongly	anger	0.448	nesprávně
repellent	anger	0.442	repelent
dishonor	anger	0.441	hanba
psychosis	anger	0.441	psychóza
wasted	anger	0.441	promarněné
wrongful	anger	0.441	neprávem
foe	anger	0.441	nepřítel
aversion	anger	0.440	averze
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	klouby
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	rozkol
upset	anger	0.439	naštvaný
effigy	anger	0.439	podobizna
punitive	anger	0.439	represivní
worthless	anger	0.438	bezcenný
separatist	anger	0.438	separatista
ransom	anger	0.438	výkupné
deny	anger	0.438	odmítnout
fugitive	anger	0.438	uprchlík
mucked	anger	0.438	zbabělý
abandonment	anger	0.438	opuštění
irritation	anger	0.438	podráždění
deleterious	anger	0.438	škodlivý
stupidity	anger	0.438	hloupost
segregate	anger	0.437	oddělit
oblivion	anger	0.437	zapomenutí
payback	anger	0.436	návratnost
incongruous	anger	0.435	nesourodé
eviction	anger	0.435	vystěhování
collusion	anger	0.432	koluze
rob	anger	0.431	okrást
ravenous	anger	0.429	žravý
overrun	anger	0.429	obsadit
infidelity	anger	0.429	nevěra
harbinger	anger	0.426	předzvěst
painful	anger	0.426	bolestivý
getoverit	anger	0.426	přenes se přes to
martial	anger	0.426	válečný
rejection	anger	0.426	odmítnutí
incredulous	anger	0.426	nevěřící
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	obrana
enforce	anger	0.424	prosadit
commotion	anger	0.424	rozruch
censor	anger	0.424	cenzurovat
gonorrhea	anger	0.424	kapavka
fraudulent	anger	0.424	podvodný
unsympathetic	anger	0.424	nesympatický
fallacious	anger	0.424	klamný
greed	anger	0.424	chamtivost
defraud	anger	0.424	podvést
banger	anger	0.424	petarda
concealment	anger	0.424	zatajení
fuss	anger	0.424	povyk
exasperation	anger	0.424	podráždění
disobedience	anger	0.424	neposlušnost
powerful	anger	0.424	silný
discontent	anger	0.424	nespokojenost
indecency	anger	0.424	neslušnost
sedition	anger	0.422	pobuřování
deportation	anger	0.422	deportace
cracked	anger	0.422	popraskané
bang	anger	0.422	prásk
barb	anger	0.422	ozub
duel	anger	0.422	souboj
sarcasm	anger	0.422	sarkasmus
cur	anger	0.422	voříšek
misrepresented	anger	0.422	nesprávně uváděný
annoyance	anger	0.422	nepříjemnost
scar	anger	0.422	jizva
nettle	anger	0.422	kopřiva
banishment	anger	0.422	vyhoštění
snubbed	anger	0.422	potupený
penitentiary	anger	0.422	trestnice
penetration	anger	0.422	penetrace
blatant	anger	0.420	do očí bijící
force	anger	0.418	platnost
perverse	anger	0.415	perverzní
wring	anger	0.415	ždímat
bastion	anger	0.413	bašta
grim	anger	0.413	ponurý
moody	anger	0.412	náladový
tiff	anger	0.412	tiff
nothappy	anger	0.412	není šťastná
surly	anger	0.412	nevrlý
sordid	anger	0.412	špinavý
hunting	anger	0.411	lov
indenture	anger	0.410	zavazek
forfeit	anger	0.409	propadnout
areyoukiddingme	anger	0.409	Děláš si ze mě srandu
reproach	anger	0.409	vyčítat
sham	anger	0.409	falešný
awful	anger	0.409	hrozné
compulsion	anger	0.409	nutkání
implicate	anger	0.409	zaplést
contradict	anger	0.409	odporovat
inept	anger	0.409	nešikovný
supremacy	anger	0.409	svrchovanost
sneak	anger	0.409	žalobníček
disappoint	anger	0.409	zklamat
blockade	anger	0.409	blokáda
detainee	anger	0.409	zadržená osoba
cantwin	anger	0.409	cantwin
squelch	anger	0.409	umlčet
lying	anger	0.408	ležící
rail	anger	0.406	železniční
forsaken	anger	0.406	opuštěný
cacophony	anger	0.406	kakofonie
antipathy	anger	0.406	antipatie
wop	anger	0.406	wop
badger	anger	0.406	jezevec
tremor	anger	0.406	třes
inequality	anger	0.406	nerovnost
delusion	anger	0.406	klam
unthinkable	anger	0.406	nemyslitelné
onerous	anger	0.406	obtížný
wrongdoing	anger	0.406	provinění
nuisance	anger	0.406	obtíž
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemický
arguments	anger	0.404	argumenty
affront	anger	0.403	urážka
traumatic	anger	0.402	traumatický
sodding	anger	0.400	posypání
libel	anger	0.400	pomluva
annoys	anger	0.400	otravuje
soslow	anger	0.398	tak pomalý
watchout	anger	0.398	Dávej si pozor
frenetic	anger	0.397	frenetický
remiss	anger	0.397	nedbalý
barge	anger	0.396	bárka
sue	anger	0.394	Žalovat
keyed	anger	0.394	klíčovaný
actionable	anger	0.394	akceschopný
extinguish	anger	0.394	uhasit
fraud	anger	0.394	podvod
untoward	anger	0.394	nežádoucí
illegal	anger	0.394	ilegální
nag	anger	0.394	kobylka
boxing	anger	0.394	box
confiscate	anger	0.394	zabavit
howl	anger	0.394	výt
whatsthepoint	anger	0.394	jaký to má smysl
rabble	anger	0.394	chátra
unfriendly	anger	0.394	nepřátelský
disrespect	anger	0.394	neúcta
dangit	anger	0.394	dangit
brimstone	anger	0.392	síra
dissolution	anger	0.391	rozpuštění
rigged	anger	0.391	zmanipulovaný
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	zemětřesení
argh	anger	0.391	argh
pique	anger	0.391	dráždit
recklessness	anger	0.391	bezohlednost
disagree	anger	0.389	nesouhlasit
lawsuit	anger	0.386	soudní spor
disused	anger	0.382	nepoužívané
despair	anger	0.382	zoufalství
immorality	anger	0.382	nemorálnost
coerce	anger	0.379	donutit
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	nedůtklivý
pokes	anger	0.379	šťouchá
falsification	anger	0.379	falšování
rifle	anger	0.379	puška
sizzle	anger	0.379	prskání
incurable	anger	0.379	nevyléčitelný
difficulty	anger	0.379	obtížnost
sore	anger	0.379	bolavý
picket	anger	0.378	hlídka
concussion	anger	0.377	otřes mozku
stuckup	anger	0.375	zaseknutý
militia	anger	0.375	milice
rawr	anger	0.375	rawr
faulty	anger	0.375	vadný
sly	anger	0.375	mazaný
disillusionment	anger	0.375	rozčarování
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	past
infantile	anger	0.375	infantilní
pessimism	anger	0.375	pesimismus
remand	anger	0.375	zadržet
cannon	anger	0.375	dělo
vindicate	anger	0.371	obhájit
inhibit	anger	0.371	inhibovat
distressing	anger	0.371	znepokojující
nepotism	anger	0.371	nepotismus
schizophrenia	anger	0.369	schizofrenie
skewed	anger	0.368	zkreslený
disreputable	anger	0.368	pochybný
forbidding	anger	0.368	zakazující
conquest	anger	0.367	dobytí
bark	anger	0.365	kůra
leukemia	anger	0.365	leukémie
disapprove	anger	0.364	neschválit
warrior	anger	0.364	bojovník
barks	anger	0.364	štěká
retarded	anger	0.364	retardovaný
unhappy	anger	0.364	nešťastný
burke	anger	0.364	burke
challenge	anger	0.364	výzva
belt	anger	0.364	pás
litigate	anger	0.359	soudní spor
paucity	anger	0.359	nedostatek
opinionated	anger	0.359	umíněný
disliked	anger	0.359	nelíbilo
aftermath	anger	0.359	následky
restriction	anger	0.359	omezení
cad	anger	0.359	CAD
incompetence	anger	0.359	neschopnost
loudness	anger	0.359	hlasitost
broken	anger	0.359	zlomený
polemic	anger	0.359	polemika
sectarian	anger	0.359	sektářský
controversial	anger	0.359	kontroverzní
interrupting	anger	0.358	přerušující
fussy	anger	0.357	úzkostlivý
wench	anger	0.353	děvče
remove	anger	0.351	odstranit
brat	anger	0.351	spratek
gruff	anger	0.351	drsný
misbehavior	anger	0.351	špatné chování
scarcity	anger	0.350	nedostatek
losing	anger	0.349	prohrává
stigma	anger	0.348	stigma
deserted	anger	0.348	opuštěný
timewasters	anger	0.348	požírači času
disagreement	anger	0.348	nesouhlas
defect	anger	0.348	přeběhnout
hardened	anger	0.348	vytvrzený
lie	anger	0.348	lhát
ulcer	anger	0.348	vřed
retract	anger	0.348	zatáhnout
untrustworthy	anger	0.348	nedůvěryhodný
pest	anger	0.348	škůdce
disappointed	anger	0.348	zklamaný
bias	anger	0.345	zaujatost
negation	anger	0.344	negace
bothering	anger	0.344	obtěžující
stripped	anger	0.344	svlékl
antisocial	anger	0.344	asociální
pirate	anger	0.344	pirát
stingy	anger	0.344	lakomý
shoddy	anger	0.344	chatrný
unreliable	anger	0.344	nespolehlivý
shaky	anger	0.344	nejistý
misleading	anger	0.344	zavádějící
unsettled	anger	0.344	nevyrovnaný
evade	anger	0.344	vyhnout se
anxiety	anger	0.344	úzkost
disclaim	anger	0.344	odmítnout
deterioration	anger	0.344	zhoršení
impotence	anger	0.344	impotence
interminable	anger	0.343	nekonečný
disease	anger	0.341	choroba
meddle	anger	0.341	vměšovat se
warp	anger	0.340	osnova
averse	anger	0.338	odmítavý
infamous	anger	0.338	nechvalně známý
alcoholism	anger	0.338	alkoholismus
row	anger	0.337	řádek
staticky	anger	0.336	staticky
illegitimate	anger	0.333	nelegitimní
encumbrance	anger	0.333	věcné břemeno
witchcraft	anger	0.333	čarodějnictví
interrupt	anger	0.333	přerušit
scorpion	anger	0.333	Štír
ill	anger	0.333	nemocný
sinner	anger	0.331	hříšník
inconsiderate	anger	0.329	bezohledný
hulk	anger	0.329	vrak
prohibited	anger	0.328	zakázáno
dashed	anger	0.328	čárkovaná
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalifikovaný
spammers	anger	0.328	spammery
phony	anger	0.328	falešný
tighten	anger	0.328	utáhnout
dislocated	anger	0.328	vykloubený
scapegoat	anger	0.328	obětní beránek
victim	anger	0.328	oběť
opponent	anger	0.328	oponent
hiss	anger	0.328	syčení
crusade	anger	0.328	křížová výprava
grumpy	anger	0.328	nevrlý
resisting	anger	0.328	vzdorující
inappropriate	anger	0.324	nemístný
haye	anger	0.324	haye
loss	anger	0.324	ztráta
trickery	anger	0.324	podvod
eschew	anger	0.324	vyhýbat se
neglected	anger	0.324	zanedbané
canker	anger	0.323	rakovina
muff	anger	0.318	rukávník
crunch	anger	0.318	křupat
duplicity	anger	0.318	duplicita
criticism	anger	0.318	kritika
queues	anger	0.318	fronty
shriek	anger	0.316	výkřik
depreciate	anger	0.315	odepisovat
dismissal	anger	0.312	propuštění
chaff	anger	0.312	plevy
dramaqueen	anger	0.312	královna dramatu
poverty	anger	0.312	chudoba
carelessness	anger	0.312	neopatrnost
deflate	anger	0.312	vyfouknout
dumps	anger	0.312	skládky
dupe	anger	0.312	napálit
mortality	anger	0.312	úmrtnost
revving	anger	0.309	vytáčení
disallowed	anger	0.308	nepovoleno
boisterous	anger	0.307	bouřlivý
thoughtless	anger	0.307	bezohledný
burial	anger	0.304	pohřbení
wince	anger	0.303	zašklebit se bolestí
theocratic	anger	0.303	teokratický
sullen	anger	0.303	zasmušilý
involution	anger	0.300	involuce
misuse	anger	0.297	zneužít
taxed	anger	0.297	zdaněny
senseless	anger	0.297	nesmyslný
talons	anger	0.297	drápy
stalemate	anger	0.297	patová situace
getyourown	anger	0.297	getyourown
hoax	anger	0.297	hoax
depreciated	anger	0.297	odepsáno
depressed	anger	0.297	deprimovaný
wasteful	anger	0.297	plýtvání
paralysis	anger	0.295	ochrnutí
displaced	anger	0.294	přemístěno
limited	anger	0.292	omezený
disapointment	anger	0.290	zklamání
orc	anger	0.289	ork
ridiculous	anger	0.289	směšný
homeless	anger	0.288	bez domova
spine	anger	0.288	páteř
teasing	anger	0.288	škádlení
presumptuous	anger	0.288	troufalý
react	anger	0.288	reagovat
sharpen	anger	0.288	zaostřit
barrier	anger	0.287	bariéra
hoot	anger	0.287	houkání
twitchy	anger	0.287	cukavý
myopia	anger	0.283	krátkozrakost
flexin	anger	0.281	flexin
lagging	anger	0.281	zaostávající
contraband	anger	0.281	kontraband
incompatible	anger	0.281	nekompatibilní
shiver	anger	0.281	zachvění
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	odpojí
delinquent	anger	0.281	delikvent
restitution	anger	0.281	restituce
foray	anger	0.279	nájezd
troll	anger	0.279	troll
unfairness	anger	0.279	nespravedlnost
buffering	anger	0.279	ukládání do vyrovnávací paměti
noncompliance	anger	0.279	nedodržení
nether	anger	0.278	dolní
bogus	anger	0.273	falešný
immaturity	anger	0.273	nezralost
uncaring	anger	0.273	bezstarostný
bugaboo	anger	0.273	bubák
feisty	anger	0.269	Divoké
shock	anger	0.269	šokovat
humbug	anger	0.266	švindl
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminismus
inoperative	anger	0.266	nefunkční
bear	anger	0.266	medvěd
inconvenient	anger	0.266	nevyhovující
latent	anger	0.266	latentní
defendant	anger	0.266	obžalovaný
nopoint	anger	0.266	žádný bod
rapping	anger	0.266	rapování
pry	anger	0.266	vypáčit
quandary	anger	0.266	dilema
interrupts	anger	0.265	přeruší
fluctuation	anger	0.265	kolísání
exaggerate	anger	0.263	přehánět
lose	anger	0.261	prohrát
patter	anger	0.258	pleskat
furnace	anger	0.258	pec
stone	anger	0.258	kámen
tease	anger	0.258	vtipálek
shoplifting	anger	0.258	krádeže v obchodech
soldier	anger	0.258	voják
incompetent	anger	0.257	neschopný
indoctrination	anger	0.255	indoktrinace
rocket	anger	0.250	raketa
skid	anger	0.250	smyk
noisy	anger	0.250	hlučný
notoriety	anger	0.250	proslulost
cane	anger	0.250	třtina
unfollow	anger	0.250	přestat sledovat
tripping	anger	0.250	zakopnutí
attentionseeker	anger	0.250	hledač pozornosti
mastery	anger	0.250	mistrovství
socialist	anger	0.250	socialista
falsehood	anger	0.250	lež
complicate	anger	0.250	komplikovat
lawyer	anger	0.250	právník
untrue	anger	0.250	nepravdivé
nonsense	anger	0.250	nesmysl
pouting	anger	0.250	našpulený
witch	anger	0.242	čarodějnice
detract	anger	0.242	odvrátit
obstacle	anger	0.242	překážka
halter	anger	0.242	ohlávka
fenced	anger	0.242	oplocený
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	nerozumím
vampire	anger	0.242	upír
ringer	anger	0.242	vyzvánění
frowning	anger	0.239	mračit se
saber	anger	0.238	šavle
hunger	anger	0.235	hlad
shell	anger	0.234	skořápka
wokemeup	anger	0.234	vzbudil mě
recession	anger	0.234	recese
failing	anger	0.234	selhávající
dabbling	anger	0.234	fušování
politics	anger	0.234	politika
lava	anger	0.234	láva
rascal	anger	0.234	rošťák
imtryingtosleep	anger	0.234	Snažím se spát
tariff	anger	0.234	tarif
undesirable	anger	0.231	nežádoucí
darkness	anger	0.227	tma
versus	anger	0.227	proti
copycat	anger	0.227	imitátor
resign	anger	0.227	odstoupit
soaked	anger	0.226	promočený
unfulfilled	anger	0.225	nesplněno
abandoned	anger	0.222	opuštěný
unattainable	anger	0.221	nedosažitelný
owing	anger	0.221	dlužno
bankruptcy	anger	0.221	bankrot
misconception	anger	0.219	mylná představa
tool	anger	0.219	nástroj
warden	anger	0.219	správce
compress	anger	0.219	komprimovat
mosquito	anger	0.219	komár
whiny	anger	0.219	kňučící
somethingigetalot	anger	0.219	něcoigetalot
confusion	anger	0.219	zmatek
unhelpful	anger	0.219	neužitečné
twitching	anger	0.219	cukání
nosey	anger	0.213	zvědavý
overpriced	anger	0.212	předražené
adder	anger	0.212	zmije
harry	anger	0.212	Harry
shortage	anger	0.212	nedostatek
melodrama	anger	0.212	melodrama
possession	anger	0.206	majetek
desert	anger	0.206	poušť
overplayed	anger	0.206	přehráno
unpaid	anger	0.203	nezaplaceno
powerless	anger	0.203	bezmocný
sentence	anger	0.203	věta
inefficient	anger	0.203	neefektivní
arraignment	anger	0.203	obvinění
pout	anger	0.203	našpulit
unlucky	anger	0.203	nešťastný
rook	anger	0.203	havran
backbone	anger	0.203	páteř
uninvited	anger	0.203	nezvaný
court	anger	0.199	soud
endless	anger	0.198	nekonečný
adverts	anger	0.197	reklamy
distracted	anger	0.197	roztržitý
delay	anger	0.197	zpoždění
misstatement	anger	0.197	nesprávné tvrzení
misunderstanding	anger	0.195	nedorozumění
inadmissible	anger	0.191	nepřípustný
excite	anger	0.191	rozrušit
lightning	anger	0.189	Blesk
preclude	anger	0.188	vyloučit
mournful	anger	0.188	truchlivý
insecure	anger	0.188	nejistý
incase	anger	0.188	v případě
mutter	anger	0.182	mumlat
pare	anger	0.182	pare
rating	anger	0.182	hodnocení
claimant	anger	0.182	žadatel
insist	anger	0.182	trvat
mistress	anger	0.182	paní
distracting	anger	0.182	rozptylující
opium	anger	0.180	opium
deserve	anger	0.176	zasloužit si
willful	anger	0.176	svévolný
treat	anger	0.175	zacházet
insists	anger	0.175	trvá na tom
excitation	anger	0.172	excitace
mighty	anger	0.172	mocný
liberate	anger	0.172	osvobodit
indecisive	anger	0.172	nerozhodný
hormonal	anger	0.172	hormonální
peice	anger	0.172	peice
gibberish	anger	0.172	hatmatilka
misplace	anger	0.172	založit někam
fee	anger	0.172	poplatek
thanksalot	anger	0.172	Díky moc
fleece	anger	0.172	rouno
yelp	anger	0.168	křičet
mule	anger	0.167	mezek
unequal	anger	0.167	nerovný
hamstring	anger	0.167	ochromit
bargaining	anger	0.167	vyjednávání
insufficiency	anger	0.167	nedostatečnost
insignificant	anger	0.167	bezvýznamný
attentionseekers	anger	0.163	hledači pozornosti
coop	anger	0.156	coop
rheumatism	anger	0.156	revmatismus
forearm	anger	0.156	předloktí
indifference	anger	0.156	lhostejnost
underpaid	anger	0.152	nedostatečně zaplaceno
involvement	anger	0.152	účast
justthebeginning	anger	0.152	jen začátek
disinformation	anger	0.152	dezinformace
uncertain	anger	0.152	nejistý
bee	anger	0.152	včela
attorney	anger	0.152	advokát
pretending	anger	0.152	předstírat
campaigning	anger	0.151	kampaň
hopelessness	anger	0.149	beznadějnost
feeling	anger	0.147	pocit
legalized	anger	0.145	legalizováno
caution	anger	0.145	Pozor
sterling	anger	0.141	sterling
morals	anger	0.141	morálky
subsidy	anger	0.141	dotace
obliging	anger	0.141	zavazující
wimpy	anger	0.140	slaboch
bummer	anger	0.139	průšvih
saloon	anger	0.136	salonek
blemish	anger	0.136	vada
misspell	anger	0.136	nesprávně napsat
repay	anger	0.136	splatit
surcharge	anger	0.136	příplatek
geez	anger	0.136	Bože
birch	anger	0.135	bříza
noob	anger	0.133	začátečník
honk	anger	0.133	troubit
orchestra	anger	0.132	orchestr
wireless	anger	0.125	bezdrátový
competitive	anger	0.125	konkurenční
standstill	anger	0.125	zastavení
inattention	anger	0.121	nepozornost
reversal	anger	0.121	obrácení
lace	anger	0.118	krajka
elbow	anger	0.117	loket
instinctive	anger	0.112	instinktivní
chant	anger	0.111	zpívat
gnome	anger	0.109	Gnome
lonely	anger	0.109	osamělý
tolerate	anger	0.106	tolerovat
management	anger	0.102	řízení
advocacy	anger	0.100	obhajoba
moral	anger	0.094	morální
roadworks	anger	0.091	práce na silnici
honest	anger	0.087	upřímný
