English Word	Emotion	Emotion-Intensity-Score	Latin Word
hysterical	anger	0.453	hystericus
struggle	anger	0.453	certamen
godless	anger	0.453	impia
desist	anger	0.453	desine
usurped	anger	0.453	usurpatum est
despotism	anger	0.453	dominationi
disagreeing	anger	0.453	obnitentes
bad	anger	0.453	malus
unlawful	anger	0.451	illicitus
wrongly	anger	0.448	male
repellent	anger	0.442	abhorrens
dishonor	anger	0.441	dedecus
psychosis	anger	0.441	psychosis
wasted	anger	0.441	vastata
wrongful	anger	0.441	iniusta
foe	anger	0.441	hostis
aversion	anger	0.440	aversatio
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	condyli
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schisma
upset	anger	0.439	perturbatus
effigy	anger	0.439	effigies
punitive	anger	0.439	poenae
worthless	anger	0.438	nequam
separatist	anger	0.438	separatist
ransom	anger	0.438	pretium
deny	anger	0.438	negare
fugitive	anger	0.438	fugitivorum
mucked	anger	0.438	mucked
abandonment	anger	0.438	desertio
irritation	anger	0.438	irritatio
deleterious	anger	0.438	multipliciter
stupidity	anger	0.438	stultitiam
segregate	anger	0.437	secernere
oblivion	anger	0.437	oblivio
payback	anger	0.436	payback
incongruous	anger	0.435	incongruum
eviction	anger	0.435	evictionem
collusion	anger	0.432	praevaricatio
rob	anger	0.431	rob
ravenous	anger	0.429	rapax
overrun	anger	0.429	implendo
infidelity	anger	0.429	infidelitas
harbinger	anger	0.426	praenuntia
painful	anger	0.426	dolore
getoverit	anger	0.426	getoverit
martial	anger	0.426	martialis
rejection	anger	0.426	repudiatio
incredulous	anger	0.426	incredulus
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	defensio
enforce	anger	0.424	urgere
commotion	anger	0.424	tumultu
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonorrhoea
fraudulent	anger	0.424	fraudulenti
unsympathetic	anger	0.424	tristi
fallacious	anger	0.424	fallax
greed	anger	0.424	cupiditas
defraud	anger	0.424	defraudant
banger	anger	0.424	banger
concealment	anger	0.424	occultatio
fuss	anger	0.424	fuss
exasperation	anger	0.424	exacerbatio
disobedience	anger	0.424	inobedientia
powerful	anger	0.424	potens
discontent	anger	0.424	tristitia
indecency	anger	0.424	turpitudo
sedition	anger	0.422	seditio
deportation	anger	0.422	deportationem
cracked	anger	0.422	findatur
bang	anger	0.422	bang
barb	anger	0.422	spiculum
duel	anger	0.422	duellum
sarcasm	anger	0.422	cavillatio
cur	anger	0.422	cur
misrepresented	anger	0.422	detorta neu
annoyance	anger	0.422	molestie
scar	anger	0.422	cicatrix
nettle	anger	0.422	urtica
banishment	anger	0.422	exilium
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	poenitentiarius
penetration	anger	0.422	penetratio
blatant	anger	0.420	manifestus
force	anger	0.418	vi
perverse	anger	0.415	perversus
wring	anger	0.415	wring
bastion	anger	0.413	bastion
grim	anger	0.413	torva
moody	anger	0.412	tristis
tiff	anger	0.412	tiff*
nothappy	anger	0.412	Non est beatus
surly	anger	0.412	durus
sordid	anger	0.412	sordidus
hunting	anger	0.411	venatio
indenture	anger	0.410	indentura
forfeit	anger	0.409	forisfaciat
areyoukiddingme	anger	0.409	sunt cognati mihi
reproach	anger	0.409	opprobrium
sham	anger	0.409	simulacrum
awful	anger	0.409	awful
compulsion	anger	0.409	necessitas
implicate	anger	0.409	implicate
contradict	anger	0.409	contradicunt
inept	anger	0.409	ineptum
supremacy	anger	0.409	principatus
sneak	anger	0.409	insinuatis
disappoint	anger	0.409	confundas
blockade	anger	0.409	obsidio
detainee	anger	0.409	detainee
cantwin	anger	0.409	cantwin
squelch	anger	0.409	cupere
lying	anger	0.408	mendacem
rail	anger	0.406	rail
forsaken	anger	0.406	derelictus
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	antipathia
wop	anger	0.406	wop
badger	anger	0.406	melis
tremor	anger	0.406	tremor
inequality	anger	0.406	inaequalitas
delusion	anger	0.406	delusio
unthinkable	anger	0.406	incogitabile
onerous	anger	0.406	laboriosa
wrongdoing	anger	0.406	maleficium
nuisance	anger	0.406	nocumentum
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemia
arguments	anger	0.404	argumentis
affront	anger	0.403	contumelia
traumatic	anger	0.402	traumatica
sodding	anger	0.400	sodding
libel	anger	0.400	libel
annoys	anger	0.400	molestus
soslow	anger	0.398	soslow
watchout	anger	0.398	watchout
frenetic	anger	0.397	phreneticus
remiss	anger	0.397	remissus
barge	anger	0.396	nabat
sue	anger	0.394	sue
keyed	anger	0.394	keyed
actionable	anger	0.394	operabili
extinguish	anger	0.394	exstinguere
fraud	anger	0.394	fraus
untoward	anger	0.394	aduersus
illegal	anger	0.394	licet 
nag	anger	0.394	caballum
boxing	anger	0.394	caestu
confiscate	anger	0.394	publicare
howl	anger	0.394	ulula
whatsthepoint	anger	0.394	quis 'punctum
rabble	anger	0.394	turba
unfriendly	anger	0.394	inimica
disrespect	anger	0.394	turbidis rebus
dangit	anger	0.394	vae Hui
brimstone	anger	0.392	sulphur
dissolution	anger	0.391	resolutionis
rigged	anger	0.391	armatisque
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	terrae motus
argh	anger	0.391	argh
pique	anger	0.391	simultates
recklessness	anger	0.391	temeritas
disagree	anger	0.389	dissentio
lawsuit	anger	0.386	causa
disused	anger	0.382	desuetum
despair	anger	0.382	desperationis
immorality	anger	0.382	fornicatio
coerce	anger	0.379	coerce
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	touchy
pokes	anger	0.379	pokes
falsification	anger	0.379	falsificatio
rifle	anger	0.379	vasa
sizzle	anger	0.379	sizzle
incurable	anger	0.379	insanabilis
difficulty	anger	0.379	difficultas
sore	anger	0.379	valde
picket	anger	0.378	stationem
concussion	anger	0.377	concussione
stuckup	anger	0.375	stickup
militia	anger	0.375	militia
rawr	anger	0.375	rawr
faulty	anger	0.375	mendosum
sly	anger	0.375	subdola
disillusionment	anger	0.375	inlusio
petpeeve	anger	0.375	Pet peeve
pitfall	anger	0.375	laqueus
infantile	anger	0.375	infantilis
pessimism	anger	0.375	pessimism
remand	anger	0.375	advocatio
cannon	anger	0.375	tormentum
vindicate	anger	0.371	vindicare
inhibit	anger	0.371	inhibere
distressing	anger	0.371	miserum
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	DECLINIS
disreputable	anger	0.368	infamis
forbidding	anger	0.368	prohibens
conquest	anger	0.367	victorum
bark	anger	0.365	latrare
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	improbo
warrior	anger	0.364	bellator
barks	anger	0.364	latrat
retarded	anger	0.364	retardari
unhappy	anger	0.364	infelix
burke	anger	0.364	burke
challenge	anger	0.364	provocatio
belt	anger	0.364	balteus
litigate	anger	0.359	litigate
paucity	anger	0.359	paucitas
opinionated	anger	0.359	opinionated
disliked	anger	0.359	invisus
aftermath	anger	0.359	CHORDUS
restriction	anger	0.359	restrictione
cad	anger	0.359	cad
incompetence	anger	0.359	imperitia
loudness	anger	0.359	tanto
broken	anger	0.359	Fracti
polemic	anger	0.359	polemic
sectarian	anger	0.359	sectarius
controversial	anger	0.359	controversiae
interrupting	anger	0.358	interpellatio
fussy	anger	0.357	latatio
wench	anger	0.353	wench
remove	anger	0.351	remove
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	culpae
scarcity	anger	0.350	inopia
losing	anger	0.349	amissis
stigma	anger	0.348	stigmata
deserted	anger	0.348	desertus
timewasters	anger	0.348	timewasters
disagreement	anger	0.348	dissensio
defect	anger	0.348	defectus
hardened	anger	0.348	obduratus
lie	anger	0.348	mendacium
ulcer	anger	0.348	ulceris
retract	anger	0.348	retractare
untrustworthy	anger	0.348	infidelis
pest	anger	0.348	pestis
disappointed	anger	0.348	confundentur
bias	anger	0.345	bias
negation	anger	0.344	negatio
bothering	anger	0.344	molesta
stripped	anger	0.344	spoliatus
antisocial	anger	0.344	antisocial
pirate	anger	0.344	pirata
stingy	anger	0.344	avarus
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	vacillent
shaky	anger	0.344	instabilitate
misleading	anger	0.344	periculosum
unsettled	anger	0.344	perturbati sunt
evade	anger	0.344	evadere
anxiety	anger	0.344	anxietatem
disclaim	anger	0.344	disclaim
deterioration	anger	0.344	depravatio
impotence	anger	0.344	impotentia
interminable	anger	0.343	interminabilis
disease	anger	0.341	morbus
meddle	anger	0.341	intromittat
warp	anger	0.340	stamine
averse	anger	0.338	abhorrere
infamous	anger	0.338	infamis
alcoholism	anger	0.338	alcoholismo
row	anger	0.337	row
staticky	anger	0.336	staticky
illegitimate	anger	0.333	illegitimus
encumbrance	anger	0.333	impedimentum
witchcraft	anger	0.333	maleficia
interrupt	anger	0.333	interrumpere
scorpion	anger	0.333	scorpius
ill	anger	0.333	ill
sinner	anger	0.331	peccator
inconsiderate	anger	0.329	inconsideratus
hulk	anger	0.329	hulk
prohibited	anger	0.328	prohibitus
dashed	anger	0.328	allisa
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	reprobi
spammers	anger	0.328	spammers
phony	anger	0.328	phony
tighten	anger	0.328	obstringere
dislocated	anger	0.328	extorsit
scapegoat	anger	0.328	emissarium
victim	anger	0.328	victima
opponent	anger	0.328	adversarius
hiss	anger	0.328	sibilare
crusade	anger	0.328	Peregrinus
grumpy	anger	0.328	malevolum
resisting	anger	0.328	resistens
inappropriate	anger	0.324	Inconvenienter
haye	anger	0.324	haye
loss	anger	0.324	damnum
trickery	anger	0.324	fraudes
eschew	anger	0.324	eschew
neglected	anger	0.324	neglectus
canker	anger	0.323	cancro
muff	anger	0.318	muff
crunch	anger	0.318	FRANGO
duplicity	anger	0.318	duplicity
criticism	anger	0.318	reprehensio
queues	anger	0.318	stantibus anteponere
shriek	anger	0.316	striek
depreciate	anger	0.315	detrahens
dismissal	anger	0.312	dimissio
chaff	anger	0.312	palea
dramaqueen	anger	0.312	drama regina
poverty	anger	0.312	paupertās
carelessness	anger	0.312	neglegentia
deflate	anger	0.312	deflate
dumps	anger	0.312	dumps
dupe	anger	0.312	inlusor
mortality	anger	0.312	mortalitatis
revving	anger	0.309	revving
disallowed	anger	0.308	cluditur
boisterous	anger	0.307	feruentes
thoughtless	anger	0.307	inconsideratus
burial	anger	0.304	sepultura
wince	anger	0.303	wince
theocratic	anger	0.303	theocratic
sullen	anger	0.303	sollen
involution	anger	0.300	involution
misuse	anger	0.297	abusus
taxed	anger	0.297	taxatum
senseless	anger	0.297	insensati
talons	anger	0.297	unguibus
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	getyourown
hoax	anger	0.297	dolus
depreciated	anger	0.297	reddat
depressed	anger	0.297	depressum
wasteful	anger	0.297	prodigus
paralysis	anger	0.295	paralysis
displaced	anger	0.294	emoti
limited	anger	0.292	stricto
disapointment	anger	0.290	disapointment
orc	anger	0.289	orc *
ridiculous	anger	0.289	ridiculum
homeless	anger	0.288	profugo
spine	anger	0.288	spina
teasing	anger	0.288	teasing
presumptuous	anger	0.288	praesumptuosus
react	anger	0.288	agere
sharpen	anger	0.288	acuere
barrier	anger	0.287	obice
hoot	anger	0.287	hoot
twitchy	anger	0.287	twitchy
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	pigri
contraband	anger	0.281	contraband
incompatible	anger	0.281	repugnet
shiver	anger	0.281	tremere
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	disconnects
delinquent	anger	0.281	delinquens
restitution	anger	0.281	restitutio
foray	anger	0.279	foray
troll	anger	0.279	troglodytam
unfairness	anger	0.279	iniquitas
buffering	anger	0.279	buffering
noncompliance	anger	0.279	noncompliance
nether	anger	0.278	nether
bogus	anger	0.273	bogus
immaturity	anger	0.273	immaturitas
uncaring	anger	0.273	otiosus
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	concussa
humbug	anger	0.266	nugatoria
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminism
inoperative	anger	0.266	otiosa
bear	anger	0.266	Ursa
inconvenient	anger	0.266	incommodum
latent	anger	0.266	latens
defendant	anger	0.266	reus
nopoint	anger	0.266	nopoint
rapping	anger	0.266	rapping
pry	anger	0.266	deprecari
quandary	anger	0.266	quando
interrupts	anger	0.265	obloquitur
fluctuation	anger	0.265	fluctuatio
exaggerate	anger	0.263	augere
lose	anger	0.261	amittere
patter	anger	0.258	patter
furnace	anger	0.258	fornax
stone	anger	0.258	lapis
tease	anger	0.258	vexare
shoplifting	anger	0.258	shoplifting
soldier	anger	0.258	miles
incompetent	anger	0.257	incompetens
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	eruca
skid	anger	0.250	LABOR
noisy	anger	0.250	aes 
notoriety	anger	0.250	fama
cane	anger	0.250	ferula
unfollow	anger	0.250	unfollow
tripping	anger	0.250	labi
attentionseeker	anger	0.250	attentionseeker
mastery	anger	0.250	magisterium
socialist	anger	0.250	Socialās
falsehood	anger	0.250	mendacium
complicate	anger	0.250	inpediunt
lawyer	anger	0.250	advocatus
untrue	anger	0.250	falsum
nonsense	anger	0.250	ineptias
pouting	anger	0.250	arriderent 
witch	anger	0.242	maga
detract	anger	0.242	detrahere
obstacle	anger	0.242	impedimentum
halter	anger	0.242	capistrum
fenced	anger	0.242	munitae
capslock	anger	0.242	caps cataracta
dontunderstand	anger	0.242	dontunderstand
vampire	anger	0.242	vampire
ringer	anger	0.242	digito
frowning	anger	0.239	torva
saber	anger	0.238	machaera
hunger	anger	0.235	fames
shell	anger	0.234	testa
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	recessus
failing	anger	0.234	defectio
dabbling	anger	0.234	attingere
politics	anger	0.234	publicae
lava	anger	0.234	lava
rascal	anger	0.234	nebulo
imtryingtosleep	anger	0.234	imtryingtosleep
tariff	anger	0.234	lezdam
undesirable	anger	0.231	malum
darkness	anger	0.227	tenebris
versus	anger	0.227	contra
copycat	anger	0.227	copycat
resign	anger	0.227	renuntiare
soaked	anger	0.226	madidus
unfulfilled	anger	0.225	inexpleta
abandoned	anger	0.222	relicta
unattainable	anger	0.221	consequi non potest
owing	anger	0.221	debebatur
bankruptcy	anger	0.221	conturbauit
misconception	anger	0.219	fallacia
tool	anger	0.219	tool
warden	anger	0.219	custos
compress	anger	0.219	compresse
mosquito	anger	0.219	CULEX 
whiny	anger	0.219	whiny 
somethingigetalot	anger	0.219	somethingigetalot
confusion	anger	0.219	confusione
unhelpful	anger	0.219	blattis
twitching	anger	0.219	tremulus
nosey	anger	0.213	nosy
overpriced	anger	0.212	overpriced
adder	anger	0.212	vipera
harry	anger	0.212	vexare
shortage	anger	0.212	inopia
melodrama	anger	0.212	melodrama
possession	anger	0.206	possessionem
desert	anger	0.206	desert
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	insolutis
powerless	anger	0.203	impotens
sentence	anger	0.203	sententia
inefficient	anger	0.203	inhabilis
arraignment	anger	0.203	accusatio
pout	anger	0.203	pout
unlucky	anger	0.203	infelicis
rook	anger	0.203	rook
backbone	anger	0.203	spina
uninvited	anger	0.203	invitis
court	anger	0.199	atrium
endless	anger	0.198	sine fine
adverts	anger	0.197	advertit
distracted	anger	0.197	distrahitur
delay	anger	0.197	mora
misstatement	anger	0.197	misstatement
misunderstanding	anger	0.195	errorem
inadmissible	anger	0.191	inconveniens
excite	anger	0.191	excitant
lightning	anger	0.189	fulgur
preclude	anger	0.188	excludit
mournful	anger	0.188	flebilis
insecure	anger	0.188	insecure
incase	anger	0.188	in casu
mutter	anger	0.182	mussitare
pare	anger	0.182	pare
rating	anger	0.182	rating
claimant	anger	0.182	petens
insist	anger	0.182	insisto
mistress	anger	0.182	domina
distracting	anger	0.182	distracting
opium	anger	0.180	opium
deserve	anger	0.176	merentur
willful	anger	0.176	voluntarium
treat	anger	0.175	tractare
insists	anger	0.175	instat
excitation	anger	0.172	excitatio
mighty	anger	0.172	potens
liberate	anger	0.172	liberare
indecisive	anger	0.172	ambiguus
hormonal	anger	0.172	hormonal
peice	anger	0.172	peice
gibberish	anger	0.172	gibberish
misplace	anger	0.172	adspires perperam
fee	anger	0.172	fee
thanksalot	anger	0.172	gratias multas
fleece	anger	0.172	vellus
yelp	anger	0.168	latrantium
mule	anger	0.167	mulus
unequal	anger	0.167	inaequales
hamstring	anger	0.167	neruos
bargaining	anger	0.167	pactus
insufficiency	anger	0.167	insufficientia
insignificant	anger	0.167	minimus
attentionseekers	anger	0.163	attendentes
coop	anger	0.156	cauea
rheumatism	anger	0.156	articulatio
forearm	anger	0.156	bracchium
indifference	anger	0.156	indifferentia
underpaid	anger	0.152	underpaid
involvement	anger	0.152	concursus
justthebeginning	anger	0.152	justthebeginning
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	incertum
bee	anger	0.152	apis
attorney	anger	0.152	advocatus
pretending	anger	0.152	simulata
campaigning	anger	0.151	militia
hopelessness	anger	0.149	desperatio
feeling	anger	0.147	affectum
legalized	anger	0.145	legalised
caution	anger	0.145	cautela
sterling	anger	0.141	sterlingorum
morals	anger	0.141	mores
subsidy	anger	0.141	subsidium
obliging	anger	0.141	officiosus
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	nil
blemish	anger	0.136	macula
misspell	anger	0.136	misspell
repay	anger	0.136	retribuere
surcharge	anger	0.136	surcharge
geez	anger	0.136	geez
birch	anger	0.135	betula
noob	anger	0.133	noob
honk	anger	0.133	sona
orchestra	anger	0.132	orchestra
wireless	anger	0.125	wireless
competitive	anger	0.125	competitive
standstill	anger	0.125	sisto
inattention	anger	0.121	indiligentia
reversal	anger	0.121	transuerso
lace	anger	0.118	vitta
elbow	anger	0.117	cubitus
instinctive	anger	0.112	natura
chant	anger	0.111	cantus
gnome	anger	0.109	gnome
lonely	anger	0.109	solum
tolerate	anger	0.106	tolerare
management	anger	0.102	procuratio
advocacy	anger	0.100	patrocinium
moral	anger	0.094	moralis
roadworks	anger	0.091	roadworks
honest	anger	0.087	honestus
gent	anger	0.076	gent
forgetful	anger	0.076	oblitus
liquor	anger	0.075	liquorem
money	anger	0.074	pecunia
hood	anger	0.071	cucullo
curriculum	anger	0.063	curriculum
words	anger	0.062	verba
smell	anger	0.061	odor
playful	anger	0.061	lasciva
opera	anger	0.061	opera
elf	anger	0.061	dryadalis
nurture	anger	0.059	nutrire
trumpet	anger	0.059	tubae
counsellor	anger	0.059	consiliarius
asleeep	anger	0.059	somnum
birthplace	anger	0.051	natale
ribbon	anger	0.047	uitta
youth	anger	0.045	adulescens
vote	anger	0.045	suffragium
cash	anger	0.039	cash
wannasleep	anger	0.031	wannasleep
waffle	anger	0.030	LOQUOR
dame	anger	0.030	domina
buffet	anger	0.029	plaga
celebrity	anger	0.026	celebritas
sisterhood	anger	0.015	fraternitas
autocorrect	anger	0.015	autocorrect
musical	anger	0.011	musicale
tree	anger	0.000	Arbor
anticipation	anticipation	0.859	anticipatio
excited	anticipation	0.859	excitatur
excitement	anticipation	0.820	motus
anticipate	anticipation	0.820	anticipate
eagerness	anticipation	0.812	cupiditas
exciting	anticipation	0.797	excitando
expectant	anticipation	0.789	expectatio
thrilling	anticipation	0.781	iuvenale
hope	anticipation	0.773	spes
quest	anticipation	0.766	quest
countdown	anticipation	0.750	countdown
start	anticipation	0.750	satus
anticipatory	anticipation	0.750	praenuntia
adventure	anticipation	0.750	casus
expectance	anticipation	0.750	exspectatio
climax	anticipation	0.742	climax
prophecy	anticipation	0.742	prophetia
expect	anticipation	0.742	expecto
excite	anticipation	0.742	excitant
arouse	anticipation	0.742	suscito
eager	anticipation	0.742	cupidus
ejaculation	anticipation	0.734	exclamatio
