English Word	Emotion	Emotion-Intensity-Score	Belarusian Word
accuser	anger	0.470	абвінаваўца
ram	anger	0.470	баран
armament	anger	0.470	ўзбраенне
thump	anger	0.469	стукаць
dislike	anger	0.469	нелюбоў
steal	anger	0.469	красці
backoff	anger	0.469	адкат
stifled	anger	0.469	задушаны
incite	anger	0.469	падбухторваць
distress	anger	0.469	пакуты
angermanagement	anger	0.469	кіраванне гневам
selfish	anger	0.469	эгаістычны
injury	anger	0.469	траўма
exile	anger	0.469	выгнанне
insanity	anger	0.469	вар'яцтва
offense	anger	0.469	крыўда
objection	anger	0.469	пярэчанне
smother	anger	0.469	задушыць
disruption	anger	0.469	парушэнне
intolerance	anger	0.469	непераноснасць
disobey	anger	0.469	не падпарадкоўвацца
selfishness	anger	0.469	эгаізм
recidivism	anger	0.469	рэцыдыўнай злачыннасці
subversive	anger	0.469	падрыўной
huff	anger	0.469	крыўляцца
plunder	anger	0.469	рабаваць
opposition	anger	0.469	апазіцыя
complain	anger	0.469	скардзіцца
perpetrator	anger	0.469	злачынца
simmer	anger	0.469	кіпяціць
areyoukidding	anger	0.468	ты жартуеш?
mug	anger	0.467	гуртка
agony	anger	0.465	агонія
arrogant	anger	0.461	пыхлівы
sux	anger	0.456	сукс
vent	anger	0.456	вентыляцыйная адтуліна
elimination	anger	0.456	ліквідацыя
picketing	anger	0.456	пікетаванне
haughty	anger	0.456	пыхлівы
grated	anger	0.455	цёрты
flagrant	anger	0.455	абуральны
busted	anger	0.455	сарваны
crabby	anger	0.455	раз'юшаны
dying	anger	0.455	паміраючы
idiocy	anger	0.455	ідыятызм
impermeable	anger	0.455	непранікальны
stubbed	anger	0.455	заглушаны
illegality	anger	0.455	незаконнасць
veto	anger	0.455	вета
constraint	anger	0.455	абмежаванне
mislead	anger	0.455	уводзіць у зман
illicit	anger	0.455	нелегальны
troublesome	anger	0.455	клапотна
clamor	anger	0.455	шум
bayonet	anger	0.453	штык
suppress	anger	0.453	душыць
intense	anger	0.453	інтэнсіўны
displeased	anger	0.453	незадаволены
disapproving	anger	0.453	няўхвальна
hysterical	anger	0.453	істэрычны
struggle	anger	0.453	барацьба
godless	anger	0.453	бязбожны
desist	anger	0.453	адмовіцца
usurped	anger	0.453	узурпаваны
despotism	anger	0.453	дэспатызм
disagreeing	anger	0.453	нязгодны
bad	anger	0.453	дрэнна
unlawful	anger	0.451	незаконны
wrongly	anger	0.448	няправільна
repellent	anger	0.442	рэпеленты
dishonor	anger	0.441	ганьба
psychosis	anger	0.441	псіхоз
wasted	anger	0.441	змарнаваны
wrongful	anger	0.441	супрацьпраўны
foe	anger	0.441	вораг
aversion	anger	0.440	агіда
gahhh	anger	0.439	гаххх
knuckles	anger	0.439	косткі пальцаў
ultimatum	anger	0.439	ультыматум
schism	anger	0.439	раскол
upset	anger	0.439	засмучаны
effigy	anger	0.439	пудзіла
punitive	anger	0.439	карныя
worthless	anger	0.438	нікчэмны
separatist	anger	0.438	сепаратыст
ransom	anger	0.438	выкуп
deny	anger	0.438	адмаўляць
fugitive	anger	0.438	уцякач
mucked	anger	0.438	абмыты
abandonment	anger	0.438	закінутасць
irritation	anger	0.438	раздражненне
deleterious	anger	0.438	шкодны
stupidity	anger	0.438	глупства
segregate	anger	0.437	аддзяляць
oblivion	anger	0.437	забыццё
payback	anger	0.436	акупнасць
incongruous	anger	0.435	несумяшчальны
eviction	anger	0.435	высяленне
collusion	anger	0.432	змова
rob	anger	0.431	рабаваць
ravenous	anger	0.429	пражэрлівы
overrun	anger	0.429	перавыкананне
infidelity	anger	0.429	няслушнасць
harbinger	anger	0.426	прадвеснік
painful	anger	0.426	балючы
getoverit	anger	0.426	гетаварыць
martial	anger	0.426	баявы
rejection	anger	0.426	адмова
incredulous	anger	0.426	недаверлівы
stupidrain	anger	0.426	дурны зліў
defense	anger	0.425	абароны
enforce	anger	0.424	прымусіць
commotion	anger	0.424	мітусня
censor	anger	0.424	цэнзар
gonorrhea	anger	0.424	ганарэя
fraudulent	anger	0.424	ашуканскі
unsympathetic	anger	0.424	несімпатычны
fallacious	anger	0.424	памылковы
greed	anger	0.424	прагнасць
defraud	anger	0.424	падмануць
banger	anger	0.424	трасянка
concealment	anger	0.424	утойванне
fuss	anger	0.424	мітусіцца
exasperation	anger	0.424	раздражненне
disobedience	anger	0.424	непаслушэнства
powerful	anger	0.424	магутны
discontent	anger	0.424	незадаволенасць
indecency	anger	0.424	непрыстойнасць
sedition	anger	0.422	крамола
deportation	anger	0.422	дэпартацыя
cracked	anger	0.422	трэснуў
bang	anger	0.422	выбух
barb	anger	0.422	калючка
duel	anger	0.422	дуэль
sarcasm	anger	0.422	сарказм
cur	anger	0.422	кучар
misrepresented	anger	0.422	няправільна прадстаўлены
annoyance	anger	0.422	раздражненне
scar	anger	0.422	шнар
nettle	anger	0.422	крапіва
banishment	anger	0.422	выгнанне
snubbed	anger	0.422	пагарджалі
penitentiary	anger	0.422	папраўчая ўстанова
penetration	anger	0.422	пранікненне
blatant	anger	0.420	абуральны
force	anger	0.418	сіла
perverse	anger	0.415	вычварны
wring	anger	0.415	адціснуць
bastion	anger	0.413	бастыён
grim	anger	0.413	змрочны
moody	anger	0.412	капрызны
tiff	anger	0.412	тыф
nothappy	anger	0.412	незадаволены
surly	anger	0.412	панылы
sordid	anger	0.412	паскудны
hunting	anger	0.411	паляванне
indenture	anger	0.410	дагавор
forfeit	anger	0.409	няўстойка
areyoukiddingme	anger	0.409	ты жартуеш?
reproach	anger	0.409	папрок
sham	anger	0.409	бутафорыя
awful	anger	0.409	жудасны
compulsion	anger	0.409	прымус
implicate	anger	0.409	замяшаць
contradict	anger	0.409	супярэчаць
inept	anger	0.409	бяздарны
supremacy	anger	0.409	вяршэнства
sneak	anger	0.409	красціся
disappoint	anger	0.409	расчараваць
blockade	anger	0.409	блакада
detainee	anger	0.409	затрыманы
cantwin	anger	0.409	кантвін
squelch	anger	0.409	глушыцель
lying	anger	0.408	хлуслівы
rail	anger	0.406	чыгуначны
forsaken	anger	0.406	пакінуты
cacophony	anger	0.406	какафонія
antipathy	anger	0.406	антыпатыя
wop	anger	0.406	вап
badger	anger	0.406	барсук
tremor	anger	0.406	тремор
inequality	anger	0.406	няроўнасць
delusion	anger	0.406	зман
unthinkable	anger	0.406	неймаверна
onerous	anger	0.406	цяжкі
wrongdoing	anger	0.406	правіны
nuisance	anger	0.406	непрыемнасць
scrapie	anger	0.406	скрэпі
epidemic	anger	0.406	эпідэмія
arguments	anger	0.404	аргументы
affront	anger	0.403	абражаць
traumatic	anger	0.402	траўматычны
sodding	anger	0.400	дзярнованне
libel	anger	0.400	паклёп
annoys	anger	0.400	раздражняе
soslow	anger	0.398	саслоў
watchout	anger	0.398	асцярожна
frenetic	anger	0.397	шалёны
remiss	anger	0.397	недапушчэнне
barge	anger	0.396	баржа
sue	anger	0.394	судзіцца
keyed	anger	0.394	з ключом
actionable	anger	0.394	дзейсныя
extinguish	anger	0.394	патушыць
fraud	anger	0.394	махлярства
untoward	anger	0.394	непрыстойны
illegal	anger	0.394	незаконны
nag	anger	0.394	наг
boxing	anger	0.394	бокс
confiscate	anger	0.394	канфіскаваць
howl	anger	0.394	выць
whatsthepoint	anger	0.394	у чым справа
rabble	anger	0.394	зброд
unfriendly	anger	0.394	непрыязна
disrespect	anger	0.394	непавага
dangit	anger	0.394	дангіт
brimstone	anger	0.392	сера
dissolution	anger	0.391	растварэнне
rigged	anger	0.391	сфальсіфікаваны
grrrrr	anger	0.391	гррррр
earthquake	anger	0.391	землятрус
argh	anger	0.391	argh
pique	anger	0.391	піке
recklessness	anger	0.391	неразважлівасць
disagree	anger	0.389	не згодны
lawsuit	anger	0.386	пазоў
disused	anger	0.382	выйшлі з ужытку
despair	anger	0.382	адчай
immorality	anger	0.382	амаральнасць
coerce	anger	0.379	прымусіць
firstworldprobs	anger	0.379	першыя сусветныя праблемы
touchy	anger	0.379	кранальны
pokes	anger	0.379	тыкае
falsification	anger	0.379	фальсіфікацыя
rifle	anger	0.379	вінтоўка
sizzle	anger	0.379	шыпець
incurable	anger	0.379	невылечны
difficulty	anger	0.379	цяжкасць
sore	anger	0.379	балючы
picket	anger	0.378	пікет
concussion	anger	0.377	страсенне мозгу
stuckup	anger	0.375	тупік
militia	anger	0.375	апалчэнне
rawr	anger	0.375	сыры
faulty	anger	0.375	няспраўны
sly	anger	0.375	хітры
disillusionment	anger	0.375	расчараванне
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	падводны камень
infantile	anger	0.375	інфантыльны
pessimism	anger	0.375	песімізм
remand	anger	0.375	заключаць пад варту
cannon	anger	0.375	гармата
vindicate	anger	0.371	апраўдваць
inhibit	anger	0.371	тармазіць
distressing	anger	0.371	засмучае
nepotism	anger	0.371	кумаўство
schizophrenia	anger	0.369	шызафрэнія
skewed	anger	0.368	перакошаны
disreputable	anger	0.368	несамастойны
forbidding	anger	0.368	забараняючы
conquest	anger	0.367	заваяванне
bark	anger	0.365	кара
leukemia	anger	0.365	лейкоз
disapprove	anger	0.364	не ўхваляць
warrior	anger	0.364	воін
barks	anger	0.364	кары
retarded	anger	0.364	адсталы
unhappy	anger	0.364	няшчасны
burke	anger	0.364	Берк
challenge	anger	0.364	выклік
belt	anger	0.364	рэмень
litigate	anger	0.359	судзіцца
paucity	anger	0.359	нешматлікасць
opinionated	anger	0.359	самавіты
disliked	anger	0.359	не спадабаўся
aftermath	anger	0.359	наступствы
restriction	anger	0.359	абмежаванне
cad	anger	0.359	кад
incompetence	anger	0.359	некампетэнтнасць
loudness	anger	0.359	гучнасць
broken	anger	0.359	зламаны
polemic	anger	0.359	палемічны
sectarian	anger	0.359	сектанцкі
controversial	anger	0.359	спрэчным
interrupting	anger	0.358	перабіваючы
fussy	anger	0.357	мітуслівы
wench	anger	0.353	дзяўка
remove	anger	0.351	выдаліць
brat	anger	0.351	нахабнік
gruff	anger	0.351	грубаваты
misbehavior	anger	0.351	няправільнае паводзіны
scarcity	anger	0.350	дэфіцыт
losing	anger	0.349	страта
stigma	anger	0.348	стыгма
deserted	anger	0.348	бязлюдны
timewasters	anger	0.348	марнатраўцы часу
disagreement	anger	0.348	нязгода
defect	anger	0.348	дэфект
hardened	anger	0.348	загартаваны
lie	anger	0.348	хлусня
ulcer	anger	0.348	язва
retract	anger	0.348	адцягнуць
untrustworthy	anger	0.348	нядобранадзейны
pest	anger	0.348	шкоднік
disappointed	anger	0.348	расчараваны
bias	anger	0.345	прадузятасць
negation	anger	0.344	адмаўленне
bothering	anger	0.344	дакучаць
stripped	anger	0.344	распрануты
antisocial	anger	0.344	асацыяльныя
pirate	anger	0.344	пірацкі
stingy	anger	0.344	скупы
shoddy	anger	0.344	кепскі
unreliable	anger	0.344	ненадзейны
shaky	anger	0.344	хісткі
misleading	anger	0.344	уводзіць у зман
unsettled	anger	0.344	неўрэгуляваны
evade	anger	0.344	ухіляцца
anxiety	anger	0.344	неспакой
disclaim	anger	0.344	адмовіцца ад адказнасці
deterioration	anger	0.344	пагаршэнне стану
impotence	anger	0.344	імпатэнцыя
interminable	anger	0.343	бясконцы
disease	anger	0.341	хвароба
meddle	anger	0.341	ўмешвацца
warp	anger	0.340	перакос
averse	anger	0.338	непрыязны
infamous	anger	0.338	сумна вядомы
alcoholism	anger	0.338	алкагалізм
row	anger	0.337	шэраг
staticky	anger	0.336	статычны
illegitimate	anger	0.333	нелегітымны
encumbrance	anger	0.333	абцяжаранасць
witchcraft	anger	0.333	вядзьмарства
interrupt	anger	0.333	перапыніць
scorpion	anger	0.333	скарпіён
ill	anger	0.333	хворы
sinner	anger	0.331	грэшнік
inconsiderate	anger	0.329	няўважлівы
hulk	anger	0.329	халк
prohibited	anger	0.328	забаронены
dashed	anger	0.328	пункцірныя
brrr	anger	0.328	бррр
