English Word	Emotion	Emotion-Intensity-Score	Marathi Word
pervert	anger	0.485	विकृत
disservice	anger	0.485	सेवा
disobedient	anger	0.485	अवज्ञाकारी
incest	anger	0.485	व्यभिचार
complaint	anger	0.485	तक्रार
disapproved	anger	0.485	नामंजूर
inhuman	anger	0.485	अमानवी
mocking	anger	0.484	थट्टा
penalty	anger	0.484	दंड
renounce	anger	0.484	त्याग करणे
restrain	anger	0.484	आवर घालणे
upheaval	anger	0.484	उलथापालथ
deceit	anger	0.484	फसवणूक
obnoxious	anger	0.484	अप्रिय
imprisoned	anger	0.484	तुरुंगात टाकले
strained	anger	0.484	ओढूनताणून आणलेला
blame	anger	0.484	दोष
oust	anger	0.484	बेदखल करणे
litigious	anger	0.484	वादग्रस्त
rivalry	anger	0.484	शत्रुत्व
sucker	anger	0.484	शोषक
opposed	anger	0.484	विरोध केला
thresh	anger	0.484	मळणी
disgrace	anger	0.484	बदनामी
suspicious	anger	0.484	संशयास्पद
turbulence	anger	0.483	अशांतता
pound	anger	0.481	पौंड
coldness	anger	0.477	थंडी
ungrateful	anger	0.472	कृतघ्न
stoopid	anger	0.471	मूर्ख
battalion	anger	0.471	बटालियन
feudalism	anger	0.470	सरंजामशाही
hostage	anger	0.470	ओलीस
annoying	anger	0.470	त्रासदायक
dispossessed	anger	0.470	विस्थापित
subversion	anger	0.470	विध्वंस
friction	anger	0.470	घर्षण
jealous	anger	0.470	मत्सर
adversity	anger	0.470	प्रतिकूलता
infidel	anger	0.470	नास्तिक
gall	anger	0.470	पित्त
accuser	anger	0.470	आरोप करणारा
ram	anger	0.470	रॅम
armament	anger	0.470	शस्त्रास्त्र
thump	anger	0.469	ठोका
dislike	anger	0.469	नापसंत
steal	anger	0.469	चोरी
backoff	anger	0.469	बॅकऑफ
stifled	anger	0.469	गुदमरलेले
incite	anger	0.469	भडकावणे
distress	anger	0.469	त्रास
angermanagement	anger	0.469	राग नियंत्रण
selfish	anger	0.469	स्वार्थी
injury	anger	0.469	इजा
exile	anger	0.469	निर्वासन
insanity	anger	0.469	वेडेपणा
offense	anger	0.469	गुन्हा
objection	anger	0.469	आक्षेप
smother	anger	0.469	चिघळणे
disruption	anger	0.469	व्यत्यय
intolerance	anger	0.469	असहिष्णुता
disobey	anger	0.469	अवज्ञा
selfishness	anger	0.469	स्वार्थ
recidivism	anger	0.469	recidivism
subversive	anger	0.469	विध्वंसक
huff	anger	0.469	हफ
plunder	anger	0.469	लुटणे
opposition	anger	0.469	विरोध
complain	anger	0.469	तक्रार
perpetrator	anger	0.469	गुन्हेगार
simmer	anger	0.469	उकळणे
areyoukidding	anger	0.468	तुम्ही मजा करत आहात
mug	anger	0.467	घोकंपट्टी
agony	anger	0.465	वेदना
arrogant	anger	0.461	गर्विष्ठ
sux	anger	0.456	sux
vent	anger	0.456	वाट करून देणे
elimination	anger	0.456	निर्मूलन
picketing	anger	0.456	पिकेटिंग
haughty	anger	0.456	गर्विष्ठ
grated	anger	0.455	किसलेले
flagrant	anger	0.455	स्पष्ट
busted	anger	0.455	भंडाफोड
crabby	anger	0.455	खेकडा
dying	anger	0.455	मरत आहे
idiocy	anger	0.455	मूर्खपणा
impermeable	anger	0.455	अभेद्य
stubbed	anger	0.455	अडवलेले
illegality	anger	0.455	बेकायदेशीरता
veto	anger	0.455	व्हेटो
constraint	anger	0.455	मर्यादा
mislead	anger	0.455	दिशाभूल करणे
illicit	anger	0.455	बेकायदेशीर
troublesome	anger	0.455	त्रासदायक
clamor	anger	0.455	कोलाहल
bayonet	anger	0.453	संगीन
suppress	anger	0.453	दाबणे
intense	anger	0.453	तीव्र
displeased	anger	0.453	नाराज
disapproving	anger	0.453	नामंजूर
hysterical	anger	0.453	उन्माद
struggle	anger	0.453	संघर्ष
godless	anger	0.453	देवहीन
desist	anger	0.453	थांबणे
usurped	anger	0.453	हडप केले
despotism	anger	0.453	हुकूमशाही
disagreeing	anger	0.453	असहमत
bad	anger	0.453	वाईट
unlawful	anger	0.451	बेकायदेशीर
wrongly	anger	0.448	चुकीच्या पद्धतीने
repellent	anger	0.442	तिरस्करणीय
dishonor	anger	0.441	अपमान
psychosis	anger	0.441	मनोविकृती
wasted	anger	0.441	वाया
wrongful	anger	0.441	चुकीचे
foe	anger	0.441	शत्रू
aversion	anger	0.440	तिरस्कार
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	पोर
ultimatum	anger	0.439	अल्टीमेटम
schism	anger	0.439	मतभेद
upset	anger	0.439	नाराज
effigy	anger	0.439	पुतळा
punitive	anger	0.439	दंडात्मक
worthless	anger	0.438	नालायक
separatist	anger	0.438	फुटीरतावादी
ransom	anger	0.438	खंडणी
deny	anger	0.438	नाकारणे
fugitive	anger	0.438	फरारी
mucked	anger	0.438	mucked
abandonment	anger	0.438	त्याग
irritation	anger	0.438	चिडचिड
deleterious	anger	0.438	हानिकारक
stupidity	anger	0.438	मूर्खपणा
segregate	anger	0.437	वेगळे करणे
oblivion	anger	0.437	विस्मरण
payback	anger	0.436	परतफेड
incongruous	anger	0.435	विसंगत
eviction	anger	0.435	निष्कासन
collusion	anger	0.432	मिलीभगत
rob	anger	0.431	लुटणे
ravenous	anger	0.429	कावळा
overrun	anger	0.429	overrun
infidelity	anger	0.429	बेवफाई
harbinger	anger	0.426	हार्बिंगर
painful	anger	0.426	वेदनादायक
getoverit	anger	0.426	getoverit
martial	anger	0.426	मार्शल
rejection	anger	0.426	नकार
incredulous	anger	0.426	अविश्वासू
stupidrain	anger	0.426	मूर्खपणा
defense	anger	0.425	संरक्षण
enforce	anger	0.424	अंमलबजावणी करणे
commotion	anger	0.424	गोंधळ
censor	anger	0.424	सेन्सॉर
gonorrhea	anger	0.424	गोनोरिया
fraudulent	anger	0.424	फसवणूक
unsympathetic	anger	0.424	सहानुभूतीहीन
fallacious	anger	0.424	भ्रामक
greed	anger	0.424	लोभ
defraud	anger	0.424	फसवणूक
banger	anger	0.424	बँगर
concealment	anger	0.424	लपविणे
fuss	anger	0.424	गडबड
exasperation	anger	0.424	आक्रोश
disobedience	anger	0.424	अवज्ञा
powerful	anger	0.424	शक्तिशाली
discontent	anger	0.424	असंतोष
indecency	anger	0.424	असभ्यता
sedition	anger	0.422	राजद्रोह
deportation	anger	0.422	हद्दपारी
cracked	anger	0.422	वेडसर
bang	anger	0.422	मोठा आवाज
barb	anger	0.422	बार्ब
duel	anger	0.422	द्वंद्वयुद्ध
sarcasm	anger	0.422	व्यंग
cur	anger	0.422	cur
misrepresented	anger	0.422	चुकीचे चित्रण केले
annoyance	anger	0.422	चीड
scar	anger	0.422	डाग
nettle	anger	0.422	चिडवणे
banishment	anger	0.422	निर्वासन
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	दंडनीय
penetration	anger	0.422	प्रवेश
blatant	anger	0.420	स्पष्ट
force	anger	0.418	सक्ती
perverse	anger	0.415	विकृत
wring	anger	0.415	मुरगळणे
bastion	anger	0.413	बुरुज
grim	anger	0.413	गंभीर
moody	anger	0.412	मूडी
tiff	anger	0.412	झगडा
nothappy	anger	0.412	आनंदी नाही
surly	anger	0.412	उग्र
sordid	anger	0.412	घृणास्पद
hunting	anger	0.411	शिकार
indenture	anger	0.410	करार
forfeit	anger	0.409	जप्त
areyoukiddingme	anger	0.409	तू माझी गंमत करत आहेस
reproach	anger	0.409	निंदा
sham	anger	0.409	शेम
awful	anger	0.409	भयानक
compulsion	anger	0.409	सक्ती
implicate	anger	0.409	गुंतवणे
contradict	anger	0.409	विरोधाभास
inept	anger	0.409	अयोग्य
supremacy	anger	0.409	वर्चस्व
sneak	anger	0.409	डोकावणे
disappoint	anger	0.409	निराश
blockade	anger	0.409	नाकेबंदी
detainee	anger	0.409	बंदीवान
cantwin	anger	0.409	कॅन्टविन
squelch	anger	0.409	squelch
lying	anger	0.408	खोटे बोलणे
rail	anger	0.406	रेल्वे
forsaken	anger	0.406	सोडून दिले
cacophony	anger	0.406	कोकोफोनी
antipathy	anger	0.406	अँटीपॅथी
wop	anger	0.406	wop
badger	anger	0.406	बॅजर
tremor	anger	0.406	हादरा
inequality	anger	0.406	असमानता
delusion	anger	0.406	भ्रम
unthinkable	anger	0.406	अकल्पनीय
onerous	anger	0.406	कठीण
wrongdoing	anger	0.406	चूक
nuisance	anger	0.406	उपद्रव
scrapie	anger	0.406	स्क्रॅपी
epidemic	anger	0.406	साथरोग
arguments	anger	0.404	युक्तिवाद
affront	anger	0.403	अपमान
traumatic	anger	0.402	अत्यंत क्लेशकारक
sodding	anger	0.400	सोडिंग
libel	anger	0.400	मानहानी
annoys	anger	0.400	त्रास देतो
soslow	anger	0.398	soslow
watchout	anger	0.398	लक्ष ठेवणे
frenetic	anger	0.397	उन्माद
remiss	anger	0.397	चुकणे
barge	anger	0.396	बार्ज
sue	anger	0.394	खटला
keyed	anger	0.394	keyed
actionable	anger	0.394	कारवाई करण्यायोग्य
extinguish	anger	0.394	विझवणे
fraud	anger	0.394	फसवणूक
untoward	anger	0.394	अप्रिय
illegal	anger	0.394	बेकायदेशीर
nag	anger	0.394	सतत टाकून बोलणे
boxing	anger	0.394	बॉक्सिंग
confiscate	anger	0.394	जप्त करणे
howl	anger	0.394	रडणे
whatsthepoint	anger	0.394	मुद्दा काय आहे
rabble	anger	0.394	गोंधळ
unfriendly	anger	0.394	मैत्रीपूर्ण
disrespect	anger	0.394	अनादर
dangit	anger	0.394	डांगिट
brimstone	anger	0.392	गंधक
dissolution	anger	0.391	विघटन
rigged	anger	0.391	धांदली
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	भूकंप
argh	anger	0.391	अर्घ
pique	anger	0.391	पिक
recklessness	anger	0.391	बेपर्वाई
disagree	anger	0.389	असहमत
lawsuit	anger	0.386	खटला
disused	anger	0.382	निरुपयोगी
despair	anger	0.382	निराशा
immorality	anger	0.382	अनैतिकता
coerce	anger	0.379	जबरदस्ती
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	हळवे
pokes	anger	0.379	पोक
falsification	anger	0.379	खोटेपणा
rifle	anger	0.379	रायफल
sizzle	anger	0.379	कढई
incurable	anger	0.379	असाध्य
difficulty	anger	0.379	अडचण
sore	anger	0.379	घसा
picket	anger	0.378	पिकेट
concussion	anger	0.377	आघात
stuckup	anger	0.375	अडकलं
militia	anger	0.375	मिलिशिया
rawr	anger	0.375	rawr
faulty	anger	0.375	दोषपूर्ण
sly	anger	0.375	धूर्त
disillusionment	anger	0.375	भ्रमनिरास
petpeeve	anger	0.375	पेटपीव्ह
pitfall	anger	0.375	फसण्याची
infantile	anger	0.375	अर्भक
pessimism	anger	0.375	निराशावाद
remand	anger	0.375	रिमांड
cannon	anger	0.375	तोफ
vindicate	anger	0.371	सिद्ध करणे
inhibit	anger	0.371	प्रतिबंधित करणे
distressing	anger	0.371	त्रासदायक
nepotism	anger	0.371	घराणेशाही
schizophrenia	anger	0.369	स्किझोफ्रेनिया
skewed	anger	0.368	तिरकस
disreputable	anger	0.368	अप्रतिष्ठित
forbidding	anger	0.368	मनाई
conquest	anger	0.367	विजय
bark	anger	0.365	झाडाची साल
leukemia	anger	0.365	रक्ताचा कर्करोग
disapprove	anger	0.364	नाकारणे
warrior	anger	0.364	योद्धा
barks	anger	0.364	भुंकतो
retarded	anger	0.364	मंद
unhappy	anger	0.364	दुःखी
burke	anger	0.364	बर्क
challenge	anger	0.364	आव्हान
belt	anger	0.364	पट्टा
litigate	anger	0.359	खटला भरणे
paucity	anger	0.359	कमतरता
opinionated	anger	0.359	मतप्रदर्शन
disliked	anger	0.359	नापसंत
aftermath	anger	0.359	परिणाम
