English Word	Emotion	Emotion-Intensity-Score	Russian Word
illegality	anger	0.455	незаконность
veto	anger	0.455	вето
constraint	anger	0.455	ограничение
mislead	anger	0.455	ввести в заблуждение
illicit	anger	0.455	незаконный
troublesome	anger	0.455	хлопотный
clamor	anger	0.455	шум
bayonet	anger	0.453	штык
suppress	anger	0.453	подавлять
intense	anger	0.453	интенсивный
displeased	anger	0.453	недоволен
disapproving	anger	0.453	неодобрительный
hysterical	anger	0.453	истеричный
struggle	anger	0.453	борьба
godless	anger	0.453	безбожный
desist	anger	0.453	воздерживаться
usurped	anger	0.453	узурпирован
despotism	anger	0.453	деспотизм
disagreeing	anger	0.453	несогласие
bad	anger	0.453	Плохо
unlawful	anger	0.451	незаконный
wrongly	anger	0.448	ошибочно
repellent	anger	0.442	отталкивающий
dishonor	anger	0.441	бесчестие
psychosis	anger	0.441	психоз
wasted	anger	0.441	потрачено
wrongful	anger	0.441	неправомерный
foe	anger	0.441	враг
aversion	anger	0.440	отвращение
gahhh	anger	0.439	гаххх
knuckles	anger	0.439	костяшки
ultimatum	anger	0.439	ультиматум
schism	anger	0.439	раскол
upset	anger	0.439	расстройство
effigy	anger	0.439	чучело
punitive	anger	0.439	карательный
worthless	anger	0.438	бесполезный
separatist	anger	0.438	сепаратист
ransom	anger	0.438	выкуп
deny	anger	0.438	отказываться от
fugitive	anger	0.438	беглец
mucked	anger	0.438	испорченный
abandonment	anger	0.438	оставление
irritation	anger	0.438	раздражение
deleterious	anger	0.438	вредный
stupidity	anger	0.438	глупость
segregate	anger	0.437	отделять
oblivion	anger	0.437	забвение
payback	anger	0.436	расплата
incongruous	anger	0.435	неуместный
eviction	anger	0.435	выселение
collusion	anger	0.432	сговор
rob	anger	0.431	грабить
ravenous	anger	0.429	хищный
overrun	anger	0.429	захлестнуть
infidelity	anger	0.429	неверность
harbinger	anger	0.426	предвестник
painful	anger	0.426	болезненный
getoverit	anger	0.426	поправляйся
martial	anger	0.426	боевой
rejection	anger	0.426	отказ
incredulous	anger	0.426	недоверчивый
stupidrain	anger	0.426	глупый дождь
defense	anger	0.425	защита
enforce	anger	0.424	обеспечивать соблюдение
commotion	anger	0.424	волнение
censor	anger	0.424	цензор
gonorrhea	anger	0.424	гонорея
fraudulent	anger	0.424	мошеннический
unsympathetic	anger	0.424	несимпатичный
fallacious	anger	0.424	ложный
greed	anger	0.424	жадность
defraud	anger	0.424	обманывать
banger	anger	0.424	фейерверк
concealment	anger	0.424	сокрытие
fuss	anger	0.424	суматоха
exasperation	anger	0.424	раздражение
disobedience	anger	0.424	непослушание
powerful	anger	0.424	мощный
discontent	anger	0.424	недовольство
indecency	anger	0.424	непристойность
sedition	anger	0.422	мятеж
deportation	anger	0.422	депортация
cracked	anger	0.422	треснувший
bang	anger	0.422	хлопнуть
barb	anger	0.422	колючка
duel	anger	0.422	дуэль
sarcasm	anger	0.422	сарказм
cur	anger	0.422	собака
misrepresented	anger	0.422	искаженный
annoyance	anger	0.422	раздражение
scar	anger	0.422	шрам
nettle	anger	0.422	крапива
banishment	anger	0.422	изгнание
snubbed	anger	0.422	пренебрежительно
penitentiary	anger	0.422	пенитенциарное учреждение
penetration	anger	0.422	проникновение
blatant	anger	0.420	вопиющий
force	anger	0.418	сила
perverse	anger	0.415	порочный
wring	anger	0.415	отжимать
bastion	anger	0.413	бастион
grim	anger	0.413	мрачный
moody	anger	0.412	угрюмый
tiff	anger	0.412	размолвка
nothappy	anger	0.412	не счастлив
surly	anger	0.412	угрюмый
sordid	anger	0.412	грязный
hunting	anger	0.411	охота
indenture	anger	0.410	договор
forfeit	anger	0.409	неустойка
areyoukiddingme	anger	0.409	Ты шутишь, что ли
reproach	anger	0.409	упрек
sham	anger	0.409	притворство
awful	anger	0.409	ужасный
compulsion	anger	0.409	принуждение
implicate	anger	0.409	вовлекать
contradict	anger	0.409	противоречить
inept	anger	0.409	неумелый
supremacy	anger	0.409	превосходство
sneak	anger	0.409	красться
disappoint	anger	0.409	разочаровать
blockade	anger	0.409	блокада
detainee	anger	0.409	заключенный
cantwin	anger	0.409	кантун
squelch	anger	0.409	глушить
lying	anger	0.408	врущий
rail	anger	0.406	рельс
forsaken	anger	0.406	покинутый
cacophony	anger	0.406	какофония
antipathy	anger	0.406	антипатия
wop	anger	0.406	упс
badger	anger	0.406	барсук
tremor	anger	0.406	тремор
inequality	anger	0.406	неравенство
delusion	anger	0.406	заблуждение
unthinkable	anger	0.406	немыслимый
onerous	anger	0.406	обременительный
wrongdoing	anger	0.406	проступок
nuisance	anger	0.406	неприятность
scrapie	anger	0.406	скрепи
epidemic	anger	0.406	эпидемия
arguments	anger	0.404	аргументы
affront	anger	0.403	оскорблять
traumatic	anger	0.402	травматический
sodding	anger	0.400	дерьмо
libel	anger	0.400	клевета
annoys	anger	0.400	раздражает
soslow	anger	0.398	так медленно
watchout	anger	0.398	осторожно
frenetic	anger	0.397	неистовый
remiss	anger	0.397	упускать
barge	anger	0.396	баржа
sue	anger	0.394	Сью
keyed	anger	0.394	с ключом
actionable	anger	0.394	действенный
extinguish	anger	0.394	гасить
fraud	anger	0.394	мошенничество
untoward	anger	0.394	неблагоприятный
illegal	anger	0.394	незаконный
nag	anger	0.394	ворчать
boxing	anger	0.394	заниматься боксом
confiscate	anger	0.394	конфисковать
howl	anger	0.394	вой
whatsthepoint	anger	0.394	в чем смысл
rabble	anger	0.394	сброд
unfriendly	anger	0.394	недружелюбный
disrespect	anger	0.394	неуважение
dangit	anger	0.394	черт возьми
brimstone	anger	0.392	сера
dissolution	anger	0.391	растворение
rigged	anger	0.391	сфальсифицированный
grrrrr	anger	0.391	гррррр
earthquake	anger	0.391	землетрясение
argh	anger	0.391	ааа
pique	anger	0.391	досада
recklessness	anger	0.391	безрассудство
disagree	anger	0.389	не согласен
lawsuit	anger	0.386	иск
disused	anger	0.382	вышедший из употребления
despair	anger	0.382	отчаяние
immorality	anger	0.382	безнравственность
coerce	anger	0.379	принуждать
firstworldprobs	anger	0.379	пробы первого мира
touchy	anger	0.379	обидчивый
pokes	anger	0.379	тычет
falsification	anger	0.379	фальсификация
rifle	anger	0.379	винтовка
sizzle	anger	0.379	шипеть
incurable	anger	0.379	неизлечимый
difficulty	anger	0.379	трудность
sore	anger	0.379	больной
picket	anger	0.378	пикет
concussion	anger	0.377	сотрясение
stuckup	anger	0.375	высокомерный
militia	anger	0.375	милиция
rawr	anger	0.375	сыр
faulty	anger	0.375	неисправный
sly	anger	0.375	хитрый
disillusionment	anger	0.375	разочарование
petpeeve	anger	0.375	любимая
pitfall	anger	0.375	ловушка
infantile	anger	0.375	инфантильный
pessimism	anger	0.375	пессимизм
remand	anger	0.375	арест
cannon	anger	0.375	пушка
vindicate	anger	0.371	оправдывать
inhibit	anger	0.371	запрещать
distressing	anger	0.371	огорчительный
nepotism	anger	0.371	кумовство
schizophrenia	anger	0.369	шизофрения
skewed	anger	0.368	перекошенный
disreputable	anger	0.368	бесчестный
forbidding	anger	0.368	запрещающий
conquest	anger	0.367	завоевание
bark	anger	0.365	лаять
leukemia	anger	0.365	лейкемия
disapprove	anger	0.364	не одобрять
warrior	anger	0.364	воин
barks	anger	0.364	лает
retarded	anger	0.364	умственно отсталый
unhappy	anger	0.364	несчастный
burke	anger	0.364	Берк
challenge	anger	0.364	вызов
belt	anger	0.364	пояс
litigate	anger	0.359	судиться
paucity	anger	0.359	бедность
opinionated	anger	0.359	самоуверенный
disliked	anger	0.359	не любил
aftermath	anger	0.359	последствия
restriction	anger	0.359	ограничение
cad	anger	0.359	хам
incompetence	anger	0.359	некомпетентность
loudness	anger	0.359	громкость
broken	anger	0.359	сломанный
polemic	anger	0.359	полемический
sectarian	anger	0.359	сектант
controversial	anger	0.359	спорный
interrupting	anger	0.358	прерывание
fussy	anger	0.357	суетливый
wench	anger	0.353	девка
remove	anger	0.351	удалять
brat	anger	0.351	паршивец
gruff	anger	0.351	грубый
misbehavior	anger	0.351	плохое поведение
scarcity	anger	0.350	дефицит
losing	anger	0.349	проигрыш
stigma	anger	0.348	клеймо
deserted	anger	0.348	покинутый
timewasters	anger	0.348	пожиратели времени
disagreement	anger	0.348	несогласие
defect	anger	0.348	дефект
hardened	anger	0.348	закаленный
lie	anger	0.348	ложь
ulcer	anger	0.348	язва
retract	anger	0.348	втягивать
untrustworthy	anger	0.348	ненадежный
pest	anger	0.348	вредитель
disappointed	anger	0.348	расстроенный
bias	anger	0.345	предвзятость
negation	anger	0.344	отрицание
bothering	anger	0.344	надоедает
stripped	anger	0.344	раздетый
antisocial	anger	0.344	антиобщественный
