English Word	Emotion	Emotion-Intensity-Score	Scots-Gaelic Word
thump	anger	0.469	thump
dislike	anger	0.469	nach toigh
steal	anger	0.469	goid
backoff	anger	0.469	cùl-taic
stifled	anger	0.469	slugadh
incite	anger	0.469	brosnaich
distress	anger	0.469	àmhghar
angermanagement	anger	0.469	riaghladh feirge
selfish	anger	0.469	fèineil
injury	anger	0.469	leòn
exile	anger	0.469	fògarrach
insanity	anger	0.469	gealtachd
offense	anger	0.469	cionta
objection	anger	0.469	gearan
smother	anger	0.469	mùchadh
disruption	anger	0.469	aimhreit
intolerance	anger	0.469	eas-fhulangas
disobey	anger	0.469	eas-umhail
selfishness	anger	0.469	fèineileachd
recidivism	anger	0.469	ath-aithris
subversive	anger	0.469	suarach
huff	anger	0.469	huff
plunder	anger	0.469	creachadh
opposition	anger	0.469	an aghaidh
complain	anger	0.469	gearan
perpetrator	anger	0.469	neach a rinn eucoir
simmer	anger	0.469	suathadh
areyoukidding	anger	0.468	a bheil thu a' pògadh
mug	anger	0.467	muga
agony	anger	0.465	cràdh
arrogant	anger	0.461	àrdanach
sux	anger	0.456	sux
vent	anger	0.456	gaoth
elimination	anger	0.456	cur às
picketing	anger	0.456	piocadh
haughty	anger	0.456	uaibhreach
grated	anger	0.455	gràtaichte
flagrant	anger	0.455	bratach
busted	anger	0.455	busted
crabby	anger	0.455	crabaidh
dying	anger	0.455	a' bàsachadh
idiocy	anger	0.455	amaideachd
impermeable	anger	0.455	neo-thruaillidh
stubbed	anger	0.455	stob
illegality	anger	0.455	mì-laghail
veto	anger	0.455	veto
constraint	anger	0.455	cuingealachd
mislead	anger	0.455	mealladh
illicit	anger	0.455	mì-laghail
troublesome	anger	0.455	trioblaideach
clamor	anger	0.455	claoidh
bayonet	anger	0.453	bayonet
suppress	anger	0.453	thoir thairis
intense	anger	0.453	dian
displeased	anger	0.453	mì-thoilichte
disapproving	anger	0.453	mì-riaraichte
hysterical	anger	0.453	hysterical
struggle	anger	0.453	strì
godless	anger	0.453	neo-dhiadhaidh
desist	anger	0.453	diùltadh
usurped	anger	0.453	usurped
despotism	anger	0.453	eas-umhlachd
disagreeing	anger	0.453	ag eas-aontachadh
bad	anger	0.453	dona
unlawful	anger	0.451	mì-laghail
wrongly	anger	0.448	gu ceàrr
repellent	anger	0.442	ath-dhiol
dishonor	anger	0.441	eas-onoir
psychosis	anger	0.441	inntinn-inntinn
wasted	anger	0.441	air chall
wrongful	anger	0.441	ceàrr
foe	anger	0.441	nàmhaid
aversion	anger	0.440	naimhdeas
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	cnuimhean
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	sgios
upset	anger	0.439	troimh-chèile
effigy	anger	0.439	ìomhaigh
punitive	anger	0.439	peanasach
worthless	anger	0.438	gun luach
separatist	anger	0.438	neach-sgaraidh
ransom	anger	0.438	èirig
deny	anger	0.438	àicheadh
fugitive	anger	0.438	fògarrach
mucked	anger	0.438	magadh
abandonment	anger	0.438	trèigsinn
irritation	anger	0.438	irioslachd
deleterious	anger	0.438	sgriosail
stupidity	anger	0.438	amaideachd
segregate	anger	0.437	sgaradh
oblivion	anger	0.437	dearmad
payback	anger	0.436	ath-phàigheadh
incongruous	anger	0.435	neo-iomchuidh
eviction	anger	0.435	fuadach
collusion	anger	0.432	claon-bhreith
rob	anger	0.431	rob
ravenous	anger	0.429	fitheach
overrun	anger	0.429	thairis air
infidelity	anger	0.429	neo-chreidimh
harbinger	anger	0.426	harbinger
painful	anger	0.426	pianail
getoverit	anger	0.426	faighinn thairis air
martial	anger	0.426	armachd
rejection	anger	0.426	diùltadh
incredulous	anger	0.426	mi-chreideach
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	dìon
enforce	anger	0.424	cur an gnìomh
commotion	anger	0.424	ùpraid
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	foill
unsympathetic	anger	0.424	gun chiall
fallacious	anger	0.424	fallasach
greed	anger	0.424	sannt
defraud	anger	0.424	foill
banger	anger	0.424	bragadair
concealment	anger	0.424	falachadh
fuss	anger	0.424	feall
exasperation	anger	0.424	exasperation
disobedience	anger	0.424	eas-ùmhlachd
powerful	anger	0.424	cumhachdach
discontent	anger	0.424	mì-thoileachas
indecency	anger	0.424	neo-thruaillidheachd
sedition	anger	0.422	buaireadh
deportation	anger	0.422	às-chur
cracked	anger	0.422	sgàinte
bang	anger	0.422	brag
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	searbhas
cur	anger	0.422	cur
misrepresented	anger	0.422	mì-riochdachadh
annoyance	anger	0.422	buaireadh
scar	anger	0.422	scar
nettle	anger	0.422	feanntag
banishment	anger	0.422	fuadach
snubbed	anger	0.422	snìomh
penitentiary	anger	0.422	peanasach
penetration	anger	0.422	treòir
blatant	anger	0.420	soilleir
force	anger	0.418	feachd
perverse	anger	0.415	claon
wring	anger	0.415	sgairt
bastion	anger	0.413	bastion
grim	anger	0.413	gruamach
moody	anger	0.412	mi-mhodhail
tiff	anger	0.412	tiff
nothappy	anger	0.412	neo-thaitneach
surly	anger	0.412	suarach
sordid	anger	0.412	sordid
hunting	anger	0.411	sealg
indenture	anger	0.410	inntearnas
forfeit	anger	0.409	forfeit
areyoukiddingme	anger	0.409	A bheil thu a’ tarraing mo chois
reproach	anger	0.409	tàir
sham	anger	0.409	sham
awful	anger	0.409	uamhasach
compulsion	anger	0.409	èigneachadh
implicate	anger	0.409	buntainn
contradict	anger	0.409	connsachadh
inept	anger	0.409	neo-chomasach
supremacy	anger	0.409	uachdaranachd
sneak	anger	0.409	suain
disappoint	anger	0.409	briseadh-dùil
blockade	anger	0.409	bacadh
detainee	anger	0.409	neach-grèim
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	luidhe
rail	anger	0.406	rèile
forsaken	anger	0.406	thrèigsinn
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	antipathy
wop	anger	0.406	wop
badger	anger	0.406	broc
tremor	anger	0.406	crith
inequality	anger	0.406	neo-ionannachd
delusion	anger	0.406	mealladh
unthinkable	anger	0.406	do-chreidsinneach
onerous	anger	0.406	trom
wrongdoing	anger	0.406	euceart
nuisance	anger	0.406	buaireadh
scrapie	anger	0.406	sgrapie
epidemic	anger	0.406	galar-sgaoilte
arguments	anger	0.404	argamaidean
affront	anger	0.403	aghaidh
traumatic	anger	0.402	traumatach
sodding	anger	0.400	sàthadh
libel	anger	0.400	leabhal
annoys	anger	0.400	buaireadh
soslow	anger	0.398	slochd
watchout	anger	0.398	Thoir an aire
frenetic	anger	0.397	frenetic
remiss	anger	0.397	dearmad
barge	anger	0.396	barge
sue	anger	0.394	agairt
keyed	anger	0.394	iuchrach
actionable	anger	0.394	gnìomhach
extinguish	anger	0.394	cur às
fraud	anger	0.394	foill
untoward	anger	0.394	a dh'ionnsaigh
illegal	anger	0.394	mì-laghail
nag	anger	0.394	nag
boxing	anger	0.394	bocsadh
confiscate	anger	0.394	gabh thairis
howl	anger	0.394	caoineadh
whatsthepoint	anger	0.394	dè an puing
rabble	anger	0.394	rabaid
unfriendly	anger	0.394	neo-chàirdeil
disrespect	anger	0.394	eas-urram
dangit	anger	0.394	dangit
brimstone	anger	0.392	pronnasg
dissolution	anger	0.391	sgaoileadh
rigged	anger	0.391	rioghaich
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	crith-thalmhainn
argh	anger	0.391	àgh
pique	anger	0.391	pique
recklessness	anger	0.391	neo-chùram
disagree	anger	0.389	eas-aontachadh
lawsuit	anger	0.386	lagha
disused	anger	0.382	gun chleachdadh
despair	anger	0.382	eu-dòchas
immorality	anger	0.382	irioslachd
coerce	anger	0.379	co-èigneachadh
firstworldprobs	anger	0.379	probs an t-saoghail
touchy	anger	0.379	subhach
pokes	anger	0.379	pòcan
falsification	anger	0.379	falsachadh
rifle	anger	0.379	raidhfil
sizzle	anger	0.379	sizzle
incurable	anger	0.379	do-leigheas
difficulty	anger	0.379	duilgheadas
sore	anger	0.379	goirt
picket	anger	0.378	piocaid
concussion	anger	0.377	concussion
stuckup	anger	0.375	stuic
militia	anger	0.375	mhailisidh
rawr	anger	0.375	amhr
faulty	anger	0.375	lochtach
sly	anger	0.375	glic
disillusionment	anger	0.375	mì-thoileachas
petpeeve	anger	0.375	peasair
pitfall	anger	0.375	sloc
infantile	anger	0.375	leanabhail
pessimism	anger	0.375	pessimism
remand	anger	0.375	remand
cannon	anger	0.375	canain
vindicate	anger	0.371	dearbhadh
inhibit	anger	0.371	bacadh
distressing	anger	0.371	cràiteach
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	sgitsophrenia
skewed	anger	0.368	sgith
disreputable	anger	0.368	mi-chliùiteach
forbidding	anger	0.368	a' toirmeasg
conquest	anger	0.367	ceannsachadh
bark	anger	0.365	rùsg
leukemia	anger	0.365	leucemia
disapprove	anger	0.364	eas-aontaich
warrior	anger	0.364	gaisgeach
barks	anger	0.364	rùsg
retarded	anger	0.364	retart
unhappy	anger	0.364	mì-thoilichte
burke	anger	0.364	burc
challenge	anger	0.364	dùbhlan
belt	anger	0.364	crios
litigate	anger	0.359	laghalachd
paucity	anger	0.359	gann
opinionated	anger	0.359	beachdail
disliked	anger	0.359	cha do chòrd
aftermath	anger	0.359	an deidh
restriction	anger	0.359	srianadh
cad	anger	0.359	cad
incompetence	anger	0.359	neo-chomasachd
loudness	anger	0.359	neart
broken	anger	0.359	briste
polemic	anger	0.359	pòlach
sectarian	anger	0.359	buidheannach
controversial	anger	0.359	connspaideach
interrupting	anger	0.358	a' briseadh
fussy	anger	0.357	fealla-dhà
wench	anger	0.353	wench
remove	anger	0.351	thoir air falbh
brat	anger	0.351	brat
gruff	anger	0.351	gruaidh
misbehavior	anger	0.351	mì-ghiùlan
scarcity	anger	0.350	gainnead
losing	anger	0.349	a' call
stigma	anger	0.348	stiogma
deserted	anger	0.348	fhàsach
timewasters	anger	0.348	luchd-fuasglaidh ùine
disagreement	anger	0.348	eas-aonta
defect	anger	0.348	lochd
hardened	anger	0.348	cruadhachadh
lie	anger	0.348	breugan
ulcer	anger	0.348	ulcer
retract	anger	0.348	tarraing air ais
untrustworthy	anger	0.348	neo-earbsach
pest	anger	0.348	plàigh
disappointed	anger	0.348	diombach
bias	anger	0.345	bias
negation	anger	0.344	àicheadh
bothering	anger	0.344	dragh
stripped	anger	0.344	stialladh
antisocial	anger	0.344	mì-shòisealta
pirate	anger	0.344	spùinneadair
stingy	anger	0.344	stingy
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	neo-earbsach
shaky	anger	0.344	air chrith
misleading	anger	0.344	meallta
unsettled	anger	0.344	neo-shuidhichte
evade	anger	0.344	seachain
anxiety	anger	0.344	dragh
disclaim	anger	0.344	àicheadh
deterioration	anger	0.344	crìonadh
impotence	anger	0.344	neo-chomas
interminable	anger	0.343	eadar-amail
disease	anger	0.341	galair
meddle	anger	0.341	gnothaich
warp	anger	0.340	dlùth
averse	anger	0.338	aobhach
infamous	anger	0.338	mì-chliùiteach
alcoholism	anger	0.338	deoch-làidir
row	anger	0.337	sreath
staticky	anger	0.336	staitigeach
illegitimate	anger	0.333	dìolain
encumbrance	anger	0.333	eirich
witchcraft	anger	0.333	buidseachd
interrupt	anger	0.333	brisidh
scorpion	anger	0.333	scorpion
ill	anger	0.333	tinn
sinner	anger	0.331	pheacach
inconsiderate	anger	0.329	neo-mheasail
hulk	anger	0.329	hulc
prohibited	anger	0.328	toirmisgte
dashed	anger	0.328	bristeadh
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	air a dhì-cheadachadh
spammers	anger	0.328	spammers
phony	anger	0.328	fonaidh
tighten	anger	0.328	teannaich
dislocated	anger	0.328	dislocation
scapegoat	anger	0.328	scapegoat
victim	anger	0.328	fhulangach
opponent	anger	0.328	nàmhaid
hiss	anger	0.328	hisag
crusade	anger	0.328	crusade
grumpy	anger	0.328	gruamach
resisting	anger	0.328	cur an aghaidh
inappropriate	anger	0.324	neo-iomchaidh
haye	anger	0.324	feòir
loss	anger	0.324	call
trickery	anger	0.324	cleasachd
eschew	anger	0.324	seachain
neglected	anger	0.324	air dearmad
canker	anger	0.323	cancar
muff	anger	0.318	muff
crunch	anger	0.318	crònan
duplicity	anger	0.318	dùblachadh
criticism	anger	0.318	càineadh
queues	anger	0.318	ciudha
shriek	anger	0.316	seirc
depreciate	anger	0.315	ìsleachadh
dismissal	anger	0.312	cur as a dhreuchd
chaff	anger	0.312	moll
dramaqueen	anger	0.312	ban-dràma
poverty	anger	0.312	bochdainn
carelessness	anger	0.312	neo-chùram
deflate	anger	0.312	deflated
dumps	anger	0.312	dumps
dupe	anger	0.312	dupe
mortality	anger	0.312	bàsmhorachd
revving	anger	0.309	ag ath-bheothachadh
disallowed	anger	0.308	neo-cheadaichte
boisterous	anger	0.307	borb
thoughtless	anger	0.307	gun smuain
burial	anger	0.304	adhlacadh
wince	anger	0.303	wince
theocratic	anger	0.303	deamocratach
sullen	anger	0.303	suarach
involution	anger	0.300	involution
misuse	anger	0.297	mì-chleachdadh
taxed	anger	0.297	air a chìs
senseless	anger	0.297	gun chiall
talons	anger	0.297	spuirean
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	faigh thu fhèin
hoax	anger	0.297	hoax
depreciated	anger	0.297	air ìsleachadh
depressed	anger	0.297	dubhach
wasteful	anger	0.297	ana-caitheamh
paralysis	anger	0.295	pairilis
displaced	anger	0.294	air a chur às
limited	anger	0.292	cuingealaichte
disapointment	anger	0.290	eu-dòchas
orc	anger	0.289	orc
ridiculous	anger	0.289	amaideach
homeless	anger	0.288	gun dachaigh
spine	anger	0.288	druim
teasing	anger	0.288	a' magadh
presumptuous	anger	0.288	amharasach
react	anger	0.288	freagairt
sharpen	anger	0.288	geur
barrier	anger	0.287	bacadh
hoot	anger	0.287	hoot
twitchy	anger	0.287	dubhach
myopia	anger	0.283	myopia
flexin	anger	0.281	sùbailte
lagging	anger	0.281	lagachadh
contraband	anger	0.281	contrabhann
incompatible	anger	0.281	neo-fhreagarrach
shiver	anger	0.281	crith
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	dì-cheangail
delinquent	anger	0.281	eucoireach
restitution	anger	0.281	ath-dhìoladh
foray	anger	0.279	feall
troll	anger	0.279	troll
unfairness	anger	0.279	mì-chothromachd
buffering	anger	0.279	buffering
noncompliance	anger	0.279	neo-ghèilleadh
nether	anger	0.278	na b' àirde
bogus	anger	0.273	meallta
immaturity	anger	0.273	neo-sheasmhachd
uncaring	anger	0.273	gun chùram
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feistinneach
shock	anger	0.269	clisgeadh
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	neach neo-mhadainn
feminism	anger	0.266	boireannachd
inoperative	anger	0.266	neo-obrachail
bear	anger	0.266	mathan
inconvenient	anger	0.266	mì-ghoireasach
latent	anger	0.266	falaichte
defendant	anger	0.266	neach-dìon
nopoint	anger	0.266	gun phuing
rapping	anger	0.266	rapadh
pry	anger	0.266	prag
quandary	anger	0.266	cuagach
interrupts	anger	0.265	brisidh
fluctuation	anger	0.265	caochlaidheachd
exaggerate	anger	0.263	àibheiseachd
lose	anger	0.261	caill
patter	anger	0.258	pàtran
furnace	anger	0.258	fùirneis
stone	anger	0.258	clach
tease	anger	0.258	teasaich
shoplifting	anger	0.258	goid
soldier	anger	0.258	saighdear
incompetent	anger	0.257	neo-chomasach
indoctrination	anger	0.255	indoctrination
rocket	anger	0.250	rocaid
skid	anger	0.250	sgith
noisy	anger	0.250	fuaimneach
notoriety	anger	0.250	cliù
cane	anger	0.250	canan
unfollow	anger	0.250	na lean
tripping	anger	0.250	tuisleadh
attentionseeker	anger	0.250	fear-coimhead
mastery	anger	0.250	maighstireachd
socialist	anger	0.250	sòisealach
falsehood	anger	0.250	breugan
complicate	anger	0.250	iom-fhillte
lawyer	anger	0.250	neach-lagh
untrue	anger	0.250	mì-cheart
nonsense	anger	0.250	neòinean
pouting	anger	0.250	spùtadh
witch	anger	0.242	bana-bhuidseach
detract	anger	0.242	thoir air falbh
obstacle	anger	0.242	cnap-starra
halter	anger	0.242	stad
fenced	anger	0.242	feansaichte
capslock	anger	0.242	glas-chaip
dontunderstand	anger	0.242	nach tuig
vampire	anger	0.242	vampire
ringer	anger	0.242	fàinneadair
frowning	anger	0.239	froiseadh
saber	anger	0.238	saber
hunger	anger	0.235	acras
shell	anger	0.234	slige
wokemeup	anger	0.234	dùisg
recession	anger	0.234	crìonadh
failing	anger	0.234	fàilligeadh
dabbling	anger	0.234	dabaireachd
politics	anger	0.234	poileataigs
lava	anger	0.234	làbha
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	im feuchainn ri cadal
tariff	anger	0.234	tarraidh
undesirable	anger	0.231	neo-mhiannach
darkness	anger	0.227	dorchadas
versus	anger	0.227	an aghaidh
copycat	anger	0.227	leth-bhreac
resign	anger	0.227	Thoir suas
soaked	anger	0.226	bogte
unfulfilled	anger	0.225	neo-choileanta
abandoned	anger	0.222	thrèigsinn
unattainable	anger	0.221	neo-ruigsinneach
owing	anger	0.221	ri linn
bankruptcy	anger	0.221	briseadh-creideis
misconception	anger	0.219	mì-thuigse
tool	anger	0.219	inneal
warden	anger	0.219	maor
compress	anger	0.219	compress
mosquito	anger	0.219	mosgìoto
whiny	anger	0.219	ciaradh
somethingigetalot	anger	0.219	rudeiginigetalot
confusion	anger	0.219	troimh-chèile
unhelpful	anger	0.219	gun chuideachadh
twitching	anger	0.219	a' seargadh
nosey	anger	0.213	cianail
overpriced	anger	0.212	cus prìs
adder	anger	0.212	nathair-nimhe
harry	anger	0.212	harraidh
shortage	anger	0.212	gainnead
melodrama	anger	0.212	melodrama
possession	anger	0.206	seilbh
desert	anger	0.206	fhàsach
overplayed	anger	0.206	thairis air
unpaid	anger	0.203	gun phàigheadh
powerless	anger	0.203	gun chumhachd
sentence	anger	0.203	binn
inefficient	anger	0.203	neo-èifeachdach
arraignment	anger	0.203	rèiteach
pout	anger	0.203	pùt
unlucky	anger	0.203	mì-shealbhach
rook	anger	0.203	roc
backbone	anger	0.203	cnàimh-droma
uninvited	anger	0.203	gun chuireadh
court	anger	0.199	cùirt
endless	anger	0.198	gun chrìoch
adverts	anger	0.197	sanasan
distracted	anger	0.197	air a bhuaireadh
delay	anger	0.197	dàil
misstatement	anger	0.197	mì-aithris
misunderstanding	anger	0.195	mì-thuigse
inadmissible	anger	0.191	neo-ghabhail
excite	anger	0.191	togarrach
lightning	anger	0.189	dealanach
preclude	anger	0.188	casg
mournful	anger	0.188	brònach
insecure	anger	0.188	mì-chinnteach
incase	anger	0.188	Gun fhios
mutter	anger	0.182	muthachadh
pare	anger	0.182	par
rating	anger	0.182	rangachadh
claimant	anger	0.182	neach-tagraidh
insist	anger	0.182	innis
mistress	anger	0.182	bana-mhaighstir
distracting	anger	0.182	a' tarraing aire
opium	anger	0.180	opium
deserve	anger	0.176	airidh
willful	anger	0.176	deònach
treat	anger	0.175	làimhseachadh
insists	anger	0.175	ag iarraidh
excitation	anger	0.172	excitation
mighty	anger	0.172	cumhachdach
liberate	anger	0.172	shaoradh
indecisive	anger	0.172	neo-chinnteach
hormonal	anger	0.172	hormonail
peice	anger	0.172	pìos
gibberish	anger	0.172	gìobaireachd
misplace	anger	0.172	misseach
fee	anger	0.172	cìs
thanksalot	anger	0.172	Mòran taing
fleece	anger	0.172	lomradh
yelp	anger	0.168	yelp
mule	anger	0.167	muile
unequal	anger	0.167	neo-ionann
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	barganachadh
insufficiency	anger	0.167	neo-fhoghainteachd
insignificant	anger	0.167	neo-shunndach
attentionseekers	anger	0.163	luchd-coimhead
coop	anger	0.156	coop
rheumatism	anger	0.156	reumatism
forearm	anger	0.156	forearm
indifference	anger	0.156	dìmeas
underpaid	anger	0.152	fo-phàigheadh
involvement	anger	0.152	com-pàirt
justthebeginning	anger	0.152	dìreach an toiseach
disinformation	anger	0.152	mì-fhiosrachadh
uncertain	anger	0.152	neo-chinnteach
bee	anger	0.152	seillean
attorney	anger	0.152	neach-lagha
pretending	anger	0.152	a' leigeil orra
campaigning	anger	0.151	iomairt
hopelessness	anger	0.149	eu-dòchas
feeling	anger	0.147	faireachdainn
legalized	anger	0.145	laghail
caution	anger	0.145	rabhadh
sterling	anger	0.141	sterling
morals	anger	0.141	moraltachd
subsidy	anger	0.141	subsadaidh
obliging	anger	0.141	dleasdanas
wimpy	anger	0.140	sgith
bummer	anger	0.139	buaireadair
saloon	anger	0.136	sailiùn
blemish	anger	0.136	gainne
misspell	anger	0.136	litreachadh
repay	anger	0.136	ath-dhìoladh
surcharge	anger	0.136	surcharge
geez	anger	0.136	geòidh
birch	anger	0.135	beithe
noob	anger	0.133	noob
honk	anger	0.133	onc
orchestra	anger	0.132	orcastra
wireless	anger	0.125	wireless
competitive	anger	0.125	farpaiseach
standstill	anger	0.125	stad
inattention	anger	0.121	neo-aire
reversal	anger	0.121	tionndadh air ais
lace	anger	0.118	lace
elbow	anger	0.117	uilinn
instinctive	anger	0.112	ìnntinneach
chant	anger	0.111	seinn
gnome	anger	0.109	gnò
lonely	anger	0.109	aonaranach
tolerate	anger	0.106	fhulang
management	anger	0.102	riaghladh
advocacy	anger	0.100	tagradh
moral	anger	0.094	moralta
roadworks	anger	0.091	obair rathaid
honest	anger	0.087	onarach
gent	anger	0.076	uasal
forgetful	anger	0.076	dìochuimhneach
liquor	anger	0.075	deoch-làidir
money	anger	0.074	airgead
hood	anger	0.071	cochall
curriculum	anger	0.063	curraicealam
words	anger	0.062	facail
smell	anger	0.061	fàileadh
playful	anger	0.061	spòrsail
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	àrach
trumpet	anger	0.059	trompaid
counsellor	anger	0.059	comhairliche
asleeep	anger	0.059	na chadal
birthplace	anger	0.051	àite breith
