English Word	Emotion	Emotion-Intensity-Score	Sesotho Word
selfish	anger	0.469	boikhabi
injury	anger	0.469	kotsi
exile	anger	0.469	lelekoa
insanity	anger	0.469	bohlanya
offense	anger	0.469	khopiso
objection	anger	0.469	khanyetso
smother	anger	0.469	smother
disruption	anger	0.469	tshitiso
intolerance	anger	0.469	ho hloka mamello
disobey	anger	0.469	ho se mamele
selfishness	anger	0.469	boithati
recidivism	anger	0.469	recidivism
subversive	anger	0.469	mofetoheli
huff	anger	0.469	huff
plunder	anger	0.469	tlatlapa
opposition	anger	0.469	khanyetso
complain	anger	0.469	tletleba
perpetrator	anger	0.469	moetsi oa molato
simmer	anger	0.469	boela
areyoukidding	anger	0.468	na u tiile
mug	anger	0.467	nkho
agony	anger	0.465	bohloko
arrogant	anger	0.461	boikakaso
sux	anger	0.456	sux
vent	anger	0.456	moea
elimination	anger	0.456	phediso
picketing	anger	0.456	ho kgetla
haughty	anger	0.456	boikgohomoso
grated	anger	0.455	grated
flagrant	anger	0.455	flagrant
busted	anger	0.455	busted
crabby	anger	0.455	lekala
dying	anger	0.455	ho shoa
idiocy	anger	0.455	bohlanya
impermeable	anger	0.455	e sa kenelleheng
stubbed	anger	0.455	stupetsoe
illegality	anger	0.455	ho se molaong
veto	anger	0.455	veto
constraint	anger	0.455	tšitiso
mislead	anger	0.455	kgelosa
illicit	anger	0.455	e seng molaong
troublesome	anger	0.455	khathatso
clamor	anger	0.455	lerata
bayonet	anger	0.453	bayonet
suppress	anger	0.453	hatella
intense	anger	0.453	e matla
displeased	anger	0.453	nyatseha
disapproving	anger	0.453	ho hana
hysterical	anger	0.453	hysterical
struggle	anger	0.453	ntoa
godless	anger	0.453	ya hlokang Modimo
desist	anger	0.453	tsitlella
usurped	anger	0.453	qhekelletse
despotism	anger	0.453	bonyatsi
disagreeing	anger	0.453	ho se dumellane
bad	anger	0.453	mpe
unlawful	anger	0.451	e seng molaong
wrongly	anger	0.448	ka phoso
repellent	anger	0.442	e lelekang
dishonor	anger	0.441	tlontlollo
psychosis	anger	0.441	psychosis
wasted	anger	0.441	senyehile
wrongful	anger	0.441	e fosahetseng
foe	anger	0.441	sera
aversion	anger	0.440	tjantjello
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	makukuno
ultimatum	anger	0.439	qetellong
schism	anger	0.439	karohano
upset	anger	0.439	koatile
effigy	anger	0.439	setšoantšo
punitive	anger	0.439	kotlo
worthless	anger	0.438	e hlokang thuso
separatist	anger	0.438	motho ya arolang
ransom	anger	0.438	thekollo
deny	anger	0.438	latola
fugitive	anger	0.438	mophaphathehi
mucked	anger	0.438	mokgoa
abandonment	anger	0.438	lahla
irritation	anger	0.438	ho teneha
deleterious	anger	0.438	derious
stupidity	anger	0.438	bohlanya
segregate	anger	0.437	arola
oblivion	anger	0.437	ho lebala
payback	anger	0.436	ho lefa
incongruous	anger	0.435	incongruous
eviction	anger	0.435	ho lelekoa
collusion	anger	0.432	kopanelo
rob	anger	0.431	tlatlapa
ravenous	anger	0.429	e harolang
overrun	anger	0.429	overrun
infidelity	anger	0.429	ho hloka botshepehi
harbinger	anger	0.426	sesupa-tsela
painful	anger	0.426	bohloko
getoverit	anger	0.426	getoverit
martial	anger	0.426	ntoa
rejection	anger	0.426	ho hana
incredulous	anger	0.426	e sa kholoeng
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	tshireletso
enforce	anger	0.424	qobella
commotion	anger	0.424	moferefere
censor	anger	0.424	censor/
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	bomenemene
unsympathetic	anger	0.424	ya hlokang kutloelo bohloko
fallacious	anger	0.424	tsietsi
greed	anger	0.424	meharo
defraud	anger	0.424	thetso
banger	anger	0.424	banger
concealment	anger	0.424	ho pata
fuss	anger	0.424	qabanya
exasperation	anger	0.424	khalefo
disobedience	anger	0.424	ho se mamele
powerful	anger	0.424	e matla
discontent	anger	0.424	ho se kgotsofale
indecency	anger	0.424	boitlhompho
sedition	anger	0.422	pherekano
deportation	anger	0.422	ho lelekoa naheng
cracked	anger	0.422	penyehile
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	tshotlo
cur	anger	0.422	khiritsa
misrepresented	anger	0.422	butsoe hampe
annoyance	anger	0.422	teneha
scar	anger	0.422	leqeba
nettle	anger	0.422	nettle
banishment	anger	0.422	ho lelekoa
snubbed	anger	0.422	hlabetsoe
penitentiary	anger	0.422	teronko
penetration	anger	0.422	ho phunyeletsa
blatant	anger	0.420	pepenene
force	anger	0.418	matla
perverse	anger	0.415	khopame
wring	anger	0.415	wring
bastion	anger	0.413	bastion
grim	anger	0.413	e nyarosang
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	nothappy
surly	anger	0.412	surly
sordid	anger	0.412	sordid
hunting	anger	0.411	ho tsoma
indenture	anger	0.410	indeture
forfeit	anger	0.409	lahleheloa
areyoukiddingme	anger	0.409	a na u tiile
reproach	anger	0.409	nyatso
sham	anger	0.409	sham
awful	anger	0.409	tšabeha
compulsion	anger	0.409	qobelletso
implicate	anger	0.409	khaphatseha
contradict	anger	0.409	kganyetsa
inept	anger	0.409	inept/
supremacy	anger	0.409	bophahamo
sneak	anger	0.409	nyenyelepa
disappoint	anger	0.409	soabisa
blockade	anger	0.409	thibela
detainee	anger	0.409	motlamuoa
cantwin	anger	0.409	cantwin
squelch	anger	0.409	qhitsa
lying	anger	0.408	leshano
rail	anger	0.406	seporo
forsaken	anger	0.406	furaletse
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	ho hanyetsa
wop	anger	0.406	bop
badger	anger	0.406	qoapi
tremor	anger	0.406	thothomelo
inequality	anger	0.406	ho se lekane
delusion	anger	0.406	thetso
unthinkable	anger	0.406	e sa utloahaleng
onerous	anger	0.406	e boima
wrongdoing	anger	0.406	phoso
nuisance	anger	0.406	tsietsi
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	sewa
arguments	anger	0.404	likhang
affront	anger	0.403	nyefola
traumatic	anger	0.402	tsietsing
sodding	anger	0.400	ho sodisa
libel	anger	0.400	nyelisa
annoys	anger	0.400	tena
soslow	anger	0.398	butle
watchout	anger	0.398	hlokomela
frenetic	anger	0.397	pherekano
remiss	anger	0.397	remis
barge	anger	0.396	sekepe
sue	anger	0.394	qosa
keyed	anger	0.394	keyed
actionable	anger	0.394	ka sebetsa
extinguish	anger	0.394	tima
fraud	anger	0.394	bomenemene
untoward	anger	0.394	ho isa
illegal	anger	0.394	e seng molaong
nag	anger	0.394	nag
boxing	anger	0.394	papali ea litebele
confiscate	anger	0.394	nka
howl	anger	0.394	bokolla
whatsthepoint	anger	0.394	whatsthepoint
rabble	anger	0.394	rabble
unfriendly	anger	0.394	hlokang botsoalle
disrespect	anger	0.394	ho hloka tlhompho
dangit	anger	0.394	dangit
brimstone	anger	0.392	sebabole
dissolution	anger	0.391	ho qhaqhoa
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	tshisinyeho ya lefatshe
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	bohlasoa
disagree	anger	0.389	hanana
lawsuit	anger	0.386	qoso
disused	anger	0.382	sa sebelisoa
despair	anger	0.382	tsieleha
immorality	anger	0.382	boitšoaro bo bobe
coerce	anger	0.379	qobella
firstworldprobs	anger	0.379	mathata a lefatše la pele
touchy	anger	0.379	amang pelo
pokes	anger	0.379	poketsa
falsification	anger	0.379	falsification
rifle	anger	0.379	sethunya
sizzle	anger	0.379	sizzle
incurable	anger	0.379	e sa phekoleheng
difficulty	anger	0.379	bothata
sore	anger	0.379	bohloko
picket	anger	0.378	picket
concussion	anger	0.377	pherekano
stuckup	anger	0.375	stuckup
militia	anger	0.375	sesole
rawr	anger	0.375	rawr
faulty	anger	0.375	phoso
sly	anger	0.375	hlanya
disillusionment	anger	0.375	ho nyahama
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	leraba
infantile	anger	0.375	lesea
pessimism	anger	0.375	ho hloka tšepo
remand	anger	0.375	remand
cannon	anger	0.375	kanono
vindicate	anger	0.371	netefatsa
inhibit	anger	0.371	thibela
distressing	anger	0.371	tsietsing
nepotism	anger	0.371	nepotism
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	sothile
disreputable	anger	0.368	ya nyatsehang
forbidding	anger	0.368	thibelang
conquest	anger	0.367	hapa
bark	anger	0.365	lekhapetla
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	hanela
warrior	anger	0.364	mohlabani
barks	anger	0.364	makgapetla
retarded	anger	0.364	qeaqea
unhappy	anger	0.364	sa thabang
burke	anger	0.364	burke
challenge	anger	0.364	phephetso
belt	anger	0.364	lebanta
litigate	anger	0.359	tsekisana
paucity	anger	0.359	bohloki
opinionated	anger	0.359	maikutlo
disliked	anger	0.359	sa ratehe
aftermath	anger	0.359	kamorao
restriction	anger	0.359	thibelo
cad	anger	0.359	kad
incompetence	anger	0.359	ho hloka tsebo
loudness	anger	0.359	lerata
broken	anger	0.359	robehile
polemic	anger	0.359	phokotseho
sectarian	anger	0.359	motho wa lequloana
controversial	anger	0.359	qabang
interrupting	anger	0.358	sitisa
fussy	anger	0.357	pherekano
wench	anger	0.353	wench
remove	anger	0.351	tlosa
brat	anger	0.351	brat
gruff	anger	0.351	bohlasoa
misbehavior	anger	0.351	boitsoaro bo bobe
scarcity	anger	0.350	khaello
losing	anger	0.349	tahlehelo
stigma	anger	0.348	sekhobo
deserted	anger	0.348	deserted
timewasters	anger	0.348	ba senya nako
disagreement	anger	0.348	ho se dumellane
defect	anger	0.348	sekodi
hardened	anger	0.348	thatafatsoa
lie	anger	0.348	leshano
ulcer	anger	0.348	seso
retract	anger	0.348	hulanya
untrustworthy	anger	0.348	ya sa tshepeheng
pest	anger	0.348	sesenyi
disappointed	anger	0.348	soetsehile
bias	anger	0.345	leeme
negation	anger	0.344	negation
bothering	anger	0.344	khathatsa
stripped	anger	0.344	hlobolisoa
antisocial	anger	0.344	kgahlanong le setjhaba
pirate	anger	0.344	pirate
stingy	anger	0.344	hlabang
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	ea sa tšepahaleng
shaky	anger	0.344	tsitsinyehile
misleading	anger	0.344	kgelosa
unsettled	anger	0.344	sa tsitsa
evade	anger	0.344	qoba
anxiety	anger	0.344	matšoenyeho
disclaim	anger	0.344	nyenyefatsa
deterioration	anger	0.344	ho senyeha
impotence	anger	0.344	ho hloka matla
interminable	anger	0.343	interminable
disease	anger	0.341	lefu
meddle	anger	0.341	kena-kenana
warp	anger	0.340	warp
averse	anger	0.338	khoahlapisitse
infamous	anger	0.338	e sa tumang
alcoholism	anger	0.338	bokhoba ba tahi
row	anger	0.337	mola
staticky	anger	0.336	staticky
illegitimate	anger	0.333	e seng molaong
encumbrance	anger	0.333	tsietsi
witchcraft	anger	0.333	boloi
interrupt	anger	0.333	sitisa
scorpion	anger	0.333	phepheng
ill	anger	0.333	kula
sinner	anger	0.331	moetsadibe
inconsiderate	anger	0.329	sa nahanele
hulk	anger	0.329	hulk
prohibited	anger	0.328	thibetsoe
dashed	anger	0.328	dashed
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	nyatsehang
spammers	anger	0.328	ba-spammers
phony	anger	0.328	phony
tighten	anger	0.328	tiisa
dislocated	anger	0.328	qhaqhoa
scapegoat	anger	0.328	potsanyane
victim	anger	0.328	phofu
opponent	anger	0.328	mohanyetsi
hiss	anger	0.328	hae
crusade	anger	0.328	crusade
grumpy	anger	0.328	hlonamehile
resisting	anger	0.328	ho hanyetsa
inappropriate	anger	0.324	e sa lokelang
haye	anger	0.324	hay
loss	anger	0.324	tahlehelo
trickery	anger	0.324	qhekella
eschew	anger	0.324	eschew
neglected	anger	0.324	hlokomolohiloe
canker	anger	0.323	kankere
muff	anger	0.318	mofu
crunch	anger	0.318	qhetsola
duplicity	anger	0.318	boikopanyo
criticism	anger	0.318	nyatso
queues	anger	0.318	mela
shriek	anger	0.316	lla
depreciate	anger	0.315	theola boleng
dismissal	anger	0.312	ho tebela
chaff	anger	0.312	mooko
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	bofutsana
carelessness	anger	0.312	bohlasoa
deflate	anger	0.312	deflate
dumps	anger	0.312	thotobolo
dupe	anger	0.312	dupe
mortality	anger	0.312	ho shoa
revving	anger	0.309	revving
disallowed	anger	0.308	hanoa
boisterous	anger	0.307	morusu
thoughtless	anger	0.307	e hlokang kelello
burial	anger	0.304	lepato
wince	anger	0.303	fetsa
theocratic	anger	0.303	ya puso ya Modimo
sullen	anger	0.303	hlohlelletse
involution	anger	0.300	boiphetoho
misuse	anger	0.297	tshebediso e mpe
taxed	anger	0.297	khafisoa
senseless	anger	0.297	ya hlokang kelello
talons	anger	0.297	linala
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	getyown
hoax	anger	0.297	leqheka
depreciated	anger	0.297	depreciated
depressed	anger	0.297	tepelletse maikutlong
wasteful	anger	0.297	tshenyeho
paralysis	anger	0.295	ho holofala
displaced	anger	0.294	suthisoa
limited	anger	0.292	lekanyetsoa
disapointment	anger	0.290	ho nyahama
orc	anger	0.289	kapa
ridiculous	anger	0.289	bohlanya
homeless	anger	0.288	hlokang bolulo
spine	anger	0.288	mokokotlo
teasing	anger	0.288	ho sotla
presumptuous	anger	0.288	boikgodiso
react	anger	0.288	itšoara
sharpen	anger	0.288	leotsa
barrier	anger	0.287	mokoallo
hoot	anger	0.287	hoot
twitchy	anger	0.287	tsitsipana
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	lagging
contraband	anger	0.281	contraband
incompatible	anger	0.281	sa dumellaneng
shiver	anger	0.281	thothomela
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	hakolla
delinquent	anger	0.281	mofokoli
restitution	anger	0.281	puseletso
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	ho hloka toka
buffering	anger	0.279	buffering
noncompliance	anger	0.279	ho se ikobele
nether	anger	0.278	tlase
bogus	anger	0.273	boikaketsi
immaturity	anger	0.273	ho se phele hantle
uncaring	anger	0.273	sa tsotelleng
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	tshoso
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	botshehadi
inoperative	anger	0.266	e sa sebetseng
bear	anger	0.266	bere
inconvenient	anger	0.266	bososa
latent	anger	0.266	patisitse
defendant	anger	0.266	moqosuoa
nopoint	anger	0.266	nopoint
rapping	anger	0.266	repetla
pry	anger	0.266	pry
quandary	anger	0.266	tsietsi
interrupts	anger	0.265	sitisa
fluctuation	anger	0.265	feto-fetoha
exaggerate	anger	0.263	feteletsa
lose	anger	0.261	lahleheloa
patter	anger	0.258	patter
furnace	anger	0.258	sebopi
stone	anger	0.258	lejoe
tease	anger	0.258	sotla
shoplifting	anger	0.258	bosholu ba mabenkeleng
soldier	anger	0.258	lesole
incompetent	anger	0.257	sa tsebeng letho
indoctrination	anger	0.255	ho ruteha
rocket	anger	0.250	rokete
skid	anger	0.250	qhekella
noisy	anger	0.250	lerata
notoriety	anger	0.250	botumo bo botle
cane	anger	0.250	lehlaka
unfollow	anger	0.250	sa latele
tripping	anger	0.250	khoptjoa
attentionseeker	anger	0.250	motho ea batlang tlhokomelo
mastery	anger	0.250	boqhetseke
socialist	anger	0.250	rasososhiale
falsehood	anger	0.250	leshano
complicate	anger	0.250	thatafatsa
lawyer	anger	0.250	ramolao
untrue	anger	0.250	eseng nnete
nonsense	anger	0.250	bohlanya
pouting	anger	0.250	pouting
witch	anger	0.242	moloi
detract	anger	0.242	nyenyefatsa
obstacle	anger	0.242	tšitiso
halter	anger	0.242	halter
fenced	anger	0.242	terata
capslock	anger	0.242	senotlolo sa litlhaku tse kholo
dontunderstand	anger	0.242	utloisisa
vampire	anger	0.242	vampire
ringer	anger	0.242	moletsa
frowning	anger	0.239	ho sosobanya sefahleho
saber	anger	0.238	saber
hunger	anger	0.235	tlala
shell	anger	0.234	kgetla
wokemeup	anger	0.234	tsohile
recession	anger	0.234	ho putlama ha moruo
failing	anger	0.234	hloleha
dabbling	anger	0.234	tjantjello
politics	anger	0.234	lipolotiki
lava	anger	0.234	seretse se chesang
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	itryingto sleep/
tariff	anger	0.234	tefiso
undesirable	anger	0.231	e sa rateheng
darkness	anger	0.227	lefifi
versus	anger	0.227	khahlano
copycat	anger	0.227	copycat
resign	anger	0.227	itokolla mosebetsing
soaked	anger	0.226	kolobisitsoe
unfulfilled	anger	0.225	sa phethahala
abandoned	anger	0.222	tlohetsoe
unattainable	anger	0.221	e sa fihlelleheng
owing	anger	0.221	molato
bankruptcy	anger	0.221	ho putlama
misconception	anger	0.219	maikutlo a fosahetseng
tool	anger	0.219	sesebelisoa
warden	anger	0.219	molebeli
compress	anger	0.219	hatella
mosquito	anger	0.219	monoang
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	somethingigetalot
confusion	anger	0.219	pherekano
unhelpful	anger	0.219	e sa thuseng
twitching	anger	0.219	tsitsinyeha
nosey	anger	0.213	nosy
overpriced	anger	0.212	theko e feteletseng
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	khaello
melodrama	anger	0.212	melodrama
possession	anger	0.206	leruo
desert	anger	0.206	lehoatata
overplayed	anger	0.206	bapetsoe hofeta tekanyo
unpaid	anger	0.203	e sa lefshoang
powerless	anger	0.203	hloka matla
sentence	anger	0.203	polelo
inefficient	anger	0.203	e sa sebetseng hantle
arraignment	anger	0.203	arraignment
pout	anger	0.203	pout/
unlucky	anger	0.203	lehlohonolo
rook	anger	0.203	rook
backbone	anger	0.203	mokokotlo
uninvited	anger	0.203	sa mengoa
court	anger	0.199	lekhotla
endless	anger	0.198	e sa feleng
adverts	anger	0.197	lipapatso
distracted	anger	0.197	sitisoa
delay	anger	0.197	lieha
misstatement	anger	0.197	phoso
misunderstanding	anger	0.195	ho se utlwisise
inadmissible	anger	0.191	e sa amoheleheng
excite	anger	0.191	hlasimolla
lightning	anger	0.189	lehalima
preclude	anger	0.188	thibela
mournful	anger	0.188	soabile
insecure	anger	0.188	ho se sireletsehe
incase	anger	0.188	mohlomong
mutter	anger	0.182	korotla
pare	anger	0.182	pare
rating	anger	0.182	tekanyetso
claimant	anger	0.182	moqosi
insist	anger	0.182	tsitlella
mistress	anger	0.182	mofumahadi
distracting	anger	0.182	sitisang
opium	anger	0.180	opium
deserve	anger	0.176	tšoaneloa
willful	anger	0.176	ka boomo
treat	anger	0.175	tšoara
insists	anger	0.175	tsitlella
excitation	anger	0.172	thoholetso
mighty	anger	0.172	e matla
liberate	anger	0.172	lokolla
indecisive	anger	0.172	sa tsebeng ho etsa qeto
hormonal	anger	0.172	hormonal
peice	anger	0.172	khotso
gibberish	anger	0.172	gibberish
misplace	anger	0.172	sebaka se fosahetseng
fee	anger	0.172	tefello
thanksalot	anger	0.172	ke leboha haholo
fleece	anger	0.172	boea bo boea
yelp	anger	0.168	ho joalo
mule	anger	0.167	mule
unequal	anger	0.167	sa lekana
hamstring	anger	0.167	mokokotlo oa mokokotlo
bargaining	anger	0.167	bargain/
insufficiency	anger	0.167	ho se lekane
insignificant	anger	0.167	sa bohlokoa
attentionseekers	anger	0.163	bashebelli
coop	anger	0.156	khoho
rheumatism	anger	0.156	ramatiki
forearm	anger	0.156	forearm
indifference	anger	0.156	ho se tsotelle
underpaid	anger	0.152	e lefuoang hanyane
involvement	anger	0.152	ho kenya letsoho
justthebeginning	anger	0.152	qalong feela
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	sa tsitsang
bee	anger	0.152	notsi
attorney	anger	0.152	ramolao
pretending	anger	0.152	boiketsiso
campaigning	anger	0.151	letsholo
hopelessness	anger	0.149	ho hloka tshepo
feeling	anger	0.147	maikutlo
legalized	anger	0.145	ngolisoa ka molao
caution	anger	0.145	tlhokomediso
sterling	anger	0.141	sterling
morals	anger	0.141	boitšoaro
subsidy	anger	0.141	thuso
obliging	anger	0.141	tlamehile
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	saloon
blemish	anger	0.136	sekodi
misspell	anger	0.136	mopeleto o fosahetseng
repay	anger	0.136	buseletsa
surcharge	anger	0.136	tefiso
geez	anger	0.136	geez
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	tlotla
orchestra	anger	0.132	okhestra
wireless	anger	0.125	waelese
competitive	anger	0.125	tlhodisano
standstill	anger	0.125	ema
inattention	anger	0.121	ho se tsotelle
reversal	anger	0.121	phetoho
lace	anger	0.118	lace
elbow	anger	0.117	setsoe
instinctive	anger	0.112	tlhaho
chant	anger	0.111	chant/
gnome	anger	0.109	gnome
lonely	anger	0.109	bodutu
tolerate	anger	0.106	mamella
management	anger	0.102	tsamaiso
advocacy	anger	0.100	bobuelli
moral	anger	0.094	boitšoaro
roadworks	anger	0.091	mesebetsi ea litsela
honest	anger	0.087	tšepahalang
gent	anger	0.076	gent/
forgetful	anger	0.076	lebala
liquor	anger	0.075	joala
money	anger	0.074	chelete
hood	anger	0.071	sekoahelo
curriculum	anger	0.063	kharikhulamo
words	anger	0.062	mantsoe
smell	anger	0.061	monko
playful	anger	0.061	e bapalang
opera	anger	0.061	opera
elf	anger	0.061	elf
nurture	anger	0.059	hodisa
trumpet	anger	0.059	terompeta
counsellor	anger	0.059	moeletsi
asleeep	anger	0.059	robetse
birthplace	anger	0.051	sebaka sa tsoalo
ribbon	anger	0.047	lente
youth	anger	0.045	bacha
vote	anger	0.045	vouta
cash	anger	0.039	chelete
wannasleep	anger	0.031	ho robala
waffle	anger	0.030	waffle
dame	anger	0.030	ntate
buffet	anger	0.029	mokete oa lijo tse fapaneng
celebrity	anger	0.026	motho ea tummeng
sisterhood	anger	0.015	bokgaitsedi
autocorrect	anger	0.015	lokisa ka tsela e iketsang
musical	anger	0.011	tsa mmino
tree	anger	0.000	sefate
anticipation	anticipation	0.859	tebello
excited	anticipation	0.859	nyakalletse
excitement	anticipation	0.820	nyakallo
anticipate	anticipation	0.820	lebella
eagerness	anticipation	0.812	tjantjello
exciting	anticipation	0.797	e thabisang
