English Word	Emotion	Emotion-Intensity-Score	Tajik Word
thresh	anger	0.484	хирман
disgrace	anger	0.484	нангин
suspicious	anger	0.484	шубҳанок
turbulence	anger	0.483	нооромӣ
pound	anger	0.481	фунт
coldness	anger	0.477	сардӣ
ungrateful	anger	0.472	носипос
stoopid	anger	0.471	хамида
battalion	anger	0.471	батальон
feudalism	anger	0.470	феодализм
hostage	anger	0.470	гаравгон
annoying	anger	0.470	озордиҳанда
dispossessed	anger	0.470	азхуд карда шудаанд
subversion	anger	0.470	диверсия
friction	anger	0.470	соиш
jealous	anger	0.470	ҳасад
adversity	anger	0.470	мусибат
infidel	anger	0.470	кофир
gall	anger	0.470	заҳра
accuser	anger	0.470	айбдоркунанда
ram	anger	0.470	RAM
armament	anger	0.470	мусаллахшавй
thump	anger	0.469	зарба
dislike	anger	0.469	нописандӣ
steal	anger	0.469	дуздидан
backoff	anger	0.469	бозгашт
stifled	anger	0.469	буғӣ кард
incite	anger	0.469	барангехт
distress	anger	0.469	мусибат
angermanagement	anger	0.469	идоракунии хашм
selfish	anger	0.469	худпараст
injury	anger	0.469	ҷароҳат
exile	anger	0.469	бадарга
insanity	anger	0.469	девонаворӣ
offense	anger	0.469	хафагӣ
objection	anger	0.469	эътироз
smother	anger	0.469	пахш кардан
disruption	anger	0.469	халалдоршавӣ
intolerance	anger	0.469	таҳаммулнопазирӣ
disobey	anger	0.469	итоат накардан
selfishness	anger	0.469	худпарастӣ
recidivism	anger	0.469	такрори ҷиноят
subversive	anger	0.469	вайронкунанда
huff	anger	0.469	хоф
plunder	anger	0.469	горат кардан
opposition	anger	0.469	мухолифат
complain	anger	0.469	шикоят
perpetrator	anger	0.469	чинояткор
simmer	anger	0.469	пазед
areyoukidding	anger	0.468	шӯхӣ мекунӣ
mug	anger	0.467	коса
agony	anger	0.465	азоб
arrogant	anger	0.461	магрур
sux	anger	0.456	с
vent	anger	0.456	вентилятсия
elimination	anger	0.456	бартараф кардан
picketing	anger	0.456	пикет
haughty	anger	0.456	магрур
grated	anger	0.455	реза карда
flagrant	anger	0.455	ошкоро
busted	anger	0.455	шикаста
crabby	anger	0.455	харчанг
dying	anger	0.455	мурдан
idiocy	anger	0.455	аблаҳӣ
impermeable	anger	0.455	гузаранда
stubbed	anger	0.455	канда шуд
illegality	anger	0.455	ғайриқонунӣ
veto	anger	0.455	вето
constraint	anger	0.455	маҳдудият
mislead	anger	0.455	гумроҳ кардан
illicit	anger	0.455	ғайриқонунӣ
troublesome	anger	0.455	ташвишовар
clamor	anger	0.455	овоза
bayonet	anger	0.453	най
suppress	anger	0.453	пахш кардан
intense	anger	0.453	пуршиддат
displeased	anger	0.453	норозӣ
disapproving	anger	0.453	норозй
hysterical	anger	0.453	истерикӣ
struggle	anger	0.453	мубориза
godless	anger	0.453	худобехабар
desist	anger	0.453	бас кардан
usurped	anger	0.453	ғасб карда шуд
despotism	anger	0.453	деспотизм
disagreeing	anger	0.453	ихтилоф
bad	anger	0.453	бад
unlawful	anger	0.451	ғайриқонунӣ
wrongly	anger	0.448	нодуруст
repellent	anger	0.442	дафъкунанда
dishonor	anger	0.441	нангу номус
psychosis	anger	0.441	психоз
wasted	anger	0.441	барбод рафт
wrongful	anger	0.441	ноҳақ
foe	anger	0.441	душман
aversion	anger	0.440	нафрат
gahhh	anger	0.439	гаххх
knuckles	anger	0.439	буғумҳо
ultimatum	anger	0.439	ультиматум
schism	anger	0.439	парокандагӣ
upset	anger	0.439	нороҳат
effigy	anger	0.439	тасвир
punitive	anger	0.439	ҷазодиҳанда
worthless	anger	0.438	беарзиш
separatist	anger	0.438	сепаратист
ransom	anger	0.438	фидя
deny	anger	0.438	рад
fugitive	anger	0.438	гуреза
mucked	anger	0.438	ғамгин
abandonment	anger	0.438	партофтан
irritation	anger	0.438	асабоният
deleterious	anger	0.438	зараровар
stupidity	anger	0.438	беақлӣ
segregate	anger	0.437	ҷудо кардан
oblivion	anger	0.437	фаромӯшӣ
payback	anger	0.436	баргардонидан
incongruous	anger	0.435	номувофиқ
eviction	anger	0.435	рондан
collusion	anger	0.432	созиш
rob	anger	0.431	ғорат кардан
ravenous	anger	0.429	гурусна
overrun	anger	0.429	аз ҳад зиёд
infidelity	anger	0.429	бевафой
harbinger	anger	0.426	хабардор
painful	anger	0.426	дардовар
getoverit	anger	0.426	даст кашид
martial	anger	0.426	ҳарбӣ
rejection	anger	0.426	рад кардан
incredulous	anger	0.426	боваринок
stupidrain	anger	0.426	аблаҳон
defense	anger	0.425	мудофиа
enforce	anger	0.424	ба амал баровардан
commotion	anger	0.424	изтироб
censor	anger	0.424	сензура
gonorrhea	anger	0.424	гонорея
fraudulent	anger	0.424	қаллобӣ
unsympathetic	anger	0.424	дилсӯз
fallacious	anger	0.424	хато
greed	anger	0.424	хасис
defraud	anger	0.424	фиреб додан
banger	anger	0.424	бангер
concealment	anger	0.424	пинхон доштан
fuss	anger	0.424	ғавғо
exasperation	anger	0.424	хашмгин шудан
disobedience	anger	0.424	итоат накардан
powerful	anger	0.424	тавоно
discontent	anger	0.424	норозигӣ
indecency	anger	0.424	беадабӣ
sedition	anger	0.422	фитна
deportation	anger	0.422	депортатсия
cracked	anger	0.422	кафида
bang	anger	0.422	таркиш
barb	anger	0.422	барб
duel	anger	0.422	дуэл
sarcasm	anger	0.422	киноя
cur	anger	0.422	кур
misrepresented	anger	0.422	нодуруст нишон дода шудааст
annoyance	anger	0.422	нороҳатӣ
scar	anger	0.422	захм
nettle	anger	0.422	нефт
banishment	anger	0.422	бадарга кардан
snubbed	anger	0.422	танқид кард
penitentiary	anger	0.422	муассисаи ислоҳӣ
penetration	anger	0.422	воридшавӣ
blatant	anger	0.420	ошкоро
force	anger	0.418	кувва
perverse	anger	0.415	каҷ
wring	anger	0.415	фишурдан
bastion	anger	0.413	калъа
grim	anger	0.413	даҳшатнок
moody	anger	0.412	табъи
tiff	anger	0.412	тифф
nothappy	anger	0.412	бадбахт
surly	anger	0.412	хашмгин
sordid	anger	0.412	бадбахт
hunting	anger	0.411	шикор
indenture	anger	0.410	шартнома
forfeit	anger	0.409	маҳрум кардан
areyoukiddingme	anger	0.409	шумо маро масхара мекунед
reproach	anger	0.409	маломат
sham	anger	0.409	шам
awful	anger	0.409	даҳшатнок
compulsion	anger	0.409	маҷбурӣ
implicate	anger	0.409	ишора кардан
contradict	anger	0.409	мухолифат
inept	anger	0.409	нотавон
supremacy	anger	0.409	волоият
sneak	anger	0.409	пинҳон кардан
disappoint	anger	0.409	ноумед кардан
blockade	anger	0.409	блокада
detainee	anger	0.409	боздоштшуда
cantwin	anger	0.409	кантвин
squelch	anger	0.409	хомуш кардан
lying	anger	0.408	дурӯғгӯй
rail	anger	0.406	рохи охан
forsaken	anger	0.406	партофташуда
cacophony	anger	0.406	какофония
antipathy	anger	0.406	антипатия
wop	anger	0.406	воп
badger	anger	0.406	бадбахт
tremor	anger	0.406	ларзиш
inequality	anger	0.406	нобаробарӣ
delusion	anger	0.406	фиреб
unthinkable	anger	0.406	тасаввурнашаванда
onerous	anger	0.406	вазнин
wrongdoing	anger	0.406	кори нодуруст
nuisance	anger	0.406	нороҳатӣ
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	эпидемия
arguments	anger	0.404	далелҳо
affront	anger	0.403	таҳқир кардан
traumatic	anger	0.402	осебпазир
sodding	anger	0.400	шукуфтан
libel	anger	0.400	тӯҳмат
annoys	anger	0.400	хашмгин мекунад
soslow	anger	0.398	soslow
watchout	anger	0.398	эҳтиёт шудан
frenetic	anger	0.397	девонавор
remiss	anger	0.397	тавба кардан
barge	anger	0.396	баржа
sue	anger	0.394	даъво
keyed	anger	0.394	калиддор
actionable	anger	0.394	амалишаванда
extinguish	anger	0.394	хомуш кардан
fraud	anger	0.394	қаллобӣ
untoward	anger	0.394	нохуш
illegal	anger	0.394	ғайриқонунӣ
nag	anger	0.394	наг
boxing	anger	0.394	бокс
confiscate	anger	0.394	мусодира кардан
howl	anger	0.394	нола
whatsthepoint	anger	0.394	чи нукта
rabble	anger	0.394	рабуда
unfriendly	anger	0.394	ғайридӯстона
disrespect	anger	0.394	беэҳтиромӣ
dangit	anger	0.394	дангит
brimstone	anger	0.392	кибрит
dissolution	anger	0.391	парокандашавӣ
rigged	anger	0.391	сохташуда
grrrrr	anger	0.391	грррр
earthquake	anger	0.391	заминларза
argh	anger	0.391	арг
pique	anger	0.391	пике
recklessness	anger	0.391	бепарвоӣ
disagree	anger	0.389	розӣ нестанд
lawsuit	anger	0.386	даъво
disused	anger	0.382	истифоданашуда
despair	anger	0.382	ноумедӣ
immorality	anger	0.382	бадахлокй
coerce	anger	0.379	маҷбур кардан
firstworldprobs	anger	0.379	пробҳои ҷаҳони аввал
touchy	anger	0.379	таъсирбахш
pokes	anger	0.379	мезананд
falsification	anger	0.379	сохтакорӣ
rifle	anger	0.379	милтиқ
sizzle	anger	0.379	шур
incurable	anger	0.379	табобатнашаванда
difficulty	anger	0.379	душворӣ
sore	anger	0.379	дард
picket	anger	0.378	пикет
concussion	anger	0.377	контузия
stuckup	anger	0.375	банд мондан
militia	anger	0.375	милиса
rawr	anger	0.375	хом
faulty	anger	0.375	иллатнок
sly	anger	0.375	маккор
disillusionment	anger	0.375	ноумедӣ
petpeeve	anger	0.375	петпив
pitfall	anger	0.375	дом
infantile	anger	0.375	навзод
pessimism	anger	0.375	пессимизм
remand	anger	0.375	боздошт
cannon	anger	0.375	туп
vindicate	anger	0.371	сафед кардан
inhibit	anger	0.371	манъ кардан
distressing	anger	0.371	аламовар
nepotism	anger	0.371	непотизм
schizophrenia	anger	0.369	шизофрения
skewed	anger	0.368	каҷ
disreputable	anger	0.368	беобрӯ
forbidding	anger	0.368	манъ кардан
conquest	anger	0.367	забт кардан
bark	anger	0.365	аккос
leukemia	anger	0.365	лейкемия
disapprove	anger	0.364	рад кардан
warrior	anger	0.364	ҷанговар
barks	anger	0.364	аккос мекунад
retarded	anger	0.364	акибмонда
unhappy	anger	0.364	бадбахт
burke	anger	0.364	бурк
challenge	anger	0.364	даъват
belt	anger	0.364	камарбанд
litigate	anger	0.359	даъво кардан
paucity	anger	0.359	камӣ
opinionated	anger	0.359	андешаманд
disliked	anger	0.359	нописанд омад
aftermath	anger	0.359	оқибат
restriction	anger	0.359	маҳдудият
cad	anger	0.359	cad
incompetence	anger	0.359	нотавонӣ
loudness	anger	0.359	баландӣ
broken	anger	0.359	шикаста
polemic	anger	0.359	полемикӣ
sectarian	anger	0.359	сектантй
controversial	anger	0.359	баҳснок
interrupting	anger	0.358	халалдор кардан
fussy	anger	0.357	ошуфта
wench	anger	0.353	зан
remove	anger	0.351	хориҷ кунед
brat	anger	0.351	брат
gruff	anger	0.351	хашмгин
misbehavior	anger	0.351	рафтори нодуруст
scarcity	anger	0.350	камобӣ
losing	anger	0.349	гум кардан
stigma	anger	0.348	стигма
deserted	anger	0.348	биёбон
timewasters	anger	0.348	талафоти вақт
disagreement	anger	0.348	ихтилоф
defect	anger	0.348	нуқсон
hardened	anger	0.348	сахт шуд
lie	anger	0.348	дурӯғ
ulcer	anger	0.348	захм
retract	anger	0.348	даст кашидан
untrustworthy	anger	0.348	нобоварӣ
pest	anger	0.348	ҳашароти зараррасон
disappointed	anger	0.348	ноумед шуд
bias	anger	0.345	ғараз
negation	anger	0.344	инкор кардан
bothering	anger	0.344	ташвишовар
stripped	anger	0.344	кашида
antisocial	anger	0.344	зиддичамъиятй
pirate	anger	0.344	рохзан
stingy	anger	0.344	хасис
shoddy	anger	0.344	паст
unreliable	anger	0.344	беэътимод
shaky	anger	0.344	ларзон
misleading	anger	0.344	гумроҳкунанда
unsettled	anger	0.344	ноустувор
evade	anger	0.344	гурехт
anxiety	anger	0.344	изтироб
disclaim	anger	0.344	рад кардан
deterioration	anger	0.344	бад шудан
impotence	anger	0.344	беқувватӣ
interminable	anger	0.343	беохир
disease	anger	0.341	беморӣ
meddle	anger	0.341	дахолат кардан
warp	anger	0.340	буриш
averse	anger	0.338	нохуш
infamous	anger	0.338	бадном
alcoholism	anger	0.338	майзадагӣ
row	anger	0.337	қатор
staticky	anger	0.336	статикӣ
illegitimate	anger	0.333	ғайриқонунӣ
encumbrance	anger	0.333	гаранг
witchcraft	anger	0.333	ҷодугарӣ
interrupt	anger	0.333	халалдор кардан
scorpion	anger	0.333	каждум
ill	anger	0.333	бемор
sinner	anger	0.331	гунахкор
inconsiderate	anger	0.329	беэътиноӣ
hulk	anger	0.329	халк
prohibited	anger	0.328	манъ карда шудааст
dashed	anger	0.328	зада
brrr	anger	0.328	бррр
fib	anger	0.328	фиб
disqualified	anger	0.328	дисквалификация
spammers	anger	0.328	спамерҳо
phony	anger	0.328	қалбакӣ
tighten	anger	0.328	сахт кунед
dislocated	anger	0.328	канда шудааст
scapegoat	anger	0.328	бузғола
victim	anger	0.328	қурбонӣ
opponent	anger	0.328	рақиб
hiss	anger	0.328	хишлох
crusade	anger	0.328	салиб
grumpy	anger	0.328	хашмгин
resisting	anger	0.328	муқовимат кардан
inappropriate	anger	0.324	номуносиб
haye	anger	0.324	хай
loss	anger	0.324	талафот
trickery	anger	0.324	найранг
eschew	anger	0.324	саркашӣ кардан
neglected	anger	0.324	беэътиноӣ кардаанд
canker	anger	0.323	саратон
