English Word	Emotion	Emotion-Intensity-Score	Polish Word
incite	anger	0.469	nawoływać
distress	anger	0.469	rozpacz
angermanagement	anger	0.469	zarządzanie gniewem
selfish	anger	0.469	samolubny
injury	anger	0.469	uraz
exile	anger	0.469	wygnanie
insanity	anger	0.469	niepoczytalność
offense	anger	0.469	wykroczenie
objection	anger	0.469	sprzeciw
smother	anger	0.469	udusić
disruption	anger	0.469	przerwanie
intolerance	anger	0.469	nietolerancja
disobey	anger	0.469	być nieposłusznym
selfishness	anger	0.469	egoizm
recidivism	anger	0.469	recydywa
subversive	anger	0.469	wywrotowy
huff	anger	0.469	irytacja
plunder	anger	0.469	grabież
opposition	anger	0.469	sprzeciw
complain	anger	0.469	skarżyć się
perpetrator	anger	0.469	sprawca
simmer	anger	0.469	dusić
areyoukidding	anger	0.468	żartujesz
mug	anger	0.467	kubek
agony	anger	0.465	agonia
arrogant	anger	0.461	arogancki
sux	anger	0.456	sux
vent	anger	0.456	kratka wentylacyjna
elimination	anger	0.456	eliminacja
picketing	anger	0.456	pikietowanie
haughty	anger	0.456	wyniosły
grated	anger	0.455	tarty
flagrant	anger	0.455	rażący
busted	anger	0.455	złapany
crabby	anger	0.455	crabby
dying	anger	0.455	umierający
idiocy	anger	0.455	idiotyzm
impermeable	anger	0.455	nieprzepuszczalny
stubbed	anger	0.455	zacięty
illegality	anger	0.455	nielegalność
veto	anger	0.455	weto
constraint	anger	0.455	ograniczenie
mislead	anger	0.455	wprowadzić w błąd
illicit	anger	0.455	nielegalny
troublesome	anger	0.455	kłopotliwy
clamor	anger	0.455	krzyk
bayonet	anger	0.453	bagnet
suppress	anger	0.453	stłumić
intense	anger	0.453	intensywny
displeased	anger	0.453	niezadowolony
disapproving	anger	0.453	krzywy
hysterical	anger	0.453	histeryczny
struggle	anger	0.453	walka
godless	anger	0.453	bezbożny
desist	anger	0.453	odstąpić
usurped	anger	0.453	uzurpował sobie
despotism	anger	0.453	despotyzm
disagreeing	anger	0.453	nie zgadzając się
bad	anger	0.453	zły
unlawful	anger	0.451	bezprawny
wrongly	anger	0.448	niewłaściwie
repellent	anger	0.442	odpychający
dishonor	anger	0.441	hańba
psychosis	anger	0.441	psychoza
wasted	anger	0.441	zmarnowany
wrongful	anger	0.441	bezprawny
foe	anger	0.441	wróg
aversion	anger	0.440	niechęć
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	kostki
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schizma
upset	anger	0.439	smutny
effigy	anger	0.439	wizerunek
punitive	anger	0.439	karny
worthless	anger	0.438	Bezwartościowy
separatist	anger	0.438	separatystyczny
ransom	anger	0.438	okup
deny	anger	0.438	zaprzeczyć
fugitive	anger	0.438	zbieg
mucked	anger	0.438	zepsuty
abandonment	anger	0.438	porzucenie
irritation	anger	0.438	podrażnienie
deleterious	anger	0.438	szkodliwy
stupidity	anger	0.438	głupota
segregate	anger	0.437	segregować
oblivion	anger	0.437	zapomnienie
payback	anger	0.436	Zemsta
incongruous	anger	0.435	absurdalny
eviction	anger	0.435	eksmisja
collusion	anger	0.432	zmowa
rob	anger	0.431	obrabować
ravenous	anger	0.429	wygłodniały
overrun	anger	0.429	najechać
infidelity	anger	0.429	niewierność
harbinger	anger	0.426	zwiastun
painful	anger	0.426	bolesny
getoverit	anger	0.426	Pogódź się z tym
martial	anger	0.426	wojenny
rejection	anger	0.426	odmowa
incredulous	anger	0.426	niedowierzający
stupidrain	anger	0.426	głupota
defense	anger	0.425	obrona
enforce	anger	0.424	egzekwować
commotion	anger	0.424	zamieszanie
censor	anger	0.424	cenzor
gonorrhea	anger	0.424	rzeżączka
fraudulent	anger	0.424	oszukańczy
unsympathetic	anger	0.424	niesympatyczny
fallacious	anger	0.424	błędny
greed	anger	0.424	chciwość
defraud	anger	0.424	oszukać
banger	anger	0.424	banger
concealment	anger	0.424	ukrywanie
fuss	anger	0.424	zamieszanie
exasperation	anger	0.424	rozdrażnienie
disobedience	anger	0.424	nieposłuszeństwo
powerful	anger	0.424	potężny
discontent	anger	0.424	niezadowolenie
indecency	anger	0.424	nieprzyzwoitość
sedition	anger	0.422	bunt
deportation	anger	0.422	deportacja
cracked	anger	0.422	pęknięty
bang	anger	0.422	huk
barb	anger	0.422	kolec
duel	anger	0.422	pojedynek
sarcasm	anger	0.422	sarkazm
cur	anger	0.422	kundel
misrepresented	anger	0.422	fałszywie przedstawiony
annoyance	anger	0.422	kłopot
scar	anger	0.422	blizna
nettle	anger	0.422	pokrzywa
banishment	anger	0.422	wygnanie
snubbed	anger	0.422	zlekceważony
penitentiary	anger	0.422	zakład karny
penetration	anger	0.422	penetracja
blatant	anger	0.420	krzykliwy
force	anger	0.418	zmuszać
perverse	anger	0.415	przewrotny
wring	anger	0.415	ukręcić
bastion	anger	0.413	bastion
grim	anger	0.413	ponury
moody	anger	0.412	kapryśny
tiff	anger	0.412	sprzeczka
nothappy	anger	0.412	nieszczęśliwy
surly	anger	0.412	gburowaty
sordid	anger	0.412	brudny
hunting	anger	0.411	polowanie
indenture	anger	0.410	umowa obustronna
forfeit	anger	0.409	utracić
areyoukiddingme	anger	0.409	Czy ty żartujesz
reproach	anger	0.409	zarzut
sham	anger	0.409	pozorny
awful	anger	0.409	okropny
compulsion	anger	0.409	przymus
implicate	anger	0.409	wplątać
contradict	anger	0.409	zaprzeczać
inept	anger	0.409	niedorzeczny
supremacy	anger	0.409	zwierzchnictwo
sneak	anger	0.409	skradać się
disappoint	anger	0.409	zawieść
blockade	anger	0.409	blokada
detainee	anger	0.409	aresztowany
cantwin	anger	0.409	cantwin
squelch	anger	0.409	chlupotać
lying	anger	0.408	kłamliwy
rail	anger	0.406	szyna
forsaken	anger	0.406	opuszczony
cacophony	anger	0.406	kakofonia
antipathy	anger	0.406	niechęć
wop	anger	0.406	wop
badger	anger	0.406	borsuk
tremor	anger	0.406	drżenie
inequality	anger	0.406	nierówność
delusion	anger	0.406	złudzenie
unthinkable	anger	0.406	nie do pomyślenia
onerous	anger	0.406	uciążliwy
wrongdoing	anger	0.406	wykroczenie
nuisance	anger	0.406	niedogodność
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemia
arguments	anger	0.404	argumenty
affront	anger	0.403	afront
traumatic	anger	0.402	traumatyczny
sodding	anger	0.400	przeklęty
libel	anger	0.400	oszczerstwo
annoys	anger	0.400	denerwuje
soslow	anger	0.398	tak wolno
watchout	anger	0.398	Uważaj
frenetic	anger	0.397	szalony
remiss	anger	0.397	niedbały
barge	anger	0.396	barka
sue	anger	0.394	pozwać
keyed	anger	0.394	kluczowany
actionable	anger	0.394	zaskarżalny
extinguish	anger	0.394	gasić
fraud	anger	0.394	oszustwo
untoward	anger	0.394	przewrotny
illegal	anger	0.394	nielegalny
nag	anger	0.394	gderać
boxing	anger	0.394	boks
confiscate	anger	0.394	konfiskować
howl	anger	0.394	wycie
whatsthepoint	anger	0.394	jaki jest sens
rabble	anger	0.394	motłoch
unfriendly	anger	0.394	nieprzyjazny
disrespect	anger	0.394	brak szacunku
dangit	anger	0.394	cholera
brimstone	anger	0.392	siarka
dissolution	anger	0.391	rozpuszczenie
rigged	anger	0.391	sfałszowany
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	trzęsienie ziemi
argh	anger	0.391	arghu
pique	anger	0.391	pika
recklessness	anger	0.391	lekkomyślność
disagree	anger	0.389	nie zgadzać się
lawsuit	anger	0.386	pozew sądowy
disused	anger	0.382	nie używany
despair	anger	0.382	rozpacz
immorality	anger	0.382	niemoralność
coerce	anger	0.379	przymusić
firstworldprobs	anger	0.379	Probów z pierwszego świata
touchy	anger	0.379	drażliwy
pokes	anger	0.379	szturchanie
falsification	anger	0.379	fałszowanie
rifle	anger	0.379	karabin
sizzle	anger	0.379	trzask
incurable	anger	0.379	nieuleczalny
difficulty	anger	0.379	trudność
sore	anger	0.379	obolały
picket	anger	0.378	szpica
concussion	anger	0.377	wstrząs
stuckup	anger	0.375	zatkany
militia	anger	0.375	milicja
rawr	anger	0.375	rawr
faulty	anger	0.375	uszkodzony
sly	anger	0.375	chytry
disillusionment	anger	0.375	rozczarowanie
petpeeve	anger	0.375	irytująca drobnostka
pitfall	anger	0.375	pułapka
infantile	anger	0.375	infantylny
pessimism	anger	0.375	pesymizm
remand	anger	0.375	aresztować
cannon	anger	0.375	armata
vindicate	anger	0.371	bronić
inhibit	anger	0.371	hamować
distressing	anger	0.371	niepokojący
nepotism	anger	0.371	nepotyzm
schizophrenia	anger	0.369	schizofrenia
skewed	anger	0.368	przechylony
disreputable	anger	0.368	haniebny
forbidding	anger	0.368	groźny
conquest	anger	0.367	podbój
bark	anger	0.365	szczekać
leukemia	anger	0.365	białaczka
disapprove	anger	0.364	potępiać
warrior	anger	0.364	wojownik
barks	anger	0.364	szczeka
retarded	anger	0.364	niedorozwinięty
unhappy	anger	0.364	nieszczęśliwy
burke	anger	0.364	burke
challenge	anger	0.364	wyzwanie
belt	anger	0.364	pas
litigate	anger	0.359	procesować się
paucity	anger	0.359	niedostatek
opinionated	anger	0.359	uparty
disliked	anger	0.359	nielubiany
aftermath	anger	0.359	następstwa
restriction	anger	0.359	ograniczenie
cad	anger	0.359	cham
incompetence	anger	0.359	niekompetencja
loudness	anger	0.359	głośność
broken	anger	0.359	złamany
polemic	anger	0.359	polemiczny
sectarian	anger	0.359	sekciarski
controversial	anger	0.359	kontrowersyjny
interrupting	anger	0.358	przerywanie
fussy	anger	0.357	wybredny
wench	anger	0.353	dziewucha
remove	anger	0.351	usunąć
brat	anger	0.351	bachor
gruff	anger	0.351	gburowaty
misbehavior	anger	0.351	sprawka
scarcity	anger	0.350	niedostatek
losing	anger	0.349	przegrywający
stigma	anger	0.348	piętno
deserted	anger	0.348	opustoszały
timewasters	anger	0.348	czasopożeracze
disagreement	anger	0.348	niezgoda
defect	anger	0.348	wada
hardened	anger	0.348	utwardzony
lie	anger	0.348	kłamstwo
ulcer	anger	0.348	wrzód
retract	anger	0.348	wycofać
untrustworthy	anger	0.348	niegodny zaufania
pest	anger	0.348	szkodnik
disappointed	anger	0.348	rozczarowany
bias	anger	0.345	stronniczość
negation	anger	0.344	negacja
bothering	anger	0.344	niepokojące
stripped	anger	0.344	obnażony
antisocial	anger	0.344	antyspołeczny
pirate	anger	0.344	pirat
stingy	anger	0.344	skąpy
shoddy	anger	0.344	buble
unreliable	anger	0.344	niewiarygodne
shaky	anger	0.344	chwiejny
misleading	anger	0.344	zwodniczy
unsettled	anger	0.344	zaburzony
evade	anger	0.344	uchylać się
anxiety	anger	0.344	lęk
disclaim	anger	0.344	zrzec się
deterioration	anger	0.344	pogorszenie
impotence	anger	0.344	impotencja
interminable	anger	0.343	nie kończący się
disease	anger	0.341	choroba
meddle	anger	0.341	wtrącić się
warp	anger	0.340	osnowa
averse	anger	0.338	niechętny
infamous	anger	0.338	niesławny
alcoholism	anger	0.338	alkoholizm
row	anger	0.337	wiersz
staticky	anger	0.336	statyczny
illegitimate	anger	0.333	nieślubny
encumbrance	anger	0.333	obciążenie
witchcraft	anger	0.333	czary
interrupt	anger	0.333	przerwać
scorpion	anger	0.333	Skorpion
ill	anger	0.333	chory
sinner	anger	0.331	grzesznik
inconsiderate	anger	0.329	nieuprzejmy
hulk	anger	0.329	ponton
prohibited	anger	0.328	zabroniony
dashed	anger	0.328	przerywany
brrr	anger	0.328	brrr
fib	anger	0.328	bujda
disqualified	anger	0.328	zdyskwalifikowany
spammers	anger	0.328	spamerzy
phony	anger	0.328	fałszywy
tighten	anger	0.328	dokręcać
dislocated	anger	0.328	zwichnięty
scapegoat	anger	0.328	kozioł ofiarny
victim	anger	0.328	ofiara
opponent	anger	0.328	przeciwnik
hiss	anger	0.328	syk
crusade	anger	0.328	krucjata
grumpy	anger	0.328	zrzędliwy
resisting	anger	0.328	oporowy
inappropriate	anger	0.324	nieodpowiedni
haye	anger	0.324	haj
loss	anger	0.324	strata
trickery	anger	0.324	naciągnięcie
eschew	anger	0.324	unikać
neglected	anger	0.324	zaniedbany
canker	anger	0.323	rak
muff	anger	0.318	mufka
crunch	anger	0.318	schrupać
duplicity	anger	0.318	dwulicowość
criticism	anger	0.318	krytyka
queues	anger	0.318	kolejki
shriek	anger	0.316	wrzask
depreciate	anger	0.315	deprecjonować
dismissal	anger	0.312	zwolnienie
chaff	anger	0.312	plewy
dramaqueen	anger	0.312	królowa dramatu
poverty	anger	0.312	ubóstwo
carelessness	anger	0.312	nieostrożność
deflate	anger	0.312	siadać
dumps	anger	0.312	depresja
dupe	anger	0.312	ofiara oszustwa
mortality	anger	0.312	śmiertelność
revving	anger	0.309	wskrzeszenie
disallowed	anger	0.308	niedozwolone
boisterous	anger	0.307	porywisty
thoughtless	anger	0.307	bezmyślny
burial	anger	0.304	pogrzeb
wince	anger	0.303	grymas twarzy
theocratic	anger	0.303	teokratyczny
sullen	anger	0.303	ponury
involution	anger	0.300	inwolucja
misuse	anger	0.297	nadużywanie
taxed	anger	0.297	opodatkowany
senseless	anger	0.297	bezsensowny
talons	anger	0.297	szpony
stalemate	anger	0.297	pat
getyourown	anger	0.297	Zdobądź swoją własną
hoax	anger	0.297	żart
depreciated	anger	0.297	amortyzowane
depressed	anger	0.297	w depresji
wasteful	anger	0.297	rozrzutny
paralysis	anger	0.295	paraliż
displaced	anger	0.294	przesiedlony
limited	anger	0.292	ograniczony
disapointment	anger	0.290	rozczarowanie
orc	anger	0.289	ork
ridiculous	anger	0.289	śmieszny
homeless	anger	0.288	bezdomny
spine	anger	0.288	kręgosłup
teasing	anger	0.288	przekomarzanie się
presumptuous	anger	0.288	arogancki
react	anger	0.288	reagować
sharpen	anger	0.288	wyostrzyć
barrier	anger	0.287	bariera
hoot	anger	0.287	trąbienie
twitchy	anger	0.287	nerwowy
myopia	anger	0.283	krótkowzroczność
flexin	anger	0.281	zginać
lagging	anger	0.281	otulina
contraband	anger	0.281	kontrabanda
incompatible	anger	0.281	niekompatybilny
shiver	anger	0.281	dreszcz
spam	anger	0.281	spam
agh	anger	0.281	Agh
disconnects	anger	0.281	rozłącza się
delinquent	anger	0.281	przestępca
restitution	anger	0.281	restytucja
foray	anger	0.279	najazd
troll	anger	0.279	Troll
unfairness	anger	0.279	niesprawiedliwość
buffering	anger	0.279	buforowanie
noncompliance	anger	0.279	niezgodność
nether	anger	0.278	dolny
bogus	anger	0.273	podrobiony
immaturity	anger	0.273	niedojrzałość
uncaring	anger	0.273	niedbały
bugaboo	anger	0.273	panika
feisty	anger	0.269	zadziorna
shock	anger	0.269	zaszokować
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notatka
feminism	anger	0.266	feminizm
inoperative	anger	0.266	nieczynny
bear	anger	0.266	niedźwiedź
inconvenient	anger	0.266	niewygodny
latent	anger	0.266	utajony
defendant	anger	0.266	pozwany
nopoint	anger	0.266	Bez sensu
rapping	anger	0.266	rapowanie
pry	anger	0.266	Wtrącać się
quandary	anger	0.266	kłopot
interrupts	anger	0.265	przerywa
fluctuation	anger	0.265	fluktuacja
exaggerate	anger	0.263	wyolbrzymiać
lose	anger	0.261	stracić
patter	anger	0.258	tupot
furnace	anger	0.258	piec
stone	anger	0.258	złóg
tease	anger	0.258	podjudzać
shoplifting	anger	0.258	kradzież sklepowa
soldier	anger	0.258	żołnierz
incompetent	anger	0.257	niekompetentny
indoctrination	anger	0.255	indoktrynacja
rocket	anger	0.250	rakieta
skid	anger	0.250	poślizg
noisy	anger	0.250	głośny
notoriety	anger	0.250	rozgłos
cane	anger	0.250	trzcinowy
unfollow	anger	0.250	przestań obserwować
tripping	anger	0.250	dreptanie
attentionseeker	anger	0.250	poszukujący uwagi
mastery	anger	0.250	mistrzostwo
socialist	anger	0.250	socjalista
falsehood	anger	0.250	fałsz
complicate	anger	0.250	komplikować
lawyer	anger	0.250	prawnik
untrue	anger	0.250	nieprawdziwy
nonsense	anger	0.250	nonsens
pouting	anger	0.250	dąsając się
witch	anger	0.242	czarownica
detract	anger	0.242	pomniejszać
obstacle	anger	0.242	przeszkoda
halter	anger	0.242	kantar
fenced	anger	0.242	ogrodzony
capslock	anger	0.242	duże litery
dontunderstand	anger	0.242	nie rozumiem
vampire	anger	0.242	wampir
ringer	anger	0.242	dzwonnik
frowning	anger	0.239	marszcząc brwi
saber	anger	0.238	szabla
hunger	anger	0.235	głód
shell	anger	0.234	powłoka
wokemeup	anger	0.234	obudził mnie
recession	anger	0.234	recesja
failing	anger	0.234	w braku
dabbling	anger	0.234	gadać
politics	anger	0.234	Polityka
lava	anger	0.234	lawa
rascal	anger	0.234	szelma
imtryingtosleep	anger	0.234	próbuję zasnąć
tariff	anger	0.234	taryfa
undesirable	anger	0.231	niepożądany
darkness	anger	0.227	ciemność
versus	anger	0.227	przeciw
copycat	anger	0.227	naśladowca
resign	anger	0.227	rezygnować
soaked	anger	0.226	przemoczony
unfulfilled	anger	0.225	niespełnione
abandoned	anger	0.222	opuszczony
unattainable	anger	0.221	nieosiągalny
owing	anger	0.221	należny
bankruptcy	anger	0.221	bankructwo
misconception	anger	0.219	nieporozumienie
tool	anger	0.219	narzędzie
warden	anger	0.219	opiekun
compress	anger	0.219	Kompresja
mosquito	anger	0.219	komar
whiny	anger	0.219	płaczliwy
somethingigetalot	anger	0.219	cosigetalot
confusion	anger	0.219	dezorientacja
unhelpful	anger	0.219	nieprzydatny
twitching	anger	0.219	drganie
nosey	anger	0.213	wścibski
overpriced	anger	0.212	zawyżone
adder	anger	0.212	sumator
harry	anger	0.212	złupić
shortage	anger	0.212	niedobór
melodrama	anger	0.212	melodramat
possession	anger	0.206	posiadanie
desert	anger	0.206	pustynia
overplayed	anger	0.206	przesadzony
unpaid	anger	0.203	nie zapłacony
powerless	anger	0.203	bezsilny
sentence	anger	0.203	wyrok
inefficient	anger	0.203	nieskuteczny
arraignment	anger	0.203	postawienie w stan oskarżenia
pout	anger	0.203	dąsać się
unlucky	anger	0.203	nieszczęśliwy
rook	anger	0.203	wieża
backbone	anger	0.203	kręgosłup
uninvited	anger	0.203	nieproszony
court	anger	0.199	Sąd
endless	anger	0.198	nieskończony
adverts	anger	0.197	reklamy
distracted	anger	0.197	rozproszony
delay	anger	0.197	opóźnienie
misstatement	anger	0.197	nieprawidłowość
misunderstanding	anger	0.195	nieporozumienie
inadmissible	anger	0.191	niedopuszczalny
excite	anger	0.191	podniecać
lightning	anger	0.189	Błyskawica
preclude	anger	0.188	uniemożliwiać
mournful	anger	0.188	smutny
insecure	anger	0.188	niepewny
incase	anger	0.188	w razie
mutter	anger	0.182	mruczeć
pare	anger	0.182	obciąć
rating	anger	0.182	ocena
claimant	anger	0.182	pretendent
insist	anger	0.182	nalegać
mistress	anger	0.182	kochanka
distracting	anger	0.182	rozpraszający
opium	anger	0.180	opium
deserve	anger	0.176	zasługiwać
willful	anger	0.176	samowolny
treat	anger	0.175	leczyć
insists	anger	0.175	nalega
excitation	anger	0.172	pobudzenie
mighty	anger	0.172	potężny
liberate	anger	0.172	uwalniać
indecisive	anger	0.172	niezdecydowany
hormonal	anger	0.172	hormonalne
peice	anger	0.172	kawałek
gibberish	anger	0.172	szwargot
misplace	anger	0.172	zapodziać
fee	anger	0.172	opłata
thanksalot	anger	0.172	wielkie dzięki
fleece	anger	0.172	runo
yelp	anger	0.168	skowyt
mule	anger	0.167	muł
unequal	anger	0.167	nierówny
hamstring	anger	0.167	ścięgno udowe
bargaining	anger	0.167	targowanie się
insufficiency	anger	0.167	niewydolność
insignificant	anger	0.167	nieistotny
attentionseekers	anger	0.163	poszukujący uwagi
coop	anger	0.156	kooperacja
rheumatism	anger	0.156	reumatyzm
forearm	anger	0.156	przedramię
indifference	anger	0.156	obojętność
underpaid	anger	0.152	niedopłacony
involvement	anger	0.152	uwikłanie
justthebeginning	anger	0.152	tylko początek
disinformation	anger	0.152	dezinformacja
uncertain	anger	0.152	niepewny
bee	anger	0.152	pszczoła
attorney	anger	0.152	adwokat
pretending	anger	0.152	udając
campaigning	anger	0.151	prowadzenie kampanii
hopelessness	anger	0.149	beznadziejność
feeling	anger	0.147	uczucie
legalized	anger	0.145	zalegalizowany
caution	anger	0.145	ostrożność
sterling	anger	0.141	szterling
morals	anger	0.141	moralność
subsidy	anger	0.141	subsydium
obliging	anger	0.141	uczynny
wimpy	anger	0.140	wimpy
bummer	anger	0.139	porażka
saloon	anger	0.136	salon
blemish	anger	0.136	skaza
misspell	anger	0.136	napisać z błędem ortograficznym
repay	anger	0.136	odwdzięczyć się
surcharge	anger	0.136	dopłata
geez	anger	0.136	Jezu
birch	anger	0.135	brzozowy
noob	anger	0.133	Nowicjusz
honk	anger	0.133	trąbić
orchestra	anger	0.132	orkiestra
wireless	anger	0.125	bezprzewodowy
competitive	anger	0.125	konkurencyjny
standstill	anger	0.125	zastój
inattention	anger	0.121	nieuwaga
reversal	anger	0.121	odwrócenie
