English Word	Emotion	Emotion-Intensity-Score	Latvian Word
infidel	anger	0.470	neticīgs
gall	anger	0.470	žulti
accuser	anger	0.470	apsūdzētājs
ram	anger	0.470	auns
armament	anger	0.470	bruņojums
thump	anger	0.469	dunkāt
dislike	anger	0.469	nepatika
steal	anger	0.469	zagt
backoff	anger	0.469	atkāpies
stifled	anger	0.469	apslāpēts
incite	anger	0.469	mudināt
distress	anger	0.469	ciešanas
angermanagement	anger	0.469	dusmu menedžments
selfish	anger	0.469	egoistisks
injury	anger	0.469	ievainojums
exile	anger	0.469	trimdā
insanity	anger	0.469	ārprāts
offense	anger	0.469	apvainojums
objection	anger	0.469	iebildumu
smother	anger	0.469	apslāpēt
disruption	anger	0.469	traucējumus
intolerance	anger	0.469	neiecietība
disobey	anger	0.469	nepaklausīt
selfishness	anger	0.469	egoisms
recidivism	anger	0.469	recidīvs
subversive	anger	0.469	graujošs
huff	anger	0.469	čuč
plunder	anger	0.469	izlaupīt
opposition	anger	0.469	opozīcija
complain	anger	0.469	sūdzēties
perpetrator	anger	0.469	pāridarītājs
simmer	anger	0.469	vāra uz lēnas uguns
areyoukidding	anger	0.468	vai tu joko
mug	anger	0.467	krūze
agony	anger	0.465	agonija
arrogant	anger	0.461	augstprātīgi
sux	anger	0.456	sux
vent	anger	0.456	ventilācijas atvere
elimination	anger	0.456	likvidēšana
picketing	anger	0.456	pikets
haughty	anger	0.456	augstprātīgs
grated	anger	0.455	sarīvē
flagrant	anger	0.455	kliedzošs
busted	anger	0.455	salauzts
crabby	anger	0.455	krabīgs
dying	anger	0.455	mirst
idiocy	anger	0.455	idiotisms
impermeable	anger	0.455	necaurlaidīgs
stubbed	anger	0.455	sadurts
illegality	anger	0.455	nelikumību
veto	anger	0.455	veto
constraint	anger	0.455	ierobežojums
mislead	anger	0.455	maldināt
illicit	anger	0.455	nelikumīgi
troublesome	anger	0.455	apgrūtinoši
clamor	anger	0.455	klaigas
bayonet	anger	0.453	bajonete
suppress	anger	0.453	apspiest
intense	anger	0.453	intensīva
displeased	anger	0.453	neapmierināts
disapproving	anger	0.453	noraidoši
hysterical	anger	0.453	histērisks
struggle	anger	0.453	cīņa
godless	anger	0.453	bezdievīgs
desist	anger	0.453	atteikties
usurped	anger	0.453	uzurpēts
despotism	anger	0.453	despotisms
disagreeing	anger	0.453	nepiekrītot
bad	anger	0.453	slikti
unlawful	anger	0.451	nelikumīga
wrongly	anger	0.448	nepareizi
repellent	anger	0.442	atbaidošs
dishonor	anger	0.441	negods
psychosis	anger	0.441	psihoze
wasted	anger	0.441	izniekota
wrongful	anger	0.441	nelikumīgs
foe	anger	0.441	ienaidnieks
aversion	anger	0.440	nepatiku
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	dūres
ultimatum	anger	0.439	ultimāts
schism	anger	0.439	šķelšanās
upset	anger	0.439	nomākts
effigy	anger	0.439	tēls
punitive	anger	0.439	sodošs
worthless	anger	0.438	nevērtīgs
separatist	anger	0.438	separātists
ransom	anger	0.438	izpirkuma maksa
deny	anger	0.438	noliegt
fugitive	anger	0.438	bēglis
mucked	anger	0.438	sasmēlušies
abandonment	anger	0.438	pamešana
irritation	anger	0.438	kairinājumu
deleterious	anger	0.438	kaitīgs
stupidity	anger	0.438	stulbums
segregate	anger	0.437	segregēt
oblivion	anger	0.437	aizmirstība
payback	anger	0.436	atmaksāšanās
incongruous	anger	0.435	neatbilstošs
eviction	anger	0.435	izlikšana
collusion	anger	0.432	slepena vienošanās
rob	anger	0.431	aplaupīt
ravenous	anger	0.429	alkatīgs
overrun	anger	0.429	pārsniegums
infidelity	anger	0.429	neuzticība
harbinger	anger	0.426	vēstnesis
painful	anger	0.426	sāpīgi
getoverit	anger	0.426	tiec tam pāri
martial	anger	0.426	cīņas
rejection	anger	0.426	noraidījums
incredulous	anger	0.426	neticīgs
stupidrain	anger	0.426	stulbums
defense	anger	0.425	aizsardzība
enforce	anger	0.424	īstenot
commotion	anger	0.424	satraukums
censor	anger	0.424	cenzors
gonorrhea	anger	0.424	gonoreja
fraudulent	anger	0.424	krāpniecisks
unsympathetic	anger	0.424	nesimpātisks
fallacious	anger	0.424	maldīgs
greed	anger	0.424	alkatība
defraud	anger	0.424	apkrāpt
banger	anger	0.424	blāķis
concealment	anger	0.424	slēpšana
fuss	anger	0.424	satraukums
exasperation	anger	0.424	sašutums
disobedience	anger	0.424	nepaklausība
powerful	anger	0.424	spēcīgs
discontent	anger	0.424	neapmierinātība
indecency	anger	0.424	nepieklājība
sedition	anger	0.422	dumpis
deportation	anger	0.422	deportācija
cracked	anger	0.422	ieplaisājis
bang	anger	0.422	sprādziens
barb	anger	0.422	barba
duel	anger	0.422	duelis
sarcasm	anger	0.422	sarkasms
cur	anger	0.422	cur
misrepresented	anger	0.422	nepareizi attēlots
annoyance	anger	0.422	īgnumu
scar	anger	0.422	rēta
nettle	anger	0.422	nātres
banishment	anger	0.422	izraidīšana
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	penitenciārs
penetration	anger	0.422	iespiešanās
blatant	anger	0.420	klaji
force	anger	0.418	spēku
perverse	anger	0.415	perverss
wring	anger	0.415	izgriezt
bastion	anger	0.413	bastions
grim	anger	0.413	drūms
moody	anger	0.412	noskaņots
tiff	anger	0.412	tiff
nothappy	anger	0.412	nav laimīgs
surly	anger	0.412	dusmīgs
sordid	anger	0.412	slikts
hunting	anger	0.411	medības
indenture	anger	0.410	ievilkums
forfeit	anger	0.409	konfiscēt
areyoukiddingme	anger	0.409	vai tu mani izjoko
reproach	anger	0.409	pārmetums
sham	anger	0.409	viltus
awful	anger	0.409	šausmīgi
compulsion	anger	0.409	piespiešana
implicate	anger	0.409	iesaistīt
contradict	anger	0.409	apstrīdēt
inept	anger	0.409	neveicīgs
supremacy	anger	0.409	pārākums
sneak	anger	0.409	ložņāt
disappoint	anger	0.409	vilties
blockade	anger	0.409	blokāde
detainee	anger	0.409	aizturētais
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	melo
rail	anger	0.406	dzelzceļš
forsaken	anger	0.406	pamests
cacophony	anger	0.406	kakofonija
antipathy	anger	0.406	antipātijas
wop	anger	0.406	wop
badger	anger	0.406	āpsis
tremor	anger	0.406	trīce
inequality	anger	0.406	nevienlīdzība
delusion	anger	0.406	maldi
unthinkable	anger	0.406	neiedomājami
onerous	anger	0.406	apgrūtinoši
wrongdoing	anger	0.406	nepareiza rīcība
nuisance	anger	0.406	traucēklis
scrapie	anger	0.406	skrepi slimība
epidemic	anger	0.406	epidēmija
arguments	anger	0.404	argumenti
affront	anger	0.403	aizvainojoši
traumatic	anger	0.402	traumatisks
sodding	anger	0.400	smērēšana
libel	anger	0.400	apmelošana
annoys	anger	0.400	kaitina
soslow	anger	0.398	tik lēni
watchout	anger	0.398	uzmanies
frenetic	anger	0.397	trakulīgs
remiss	anger	0.397	atlaist
barge	anger	0.396	liellaiva
sue	anger	0.394	iesūdzēt
keyed	anger	0.394	atslēgas
actionable	anger	0.394	apstrīdams
extinguish	anger	0.394	nodzēst
fraud	anger	0.394	krāpšana
untoward	anger	0.394	nepiedienīgs
illegal	anger	0.394	pretlikumīgs
nag	anger	0.394	šķendēties
boxing	anger	0.394	bokss
confiscate	anger	0.394	konfiscēt
howl	anger	0.394	gaudot
whatsthepoint	anger	0.394	kāda jēga
rabble	anger	0.394	trakulīgs
unfriendly	anger	0.394	nedraudzīgs
disrespect	anger	0.394	necieņa
dangit	anger	0.394	dangit
brimstone	anger	0.392	sērs
dissolution	anger	0.391	izšķīšana
rigged	anger	0.391	viltots
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	zemestrīce
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	neapdomība
disagree	anger	0.389	nepiekrītu
lawsuit	anger	0.386	tiesas prāva
disused	anger	0.382	neizmantota
despair	anger	0.382	izmisums
immorality	anger	0.382	netikums
coerce	anger	0.379	piespiešana
firstworldprobs	anger	0.379	pirmās pasaules problēmas
touchy	anger	0.379	aizkustinošs
pokes	anger	0.379	bakstās
falsification	anger	0.379	viltošana
rifle	anger	0.379	šautene
sizzle	anger	0.379	čukstēt
incurable	anger	0.379	neārstējams
difficulty	anger	0.379	grūtības
sore	anger	0.379	iekaisis
picket	anger	0.378	pikets
concussion	anger	0.377	smadzeņu satricinājums
stuckup	anger	0.375	iestrēdzis
militia	anger	0.375	milicija
rawr	anger	0.375	rawr
faulty	anger	0.375	kļūdains
sly	anger	0.375	viltīgs
disillusionment	anger	0.375	vilšanās
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	slazds
infantile	anger	0.375	infantila
pessimism	anger	0.375	pesimisms
remand	anger	0.375	apcietinājums
cannon	anger	0.375	lielgabals
vindicate	anger	0.371	attaisnot
inhibit	anger	0.371	kavēt
distressing	anger	0.371	satraucoša
nepotism	anger	0.371	nepotisms
schizophrenia	anger	0.369	šizofrēnija
skewed	anger	0.368	šķībs
disreputable	anger	0.368	neslavas cienīgs
forbidding	anger	0.368	aizliedzot
conquest	anger	0.367	iekarošana
bark	anger	0.365	mizu
leukemia	anger	0.365	leikēmija
disapprove	anger	0.364	neapstiprināt
warrior	anger	0.364	karotājs
barks	anger	0.364	rej
retarded	anger	0.364	atpalicis
unhappy	anger	0.364	nelaimīgs
burke	anger	0.364	burke
challenge	anger	0.364	izaicinājums
belt	anger	0.364	josta
litigate	anger	0.359	tiesāties
paucity	anger	0.359	trūkums
opinionated	anger	0.359	domājošs
disliked	anger	0.359	nepatika
aftermath	anger	0.359	sekas
restriction	anger	0.359	ierobežojums
cad	anger	0.359	cad
incompetence	anger	0.359	nekompetence
loudness	anger	0.359	skaļums
broken	anger	0.359	salauzts
polemic	anger	0.359	polemika
sectarian	anger	0.359	sektants
controversial	anger	0.359	strīdīgs
interrupting	anger	0.358	pārtraucot
fussy	anger	0.357	nervozs
wench	anger	0.353	sita
remove	anger	0.351	noņemt
brat	anger	0.351	bretiņš
gruff	anger	0.351	rupjš
misbehavior	anger	0.351	nepareiza uzvedība
scarcity	anger	0.350	trūkums
losing	anger	0.349	zaudēšana
stigma	anger	0.348	stigma
deserted	anger	0.348	pamests
timewasters	anger	0.348	laika tērētāji
disagreement	anger	0.348	nesaskaņas
defect	anger	0.348	defekts
hardened	anger	0.348	rūdīts
lie	anger	0.348	meli
ulcer	anger	0.348	čūla
retract	anger	0.348	ievilkt
untrustworthy	anger	0.348	neuzticams
pest	anger	0.348	kaitēklis
disappointed	anger	0.348	vīlušies
bias	anger	0.345	aizspriedums
negation	anger	0.344	noliegums
bothering	anger	0.344	traucējošs
stripped	anger	0.344	izģērbts
antisocial	anger	0.344	antisociāls
pirate	anger	0.344	pirāts
stingy	anger	0.344	skops
shoddy	anger	0.344	slikts
unreliable	anger	0.344	neuzticams
shaky	anger	0.344	drebošs
misleading	anger	0.344	maldinošs
unsettled	anger	0.344	nesakārtots
evade	anger	0.344	izvairīties
anxiety	anger	0.344	trauksme
disclaim	anger	0.344	atteikties
deterioration	anger	0.344	pasliktināšanās
impotence	anger	0.344	impotence
interminable	anger	0.343	bezgalīgs
disease	anger	0.341	slimība
meddle	anger	0.341	iejaukties
warp	anger	0.340	velku
averse	anger	0.338	pretīgs
infamous	anger	0.338	bēdīgi slavens
alcoholism	anger	0.338	alkoholisms
row	anger	0.337	rinda
staticky	anger	0.336	statisks
illegitimate	anger	0.333	neleģitīms
encumbrance	anger	0.333	apgrūtinājums
witchcraft	anger	0.333	burvestība
interrupt	anger	0.333	pārtraukt
scorpion	anger	0.333	skorpions
ill	anger	0.333	slim
sinner	anger	0.331	grēcinieks
inconsiderate	anger	0.329	neapdomīgs
hulk	anger	0.329	hulk
prohibited	anger	0.328	aizliegts
dashed	anger	0.328	pārtraukts
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalificēts
spammers	anger	0.328	surogātpasta izplatītāji
phony	anger	0.328	neīsts
tighten	anger	0.328	pievelciet
dislocated	anger	0.328	izmežģīju
scapegoat	anger	0.328	grēkāzis
victim	anger	0.328	upuris
opponent	anger	0.328	pretinieks
hiss	anger	0.328	šņākt
crusade	anger	0.328	krusta karš
grumpy	anger	0.328	kašķīgs
resisting	anger	0.328	pretojoties
inappropriate	anger	0.324	nepiemērots
haye	anger	0.324	siens
loss	anger	0.324	zaudējums
trickery	anger	0.324	viltība
eschew	anger	0.324	izvairīties
neglected	anger	0.324	atstāta novārtā
canker	anger	0.323	vēzis
muff	anger	0.318	mufs
crunch	anger	0.318	gurkstēt
duplicity	anger	0.318	divkosība
criticism	anger	0.318	kritiku
queues	anger	0.318	rindas
shriek	anger	0.316	kliedziens
depreciate	anger	0.315	amortizēt
dismissal	anger	0.312	atlaišana
chaff	anger	0.312	pelavas
dramaqueen	anger	0.312	Drāmas karaliene
poverty	anger	0.312	nabadzība
carelessness	anger	0.312	neuzmanība
deflate	anger	0.312	iztukšot
dumps	anger	0.312	izgāztuves
dupe	anger	0.312	maldīgs
mortality	anger	0.312	mirstība
revving	anger	0.309	apgriezieni
disallowed	anger	0.308	nav atļauts
boisterous	anger	0.307	trakulīgs
thoughtless	anger	0.307	neapdomīgs
burial	anger	0.304	apbedīšana
wince	anger	0.303	sarauties
theocratic	anger	0.303	teokrātisks
sullen	anger	0.303	dusmīgs
involution	anger	0.300	involūcija
misuse	anger	0.297	ļaunprātīga izmantošana
taxed	anger	0.297	aplikts ar nodokli
senseless	anger	0.297	bezjēdzīgi
talons	anger	0.297	nagi
stalemate	anger	0.297	strupceļš
getyourown	anger	0.297	iegūsti sevi
hoax	anger	0.297	mānīšana
depreciated	anger	0.297	amortizēts
depressed	anger	0.297	nomākts
wasteful	anger	0.297	izšķērdīgs
paralysis	anger	0.295	paralīze
displaced	anger	0.294	pārvietoti
limited	anger	0.292	ierobežots
disapointment	anger	0.290	vilšanās
orc	anger	0.289	ork
ridiculous	anger	0.289	smieklīgi
homeless	anger	0.288	bezpajumtnieki
spine	anger	0.288	mugurkauls
teasing	anger	0.288	ķircināt
presumptuous	anger	0.288	pārdrošs
react	anger	0.288	reaģēt
sharpen	anger	0.288	asināt
barrier	anger	0.287	barjera
hoot	anger	0.287	brēkt
twitchy	anger	0.287	raustīšanās
myopia	anger	0.283	tuvredzība
flexin	anger	0.281	flexin
lagging	anger	0.281	atpaliek
contraband	anger	0.281	kontrabanda
incompatible	anger	0.281	nesaderīgi
shiver	anger	0.281	drebuļi
spam	anger	0.281	spams
agh	anger	0.281	agh
disconnects	anger	0.281	atvienojas
delinquent	anger	0.281	likumpārkāpējs
restitution	anger	0.281	restitūcija
foray	anger	0.279	izrāviens
troll	anger	0.279	trollis
unfairness	anger	0.279	netaisnība
buffering	anger	0.279	buferizācija
noncompliance	anger	0.279	neatbilstība
nether	anger	0.278	nether
bogus	anger	0.273	viltus
immaturity	anger	0.273	nenobriedums
uncaring	anger	0.273	nerūpīgs
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	drausmīgs
shock	anger	0.269	šoks
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	no rīta cilvēks
feminism	anger	0.266	feminisms
inoperative	anger	0.266	nedarbojas
bear	anger	0.266	lācis
inconvenient	anger	0.266	neērti
latent	anger	0.266	latentais
defendant	anger	0.266	apsūdzētais
nopoint	anger	0.266	nav jēgas
rapping	anger	0.266	repošana
pry	anger	0.266	izklaidēties
quandary	anger	0.266	ķibeles
interrupts	anger	0.265	pārtrauc
fluctuation	anger	0.265	svārstības
exaggerate	anger	0.263	pārspīlēt
lose	anger	0.261	zaudēt
patter	anger	0.258	patērzēt
furnace	anger	0.258	krāsns
stone	anger	0.258	akmens
tease	anger	0.258	ķircināt
shoplifting	anger	0.258	veikala apzagšana
soldier	anger	0.258	karavīrs
incompetent	anger	0.257	nekompetents
indoctrination	anger	0.255	indoktrinācija
rocket	anger	0.250	raķete
skid	anger	0.250	buksēt
noisy	anger	0.250	skaļš
notoriety	anger	0.250	slava
cane	anger	0.250	spieķis
unfollow	anger	0.250	pārtraukt sekošanu
tripping	anger	0.250	klupšana
attentionseeker	anger	0.250	uzmanības meklētājs
mastery	anger	0.250	meistarība
socialist	anger	0.250	sociālists
falsehood	anger	0.250	nepatiesība
complicate	anger	0.250	sarežģīt
lawyer	anger	0.250	advokāts
untrue	anger	0.250	nepatiesa
nonsense	anger	0.250	muļķības
pouting	anger	0.250	pļāpāšana
witch	anger	0.242	ragana
detract	anger	0.242	mazināt
obstacle	anger	0.242	šķērslis
halter	anger	0.242	pavadas
fenced	anger	0.242	iežogota
capslock	anger	0.242	lielie burti
dontunderstand	anger	0.242	nesaprotu
vampire	anger	0.242	vampīrs
ringer	anger	0.242	zvanītājs
frowning	anger	0.239	saraucot pieri
saber	anger	0.238	zobens
hunger	anger	0.235	izsalkums
shell	anger	0.234	apvalks
wokemeup	anger	0.234	pamodos
recession	anger	0.234	recesija
failing	anger	0.234	neizdodas
dabbling	anger	0.234	dauzīšanās
politics	anger	0.234	politikā
lava	anger	0.234	lava
rascal	anger	0.234	nelietis
imtryingtosleep	anger	0.234	mēģinot aizmigt
tariff	anger	0.234	tarifu
undesirable	anger	0.231	nevēlama
darkness	anger	0.227	tumsa
versus	anger	0.227	pret
copycat	anger	0.227	kopēt
resign	anger	0.227	atkāpties no amata
soaked	anger	0.226	izmirkusi
unfulfilled	anger	0.225	nepiepildīts
abandoned	anger	0.222	pamesti
unattainable	anger	0.221	nesasniedzams
owing	anger	0.221	parādā
bankruptcy	anger	0.221	bankrots
misconception	anger	0.219	nepareizs priekšstats
tool	anger	0.219	rīks
warden	anger	0.219	uzraugs
compress	anger	0.219	saspiest
mosquito	anger	0.219	ods
whiny	anger	0.219	ņaudēt
somethingigetalot	anger	0.219	kaut ko getalot
confusion	anger	0.219	apjukums
unhelpful	anger	0.219	nederīgi
twitching	anger	0.219	raustīšanās
nosey	anger	0.213	ziņkārīgs
overpriced	anger	0.212	pārcenots
adder	anger	0.212	papildinātājs
harry	anger	0.212	Harijs
shortage	anger	0.212	trūkums
melodrama	anger	0.212	melodrāma
possession	anger	0.206	īpašumā
desert	anger	0.206	tuksnesis
overplayed	anger	0.206	pārspēlēts
unpaid	anger	0.203	neapmaksāts
powerless	anger	0.203	bezspēcīgs
sentence	anger	0.203	teikums
inefficient	anger	0.203	neefektīvi
arraignment	anger	0.203	apsūdzība
pout	anger	0.203	mencas
unlucky	anger	0.203	neveiksminieks
rook	anger	0.203	baļķis
backbone	anger	0.203	mugurkauls
uninvited	anger	0.203	neaicināts
court	anger	0.199	tiesa
endless	anger	0.198	bezgalīgs
adverts	anger	0.197	sludinājumi
distracted	anger	0.197	apjucis
delay	anger	0.197	kavēšanās
misstatement	anger	0.197	nepareizs apgalvojums
misunderstanding	anger	0.195	pārpratums
inadmissible	anger	0.191	nepieņemami
excite	anger	0.191	satraukt
lightning	anger	0.189	zibens
preclude	anger	0.188	izslēgt
mournful	anger	0.188	sērīgs
insecure	anger	0.188	nedrošs
incase	anger	0.188	gadījumā
mutter	anger	0.182	murmināt
pare	anger	0.182	pare
rating	anger	0.182	reitings
claimant	anger	0.182	prasītājs
insist	anger	0.182	uzstāj
mistress	anger	0.182	saimniece
distracting	anger	0.182	novērš uzmanību
opium	anger	0.180	opijs
deserve	anger	0.176	pelnījuši
willful	anger	0.176	apzināti
treat	anger	0.175	ārstēt
insists	anger	0.175	uzstāj
excitation	anger	0.172	uzbudinājums
mighty	anger	0.172	varens
liberate	anger	0.172	atbrīvot
indecisive	anger	0.172	neizlēmīgs
hormonal	anger	0.172	hormonālas
peice	anger	0.172	peice
gibberish	anger	0.172	pļāpāšana
misplace	anger	0.172	nevietā
fee	anger	0.172	maksa
thanksalot	anger	0.172	liels paldies
fleece	anger	0.172	vilnas
yelp	anger	0.168	kliegt
mule	anger	0.167	mūlis
unequal	anger	0.167	nevienlīdzīgi
hamstring	anger	0.167	paceles cīpsla
bargaining	anger	0.167	kaulēšanās
insufficiency	anger	0.167	nepietiekamība
insignificant	anger	0.167	nenozīmīgs
attentionseekers	anger	0.163	uzmanības meklētāji
coop	anger	0.156	coop
rheumatism	anger	0.156	reimatisms
forearm	anger	0.156	apakšdelms
indifference	anger	0.156	vienaldzība
underpaid	anger	0.152	nepietiekami apmaksāts
involvement	anger	0.152	iesaistīšanās
justthebeginning	anger	0.152	tikai sākums
disinformation	anger	0.152	dezinformācija
uncertain	anger	0.152	nenoteikts
bee	anger	0.152	bite
attorney	anger	0.152	advokāts
pretending	anger	0.152	izliekoties
campaigning	anger	0.151	kampaņas
hopelessness	anger	0.149	bezcerība
feeling	anger	0.147	sajūta
legalized	anger	0.145	legalizēts
caution	anger	0.145	piesardzību
sterling	anger	0.141	sterliņu mārciņas
morals	anger	0.141	morāle
subsidy	anger	0.141	subsīdiju
obliging	anger	0.141	uzliek par pienākumu
wimpy	anger	0.140	drūms
bummer	anger	0.139	bēda
saloon	anger	0.136	salons
blemish	anger	0.136	plankums
misspell	anger	0.136	pareizrakstības kļūda
repay	anger	0.136	atmaksāt
surcharge	anger	0.136	piemaksa
geez	anger	0.136	Jēziņ
birch	anger	0.135	bērzs
noob	anger	0.133	iesācējs
honk	anger	0.133	dungot
