English Word	Emotion	Emotion-Intensity-Score	Uyghur Word
jerks	anger	0.515	jerks
tussle	anger	0.514	Tussle
bane	anger	0.511	bane
accusation	anger	0.510	ئەيىبلەش
enmity	anger	0.510	ئاداۋەت
repudiation	anger	0.510	رەت قىلىش
banish	anger	0.509	قوغلاش
disfigured	anger	0.508	ئۆزگەرتىلگەن
storm	anger	0.507	بوران
crazy	anger	0.500	ساراڭ
hammering	anger	0.500	بولقا
defy	anger	0.500	defy
antithesis	anger	0.500	ئانتىتېلا
scoff	anger	0.500	مەسخىرە
anguish	anger	0.500	ئازاب
confined	anger	0.500	چەكلەنگەن
fear	anger	0.500	قورقۇنچ
bout	anger	0.500	bout
unruly	anger	0.500	قالايمىقان
delusional	anger	0.500	خام خىيال
obstruct	anger	0.500	توسالغۇ
possessed	anger	0.500	ئىگە
injustice	anger	0.500	ئادالەتسىزلىك
fervor	anger	0.500	قىزغىن
spear	anger	0.500	نەيزە
derision	anger	0.500	مەسخىرە
intractable	anger	0.500	intractable
reject	anger	0.500	رەت قىلىش
dominate	anger	0.500	ھۆكۈمرانلىق قىلىدۇ
ordeal	anger	0.500	جاپا-مۇشەققەت
banished	anger	0.500	چەكلەنگەن
rejects	anger	0.500	رەت قىلىدۇ
shun	anger	0.500	shun
brunt	anger	0.500	brunt
derogation	anger	0.500	كەمسىتىش
frenzied	anger	0.500	frenzied
animus	anger	0.500	animus
suppression	anger	0.500	باستۇرۇش
malpractice	anger	0.500	ناتوغرا ئىستىل
brazen	anger	0.500	brazen
foaming	anger	0.500	كۆپۈك
disrupting	anger	0.500	قالايمىقانچىلىق
nobodycares	anger	0.500	ھېچكىم كارى يوق
patronising	anger	0.500	patronizing
getoveryourself	anger	0.495	getoveryourself
toughness	anger	0.492	قاتتىقلىق
stupidpeople	anger	0.492	ئەخمەق كىشىلەر
madness	anger	0.491	ساراڭ
sinful	anger	0.491	گۇناھكار
avarice	anger	0.490	avarice
oppress	anger	0.490	زۇلۇم
cutting	anger	0.485	كېسىش
anathema	anger	0.485	anathema
annoyed	anger	0.485	بىزار
dissident	anger	0.485	dissident
demand	anger	0.485	ئېھتىياج
usurp	anger	0.485	usurp
claw	anger	0.485	تىرناق
alienate	anger	0.485	چەتكە قېقىش
infraction	anger	0.485	infraction
avenger	anger	0.485	قىساسكار
revoke	anger	0.485	بىكار قىلىش
smuggler	anger	0.485	ئەتكەسچى
abolish	anger	0.485	ئەمەلدىن قالدۇرۇش
fricking	anger	0.485	fricking
stayaway	anger	0.485	stayaway
pervert	anger	0.485	بۇزۇق
disservice	anger	0.485	diservice
disobedient	anger	0.485	ئىتائەتسىز
incest	anger	0.485	يېقىنچىلىق
complaint	anger	0.485	ئەرز
disapproved	anger	0.485	تەستىقلانمىدى
inhuman	anger	0.485	ئىنسان قېلىپىدىن چىققان
mocking	anger	0.484	مەسخىرە قىلىش
penalty	anger	0.484	جازا
renounce	anger	0.484	ۋاز كېچىش
restrain	anger	0.484	چەكلەڭ
upheaval	anger	0.484	upheaval
deceit	anger	0.484	ئالدامچىلىق
obnoxious	anger	0.484	obnoxious
imprisoned	anger	0.484	تۈرمىگە تاشلاندى
strained	anger	0.484	جىددىيلەشتى
blame	anger	0.484	ئەيىب
oust	anger	0.484	oust
litigious	anger	0.484	دەۋا
rivalry	anger	0.484	رىقابەت
sucker	anger	0.484	سۈمۈرگۈچ
opposed	anger	0.484	قارشى تۇرغان
thresh	anger	0.484	بوسۇغىسى
disgrace	anger	0.484	نومۇس
suspicious	anger	0.484	گۇمانلىق
turbulence	anger	0.483	مالىمانچىلىق
pound	anger	0.481	فوندستېرلىڭ
coldness	anger	0.477	سوغۇق
ungrateful	anger	0.472	مىننەتسىز
stoopid	anger	0.471	stoopid
battalion	anger	0.471	باتالىيون
feudalism	anger	0.470	فېئودالىزم
hostage	anger	0.470	تۇتقۇن
annoying	anger	0.470	ئادەمنى بىزار قىلىدۇ
dispossessed	anger	0.470	مۇسادىرە قىلىندى
subversion	anger	0.470	ئاغدۇرمىچىلىق
friction	anger	0.470	سۈركىلىش
jealous	anger	0.470	ھەسەت
adversity	anger	0.470	قىيىنچىلىق
infidel	anger	0.470	كاپىر
gall	anger	0.470	گال
accuser	anger	0.470	ئەيىبلىگۈچى
ram	anger	0.470	قوچقار
armament	anger	0.470	قورال-ياراغ
thump	anger	0.469	thump
dislike	anger	0.469	ياقتۇرمايدۇ
steal	anger	0.469	ئوغرىلىق
backoff	anger	0.469	backoff
stifled	anger	0.469	بوغۇلدى
incite	anger	0.469	قۇتراتقۇلۇق قىلىش
distress	anger	0.469	ئازاب
angermanagement	anger	0.469	angermanagement
selfish	anger	0.469	شەخسىيەتچى
injury	anger	0.469	يارىلىنىش
exile	anger	0.469	مۇساپىر
insanity	anger	0.469	ساراڭ
offense	anger	0.469	جىنايەت
objection	anger	0.469	باشقىچە پىكىر
smother	anger	0.469	smother
disruption	anger	0.469	قالايمىقانچىلىق
intolerance	anger	0.469	چىدىماسلىق
disobey	anger	0.469	ئاسىيلىق قىلىش
selfishness	anger	0.469	شەخسىيەتچىلىك
recidivism	anger	0.469	recidivism
subversive	anger	0.469	ئاغدۇرمىچىلىق
huff	anger	0.469	huff
plunder	anger	0.469	بۇلاڭ-تالاڭ
opposition	anger	0.469	ئۆكتىچىلەر
complain	anger	0.469	ئاغرىنىش
perpetrator	anger	0.469	جىنايەتچى
simmer	anger	0.469	قاينىتىڭ
areyoukidding	anger	0.468	areyoukidding
mug	anger	0.467	mug
agony	anger	0.465	ئازاب
arrogant	anger	0.461	تەكەببۇر
sux	anger	0.456	sux
vent	anger	0.456	vent
elimination	anger	0.456	شاللاش
picketing	anger	0.456	بېلەت تاشلاش
haughty	anger	0.456	تەكەببۇر
grated	anger	0.455	grated
flagrant	anger	0.455	بايراقدار
busted	anger	0.455	busted
crabby	anger	0.455	قىسقۇچپاقا
dying	anger	0.455	ئۆلۈۋاتىدۇ
idiocy	anger	0.455	idiocy
impermeable	anger	0.455	ئىمكانسىز
stubbed	anger	0.455	stubbed
illegality	anger	0.455	قانۇنسىزلىق
veto	anger	0.455	veto
constraint	anger	0.455	چەكلىمە
mislead	anger	0.455	ئازدۇرۇش
illicit	anger	0.455	ھارام
troublesome	anger	0.455	ئاۋارىچىلىق
clamor	anger	0.455	دەپ توۋلىدى
bayonet	anger	0.453	bayonet
suppress	anger	0.453	بېسىش
intense	anger	0.453	كەسكىن
displeased	anger	0.453	نارازى
disapproving	anger	0.453	نارازى
hysterical	anger	0.453	hysterical
struggle	anger	0.453	كۈرەش
godless	anger	0.453	خۇداسىز
desist	anger	0.453	ۋاز كېچىڭ
usurped	anger	0.453	تارتىۋېلىندى
despotism	anger	0.453	ئۈمىدسىزلىك
disagreeing	anger	0.453	قوشۇلمايدۇ
bad	anger	0.453	ناچار
unlawful	anger	0.451	قانۇنسىز
wrongly	anger	0.448	خاتا
repellent	anger	0.442	repellent
dishonor	anger	0.441	نومۇسسىزلىق
psychosis	anger	0.441	پىسخىكا
wasted	anger	0.441	ئىسراپ بولدى
wrongful	anger	0.441	خاتا
foe	anger	0.441	دۈشمەن
aversion	anger	0.440	aversion
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knuckles
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	كەمسىتىش
upset	anger	0.439	خاپا
effigy	anger	0.439	effigy
punitive	anger	0.439	جازالاش
worthless	anger	0.438	ئەرزىمەس
separatist	anger	0.438	بۆلگۈنچى
ransom	anger	0.438	تۆلەم
deny	anger	0.438	رەت قىلىش
fugitive	anger	0.438	قاچقۇن
mucked	anger	0.438	mucked
abandonment	anger	0.438	ۋاز كېچىش
irritation	anger	0.438	ئاچچىقلىنىش
deleterious	anger	0.438	deleterious
stupidity	anger	0.438	ئەخمەقلىق
segregate	anger	0.437	ئايرىش
oblivion	anger	0.437	ئۇنتۇلۇش
payback	anger	0.436	قايتۇرۇش
incongruous	anger	0.435	ماس كەلمەيدۇ
eviction	anger	0.435	كۆچۈرۈش
collusion	anger	0.432	تىل بىرىكتۈرۈش
rob	anger	0.431	rob
ravenous	anger	0.429	يىرتقۇچ
overrun	anger	0.429	overrun
infidelity	anger	0.429	ۋاپاسىزلىق
harbinger	anger	0.426	harbinger
painful	anger	0.426	ئازابلىق
getoverit	anger	0.426	getoverit
martial	anger	0.426	martial
rejection	anger	0.426	رەت قىلىش
incredulous	anger	0.426	ئىشەنگۈسىز
stupidrain	anger	0.426	ئەخمەق
defense	anger	0.425	مۇداپىئە
enforce	anger	0.424	ئىجرا قىلىڭ
commotion	anger	0.424	قالايمىقانچىلىق
censor	anger	0.424	سېنزور
gonorrhea	anger	0.424	سۆزنەك
fraudulent	anger	0.424	ئالدامچىلىق
unsympathetic	anger	0.424	رەھىمسىز
fallacious	anger	0.424	fallacious
greed	anger	0.424	ئاچكۆزلۈك
defraud	anger	0.424	ئالدامچىلىق
banger	anger	0.424	banger
concealment	anger	0.424	يۇشۇرۇن
fuss	anger	0.424	fuss
exasperation	anger	0.424	exasperation
disobedience	anger	0.424	ئاسىيلىق قىلىش
powerful	anger	0.424	كۈچلۈك
discontent	anger	0.424	نارازى
indecency	anger	0.424	شەھۋانىيلىق
sedition	anger	0.422	توپىلاڭ
deportation	anger	0.422	چېگرادىن قوغلاپ چىقىرىش
cracked	anger	0.422	يېرىلدى
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	sarcasm
cur	anger	0.422	cur
misrepresented	anger	0.422	خاتا كۆرسىتىلدى
annoyance	anger	0.422	بىزار بولۇش
scar	anger	0.422	جاراھەت
nettle	anger	0.422	nettle
banishment	anger	0.422	قوغلاپ چىقىرىش
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	جازا مۇددىتى
penetration	anger	0.422	سىڭىپ كىرىش
blatant	anger	0.420	ئوچۇق-ئاشكارە
force	anger	0.418	كۈچ
perverse	anger	0.415	بۇزۇق
wring	anger	0.415	wring
bastion	anger	0.413	bastion
grim	anger	0.413	grim
moody	anger	0.412	كەيپىيات
tiff	anger	0.412	tiff
nothappy	anger	0.412	nothappy
surly	anger	0.412	surly
sordid	anger	0.412	sordid
hunting	anger	0.411	ئوۋچىلىق
indenture	anger	0.410	indenture
forfeit	anger	0.409	forfeit
areyoukiddingme	anger	0.409	areyoukiddingme
reproach	anger	0.409	تۆھمەت
sham	anger	0.409	sham
awful	anger	0.409	قورقۇنچلۇق
compulsion	anger	0.409	مەجبۇرلاش
implicate	anger	0.409	يوشۇرۇن
contradict	anger	0.409	زىددىيەتلىك
inept	anger	0.409	inept
supremacy	anger	0.409	ئۈستۈنلۈك
sneak	anger	0.409	ئوغرىلىقچە
disappoint	anger	0.409	ئۈمىدسىزلىك
blockade	anger	0.409	قامال
detainee	anger	0.409	تۇتقۇن
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	يالغان
rail	anger	0.406	تۆمۈر يول
forsaken	anger	0.406	تاشلىۋېتىلدى
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	قىزىتما ياندۇرۇش
wop	anger	0.406	wop
badger	anger	0.406	badger
tremor	anger	0.406	تىترەش
inequality	anger	0.406	تەڭسىزلىك
delusion	anger	0.406	ئالدامچىلىق
unthinkable	anger	0.406	تەسەۋۋۇر قىلغىلى بولمايدۇ
onerous	anger	0.406	جاپالىق
wrongdoing	anger	0.406	خاتا
nuisance	anger	0.406	ئاۋارىچىلىك
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	يۇقۇم ئەھۋالى
arguments	anger	0.404	تالاش-تارتىش
affront	anger	0.403	affront
traumatic	anger	0.402	جاراھەت
sodding	anger	0.400	sodding
libel	anger	0.400	تۆھمەت
annoys	anger	0.400	بىزار
soslow	anger	0.398	soslow
watchout	anger	0.398	watchout
frenetic	anger	0.397	frenetic
remiss	anger	0.397	remiss
barge	anger	0.396	barge
sue	anger	0.394	ئەرز قىلىش
keyed	anger	0.394	ئاچقۇچ
actionable	anger	0.394	ھەرىكەتچان
extinguish	anger	0.394	ئۆچۈرۈش
fraud	anger	0.394	ئالدامچىلىق
untoward	anger	0.394	untoward
illegal	anger	0.394	قانۇنسىز
nag	anger	0.394	nag
boxing	anger	0.394	بوكس
confiscate	anger	0.394	مۇسادىرە قىلىش
howl	anger	0.394	ھۇۋلاش
whatsthepoint	anger	0.394	whatsthepoint
rabble	anger	0.394	rabble
unfriendly	anger	0.394	دوستانە ئەمەس
disrespect	anger	0.394	ھۆرمەتسىزلىك
dangit	anger	0.394	dangit
brimstone	anger	0.392	گۈڭگۈرت
dissolution	anger	0.391	تارقىتىۋېتىش
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	يەر تەۋرەش
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	بىپەرۋالىق
disagree	anger	0.389	قوشۇلمايدۇ
lawsuit	anger	0.386	دەۋا
disused	anger	0.382	ئىشلىتىلدى
despair	anger	0.382	ئۈمىدسىزلىك
immorality	anger	0.382	ئەخلاقسىزلىق
coerce	anger	0.379	مەجبۇرلاش
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	touchy
pokes	anger	0.379	pokes
falsification	anger	0.379	falsification
rifle	anger	0.379	مىلتىق
sizzle	anger	0.379	sizzle
incurable	anger	0.379	ساقايماس
difficulty	anger	0.379	قىيىنچىلىق
sore	anger	0.379	يارا
picket	anger	0.378	piket
concussion	anger	0.377	مىجەزى
stuckup	anger	0.375	چاپلىشىپ قالدى
militia	anger	0.375	خەلق ئەسكەرلىرى
rawr	anger	0.375	rawr
faulty	anger	0.375	خاتا
sly	anger	0.375	sly
disillusionment	anger	0.375	ئۈمىدسىزلىك
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	pitfall
infantile	anger	0.375	بوۋاق
pessimism	anger	0.375	ئۈمىدسىزلىك
remand	anger	0.375	remand
cannon	anger	0.375	زەمبىرەك
vindicate	anger	0.371	vindicate
inhibit	anger	0.371	چەكلەش
distressing	anger	0.371	كىشىنى ئازابلايدۇ
nepotism	anger	0.371	نەپسانىيەتچىلىك
schizophrenia	anger	0.369	روھىي توسالغۇ
skewed	anger	0.368	skewed
disreputable	anger	0.368	ھۆرمەتسىز
forbidding	anger	0.368	ھارام
conquest	anger	0.367	بويسۇندۇرۇش
bark	anger	0.365	پوستى
leukemia	anger	0.365	ئاق قان كېسىلى
disapprove	anger	0.364	رەت قىلدى
warrior	anger	0.364	جەڭچى
barks	anger	0.364	پوستى
retarded	anger	0.364	retarded
unhappy	anger	0.364	بەختسىز
burke	anger	0.364	burke
challenge	anger	0.364	خىرىس
belt	anger	0.364	بەلۋاغ
litigate	anger	0.359	دەۋا
paucity	anger	0.359	ۋاقىتلىق
opinionated	anger	0.359	پىكىر قىلدى
disliked	anger	0.359	ياقتۇرمىدى
aftermath	anger	0.359	aftermath
restriction	anger	0.359	چەكلىمە
cad	anger	0.359	cad
incompetence	anger	0.359	ئىقتىدارسىزلىق
loudness	anger	0.359	يۇقىرى ئاۋاز
broken	anger	0.359	بۇزۇلغان
polemic	anger	0.359	كۆپ قۇتۇپلۇق
sectarian	anger	0.359	مەزھەپ
controversial	anger	0.359	تالاش-تارتىش قوزغىدى
interrupting	anger	0.358	ئۈزۈلۈپ قېلىش
fussy	anger	0.357	fussy
wench	anger	0.353	wench
remove	anger	0.351	چىقىرىۋېتىڭ
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	قائىدىگە خىلاپلىق قىلىش
scarcity	anger	0.350	كەمچىل
losing	anger	0.349	يوقىتىش
stigma	anger	0.348	كەمسىتىش
deserted	anger	0.348	چۆلدەرەپ قالدى
timewasters	anger	0.348	timewasters
disagreement	anger	0.348	ئىختىلاپ
defect	anger	0.348	نۇقسان
hardened	anger	0.348	قاتتىقلاشتى
lie	anger	0.348	يالغان
ulcer	anger	0.348	يارا
retract	anger	0.348	چېكىنىش
untrustworthy	anger	0.348	ئىشەنچسىز
pest	anger	0.348	زىيانداش ھاشارات
disappointed	anger	0.348	ئۈمىدسىزلەندى
bias	anger	0.345	بىر تەرەپلىمە قاراش
negation	anger	0.344	رەت قىلىش
bothering	anger	0.344	ئاۋارە
stripped	anger	0.344	تارتىۋېلىندى
antisocial	anger	0.344	جەمئىيەتكە قارشى
pirate	anger	0.344	دېڭىز قاراقچىسى
stingy	anger	0.344	بېخىللىق
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	ئىشەنچسىز
shaky	anger	0.344	تىترەپ كەتتى
misleading	anger	0.344	ئازدۇرغۇچى
unsettled	anger	0.344	مۇقىمسىز
evade	anger	0.344	قېچىش
anxiety	anger	0.344	تەشۋىش
disclaim	anger	0.344	رەت قىلىش
deterioration	anger	0.344	ناچارلىشىش
impotence	anger	0.344	impotence
interminable	anger	0.343	interminable
disease	anger	0.341	كېسەل
meddle	anger	0.341	meddle
warp	anger	0.340	warp
averse	anger	0.338	averse
infamous	anger	0.338	نامسىز
alcoholism	anger	0.338	ھاراقكەشلىك
row	anger	0.337	row
staticky	anger	0.336	staticky
illegitimate	anger	0.333	قانۇنسىز
encumbrance	anger	0.333	enumbrance
witchcraft	anger	0.333	سېھىرگەرلىك
interrupt	anger	0.333	ئۈزۈش
scorpion	anger	0.333	چايان
ill	anger	0.333	كېسەل
sinner	anger	0.331	گۇناھكار
inconsiderate	anger	0.329	inconsiderate
hulk	anger	0.329	hulk
prohibited	anger	0.328	مەنئى قىلىنغان
dashed	anger	0.328	dashed
brrr	anger	0.328	brrr
fib	anger	0.328	تالا
disqualified	anger	0.328	لاياقەتسىز
spammers	anger	0.328	ئەخلەت خەت ساندۇقى
phony	anger	0.328	fony
tighten	anger	0.328	چىڭىتىڭ
dislocated	anger	0.328	تارقاقلاشتۇرۇلدى
scapegoat	anger	0.328	scapegoat
victim	anger	0.328	زىيانكەشلىككە ئۇچرىغۇچى
opponent	anger	0.328	رەقىبى
hiss	anger	0.328	hiss
crusade	anger	0.328	ئەھلى سەلىپلەر
grumpy	anger	0.328	grumpy
resisting	anger	0.328	قارشىلىق
inappropriate	anger	0.324	نامۇۋاپىق
haye	anger	0.324	haye
loss	anger	0.324	زىيان
trickery	anger	0.324	ئالدامچىلىق
eschew	anger	0.324	eschew
neglected	anger	0.324	سەل قارالغان
canker	anger	0.323	راك
muff	anger	0.318	muff
crunch	anger	0.318	crunch
duplicity	anger	0.318	تەكرارلىنىش
criticism	anger	0.318	تەنقىد
queues	anger	0.318	ئۆچرەت
shriek	anger	0.316	shriek
depreciate	anger	0.315	ئامورتىزاتسىيە
dismissal	anger	0.312	ئىشتىن بوشىتىش
chaff	anger	0.312	chaff
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	نامراتلىق
carelessness	anger	0.312	پەرۋاسىزلىق
deflate	anger	0.312	deflate
dumps	anger	0.312	dumps
dupe	anger	0.312	dupe
mortality	anger	0.312	ئۆلۈم
revving	anger	0.309	revving
disallowed	anger	0.308	رەت قىلىندى
boisterous	anger	0.307	جاراڭلىق
thoughtless	anger	0.307	ئويلىمىغان يەردىن
burial	anger	0.304	دەپنە قىلىش
wince	anger	0.303	wince
theocratic	anger	0.303	دېموكراتىك
sullen	anger	0.303	sullen
involution	anger	0.300	قاتنىشىش
misuse	anger	0.297	قالايمىقان ئىشلىتىش
taxed	anger	0.297	باج ئېلىندى
senseless	anger	0.297	مەنىسىز
talons	anger	0.297	talons
stalemate	anger	0.297	stalemate
getyourown	anger	0.297	getyourown
hoax	anger	0.297	ئالدامچىلىق
depreciated	anger	0.297	ئامورتىزاتسىيە قىلىنغان
depressed	anger	0.297	ئۈمىدسىزلەنگەن
wasteful	anger	0.297	ئىسراپچىلىق
paralysis	anger	0.295	پالەچ
displaced	anger	0.294	كۆچۈرۈلگەن
limited	anger	0.292	چەكلىك
disapointment	anger	0.290	ئۈمىدسىزلىك
orc	anger	0.289	orc
ridiculous	anger	0.289	كۈلكىلىك
homeless	anger	0.288	ئۆي-ماكانسىز
spine	anger	0.288	ئومۇرتقا
teasing	anger	0.288	teasing
presumptuous	anger	0.288	تەكەببۇرلۇق
react	anger	0.288	ئىنكاس قايتۇرۇڭ
sharpen	anger	0.288	ئۆتكۈر
barrier	anger	0.287	توساق
hoot	anger	0.287	hoot
twitchy	anger	0.287	twitchy
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	ئارقىدا قېلىش
contraband	anger	0.281	contraband
incompatible	anger	0.281	ماس كەلمەيدۇ
shiver	anger	0.281	تىترەپ كەتتى
spam	anger	0.281	ئەخلەت خەت
