English Word	Emotion	Emotion-Intensity-Score	Estonian Word
selfishness	anger	0.469	isekus
recidivism	anger	0.469	retsidiiv
subversive	anger	0.469	õõnestav
huff	anger	0.469	pahn
plunder	anger	0.469	rüüstama
opposition	anger	0.469	opositsioon
complain	anger	0.469	kurtma
perpetrator	anger	0.469	kurjategija
simmer	anger	0.469	hauta
areyoukidding	anger	0.468	Kas sa teed nalja
mug	anger	0.467	kruus
agony	anger	0.465	agoonia
arrogant	anger	0.461	üleolev
sux	anger	0.456	sux
vent	anger	0.456	tuulutusava
elimination	anger	0.456	kõrvaldamine
picketing	anger	0.456	piketeerimine
haughty	anger	0.456	üleolev
grated	anger	0.455	riivitud
flagrant	anger	0.455	räige
busted	anger	0.455	vahele võetud
crabby	anger	0.455	krabisev
dying	anger	0.455	suremas
idiocy	anger	0.455	idiootsus
impermeable	anger	0.455	läbitungimatu
stubbed	anger	0.455	torkitud
illegality	anger	0.455	ebaseaduslikkus
veto	anger	0.455	veto
constraint	anger	0.455	piirang
mislead	anger	0.455	eksitada
illicit	anger	0.455	ebaseaduslik
troublesome	anger	0.455	tülikas
clamor	anger	0.455	kära
bayonet	anger	0.453	bajonett
suppress	anger	0.453	maha suruma
intense	anger	0.453	intensiivne
displeased	anger	0.453	rahulolematu
disapproving	anger	0.453	tauniv
hysterical	anger	0.453	hüsteeriline
struggle	anger	0.453	võitlus
godless	anger	0.453	jumalatu
desist	anger	0.453	loobuma
usurped	anger	0.453	anastanud
despotism	anger	0.453	despotism
disagreeing	anger	0.453	ei nõustu
bad	anger	0.453	halb
unlawful	anger	0.451	ebaseaduslik
wrongly	anger	0.448	valesti
repellent	anger	0.442	tõrjuv
dishonor	anger	0.441	ebaaus
psychosis	anger	0.441	psühhoos
wasted	anger	0.441	raisatud
wrongful	anger	0.441	ülekohtune
foe	anger	0.441	vastane
aversion	anger	0.440	vastumeelsus
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	sõrmenukid
ultimatum	anger	0.439	ultimaatumi
schism	anger	0.439	skisma
upset	anger	0.439	ärritunud
effigy	anger	0.439	kujund
punitive	anger	0.439	karistav
worthless	anger	0.438	väärtusetu
separatist	anger	0.438	separatist
ransom	anger	0.438	lunaraha
deny	anger	0.438	eitama
fugitive	anger	0.438	põgenik
mucked	anger	0.438	soditud
abandonment	anger	0.438	hülgamine
irritation	anger	0.438	ärritus
deleterious	anger	0.438	kahjulik
stupidity	anger	0.438	rumalus
segregate	anger	0.437	eraldama
oblivion	anger	0.437	unustusse
payback	anger	0.436	tasuvus
incongruous	anger	0.435	kokkusobimatu
eviction	anger	0.435	väljatõstmine
collusion	anger	0.432	kokkumängu
rob	anger	0.431	röövida
ravenous	anger	0.429	ahne
overrun	anger	0.429	ülejooks
infidelity	anger	0.429	truudusetus
harbinger	anger	0.426	kuulutaja
painful	anger	0.426	valus
getoverit	anger	0.426	saa üle
martial	anger	0.426	võitluslik
rejection	anger	0.426	tagasilükkamine
incredulous	anger	0.426	uskmatu
stupidrain	anger	0.426	rumalus
defense	anger	0.425	kaitse
enforce	anger	0.424	jõustada
commotion	anger	0.424	segadus
censor	anger	0.424	tsensor
gonorrhea	anger	0.424	gonorröa
fraudulent	anger	0.424	petturlik
unsympathetic	anger	0.424	ebasümpaatne
fallacious	anger	0.424	ekslik
greed	anger	0.424	ahnus
defraud	anger	0.424	petta
banger	anger	0.424	paugutaja
concealment	anger	0.424	varjamine
fuss	anger	0.424	sebima
exasperation	anger	0.424	nördimine
disobedience	anger	0.424	sõnakuulmatus
powerful	anger	0.424	võimas
discontent	anger	0.424	rahulolematust
indecency	anger	0.424	sündsusetust
sedition	anger	0.422	mäss
deportation	anger	0.422	küüditamine
cracked	anger	0.422	mõranenud
bang	anger	0.422	pauk
barb	anger	0.422	barb
duel	anger	0.422	duell
sarcasm	anger	0.422	sarkasm
cur	anger	0.422	cur
misrepresented	anger	0.422	valesti esitatud
annoyance	anger	0.422	tüütust
scar	anger	0.422	arm
nettle	anger	0.422	nõges
banishment	anger	0.422	pagendamine
snubbed	anger	0.422	nuuskinud
penitentiary	anger	0.422	karistusasutus
penetration	anger	0.422	tungimine
blatant	anger	0.420	räige
force	anger	0.418	jõudu
perverse	anger	0.415	perversne
wring	anger	0.415	väänata
bastion	anger	0.413	bastion
grim	anger	0.413	sünge
moody	anger	0.412	tujukas
tiff	anger	0.412	tiff
nothappy	anger	0.412	ei ole rahul
surly	anger	0.412	tige
sordid	anger	0.412	kurb
hunting	anger	0.411	jahipidamine
indenture	anger	0.410	sissekanne
forfeit	anger	0.409	kaotada
areyoukiddingme	anger	0.409	Kas sa teed nalja
reproach	anger	0.409	etteheiteid
sham	anger	0.409	teeseldud
awful	anger	0.409	kohutav
compulsion	anger	0.409	sund
implicate	anger	0.409	kaasata
contradict	anger	0.409	vastuolus
inept	anger	0.409	saamatu
supremacy	anger	0.409	ülemvõimu
sneak	anger	0.409	hiilima
disappoint	anger	0.409	pettumust valmistama
blockade	anger	0.409	blokaad
detainee	anger	0.409	kinnipeetav
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	valetades
rail	anger	0.406	raudtee
forsaken	anger	0.406	hüljatud
cacophony	anger	0.406	kakofoonia
antipathy	anger	0.406	antipaatia
wop	anger	0.406	wop
badger	anger	0.406	mäger
tremor	anger	0.406	värin
inequality	anger	0.406	ebavõrdsus
delusion	anger	0.406	pettekujutelm
unthinkable	anger	0.406	mõeldamatu
onerous	anger	0.406	koormav
wrongdoing	anger	0.406	pahategu
nuisance	anger	0.406	nuhtlus
scrapie	anger	0.406	skreipi
epidemic	anger	0.406	epideemia
arguments	anger	0.404	argumendid
affront	anger	0.403	solvav
traumatic	anger	0.402	traumaatiline
sodding	anger	0.400	sodimine
libel	anger	0.400	laimu
annoys	anger	0.400	tüütab
soslow	anger	0.398	soslow
watchout	anger	0.398	Vaata ette
frenetic	anger	0.397	meeletu
remiss	anger	0.397	maha jätma
barge	anger	0.396	praam
sue	anger	0.394	kohtusse kaevata
keyed	anger	0.394	võtmega
actionable	anger	0.394	tegevuskõlbulik
extinguish	anger	0.394	kustutama
fraud	anger	0.394	pettus
untoward	anger	0.394	ebasoodne
illegal	anger	0.394	illegaalne
nag	anger	0.394	näägutama
boxing	anger	0.394	poks
confiscate	anger	0.394	konfiskeeri
howl	anger	0.394	ulguma
whatsthepoint	anger	0.394	mis point on
rabble	anger	0.394	rabelemine
unfriendly	anger	0.394	ebasõbralik
disrespect	anger	0.394	lugupidamatus
dangit	anger	0.394	Pagan võtaks
brimstone	anger	0.392	väävlikivi
dissolution	anger	0.391	lahustumine
rigged	anger	0.391	taglastatud
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	maavärin
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	hoolimatus
disagree	anger	0.389	ei nõustu
lawsuit	anger	0.386	kohtuasi
disused	anger	0.382	kasutuseta
despair	anger	0.382	meeleheide
immorality	anger	0.382	ebamoraalsus
coerce	anger	0.379	sundima
firstworldprobs	anger	0.379	esimese maailma probleemid
touchy	anger	0.379	tundlik
pokes	anger	0.379	torkab
falsification	anger	0.379	võltsimine
rifle	anger	0.379	püss
sizzle	anger	0.379	siblima
incurable	anger	0.379	ravimatu
difficulty	anger	0.379	raskus
sore	anger	0.379	valus
picket	anger	0.378	pikett
concussion	anger	0.377	põrutus
stuckup	anger	0.375	kinni jäänud
militia	anger	0.375	miilits
rawr	anger	0.375	rawr
faulty	anger	0.375	vigane
sly	anger	0.375	kaval
disillusionment	anger	0.375	pettumus
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	lõksu
infantile	anger	0.375	infantiilne
pessimism	anger	0.375	pessimism
remand	anger	0.375	eelvangistus
cannon	anger	0.375	kahur
vindicate	anger	0.371	õigustada
inhibit	anger	0.371	pärssida
distressing	anger	0.371	ängistav
nepotism	anger	0.371	onupojapoliitika
schizophrenia	anger	0.369	skisofreenia
skewed	anger	0.368	viltu
disreputable	anger	0.368	halva mainega
forbidding	anger	0.368	keelab
conquest	anger	0.367	vallutus
bark	anger	0.365	koor
leukemia	anger	0.365	leukeemia
disapprove	anger	0.364	pahaks panna
warrior	anger	0.364	sõdalane
barks	anger	0.364	haugub
retarded	anger	0.364	mahajäänud
unhappy	anger	0.364	õnnetu
burke	anger	0.364	burke
challenge	anger	0.364	väljakutse
belt	anger	0.364	vöö
litigate	anger	0.359	kaebama
paucity	anger	0.359	vähesus
opinionated	anger	0.359	arvamuslik
disliked	anger	0.359	ei meeldinud
aftermath	anger	0.359	järelmõju
restriction	anger	0.359	piirang
cad	anger	0.359	cad
incompetence	anger	0.359	ebakompetentsus
loudness	anger	0.359	helitugevus
broken	anger	0.359	katki
polemic	anger	0.359	poleemika
sectarian	anger	0.359	sektant
controversial	anger	0.359	vastuoluline
interrupting	anger	0.358	katkestades
fussy	anger	0.357	kiuslik
wench	anger	0.353	neitsimees
remove	anger	0.351	eemaldada
brat	anger	0.351	jõmpsikas
gruff	anger	0.351	tõre
misbehavior	anger	0.351	väärkäitumine
scarcity	anger	0.350	nappus
losing	anger	0.349	kaotamas
stigma	anger	0.348	häbimärgistamine
deserted	anger	0.348	mahajäetud
timewasters	anger	0.348	ajaraiskajad
disagreement	anger	0.348	lahkarvamus
defect	anger	0.348	defekt
hardened	anger	0.348	karastatud
lie	anger	0.348	valetama
ulcer	anger	0.348	haavand
retract	anger	0.348	tagasi tõmbama
untrustworthy	anger	0.348	ebausaldusväärne
pest	anger	0.348	kahjur
disappointed	anger	0.348	pettunud
bias	anger	0.345	eelarvamus
negation	anger	0.344	eitus
bothering	anger	0.344	häiriv
stripped	anger	0.344	kooritud
antisocial	anger	0.344	antisotsiaalne
pirate	anger	0.344	piraat
stingy	anger	0.344	ihne
shoddy	anger	0.344	kehv
unreliable	anger	0.344	ebausaldusväärne
shaky	anger	0.344	raputav
misleading	anger	0.344	eksitav
unsettled	anger	0.344	rahutu
evade	anger	0.344	kõrvale hiilima
anxiety	anger	0.344	ärevus
disclaim	anger	0.344	loobuma
deterioration	anger	0.344	halvenemine
impotence	anger	0.344	impotentsus
interminable	anger	0.343	lõputu
disease	anger	0.341	haigus
meddle	anger	0.341	sekkuma
warp	anger	0.340	lõime
averse	anger	0.338	vastumeelne
infamous	anger	0.338	kurikuulus
alcoholism	anger	0.338	alkoholism
row	anger	0.337	rida
staticky	anger	0.336	staatiline
illegitimate	anger	0.333	ebaseaduslik
encumbrance	anger	0.333	koormamine
witchcraft	anger	0.333	nõidus
interrupt	anger	0.333	vahele segama
scorpion	anger	0.333	skorpion
ill	anger	0.333	haige
sinner	anger	0.331	patune
inconsiderate	anger	0.329	hoolimatu
hulk	anger	0.329	hulk
prohibited	anger	0.328	keelatud
dashed	anger	0.328	katkendlik
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	diskvalifitseeritud
spammers	anger	0.328	rämpspostitajad
phony	anger	0.328	võlts
tighten	anger	0.328	pingutage
dislocated	anger	0.328	nihestatud
scapegoat	anger	0.328	patuoinas
victim	anger	0.328	ohver
opponent	anger	0.328	vastane
hiss	anger	0.328	susisema
crusade	anger	0.328	ristisõda
grumpy	anger	0.328	tõre
resisting	anger	0.328	vastupanu osutades
inappropriate	anger	0.324	sobimatu
haye	anger	0.324	hein
loss	anger	0.324	kaotus
trickery	anger	0.324	trikitamine
eschew	anger	0.324	vältima
neglected	anger	0.324	tähelepanuta jäetud
canker	anger	0.323	vähk
muff	anger	0.318	muhv
crunch	anger	0.318	prõks
duplicity	anger	0.318	kahepalgelisus
criticism	anger	0.318	kriitikat
queues	anger	0.318	järjekorrad
shriek	anger	0.316	karjuda
depreciate	anger	0.315	amortiseerida
dismissal	anger	0.312	vallandamine
chaff	anger	0.312	aganad
dramaqueen	anger	0.312	draamakuninganna
poverty	anger	0.312	vaesus
carelessness	anger	0.312	hoolimatus
deflate	anger	0.312	tühjendada
dumps	anger	0.312	prügimäed
dupe	anger	0.312	loll
mortality	anger	0.312	suremus
revving	anger	0.309	pöörded
disallowed	anger	0.308	keelatud
boisterous	anger	0.307	kärarikas
thoughtless	anger	0.307	mõtlematu
burial	anger	0.304	matmine
wince	anger	0.303	võpatama
theocratic	anger	0.303	teokraatlik
sullen	anger	0.303	pahur
involution	anger	0.300	involutsioon
misuse	anger	0.297	väärkasutamine
taxed	anger	0.297	maksustatud
senseless	anger	0.297	mõttetu
talons	anger	0.297	küünised
stalemate	anger	0.297	ummikseisu
getyourown	anger	0.297	saada endale
hoax	anger	0.297	pettus
depreciated	anger	0.297	amortiseerunud
depressed	anger	0.297	masendunud
wasteful	anger	0.297	raiskav
paralysis	anger	0.295	halvatus
displaced	anger	0.294	ümberasustatud
limited	anger	0.292	piiratud
disapointment	anger	0.290	pettumus
orc	anger	0.289	ork
ridiculous	anger	0.289	naeruväärne
homeless	anger	0.288	kodutu
spine	anger	0.288	selgroog
teasing	anger	0.288	kiusamine
presumptuous	anger	0.288	edev
react	anger	0.288	reageerida
sharpen	anger	0.288	teritama
barrier	anger	0.287	barjäär
hoot	anger	0.287	hooti
twitchy	anger	0.287	tõmblev
myopia	anger	0.283	lühinägelikkus
flexin	anger	0.281	flexin
lagging	anger	0.281	mahajäänud
contraband	anger	0.281	salakaubavedu
incompatible	anger	0.281	Sobimatu
shiver	anger	0.281	värisema
spam	anger	0.281	spämm
agh	anger	0.281	agh
disconnects	anger	0.281	katkestab ühenduse
delinquent	anger	0.281	kurjategija
restitution	anger	0.281	tagastamine
foray	anger	0.279	pealetung
troll	anger	0.279	troll
unfairness	anger	0.279	ebaõiglus
buffering	anger	0.279	puhverdamine
noncompliance	anger	0.279	mittevastavus
nether	anger	0.278	allapoole
bogus	anger	0.273	võlts
immaturity	anger	0.273	ebaküpsus
uncaring	anger	0.273	hoolimatu
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	tormakas
shock	anger	0.269	šokk
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	mittehommikune inimene
feminism	anger	0.266	feminism
inoperative	anger	0.266	mittetoimiv
bear	anger	0.266	karu
inconvenient	anger	0.266	ebamugav
latent	anger	0.266	latentne
defendant	anger	0.266	kaitstav
nopoint	anger	0.266	pole mõtet
rapping	anger	0.266	räppimine
pry	anger	0.266	piiluma
quandary	anger	0.266	kiuslik
interrupts	anger	0.265	katkestab
fluctuation	anger	0.265	kõikumine
exaggerate	anger	0.263	liialdama
lose	anger	0.261	kaotada
patter	anger	0.258	patsutada
furnace	anger	0.258	kolle
stone	anger	0.258	kivi
tease	anger	0.258	kiusama
shoplifting	anger	0.258	poevargused
soldier	anger	0.258	sõdur
incompetent	anger	0.257	ebakompetentne
indoctrination	anger	0.255	indoktrineerimine
rocket	anger	0.250	rakett
skid	anger	0.250	libisemine
noisy	anger	0.250	lärmakas
notoriety	anger	0.250	kurikuulsus
cane	anger	0.250	kepp
unfollow	anger	0.250	jälgimise lõpetama
tripping	anger	0.250	komistamine
attentionseeker	anger	0.250	tähelepanu otsija
mastery	anger	0.250	meisterlikkust
socialist	anger	0.250	sotsialistlik
falsehood	anger	0.250	vale
complicate	anger	0.250	keeruliseks teha
lawyer	anger	0.250	advokaat
untrue	anger	0.250	vale
nonsense	anger	0.250	jama
pouting	anger	0.250	punnitamine
witch	anger	0.242	nõid
detract	anger	0.242	kahandama
obstacle	anger	0.242	takistuseks
halter	anger	0.242	päitsed
fenced	anger	0.242	tarastatud
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	ei saa aru
vampire	anger	0.242	vampiir
ringer	anger	0.242	helin
frowning	anger	0.239	kulmu kortsutades
saber	anger	0.238	mõõk
hunger	anger	0.235	nälg
shell	anger	0.234	kest
wokemeup	anger	0.234	äratas mind üles
recession	anger	0.234	majanduslangus
failing	anger	0.234	läbi kukkuma
dabbling	anger	0.234	tuhnimine
politics	anger	0.234	poliitika
lava	anger	0.234	laava
rascal	anger	0.234	lurjus
imtryingtosleep	anger	0.234	uinuda proovimas
tariff	anger	0.234	tariif
undesirable	anger	0.231	ebasoovitav
darkness	anger	0.227	pimedus
versus	anger	0.227	versus
copycat	anger	0.227	kopeeriv
resign	anger	0.227	tagasi astuma
soaked	anger	0.226	läbimärjaks
unfulfilled	anger	0.225	täitmata
abandoned	anger	0.222	mahajäetud
unattainable	anger	0.221	kättesaamatu
owing	anger	0.221	võlgu
bankruptcy	anger	0.221	pankrotti
misconception	anger	0.219	eksiarvamus
tool	anger	0.219	tööriist
warden	anger	0.219	korrapidaja
compress	anger	0.219	suruma kokku
mosquito	anger	0.219	sääsk
whiny	anger	0.219	vinguvad
somethingigetalot	anger	0.219	midagigigetalot
confusion	anger	0.219	segadus
unhelpful	anger	0.219	abitu
twitching	anger	0.219	tõmblemine
nosey	anger	0.213	uudishimulik
overpriced	anger	0.212	ülehinnatud
adder	anger	0.212	liitja
harry	anger	0.212	Harry
shortage	anger	0.212	puudus
melodrama	anger	0.212	melodraama
possession	anger	0.206	omamine
desert	anger	0.206	kõrb
overplayed	anger	0.206	üle mängitud
unpaid	anger	0.203	tasumata
powerless	anger	0.203	jõuetu
sentence	anger	0.203	lause
inefficient	anger	0.203	ebaefektiivne
arraignment	anger	0.203	kohtumõistmine
pout	anger	0.203	turske
unlucky	anger	0.203	õnnetu
rook	anger	0.203	vanker
backbone	anger	0.203	selgroog
uninvited	anger	0.203	kutsumata
court	anger	0.199	kohus
endless	anger	0.198	lõputu
adverts	anger	0.197	kuulutused
distracted	anger	0.197	hajameelne
delay	anger	0.197	viivitus
misstatement	anger	0.197	väärkajastamine
misunderstanding	anger	0.195	arusaamatus
inadmissible	anger	0.191	vastuvõetamatu
excite	anger	0.191	erutada
lightning	anger	0.189	välk
preclude	anger	0.188	välistama
mournful	anger	0.188	leinav
insecure	anger	0.188	ebakindel
incase	anger	0.188	juhul kui
mutter	anger	0.182	pomisesin
pare	anger	0.182	pare
rating	anger	0.182	hinnang
claimant	anger	0.182	nõudja
insist	anger	0.182	nõudma
mistress	anger	0.182	armuke
distracting	anger	0.182	häiriv
opium	anger	0.180	oopium
deserve	anger	0.176	väärima
willful	anger	0.176	tahtlik
treat	anger	0.175	ravida
insists	anger	0.175	nõuab
excitation	anger	0.172	erutus
mighty	anger	0.172	vägev
liberate	anger	0.172	vabastada
indecisive	anger	0.172	otsustusvõimetu
hormonal	anger	0.172	hormonaalne
peice	anger	0.172	peice
gibberish	anger	0.172	jama
misplace	anger	0.172	vale koht
fee	anger	0.172	tasu
thanksalot	anger	0.172	tänud
fleece	anger	0.172	fliis
yelp	anger	0.168	kisa
mule	anger	0.167	muul
unequal	anger	0.167	ebavõrdne
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	läbirääkimised
insufficiency	anger	0.167	puudulikkus
insignificant	anger	0.167	tähtsusetu
attentionseekers	anger	0.163	tähelepanu otsijad
coop	anger	0.156	coop
rheumatism	anger	0.156	reuma
forearm	anger	0.156	küünarvarre
indifference	anger	0.156	ükskõiksus
underpaid	anger	0.152	alamakstud
involvement	anger	0.152	kaasamine
justthebeginning	anger	0.152	alles algus
disinformation	anger	0.152	desinformatsioon
uncertain	anger	0.152	ebakindel
bee	anger	0.152	mesilane
attorney	anger	0.152	advokaat
pretending	anger	0.152	teeskledes
campaigning	anger	0.151	kampaania korraldamine
hopelessness	anger	0.149	lootusetus
feeling	anger	0.147	tunne
legalized	anger	0.145	legaliseeritud
caution	anger	0.145	ettevaatust
sterling	anger	0.141	naelsterling
morals	anger	0.141	moraali
subsidy	anger	0.141	toetus
obliging	anger	0.141	kohustav
wimpy	anger	0.140	nõme
bummer	anger	0.139	jama
saloon	anger	0.136	salong
blemish	anger	0.136	plekk
misspell	anger	0.136	kirjaviga
repay	anger	0.136	tagasi maksma
surcharge	anger	0.136	lisatasu
geez	anger	0.136	pagan
birch	anger	0.135	kask
noob	anger	0.133	algaja
honk	anger	0.133	müra
orchestra	anger	0.132	orkester
wireless	anger	0.125	juhtmevaba
competitive	anger	0.125	konkurentsivõimeline
standstill	anger	0.125	seisak
inattention	anger	0.121	tähelepanematus
reversal	anger	0.121	ümberpööramine
lace	anger	0.118	pits
elbow	anger	0.117	küünarnukk
instinctive	anger	0.112	instinktiivne
chant	anger	0.111	laulda
gnome	anger	0.109	päkapikk
lonely	anger	0.109	üksildane
tolerate	anger	0.106	taluma
management	anger	0.102	juhtimine
advocacy	anger	0.100	propageerimine
moral	anger	0.094	moraalne
roadworks	anger	0.091	teetööd
honest	anger	0.087	aus
gent	anger	0.076	härra
forgetful	anger	0.076	unustav
liquor	anger	0.075	likööri
money	anger	0.074	raha
hood	anger	0.071	kapuuts
curriculum	anger	0.063	õppekava
words	anger	0.062	sõnad
smell	anger	0.061	lõhn
playful	anger	0.061	mänguline
opera	anger	0.061	ooper
elf	anger	0.061	päkapikk
nurture	anger	0.059	kasvatada
trumpet	anger	0.059	trompet
counsellor	anger	0.059	nõustaja
asleeep	anger	0.059	magama jäänud
birthplace	anger	0.051	sünnikoht
ribbon	anger	0.047	Pael
youth	anger	0.045	noorus
vote	anger	0.045	hääletada
cash	anger	0.039	sularaha
wannasleep	anger	0.031	tahan magada
waffle	anger	0.030	vahvel
dame	anger	0.030	daam
