English Word	Emotion	Emotion-Intensity-Score	Georgian Word
obstruct	anger	0.500	დაბრკოლება
possessed	anger	0.500	ფლობდა
injustice	anger	0.500	უსამართლობას
fervor	anger	0.500	მხურვალება
spear	anger	0.500	შუბი
derision	anger	0.500	დაცინვა
intractable	anger	0.500	განუყრელი
reject	anger	0.500	უარყოს
dominate	anger	0.500	დომინირებს
ordeal	anger	0.500	განსაცდელი
banished	anger	0.500	განდევნილი
rejects	anger	0.500	უარყოფს
shun	anger	0.500	ერიდებიან
brunt	anger	0.500	ბრუნტი
derogation	anger	0.500	დეროგაცია
frenzied	anger	0.500	გაცოფებული
animus	anger	0.500	ანიმუსი
suppression	anger	0.500	ჩახშობა
malpractice	anger	0.500	არასწორი პრაქტიკა
brazen	anger	0.500	თავხედი
foaming	anger	0.500	ქაფიანი
disrupting	anger	0.500	არღვევს
nobodycares	anger	0.500	არავის ადარდებს
patronising	anger	0.500	მფარველობს
getoveryourself	anger	0.495	სძლიე შენს თავს
toughness	anger	0.492	სიმტკიცე
stupidpeople	anger	0.492	სულელი ხალხი
madness	anger	0.491	სიგიჟე
sinful	anger	0.491	ცოდვილი
avarice	anger	0.490	სიძუნწე
oppress	anger	0.490	დაჩაგრავენ
cutting	anger	0.485	ჭრის
anathema	anger	0.485	ანათემა
annoyed	anger	0.485	გაღიზიანებული
dissident	anger	0.485	დისიდენტი
demand	anger	0.485	მოთხოვნა
usurp	anger	0.485	უზურპაცია
claw	anger	0.485	კლანჭა
alienate	anger	0.485	გაუცხოება
infraction	anger	0.485	დარღვევა
avenger	anger	0.485	შურისმაძიებელი
revoke	anger	0.485	გაუქმება
smuggler	anger	0.485	კონტრაბანდისტი
abolish	anger	0.485	გააუქმოს
fricking	anger	0.485	ფრიკინგი
stayaway	anger	0.485	თავი შორს დაიჭირე
pervert	anger	0.485	გარყვნილი
disservice	anger	0.485	უსარგებლობა
disobedient	anger	0.485	დაუმორჩილებელი
incest	anger	0.485	ინცესტი
complaint	anger	0.485	საჩივარი
disapproved	anger	0.485	არ მოიწონა
inhuman	anger	0.485	არაადამიანური
mocking	anger	0.484	დამცინავი
penalty	anger	0.484	ჯარიმა
renounce	anger	0.484	უარი თქვას
restrain	anger	0.484	შეკავება
upheaval	anger	0.484	აჯანყება
deceit	anger	0.484	მოტყუება
obnoxious	anger	0.484	საზიზღარი
imprisoned	anger	0.484	დააპატიმრეს
strained	anger	0.484	დაძაბული
blame	anger	0.484	ბრალი
oust	anger	0.484	განდევნა
litigious	anger	0.484	სასამართლო
rivalry	anger	0.484	მეტოქეობა
sucker	anger	0.484	მწოვარი
opposed	anger	0.484	ეწინააღმდეგებოდა
thresh	anger	0.484	თლილი
disgrace	anger	0.484	შერცხვენა
suspicious	anger	0.484	საეჭვო
turbulence	anger	0.483	ტურბულენტობა
pound	anger	0.481	გირვანქა
coldness	anger	0.477	სიცივე
ungrateful	anger	0.472	უმადური
stoopid	anger	0.471	მოღუშული
battalion	anger	0.471	ბატალიონი
feudalism	anger	0.470	ფეოდალიზმი
hostage	anger	0.470	მძევალი
annoying	anger	0.470	შემაწუხებელი
dispossessed	anger	0.470	უპატრონო
subversion	anger	0.470	დივერსია
friction	anger	0.470	ხახუნის
jealous	anger	0.470	ეჭვიანი
adversity	anger	0.470	უბედურება
infidel	anger	0.470	ურწმუნო
gall	anger	0.470	ნაღველი
accuser	anger	0.470	ბრალმდებელი
ram	anger	0.470	ვერძი
armament	anger	0.470	შეიარაღება
thump	anger	0.469	დარტყმა
dislike	anger	0.469	არ მომწონს
steal	anger	0.469	მოპარვა
backoff	anger	0.469	უკან დახევა
stifled	anger	0.469	დაახრჩო
incite	anger	0.469	წაქეზება
distress	anger	0.469	გაჭირვება
angermanagement	anger	0.469	ბრაზის კონტროლი
selfish	anger	0.469	ეგოისტური
injury	anger	0.469	ტრავმა
exile	anger	0.469	გადასახლება
insanity	anger	0.469	სიგიჟე
offense	anger	0.469	დანაშაული
objection	anger	0.469	წინააღმდეგობა
smother	anger	0.469	ჩახშობა
disruption	anger	0.469	შეფერხება
intolerance	anger	0.469	შეუწყნარებლობა
disobey	anger	0.469	დაუმორჩილებლობა
selfishness	anger	0.469	ეგოიზმი
recidivism	anger	0.469	რეციდივიზმი
subversive	anger	0.469	დივერსიული
huff	anger	0.469	ხუფ
plunder	anger	0.469	ძარცვა
opposition	anger	0.469	ოპოზიცია
complain	anger	0.469	ჩივიან
perpetrator	anger	0.469	დამნაშავე
simmer	anger	0.469	ხარშეთ
areyoukidding	anger	0.468	მეღადავები
mug	anger	0.467	ჭიქა
agony	anger	0.465	აგონია
arrogant	anger	0.461	ამპარტავანი
sux	anger	0.456	სუქსი
vent	anger	0.456	გამწოვი
elimination	anger	0.456	აღმოფხვრა
picketing	anger	0.456	პიკეტირება
haughty	anger	0.456	ქედმაღალი
grated	anger	0.455	გახეხილი
flagrant	anger	0.455	უხეში
busted	anger	0.455	გაანადგურეს
crabby	anger	0.455	კრაბი
dying	anger	0.455	მომაკვდავი
idiocy	anger	0.455	იდიოტიზმი
impermeable	anger	0.455	წყალგაუმტარი
stubbed	anger	0.455	შეჭმუხნული
illegality	anger	0.455	უკანონობა
veto	anger	0.455	ვეტო
constraint	anger	0.455	შეზღუდვა
mislead	anger	0.455	შეცდომაში შეყვანა
illicit	anger	0.455	უკანონო
troublesome	anger	0.455	პრობლემური
clamor	anger	0.455	ხმაური
bayonet	anger	0.453	ბაიონეტი
suppress	anger	0.453	ჩაახშო
intense	anger	0.453	ინტენსიური
displeased	anger	0.453	უკმაყოფილო
disapproving	anger	0.453	უკმაყოფილო
hysterical	anger	0.453	ისტერიული
struggle	anger	0.453	ბრძოლა
godless	anger	0.453	უღვთო
desist	anger	0.453	შეწყვიტოს
usurped	anger	0.453	უზურპირებული
despotism	anger	0.453	დესპოტიზმი
disagreeing	anger	0.453	არ ეთანხმება
bad	anger	0.453	ცუდი
unlawful	anger	0.451	უკანონო
wrongly	anger	0.448	არასწორად
repellent	anger	0.442	მომგერიებელი
dishonor	anger	0.441	შეურაცხყოფა
psychosis	anger	0.441	ფსიქოზი
wasted	anger	0.441	გაფლანგა
wrongful	anger	0.441	არასწორი
foe	anger	0.441	მტერი
aversion	anger	0.440	ზიზღი
gahhh	anger	0.439	გაჰჰჰ
knuckles	anger	0.439	მუხლებზე
ultimatum	anger	0.439	ულტიმატუმი
schism	anger	0.439	განხეთქილება
upset	anger	0.439	ნაწყენი
effigy	anger	0.439	ფიგურა
punitive	anger	0.439	დამსჯელი
worthless	anger	0.438	უსარგებლო
separatist	anger	0.438	სეპარატისტი
ransom	anger	0.438	გამოსყიდვა
deny	anger	0.438	უარყოფენ
fugitive	anger	0.438	გაქცეული
mucked	anger	0.438	დაბნეული
abandonment	anger	0.438	მიტოვება
irritation	anger	0.438	გაღიზიანება
deleterious	anger	0.438	მავნე
stupidity	anger	0.438	სისულელე
segregate	anger	0.437	გამოყოფა
oblivion	anger	0.437	დავიწყება
payback	anger	0.436	ანაზღაურება
incongruous	anger	0.435	შეუსაბამო
eviction	anger	0.435	გამოსახლება
collusion	anger	0.432	შეთქმულება
rob	anger	0.431	გაძარცვავენ
ravenous	anger	0.429	მტაცებელი
overrun	anger	0.429	გადაფარვა
infidelity	anger	0.429	ღალატი
harbinger	anger	0.426	წინამძღვარი
painful	anger	0.426	მტკივნეული
getoverit	anger	0.426	გადამეტება
martial	anger	0.426	საბრძოლო
rejection	anger	0.426	უარყოფა
incredulous	anger	0.426	დაუჯერებელი
stupidrain	anger	0.426	სულელური
defense	anger	0.425	დაცვა
enforce	anger	0.424	აღასრულოს
commotion	anger	0.424	მღელვარება
censor	anger	0.424	ცენზურა
gonorrhea	anger	0.424	გონორეა
fraudulent	anger	0.424	თაღლითური
unsympathetic	anger	0.424	არასიმპატიური
fallacious	anger	0.424	მცდარი
greed	anger	0.424	სიხარბე
defraud	anger	0.424	მოტყუება
banger	anger	0.424	ბანგერი
concealment	anger	0.424	დამალვა
fuss	anger	0.424	აურზაური
exasperation	anger	0.424	აღშფოთება
disobedience	anger	0.424	დაუმორჩილებლობა
powerful	anger	0.424	ძლიერი
