English Word	Emotion	Emotion-Intensity-Score	Maltese Word
intolerance	anger	0.469	intolleranza
disobey	anger	0.469	ma jobdix
selfishness	anger	0.469	egoiżmu
recidivism	anger	0.469	reċediv
subversive	anger	0.469	sovversiv
huff	anger	0.469	huff
plunder	anger	0.469	serq
opposition	anger	0.469	oppożizzjoni
complain	anger	0.469	jilmentaw
perpetrator	anger	0.469	awtur
simmer	anger	0.469	ttektek
areyoukidding	anger	0.468	int qed tiċċajta
mug	anger	0.467	mug
agony	anger	0.465	agunija
arrogant	anger	0.461	arroganti
sux	anger	0.456	sux
vent	anger	0.456	vent
elimination	anger	0.456	eliminazzjoni
picketing	anger	0.456	picketing
haughty	anger	0.456	kburin
grated	anger	0.455	maħkuk
flagrant	anger	0.455	flagranti
busted	anger	0.455	busted
crabby	anger	0.455	crabby
dying	anger	0.455	imutu
idiocy	anger	0.455	idiocy
impermeable	anger	0.455	impermeabbli
stubbed	anger	0.455	stubbed
illegality	anger	0.455	illegalità
veto	anger	0.455	veto
constraint	anger	0.455	restrizzjoni
mislead	anger	0.455	iqarraq
illicit	anger	0.455	illeċitu
troublesome	anger	0.455	idejqek
clamor	anger	0.455	clamor
bayonet	anger	0.453	bayonet
suppress	anger	0.453	jrażżnu
intense	anger	0.453	intensa
displeased	anger	0.453	dispjaċir
disapproving	anger	0.453	ma japprovawx
hysterical	anger	0.453	isteriku
struggle	anger	0.453	ġlieda
godless	anger	0.453	bla Alla
desist	anger	0.453	nieqes
usurped	anger	0.453	usurpata
despotism	anger	0.453	despotiżmu
disagreeing	anger	0.453	ma taqbilx
bad	anger	0.453	ħażin
unlawful	anger	0.451	illegali
wrongly	anger	0.448	ħażin
repellent	anger	0.442	repellent
dishonor	anger	0.441	diżunur
psychosis	anger	0.441	psikożi
wasted	anger	0.441	moħli
wrongful	anger	0.441	inġusta
foe	anger	0.441	ghadu
aversion	anger	0.440	stmerrija
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knuckes
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schiżma
upset	anger	0.439	imdejjaq
effigy	anger	0.439	effiġja
punitive	anger	0.439	punittiv
worthless	anger	0.438	bla valur
separatist	anger	0.438	separatista
ransom	anger	0.438	fidwa
deny	anger	0.438	jiċħad
fugitive	anger	0.438	maħrub
mucked	anger	0.438	mucked
abandonment	anger	0.438	abbandun
irritation	anger	0.438	irritazzjoni
deleterious	anger	0.438	ta' ħsara
stupidity	anger	0.438	stupidità
segregate	anger	0.437	tissegrega
oblivion	anger	0.437	oblivion
payback	anger	0.436	ħlas lura
incongruous	anger	0.435	incongruous
eviction	anger	0.435	żgumbrament
collusion	anger	0.432	kollużjoni
rob	anger	0.431	jisraq
ravenous	anger	0.429	ravenous
overrun	anger	0.429	qbiż
infidelity	anger	0.429	infedeltà
harbinger	anger	0.426	presbiter
painful	anger	0.426	bl-uġigħ
getoverit	anger	0.426	getoverit
martial	anger	0.426	marzjali
rejection	anger	0.426	rifjut
incredulous	anger	0.426	inkredibbli
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	difiża
enforce	anger	0.424	jinforza
commotion	anger	0.424	kommozzjoni
censor	anger	0.424	jiċċensuraw
gonorrhea	anger	0.424	gonorrea
fraudulent	anger	0.424	frawdolenti
unsympathetic	anger	0.424	bla simpatija
fallacious	anger	0.424	fallacious
greed	anger	0.424	regħba
defraud	anger	0.424	frodi
banger	anger	0.424	banger
concealment	anger	0.424	ħabi
fuss	anger	0.424	tfixkil
exasperation	anger	0.424	eżasperazzjoni
disobedience	anger	0.424	diżubbidjenza
powerful	anger	0.424	qawwija
discontent	anger	0.424	skuntentizza
indecency	anger	0.424	indeċenza
sedition	anger	0.422	sedizzjoni
deportation	anger	0.422	deportazzjoni
cracked	anger	0.422	maqsum
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	dwell
sarcasm	anger	0.422	sarkasm
cur	anger	0.422	cur
misrepresented	anger	0.422	rappreżentat ħażin
annoyance	anger	0.422	dwejjaq
scar	anger	0.422	ċikatriċi
nettle	anger	0.422	ħurrieq
banishment	anger	0.422	tkeċċija
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	penitenzjarju
penetration	anger	0.422	penetrazzjoni
blatant	anger	0.420	sfaċċat
force	anger	0.418	forza
perverse	anger	0.415	pervers
wring	anger	0.415	wring
bastion	anger	0.413	bastjun
grim	anger	0.413	skura
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	mhux kuntent
surly	anger	0.412	surly
sordid	anger	0.412	sordid
hunting	anger	0.411	kaċċa
indenture	anger	0.410	indenture
forfeit	anger	0.409	mitlufa
areyoukiddingme	anger	0.409	int qed tiċċajta
reproach	anger	0.409	tmaqdar
sham	anger	0.409	finta
awful	anger	0.409	orribbli
compulsion	anger	0.409	kompulsjoni
implicate	anger	0.409	jimplika
contradict	anger	0.409	jikkontradixxu
inept	anger	0.409	inetti
supremacy	anger	0.409	supremazija
sneak	anger	0.409	sneak
disappoint	anger	0.409	jiddiżappunta
blockade	anger	0.409	imblokk
detainee	anger	0.409	detenut
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	gideb
rail	anger	0.406	ferrovija
forsaken	anger	0.406	abbandunat
cacophony	anger	0.406	kakofonija
antipathy	anger	0.406	antipatija
wop	anger	0.406	wop
badger	anger	0.406	badger
tremor	anger	0.406	rogħda
inequality	anger	0.406	inugwaljanza
delusion	anger	0.406	delużjoni
unthinkable	anger	0.406	inkonċepibbli
onerous	anger	0.406	oneruż
wrongdoing	anger	0.406	għemil ħażin
nuisance	anger	0.406	inkonvenjent
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemija
arguments	anger	0.404	argumenti
affront	anger	0.403	affront
traumatic	anger	0.402	trawmatika
sodding	anger	0.400	sodding
libel	anger	0.400	libell
annoys	anger	0.400	iddejjaq
soslow	anger	0.398	soslow
watchout	anger	0.398	oqgħod attent
frenetic	anger	0.397	frenetiku
remiss	anger	0.397	traskurat
barge	anger	0.396	barkun
sue	anger	0.394	jfittex
keyed	anger	0.394	ċavetta
actionable	anger	0.394	azzjonabbli
extinguish	anger	0.394	itfi
fraud	anger	0.394	frodi
untoward	anger	0.394	ħażin
illegal	anger	0.394	illegali
nag	anger	0.394	nag
boxing	anger	0.394	boxing
confiscate	anger	0.394	tikkonfiskaw
howl	anger	0.394	howl
whatsthepoint	anger	0.394	x'inhu l-punt
rabble	anger	0.394	rable
unfriendly	anger	0.394	mhux faċli
disrespect	anger	0.394	nuqqas ta' rispett
dangit	anger	0.394	dangit
brimstone	anger	0.392	sulfur
dissolution	anger	0.391	xoljiment
rigged	anger	0.391	armat
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	terremot
argh	anger	0.391	argh
pique	anger	0.391	pike
recklessness	anger	0.391	imprudenza
disagree	anger	0.389	ma naqbilx
lawsuit	anger	0.386	kawża
disused	anger	0.382	mhux użat
despair	anger	0.382	disprament
immorality	anger	0.382	immoralità
coerce	anger	0.379	sfurzar
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	imissu
pokes	anger	0.379	pokes
falsification	anger	0.379	falsifikazzjoni
rifle	anger	0.379	xkubetta
sizzle	anger	0.379	sizzle
incurable	anger	0.379	inkurabbli
difficulty	anger	0.379	diffikultà
sore	anger	0.379	uġigħ
picket	anger	0.378	picket
concussion	anger	0.377	konkussjoni
stuckup	anger	0.375	imwaħħal
militia	anger	0.375	milizzja
rawr	anger	0.375	rawr
faulty	anger	0.375	difettuż
sly	anger	0.375	imqareb
disillusionment	anger	0.375	diżillużjoni
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	nasba
infantile	anger	0.375	infantili
pessimism	anger	0.375	pessimiżmu
remand	anger	0.375	arrest preventiv
cannon	anger	0.375	kanun
vindicate	anger	0.371	jivvindika
inhibit	anger	0.371	jinibixxi
distressing	anger	0.371	dwejjaq
nepotism	anger	0.371	nepotiżmu
schizophrenia	anger	0.369	skizofrenija
skewed	anger	0.368	imxekkel
disreputable	anger	0.368	bla reputazzjoni
forbidding	anger	0.368	jipprojbixxi
conquest	anger	0.367	konkwista
bark	anger	0.365	qoxra
leukemia	anger	0.365	lewkimja
disapprove	anger	0.364	ma japprovax
warrior	anger	0.364	gwerrier
barks	anger	0.364	qxur
retarded	anger	0.364	ritardati
unhappy	anger	0.364	kuntent
burke	anger	0.364	burke
challenge	anger	0.364	sfida
belt	anger	0.364	ċinturin
litigate	anger	0.359	litiga
paucity	anger	0.359	skarsezza
opinionated	anger	0.359	opinjoni
disliked	anger	0.359	ma għoġbitx
aftermath	anger	0.359	wara
restriction	anger	0.359	restrizzjoni
cad	anger	0.359	kad
incompetence	anger	0.359	inkompetenza
loudness	anger	0.359	loudness
broken	anger	0.359	miksur
polemic	anger	0.359	polemika
sectarian	anger	0.359	settarju
controversial	anger	0.359	kontroversjali
interrupting	anger	0.358	jinterrompi
fussy	anger	0.357	mħawda
wench	anger	0.353	wench
remove	anger	0.351	neħħi
brat	anger	0.351	brat
gruff	anger	0.351	goff
misbehavior	anger	0.351	imġieba ħażina
scarcity	anger	0.350	skarsezza
losing	anger	0.349	titlef
stigma	anger	0.348	stigma
deserted	anger	0.348	abbandunat
timewasters	anger	0.348	timewasters
disagreement	anger	0.348	nuqqas ta’ qbil
defect	anger	0.348	difett
hardened	anger	0.348	imwebbes
lie	anger	0.348	gidba
ulcer	anger	0.348	ulċera
retract	anger	0.348	jirtira
untrustworthy	anger	0.348	inaffidabbli
pest	anger	0.348	pesti
disappointed	anger	0.348	diżappuntat
bias	anger	0.345	preġudizzju
negation	anger	0.344	ċaħda
bothering	anger	0.344	iddejjaq
stripped	anger	0.344	imqaxxar
antisocial	anger	0.344	antisoċjali
pirate	anger	0.344	pirata
stingy	anger	0.344	stingy
shoddy	anger	0.344	shoddy
unreliable	anger	0.344	inaffidabbli
shaky	anger	0.344	jitħawwad
misleading	anger	0.344	qarrieqa
unsettled	anger	0.344	mhux sod
evade	anger	0.344	jevadi
anxiety	anger	0.344	ansjetà
disclaim	anger	0.344	jiċħad
deterioration	anger	0.344	deterjorazzjoni
impotence	anger	0.344	impotenza
interminable	anger	0.343	interminabbli
disease	anger	0.341	mard
meddle	anger	0.341	jindaħal
warp	anger	0.340	medd
averse	anger	0.338	avversarji
infamous	anger	0.338	infami
alcoholism	anger	0.338	alkoħoliżmu
row	anger	0.337	ringiela
staticky	anger	0.336	statiku
illegitimate	anger	0.333	illeġittimu
encumbrance	anger	0.333	piż
witchcraft	anger	0.333	sħaħar
interrupt	anger	0.333	tinterrompi
scorpion	anger	0.333	skorpjun
ill	anger	0.333	marid
sinner	anger	0.331	midneb
inconsiderate	anger	0.329	inkonsiderat
hulk	anger	0.329	hulk
prohibited	anger	0.328	projbit
dashed	anger	0.328	dashed
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	skwalifikat
spammers	anger	0.328	min jispammja
phony	anger	0.328	falz
tighten	anger	0.328	issikka
dislocated	anger	0.328	żlokat
scapegoat	anger	0.328	scapegoat
victim	anger	0.328	vittma
opponent	anger	0.328	avversarju
hiss	anger	0.328	isfar
crusade	anger	0.328	kruċjata
grumpy	anger	0.328	qarmeċ
resisting	anger	0.328	jirreżistu
inappropriate	anger	0.324	mhux xieraq
haye	anger	0.324	haye
loss	anger	0.324	telf
trickery	anger	0.324	qarrieqa
eschew	anger	0.324	jaħrab
neglected	anger	0.324	traskurat
canker	anger	0.323	kankru
muff	anger	0.318	muff
crunch	anger	0.318	kriżi
duplicity	anger	0.318	dupliċità
criticism	anger	0.318	kritika
queues	anger	0.318	kjuwijiet
shriek	anger	0.316	tgħajjat
depreciate	anger	0.315	jiddeprezzaw
dismissal	anger	0.312	tkeċċija
chaff	anger	0.312	karfa
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	faqar
carelessness	anger	0.312	traskuraġni
deflate	anger	0.312	deflate
dumps	anger	0.312	miżbliet
dupe	anger	0.312	dupe
mortality	anger	0.312	mortalità
revving	anger	0.309	revving
disallowed	anger	0.308	mhux permess
boisterous	anger	0.307	ħarxa
thoughtless	anger	0.307	bla ħsieb
burial	anger	0.304	dfin
wince	anger	0.303	wince
theocratic	anger	0.303	teokratiku
sullen	anger	0.303	iebsa
involution	anger	0.300	involuzzjoni
misuse	anger	0.297	użu ħażin
taxed	anger	0.297	intaxxat
senseless	anger	0.297	bla sens
talons	anger	0.297	talons
stalemate	anger	0.297	staġnar
getyourown	anger	0.297	getyourown
hoax	anger	0.297	ingann
depreciated	anger	0.297	deprezzat
depressed	anger	0.297	depressi
wasteful	anger	0.297	ħela
paralysis	anger	0.295	paraliżi
displaced	anger	0.294	spostati
limited	anger	0.292	limitati
disapointment	anger	0.290	diżappunt
orc	anger	0.289	ork
ridiculous	anger	0.289	redikoli
homeless	anger	0.288	bla dar
spine	anger	0.288	sinsla
teasing	anger	0.288	tghajjar
presumptuous	anger	0.288	preżuntuż
react	anger	0.288	jirreaġixxi
sharpen	anger	0.288	tiffoka
barrier	anger	0.287	barriera
hoot	anger	0.287	hoot
twitchy	anger	0.287	twitchy
myopia	anger	0.283	mijopija
flexin	anger	0.281	flexin
lagging	anger	0.281	lura
contraband	anger	0.281	kuntrabandu
incompatible	anger	0.281	inkompatibbli
shiver	anger	0.281	tregħid
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	skonnettja
delinquent	anger	0.281	delinkwenti
restitution	anger	0.281	restituzzjoni
foray	anger	0.279	ħarġa
troll	anger	0.279	troll
unfairness	anger	0.279	inġustizzja
buffering	anger	0.279	buffering
noncompliance	anger	0.279	nuqqas ta' konformità
nether	anger	0.278	qiegħ
bogus	anger	0.273	falz
immaturity	anger	0.273	immaturità
uncaring	anger	0.273	bla ħsieb
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	xokk
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminiżmu
inoperative	anger	0.266	inoperabbli
bear	anger	0.266	iġorr
inconvenient	anger	0.266	inkonvenjenti
latent	anger	0.266	moħbija
defendant	anger	0.266	konvenut
nopoint	anger	0.266	nopoint
rapping	anger	0.266	rapping
pry	anger	0.266	pry
quandary	anger	0.266	kwiet
interrupts	anger	0.265	tinterrompi
fluctuation	anger	0.265	fluttwazzjoni
exaggerate	anger	0.263	jesaġera
lose	anger	0.261	titlef
patter	anger	0.258	patter
furnace	anger	0.258	forn
stone	anger	0.258	ġebel
tease	anger	0.258	tease
shoplifting	anger	0.258	serq minn ħwienet
soldier	anger	0.258	suldat
incompetent	anger	0.257	inkompetenti
indoctrination	anger	0.255	indottrinament
rocket	anger	0.250	rokit
skid	anger	0.250	skid
noisy	anger	0.250	storbjuż
notoriety	anger	0.250	notorjetà
cane	anger	0.250	kannamieli
unfollow	anger	0.250	unfollow
tripping	anger	0.250	tgerbib
attentionseeker	anger	0.250	ifittex l-attenzjoni
mastery	anger	0.250	ħakma
socialist	anger	0.250	soċjalista
falsehood	anger	0.250	falsità
complicate	anger	0.250	ikkomplika
lawyer	anger	0.250	Avukat
untrue	anger	0.250	mhux veru
nonsense	anger	0.250	bluħa
pouting	anger	0.250	ifarfar
witch	anger	0.242	saħħara
detract	anger	0.242	inaqqas
obstacle	anger	0.242	ostaklu
halter	anger	0.242	halter
fenced	anger	0.242	ċnut
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	ma tifhimx
vampire	anger	0.242	vampire
ringer	anger	0.242	ringer
frowning	anger	0.239	ċawża
saber	anger	0.238	saber
hunger	anger	0.235	ġuħ
shell	anger	0.234	qoxra
wokemeup	anger	0.234	wokemeup
recession	anger	0.234	riċessjoni
failing	anger	0.234	tfalli
dabbling	anger	0.234	dabbling
politics	anger	0.234	politika
lava	anger	0.234	lava
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	qed nipprova torqod
tariff	anger	0.234	tariffa
undesirable	anger	0.231	mhux mixtieqa
darkness	anger	0.227	dlam
versus	anger	0.227	kontra
copycat	anger	0.227	kopjatur
resign	anger	0.227	jirriżenja
soaked	anger	0.226	mxarrba
unfulfilled	anger	0.225	mhux sodisfatt
abandoned	anger	0.222	abbandunat
unattainable	anger	0.221	ma jistax jintlaħaq
owing	anger	0.221	minħabba
bankruptcy	anger	0.221	falliment
misconception	anger	0.219	kunċett żbaljat
tool	anger	0.219	għodda
warden	anger	0.219	gwardjan
compress	anger	0.219	tikkompressa
mosquito	anger	0.219	nemus
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	xi ħaġaijetalot
confusion	anger	0.219	konfużjoni
unhelpful	anger	0.219	mhux utli
twitching	anger	0.219	tħawwad
nosey	anger	0.213	imnieħer
overpriced	anger	0.212	eżaġerat
adder	anger	0.212	adder
harry	anger	0.212	Harry
shortage	anger	0.212	nuqqas
melodrama	anger	0.212	melodramma
possession	anger	0.206	pussess
desert	anger	0.206	deżert
overplayed	anger	0.206	overplayed
unpaid	anger	0.203	mhux imħallsa
powerless	anger	0.203	bla saħħa
sentence	anger	0.203	sentenza
inefficient	anger	0.203	ineffiċjenti
arraignment	anger	0.203	akkuża
pout	anger	0.203	pout
unlucky	anger	0.203	sfortunati
rook	anger	0.203	ganja
backbone	anger	0.203	sinsla
uninvited	anger	0.203	mhux mistiedna
court	anger	0.199	qorti
endless	anger	0.198	bla tmiem
adverts	anger	0.197	reklami
distracted	anger	0.197	distratt
delay	anger	0.197	dewmien
misstatement	anger	0.197	dikjarazzjoni żbaljata
misunderstanding	anger	0.195	nuqqas ta’ ftehim
inadmissible	anger	0.191	inammissibbli
excite	anger	0.191	eċitati
lightning	anger	0.189	sajjetti
preclude	anger	0.188	jipprekludi
mournful	anger	0.188	imnikket
insecure	anger	0.188	mhux sigur
incase	anger	0.188	fil-kas
mutter	anger	0.182	ghammar
pare	anger	0.182	pare
rating	anger	0.182	klassifikazzjoni
claimant	anger	0.182	attur
insist	anger	0.182	tinsisti
mistress	anger	0.182	mistress
distracting	anger	0.182	jfixkluh
opium	anger	0.180	oppju
deserve	anger	0.176	jixirqilhom
willful	anger	0.176	volontarju
treat	anger	0.175	kura
insists	anger	0.175	jinsisti
excitation	anger	0.172	eċċitazzjoni
mighty	anger	0.172	qawwi
liberate	anger	0.172	jillibera
indecisive	anger	0.172	indeċiż
hormonal	anger	0.172	ormonali
peice	anger	0.172	biċċa
gibberish	anger	0.172	gibberish
misplace	anger	0.172	ħażin
fee	anger	0.172	miżata
thanksalot	anger	0.172	Grazzi ħafna
fleece	anger	0.172	suf
yelp	anger	0.168	Yelp
mule	anger	0.167	bagħal
unequal	anger	0.167	mhux ugwali
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	negozjar
insufficiency	anger	0.167	insuffiċjenza
insignificant	anger	0.167	insinifikanti
attentionseekers	anger	0.163	dawk li jfittxu l-attenzjoni
coop	anger	0.156	coop
rheumatism	anger	0.156	rewmatiżmu
forearm	anger	0.156	driegħ
indifference	anger	0.156	indifferenza
underpaid	anger	0.152	imħallsa biżżejjed
involvement	anger	0.152	involviment
justthebeginning	anger	0.152	justthebeginning
disinformation	anger	0.152	diżinformazzjoni
uncertain	anger	0.152	inċert
bee	anger	0.152	naħla
attorney	anger	0.152	avukat
pretending	anger	0.152	taparsi
campaigning	anger	0.151	kampanja
hopelessness	anger	0.149	nuqqas ta’ tama
feeling	anger	0.147	tħossok
legalized	anger	0.145	legalizzat
caution	anger	0.145	kawtela
sterling	anger	0.141	sterlina
morals	anger	0.141	morali
subsidy	anger	0.141	sussidju
obliging	anger	0.141	tobbliga
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	saloon
blemish	anger	0.136	tbajja
misspell	anger	0.136	ortografija ħażin
repay	anger	0.136	tħallas lura
surcharge	anger	0.136	soprataxxa
geez	anger	0.136	geez
birch	anger	0.135	betula
noob	anger	0.133	noob
honk	anger	0.133	ħonk
orchestra	anger	0.132	orkestra
wireless	anger	0.125	bla wajers
competitive	anger	0.125	kompetittivi
standstill	anger	0.125	waqfien
inattention	anger	0.121	nuqqas ta' attenzjoni
reversal	anger	0.121	treġġigħ lura
lace	anger	0.118	bizzilla
elbow	anger	0.117	minkeb
instinctive	anger	0.112	istintiv
chant	anger	0.111	kant
gnome	anger	0.109	gnome
lonely	anger	0.109	solitarju
tolerate	anger	0.106	jittollera
management	anger	0.102	ġestjoni
advocacy	anger	0.100	promozzjoni
moral	anger	0.094	morali
roadworks	anger	0.091	xogħlijiet fit-toroq
honest	anger	0.087	onest
gent	anger	0.076	ġent
forgetful	anger	0.076	minsi
liquor	anger	0.075	xorb alkoħoliku
money	anger	0.074	flus
hood	anger	0.071	barnuża
curriculum	anger	0.063	kurrikulu
words	anger	0.062	kliem
smell	anger	0.061	riħa
playful	anger	0.061	jilgħab
opera	anger	0.061	opra
elf	anger	0.061	elf
nurture	anger	0.059	trawwem
trumpet	anger	0.059	tromba
counsellor	anger	0.059	konsulent
asleeep	anger	0.059	rieqed
birthplace	anger	0.051	post tat-twelid
ribbon	anger	0.047	żigarella
youth	anger	0.045	iż-żgħażagħ
vote	anger	0.045	jivvota
cash	anger	0.039	flus kontanti
wannasleep	anger	0.031	trid torqod
waffle	anger	0.030	waffle
dame	anger	0.030	dama
buffet	anger	0.029	buffet
celebrity	anger	0.026	ċelebrità
sisterhood	anger	0.015	aħwa
autocorrect	anger	0.015	awtorett
musical	anger	0.011	mużikali
tree	anger	0.000	siġra
anticipation	anticipation	0.859	antiċipazzjoni
excited	anticipation	0.859	eċċitati
excitement	anticipation	0.820	eċċitament
anticipate	anticipation	0.820	jantiċipaw
eagerness	anticipation	0.812	ħeġġa
exciting	anticipation	0.797	eċċitanti
expectant	anticipation	0.789	tistenna
thrilling	anticipation	0.781	thrilling
hope	anticipation	0.773	tama
quest	anticipation	0.766	tfittxija
