English Word	Emotion	Emotion-Intensity-Score	Finnish Word
dispossessed	anger	0.470	koditon
subversion	anger	0.470	kumouksellinen
friction	anger	0.470	kitka
jealous	anger	0.470	mustasukkainen
adversity	anger	0.470	vastoinkäymisiä
infidel	anger	0.470	uskoton
gall	anger	0.470	sappi
accuser	anger	0.470	syyttäjä
ram	anger	0.470	RAM
armament	anger	0.470	aseistus
thump	anger	0.469	tömähdys
dislike	anger	0.469	ei pidä
steal	anger	0.469	varastaa
backoff	anger	0.469	peräänny
stifled	anger	0.469	tukahdutettu
incite	anger	0.469	yllyttää
distress	anger	0.469	tuskaa
angermanagement	anger	0.469	vihanhallinta
selfish	anger	0.469	itsekäs
injury	anger	0.469	vahinkoa
exile	anger	0.469	maanpako
insanity	anger	0.469	hulluutta
offense	anger	0.469	rikkomus
objection	anger	0.469	vastalause
smother	anger	0.469	tukahduttaa
disruption	anger	0.469	häiriötä
intolerance	anger	0.469	suvaitsemattomuutta
disobey	anger	0.469	olla tottelematon
selfishness	anger	0.469	itsekkyys
recidivism	anger	0.469	uusintarikollisuutta
subversive	anger	0.469	kumouksellinen
huff	anger	0.469	puuskahtaa
plunder	anger	0.469	ryöstää
opposition	anger	0.469	oppositio
complain	anger	0.469	valittaa
perpetrator	anger	0.469	tekijä
simmer	anger	0.469	kiehua
areyoukidding	anger	0.468	vitsailetko
mug	anger	0.467	muki
agony	anger	0.465	tuska
arrogant	anger	0.461	ylimielinen
sux	anger	0.456	sux
vent	anger	0.456	tuuletus
elimination	anger	0.456	poistaminen
picketing	anger	0.456	pikettiä
haughty	anger	0.456	ylimielinen
grated	anger	0.455	raastettuna
flagrant	anger	0.455	räikeä
busted	anger	0.455	murtunut
crabby	anger	0.455	äkäinen
dying	anger	0.455	kuolee
idiocy	anger	0.455	typeryys
impermeable	anger	0.455	läpäisemätön
stubbed	anger	0.455	tykätty
illegality	anger	0.455	laittomuus
veto	anger	0.455	veto
constraint	anger	0.455	rajoite
mislead	anger	0.455	johtaa harhaan
illicit	anger	0.455	laitonta
troublesome	anger	0.455	hankala
clamor	anger	0.455	meteli
bayonet	anger	0.453	pistin
suppress	anger	0.453	tukahduttaa
intense	anger	0.453	intensiivistä
displeased	anger	0.453	ärsyyntynyt
disapproving	anger	0.453	paheksuttavaa
hysterical	anger	0.453	hysteerinen
struggle	anger	0.453	kamppailu
godless	anger	0.453	jumalaton
desist	anger	0.453	luopua
usurped	anger	0.453	anastettu
despotism	anger	0.453	despotismi
disagreeing	anger	0.453	eri mieltä
bad	anger	0.453	huono
unlawful	anger	0.451	laitonta
wrongly	anger	0.448	väärin
repellent	anger	0.442	hylkivä
dishonor	anger	0.441	häpeä
psychosis	anger	0.441	psykoosi
wasted	anger	0.441	hukkaan
wrongful	anger	0.441	väärin
foe	anger	0.441	vihollinen
aversion	anger	0.440	vastenmielisyys
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	rystyset
ultimatum	anger	0.439	uhkavaatimus
schism	anger	0.439	skisma
upset	anger	0.439	poissa tolaltaan
effigy	anger	0.439	hahmo
punitive	anger	0.439	rankaiseva
worthless	anger	0.438	arvoton
separatist	anger	0.438	separatisti
ransom	anger	0.438	lunnaita
deny	anger	0.438	kieltää
fugitive	anger	0.438	pakolainen
mucked	anger	0.438	pilattu
abandonment	anger	0.438	hylkääminen
irritation	anger	0.438	ärsytys
deleterious	anger	0.438	vahingollista
stupidity	anger	0.438	tyhmyys
segregate	anger	0.437	erottaa
oblivion	anger	0.437	unohdus
payback	anger	0.436	takaisinmaksu
incongruous	anger	0.435	epäjohdonmukainen
eviction	anger	0.435	häätö
collusion	anger	0.432	salainen
rob	anger	0.431	ryöstää
ravenous	anger	0.429	nälkäinen
overrun	anger	0.429	ylitys
infidelity	anger	0.429	uskottomuus
harbinger	anger	0.426	airut
painful	anger	0.426	tuskallista
getoverit	anger	0.426	päästä yli
martial	anger	0.426	taistelullinen
rejection	anger	0.426	hylkääminen
incredulous	anger	0.426	epäuskoinen
stupidrain	anger	0.426	typerys
defense	anger	0.425	puolustus
enforce	anger	0.424	panna täytäntöön
commotion	anger	0.424	hälinää
censor	anger	0.424	sensuroida
gonorrhea	anger	0.424	tippuri
fraudulent	anger	0.424	petollinen
unsympathetic	anger	0.424	epäsympaattinen
fallacious	anger	0.424	harhaanjohtava
greed	anger	0.424	ahneus
defraud	anger	0.424	huijata
banger	anger	0.424	makkara
concealment	anger	0.424	piilottaminen
fuss	anger	0.424	meteli
exasperation	anger	0.424	ärtymys
disobedience	anger	0.424	tottelemattomuus
powerful	anger	0.424	voimakas
discontent	anger	0.424	tyytymättömyys
indecency	anger	0.424	säädyttömyys
sedition	anger	0.422	kapinalle
deportation	anger	0.422	karkotus
cracked	anger	0.422	säröillä
bang	anger	0.422	pamaus
barb	anger	0.422	piikki
duel	anger	0.422	kaksintaistelu
sarcasm	anger	0.422	sarkasmia
cur	anger	0.422	cur
misrepresented	anger	0.422	väärin esitetty
annoyance	anger	0.422	ärsyttävyys
scar	anger	0.422	arpi
nettle	anger	0.422	nokkonen
banishment	anger	0.422	karkotus
snubbed	anger	0.422	närkästynyt
penitentiary	anger	0.422	rangaistuslaitos
penetration	anger	0.422	tunkeutuminen
blatant	anger	0.420	räikeä
force	anger	0.418	pakottaa
perverse	anger	0.415	perverssi
wring	anger	0.415	vääntää
bastion	anger	0.413	linnake
grim	anger	0.413	synkkä
moody	anger	0.412	mielialaa
tiff	anger	0.412	tiff
nothappy	anger	0.412	ei iloinen
surly	anger	0.412	äreä
sordid	anger	0.412	surkea
hunting	anger	0.411	metsästys
indenture	anger	0.410	indenttuuri
forfeit	anger	0.409	menettää
areyoukiddingme	anger	0.409	vitsailetko
reproach	anger	0.409	moittia
sham	anger	0.409	huijausta
awful	anger	0.409	kauheaa
compulsion	anger	0.409	pakko
implicate	anger	0.409	syyttää
contradict	anger	0.409	ristiriidassa
inept	anger	0.409	kyvytön
supremacy	anger	0.409	ylivalta
sneak	anger	0.409	hiipiä
disappoint	anger	0.409	pettää
blockade	anger	0.409	saarto
detainee	anger	0.409	pidätetty
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	valehtelee
rail	anger	0.406	rautatie
forsaken	anger	0.406	hylätty
cacophony	anger	0.406	kakofonia
antipathy	anger	0.406	antipatia
wop	anger	0.406	italiaano
badger	anger	0.406	mäyrä
tremor	anger	0.406	vapina
inequality	anger	0.406	eriarvoisuutta
delusion	anger	0.406	harhaluulo
unthinkable	anger	0.406	mahdotonta ajatella
onerous	anger	0.406	raskasta
wrongdoing	anger	0.406	väärinteko
nuisance	anger	0.406	haittaa
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epideeminen
arguments	anger	0.404	argumentteja
affront	anger	0.403	loukkaus
traumatic	anger	0.402	traumaattinen
sodding	anger	0.400	helvetin
libel	anger	0.400	kunnianloukkaus
annoys	anger	0.400	ärsyttää
soslow	anger	0.398	niin hidas
watchout	anger	0.398	Varo
frenetic	anger	0.397	hurja
remiss	anger	0.397	huolimaton
barge	anger	0.396	proomu
sue	anger	0.394	haastaa oikeuteen
keyed	anger	0.394	avaimia
actionable	anger	0.394	toimintakelpoinen
extinguish	anger	0.394	sammuttaa
fraud	anger	0.394	petos
untoward	anger	0.394	epäsuotuisa
illegal	anger	0.394	laitonta
nag	anger	0.394	nag
boxing	anger	0.394	nyrkkeily
confiscate	anger	0.394	takavarikoida
howl	anger	0.394	ulvoa
whatsthepoint	anger	0.394	mitä järkeä
rabble	anger	0.394	kauhu
unfriendly	anger	0.394	epäystävällinen
disrespect	anger	0.394	epäkunnioitusta
dangit	anger	0.394	hitto vieköön
brimstone	anger	0.392	tulikiveä
dissolution	anger	0.391	liukeneminen
rigged	anger	0.391	taklattu
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	maanjäristys
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	piittaamattomuudesta
disagree	anger	0.389	eri mieltä
lawsuit	anger	0.386	oikeusjuttu
disused	anger	0.382	käyttämättä
despair	anger	0.382	epätoivo
immorality	anger	0.382	moraalittomuus
coerce	anger	0.379	pakottaa
firstworldprobs	anger	0.379	ensimmäisen maailman ongelmat
touchy	anger	0.379	arka
pokes	anger	0.379	pistää
falsification	anger	0.379	väärentäminen
rifle	anger	0.379	kivääri
sizzle	anger	0.379	hellepäivä
incurable	anger	0.379	parantumaton
difficulty	anger	0.379	vaikeus
sore	anger	0.379	kipeä
picket	anger	0.378	lakkovahti
concussion	anger	0.377	aivotärähdys
stuckup	anger	0.375	jumissa
militia	anger	0.375	miliisi
rawr	anger	0.375	rawr
faulty	anger	0.375	viallinen
sly	anger	0.375	ovela
disillusionment	anger	0.375	pettymys
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	sudenkuoppa
infantile	anger	0.375	infantiili
pessimism	anger	0.375	pessimismi
remand	anger	0.375	tutkintavankeus
cannon	anger	0.375	tykki
vindicate	anger	0.371	puolustaa
inhibit	anger	0.371	estää
distressing	anger	0.371	ahdistavaa
nepotism	anger	0.371	nepotismi
schizophrenia	anger	0.369	skitsofrenia
skewed	anger	0.368	vinossa
disreputable	anger	0.368	huonomaineinen
forbidding	anger	0.368	kieltää
conquest	anger	0.367	valloitus
bark	anger	0.365	haukkua
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	hylätä
warrior	anger	0.364	soturi
barks	anger	0.364	haukkuu
retarded	anger	0.364	jälkeenjäänyt
unhappy	anger	0.364	onneton
burke	anger	0.364	burke
challenge	anger	0.364	haaste
belt	anger	0.364	vyö
litigate	anger	0.359	riitauttaa
paucity	anger	0.359	niukkuutta
opinionated	anger	0.359	itsepäinen
disliked	anger	0.359	ei pitänyt
aftermath	anger	0.359	jälkimainingeissa
restriction	anger	0.359	rajoitus
cad	anger	0.359	cad
incompetence	anger	0.359	epäpätevyyttä
loudness	anger	0.359	äänekkyys
broken	anger	0.359	rikki
polemic	anger	0.359	polemiikkaa
sectarian	anger	0.359	lahkolainen
controversial	anger	0.359	kiistanalainen
interrupting	anger	0.358	keskeyttävä
fussy	anger	0.357	kranttu
wench	anger	0.353	narttu
remove	anger	0.351	Poista
brat	anger	0.351	kakara
gruff	anger	0.351	karhea
misbehavior	anger	0.351	kurittomuus
scarcity	anger	0.350	niukkuus
losing	anger	0.349	häviämässä
stigma	anger	0.348	stigma
deserted	anger	0.348	autio
timewasters	anger	0.348	ajan tuhlaajat
disagreement	anger	0.348	erimielisyyttä
defect	anger	0.348	vika
hardened	anger	0.348	kovettunut
lie	anger	0.348	valehdella
ulcer	anger	0.348	haavauma
retract	anger	0.348	vetää takaisin
untrustworthy	anger	0.348	epäluotettava
pest	anger	0.348	tuholainen
disappointed	anger	0.348	pettynyt
bias	anger	0.345	puolueellisuus
negation	anger	0.344	kieltäminen
bothering	anger	0.344	häiritsevä
stripped	anger	0.344	riisuttu
antisocial	anger	0.344	epäsosiaalinen
pirate	anger	0.344	merirosvo
stingy	anger	0.344	niukka
shoddy	anger	0.344	surkea
unreliable	anger	0.344	epäluotettava
shaky	anger	0.344	hutera
misleading	anger	0.344	harhaanjohtavaa
unsettled	anger	0.344	epävakaa
evade	anger	0.344	kiertää
anxiety	anger	0.344	ahdistusta
disclaim	anger	0.344	kieltäytyä
deterioration	anger	0.344	heikkeneminen
impotence	anger	0.344	impotenssi
interminable	anger	0.343	loputon
disease	anger	0.341	sairaus
meddle	anger	0.341	mestaroida
warp	anger	0.340	loimi
averse	anger	0.338	vastenmielinen
infamous	anger	0.338	pahamaineinen
alcoholism	anger	0.338	alkoholismi
row	anger	0.337	rivi
staticky	anger	0.336	staattinen
illegitimate	anger	0.333	laitonta
encumbrance	anger	0.333	rasitus
witchcraft	anger	0.333	noituutta
interrupt	anger	0.333	keskeyttää
scorpion	anger	0.333	skorpioni
ill	anger	0.333	sairas
sinner	anger	0.331	syntinen
inconsiderate	anger	0.329	ajattelematon
hulk	anger	0.329	hulk
prohibited	anger	0.328	kielletty
dashed	anger	0.328	katkonainen
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	hylätty
spammers	anger	0.328	roskapostittajat
phony	anger	0.328	tekaistu
tighten	anger	0.328	tiukentaa
dislocated	anger	0.328	sijoiltaan sijoiltaan
scapegoat	anger	0.328	syntipukki
victim	anger	0.328	uhri
opponent	anger	0.328	vastustaja
hiss	anger	0.328	viheltää
crusade	anger	0.328	ristiretki
grumpy	anger	0.328	töykeä
resisting	anger	0.328	vastustaen
inappropriate	anger	0.324	sopimatonta
haye	anger	0.324	heinää
loss	anger	0.324	tappio
trickery	anger	0.324	huijausta
eschew	anger	0.324	välttää
neglected	anger	0.324	laiminlyöty
canker	anger	0.323	syöpä
muff	anger	0.318	muffi
crunch	anger	0.318	crunch
duplicity	anger	0.318	kaksinaamaisuus
criticism	anger	0.318	kritiikkiä
queues	anger	0.318	jonoja
shriek	anger	0.316	huutaa
depreciate	anger	0.315	alentaa
dismissal	anger	0.312	hylkääminen
chaff	anger	0.312	akanat
dramaqueen	anger	0.312	draama kuningatar
poverty	anger	0.312	köyhyys
carelessness	anger	0.312	huolimattomuus
deflate	anger	0.312	tyhjentää
dumps	anger	0.312	kaatopaikat
dupe	anger	0.312	huiputtaa
mortality	anger	0.312	kuolleisuus
revving	anger	0.309	pyörivä
disallowed	anger	0.308	kielletty
boisterous	anger	0.307	riehakas
thoughtless	anger	0.307	ajattelematon
burial	anger	0.304	hautaaminen
wince	anger	0.303	säpsähtää
theocratic	anger	0.303	teokraattinen
sullen	anger	0.303	synkkä
involution	anger	0.300	involuutio
misuse	anger	0.297	väärinkäyttö
taxed	anger	0.297	verotetaan
senseless	anger	0.297	järjetön
talons	anger	0.297	kynnet
stalemate	anger	0.297	umpikuja
getyourown	anger	0.297	Hanki omasi
hoax	anger	0.297	huijaus
depreciated	anger	0.297	poistetut
depressed	anger	0.297	masentunut
wasteful	anger	0.297	tuhlaava
paralysis	anger	0.295	halvaus
displaced	anger	0.294	siirretty
limited	anger	0.292	rajoitettu
disapointment	anger	0.290	pettymys
orc	anger	0.289	ork
ridiculous	anger	0.289	naurettavaa
homeless	anger	0.288	kodittomia
spine	anger	0.288	selkärangan
teasing	anger	0.288	kiusanteko
presumptuous	anger	0.288	röyhkeä
react	anger	0.288	reagoida
sharpen	anger	0.288	terävöittää
barrier	anger	0.287	este
hoot	anger	0.287	viheltää
twitchy	anger	0.287	hermostunut
myopia	anger	0.283	likinäköisyys
flexin	anger	0.281	flexin
lagging	anger	0.281	jäljessä
contraband	anger	0.281	salakuljetus
incompatible	anger	0.281	yhteensopimaton
shiver	anger	0.281	vapina
spam	anger	0.281	roskapostia
agh	anger	0.281	agh
disconnects	anger	0.281	katkaisee yhteyden
delinquent	anger	0.281	rikollinen
restitution	anger	0.281	hyvitys
foray	anger	0.279	kokeilu
troll	anger	0.279	peikko
unfairness	anger	0.279	epäoikeudenmukaisuutta
buffering	anger	0.279	puskurointi
noncompliance	anger	0.279	noudattamatta jättäminen
nether	anger	0.278	ei kumpikaan
bogus	anger	0.273	vääriä
immaturity	anger	0.273	kypsymättömyyttä
uncaring	anger	0.273	piittaamaton
bugaboo	anger	0.273	mörkö
feisty	anger	0.269	hurjaa
shock	anger	0.269	shokki
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	ei aamulla henkilö
feminism	anger	0.266	feminismi
inoperative	anger	0.266	ei toimi
bear	anger	0.266	karhu
inconvenient	anger	0.266	epämukavaa
latent	anger	0.266	piilevä
defendant	anger	0.266	vastaaja
nopoint	anger	0.266	turha
rapping	anger	0.266	räppääminen
pry	anger	0.266	urkkia
quandary	anger	0.266	pulmallinen
interrupts	anger	0.265	keskeyttää
fluctuation	anger	0.265	vaihtelu
exaggerate	anger	0.263	liioitella
lose	anger	0.261	menettää
patter	anger	0.258	kipittää
furnace	anger	0.258	uuniin
stone	anger	0.258	kivi
tease	anger	0.258	härnätä
shoplifting	anger	0.258	myymälävarkauksia
soldier	anger	0.258	sotilas
incompetent	anger	0.257	epäpätevä
indoctrination	anger	0.255	indoktrinaatio
rocket	anger	0.250	raketti
skid	anger	0.250	liukua
noisy	anger	0.250	meluisa
notoriety	anger	0.250	kuuluisuus
cane	anger	0.250	ruoko
unfollow	anger	0.250	lopeta seuraaminen
tripping	anger	0.250	kompastuminen
attentionseeker	anger	0.250	huomionhakija
mastery	anger	0.250	mestaruus
socialist	anger	0.250	sosialisti
falsehood	anger	0.250	valhe
complicate	anger	0.250	hankaloittaa
lawyer	anger	0.250	lakimies
untrue	anger	0.250	ei totta
nonsense	anger	0.250	hölynpöly
pouting	anger	0.250	turvotusta
witch	anger	0.242	noita
detract	anger	0.242	heikentää
obstacle	anger	0.242	este
halter	anger	0.242	riimu
fenced	anger	0.242	aidattu
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	en ymmärrä
vampire	anger	0.242	vampyyri
ringer	anger	0.242	soittoääni
frowning	anger	0.239	rypistää kulmiaan
saber	anger	0.238	sapeli
hunger	anger	0.235	nälkä
shell	anger	0.234	kuori
wokemeup	anger	0.234	herätti minut
recession	anger	0.234	lama
failing	anger	0.234	epäonnistuminen
dabbling	anger	0.234	puuhailua
politics	anger	0.234	politiikka
lava	anger	0.234	laava
rascal	anger	0.234	roisto
imtryingtosleep	anger	0.234	yrittää nukkua
tariff	anger	0.234	tariffi
undesirable	anger	0.231	ei-toivottua
darkness	anger	0.227	pimeys
versus	anger	0.227	vastaan
copycat	anger	0.227	kopioida
resign	anger	0.227	erota
soaked	anger	0.226	kastunut
unfulfilled	anger	0.225	täyttämättä
abandoned	anger	0.222	hylätty
unattainable	anger	0.221	saavuttamaton
owing	anger	0.221	velkaa
bankruptcy	anger	0.221	konkurssi
misconception	anger	0.219	väärinkäsitys
tool	anger	0.219	työkalu
warden	anger	0.219	vartija
compress	anger	0.219	puristaa
mosquito	anger	0.219	hyttynen
whiny	anger	0.219	vinkua
somethingigetalot	anger	0.219	jotain getalot
confusion	anger	0.219	hämmennystä
unhelpful	anger	0.219	hyödytöntä
twitching	anger	0.219	nykiminen
nosey	anger	0.213	utelias
overpriced	anger	0.212	ylihinnoiteltu
adder	anger	0.212	lisäin
harry	anger	0.212	Harry
shortage	anger	0.212	puute
melodrama	anger	0.212	melodraama
possession	anger	0.206	hallinta
desert	anger	0.206	aavikko
overplayed	anger	0.206	ylipelattu
unpaid	anger	0.203	palkaton
powerless	anger	0.203	voimaton
sentence	anger	0.203	tuomita
inefficient	anger	0.203	tehotonta
arraignment	anger	0.203	oikeudenkäynti
pout	anger	0.203	turska
unlucky	anger	0.203	epäonninen
rook	anger	0.203	torni
backbone	anger	0.203	selkäranka
uninvited	anger	0.203	kutsumaton
court	anger	0.199	tuomioistuin
endless	anger	0.198	loputon
adverts	anger	0.197	mainoksia
distracted	anger	0.197	hajamielinen
delay	anger	0.197	viive
misstatement	anger	0.197	virheellisyyttä
misunderstanding	anger	0.195	väärinkäsitys
inadmissible	anger	0.191	tutkimatta
excite	anger	0.191	kiihottaa
lightning	anger	0.189	salama
preclude	anger	0.188	sulkea pois
mournful	anger	0.188	surullinen
insecure	anger	0.188	epävarma
incase	anger	0.188	varalta
mutter	anger	0.182	mutisi
pare	anger	0.182	leikata
rating	anger	0.182	luokitus
claimant	anger	0.182	kantaja
insist	anger	0.182	vaatia
mistress	anger	0.182	emäntä
distracting	anger	0.182	häiritsevä
opium	anger	0.180	oopiumia
deserve	anger	0.176	ansaitsee
willful	anger	0.176	tahallinen
treat	anger	0.175	kohdella
insists	anger	0.175	vaatii
excitation	anger	0.172	jännitystä
mighty	anger	0.172	mahtava
liberate	anger	0.172	vapauttaa
indecisive	anger	0.172	päättämätön
hormonal	anger	0.172	hormonaalinen
peice	anger	0.172	peice
gibberish	anger	0.172	hölmöilyä
misplace	anger	0.172	väärässä paikassa
fee	anger	0.172	maksu
thanksalot	anger	0.172	Kiitos paljon
fleece	anger	0.172	fleece
yelp	anger	0.168	älähtää
mule	anger	0.167	muuli
unequal	anger	0.167	epätasa-arvoinen
hamstring	anger	0.167	Reisilihas
bargaining	anger	0.167	neuvotteluja
insufficiency	anger	0.167	riittämättömyyttä
insignificant	anger	0.167	merkityksetön
attentionseekers	anger	0.163	Huomion hakijat
coop	anger	0.156	coop
rheumatism	anger	0.156	reumatismi
forearm	anger	0.156	kyynärvarsi
indifference	anger	0.156	välinpitämättömyys
underpaid	anger	0.152	alipalkattu
involvement	anger	0.152	osallistuminen
justthebeginning	anger	0.152	vasta alkua
disinformation	anger	0.152	disinformaatiota
uncertain	anger	0.152	epävarma
bee	anger	0.152	mehiläinen
attorney	anger	0.152	asianajaja
pretending	anger	0.152	teeskentelee
campaigning	anger	0.151	kampanjoimassa
hopelessness	anger	0.149	toivottomuutta
feeling	anger	0.147	tunne
legalized	anger	0.145	laillistettu
caution	anger	0.145	varovaisuutta
sterling	anger	0.141	puntaa
morals	anger	0.141	moraalia
subsidy	anger	0.141	tuki
obliging	anger	0.141	velvoittava
wimpy	anger	0.140	nuhjuinen
bummer	anger	0.139	tyhmä
saloon	anger	0.136	sedan
blemish	anger	0.136	tahra
misspell	anger	0.136	kirjoittaa väärin
repay	anger	0.136	maksaa takaisin
surcharge	anger	0.136	lisämaksu
geez	anger	0.136	hitto
birch	anger	0.135	koivu
noob	anger	0.133	nyyppä
honk	anger	0.133	tuutata
orchestra	anger	0.132	orkesteri
wireless	anger	0.125	langaton
competitive	anger	0.125	kilpailukykyinen
standstill	anger	0.125	pysähdyksissä
inattention	anger	0.121	tarkkaamattomuus
reversal	anger	0.121	kääntyminen
