English Word	Emotion	Emotion-Intensity-Score	French Word
disagreeing	anger	0.453	en désaccord
bad	anger	0.453	mal
unlawful	anger	0.451	illicite
wrongly	anger	0.448	à tort
repellent	anger	0.442	repoussant
dishonor	anger	0.441	déshonorer
psychosis	anger	0.441	psychose
wasted	anger	0.441	gaspillé
wrongful	anger	0.441	injustifié
foe	anger	0.441	ennemi
aversion	anger	0.440	aversion
gahhh	anger	0.439	ahhh
knuckles	anger	0.439	jointures
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	schisme
upset	anger	0.439	bouleversé
effigy	anger	0.439	effigie
punitive	anger	0.439	punitif
worthless	anger	0.438	sans valeur
separatist	anger	0.438	séparatiste
ransom	anger	0.438	une rançon
deny	anger	0.438	Nier
fugitive	anger	0.438	fugitif
mucked	anger	0.438	baisé
abandonment	anger	0.438	abandon
irritation	anger	0.438	irritation
deleterious	anger	0.438	délétère
stupidity	anger	0.438	stupidité
segregate	anger	0.437	séparer
oblivion	anger	0.437	oubli
payback	anger	0.436	remboursement
incongruous	anger	0.435	incongru
eviction	anger	0.435	expulsion
collusion	anger	0.432	connivence
rob	anger	0.431	Rob
ravenous	anger	0.429	vorace
overrun	anger	0.429	envahi
infidelity	anger	0.429	infidélité
harbinger	anger	0.426	présage
painful	anger	0.426	douloureux
getoverit	anger	0.426	passer à autre chose
martial	anger	0.426	martial
rejection	anger	0.426	rejet
incredulous	anger	0.426	incrédule
stupidrain	anger	0.426	pluie stupide
defense	anger	0.425	la défense
enforce	anger	0.424	imposer
commotion	anger	0.424	agitation
censor	anger	0.424	censurer
gonorrhea	anger	0.424	blennorragie
fraudulent	anger	0.424	frauduleux
unsympathetic	anger	0.424	antipathique
fallacious	anger	0.424	fallacieux
greed	anger	0.424	avidité
defraud	anger	0.424	frauder
banger	anger	0.424	pétard
concealment	anger	0.424	dissimulation
fuss	anger	0.424	s'agiter
exasperation	anger	0.424	exaspération
disobedience	anger	0.424	désobéissance
powerful	anger	0.424	puissant
discontent	anger	0.424	mécontentement
indecency	anger	0.424	indécence
sedition	anger	0.422	sédition
deportation	anger	0.422	déportation
cracked	anger	0.422	fissuré
bang	anger	0.422	pan
barb	anger	0.422	barbillon
duel	anger	0.422	duel
sarcasm	anger	0.422	sarcasme
cur	anger	0.422	cur
misrepresented	anger	0.422	dénaturé
annoyance	anger	0.422	contrariété
scar	anger	0.422	cicatrice
nettle	anger	0.422	ortie
banishment	anger	0.422	bannissement
snubbed	anger	0.422	snobé
penitentiary	anger	0.422	pénitencier
penetration	anger	0.422	pénétration
blatant	anger	0.420	flagrant
force	anger	0.418	Obliger
perverse	anger	0.415	pervers
wring	anger	0.415	tordre
bastion	anger	0.413	bastion
grim	anger	0.413	sombre
moody	anger	0.412	de mauvaise humeur
tiff	anger	0.412	tiff
nothappy	anger	0.412	pas heureux
surly	anger	0.412	bourru
sordid	anger	0.412	sordide
hunting	anger	0.411	chasse
indenture	anger	0.410	indenture
forfeit	anger	0.409	déclarer forfait
areyoukiddingme	anger	0.409	vous plaisantez j'espère
reproach	anger	0.409	reproche
sham	anger	0.409	faux
awful	anger	0.409	terrible
compulsion	anger	0.409	compulsion
implicate	anger	0.409	impliquer
contradict	anger	0.409	contredire
inept	anger	0.409	inepte
supremacy	anger	0.409	suprématie
sneak	anger	0.409	se faufiler
disappoint	anger	0.409	décevoir
blockade	anger	0.409	blocus
detainee	anger	0.409	détenu
cantwin	anger	0.409	cantwin
squelch	anger	0.409	écraser
lying	anger	0.408	mensonge
rail	anger	0.406	rail
forsaken	anger	0.406	abandonné
cacophony	anger	0.406	cacophonie
antipathy	anger	0.406	antipathie
wop	anger	0.406	oups
badger	anger	0.406	blaireau
tremor	anger	0.406	tremblement
inequality	anger	0.406	inégalité
delusion	anger	0.406	illusion
unthinkable	anger	0.406	impensable
onerous	anger	0.406	lourd
wrongdoing	anger	0.406	méfait
nuisance	anger	0.406	nuisance
scrapie	anger	0.406	tremblante
epidemic	anger	0.406	épidémie
arguments	anger	0.404	arguments
affront	anger	0.403	affront
traumatic	anger	0.402	traumatique
sodding	anger	0.400	gazon
libel	anger	0.400	calomnie
annoys	anger	0.400	agace
soslow	anger	0.398	tellement lent
watchout	anger	0.398	Fais attention
frenetic	anger	0.397	frénétique
remiss	anger	0.397	négligent
barge	anger	0.396	barge
sue	anger	0.394	poursuivre en justice
keyed	anger	0.394	à clé
actionable	anger	0.394	exploitable
extinguish	anger	0.394	éteindre
fraud	anger	0.394	fraude
untoward	anger	0.394	fâcheux
illegal	anger	0.394	illégal
nag	anger	0.394	harceler
boxing	anger	0.394	boxe
confiscate	anger	0.394	confisquer
howl	anger	0.394	hurler
whatsthepoint	anger	0.394	à quoi ça sert
rabble	anger	0.394	populace
unfriendly	anger	0.394	hostile
disrespect	anger	0.394	manque de respect
dangit	anger	0.394	dangit
brimstone	anger	0.392	soufre
dissolution	anger	0.391	dissolution
rigged	anger	0.391	gréé
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	tremblement de terre
argh	anger	0.391	argh
pique	anger	0.391	piquer
recklessness	anger	0.391	insouciance
disagree	anger	0.389	être en désaccord
lawsuit	anger	0.386	procès
disused	anger	0.382	abandonné
despair	anger	0.382	désespoir
immorality	anger	0.382	immoralité
coerce	anger	0.379	contraindre
firstworldprobs	anger	0.379	Premiers problèmes du monde
touchy	anger	0.379	suceptible
pokes	anger	0.379	pique
falsification	anger	0.379	falsification
rifle	anger	0.379	fusil
sizzle	anger	0.379	grésiller
incurable	anger	0.379	incurable
difficulty	anger	0.379	difficulté
sore	anger	0.379	endolori
picket	anger	0.378	piquet
concussion	anger	0.377	commotion cérébrale
stuckup	anger	0.375	coincé
militia	anger	0.375	milice
rawr	anger	0.375	brut
faulty	anger	0.375	défectueux
sly	anger	0.375	sournois
disillusionment	anger	0.375	désillusion
petpeeve	anger	0.375	bête noire
pitfall	anger	0.375	piège
infantile	anger	0.375	infantile
pessimism	anger	0.375	pessimisme
remand	anger	0.375	renvoi
cannon	anger	0.375	canon
vindicate	anger	0.371	justifier
inhibit	anger	0.371	inhiber
distressing	anger	0.371	pénible
nepotism	anger	0.371	népotisme
schizophrenia	anger	0.369	la schizophrénie
skewed	anger	0.368	biaisé
disreputable	anger	0.368	de mauvaise réputation
forbidding	anger	0.368	interdiction
conquest	anger	0.367	conquête
bark	anger	0.365	écorce
leukemia	anger	0.365	leucémie
disapprove	anger	0.364	désapprouver
warrior	anger	0.364	guerrier
barks	anger	0.364	aboiements
retarded	anger	0.364	retardé
unhappy	anger	0.364	malheureux
burke	anger	0.364	burke
challenge	anger	0.364	défi
belt	anger	0.364	ceinture
litigate	anger	0.359	plaider
paucity	anger	0.359	manque
opinionated	anger	0.359	dogmatique
disliked	anger	0.359	détesté
aftermath	anger	0.359	conséquences
restriction	anger	0.359	restriction
cad	anger	0.359	goujat
incompetence	anger	0.359	incompétence
loudness	anger	0.359	intensité
broken	anger	0.359	cassé
polemic	anger	0.359	polémique
sectarian	anger	0.359	sectaire
controversial	anger	0.359	controversé
interrupting	anger	0.358	interrompre
fussy	anger	0.357	pointilleux
wench	anger	0.353	jeune fille
remove	anger	0.351	retirer
brat	anger	0.351	gosse
gruff	anger	0.351	bourru
misbehavior	anger	0.351	mauvaise conduite
scarcity	anger	0.350	rareté
losing	anger	0.349	perdant
stigma	anger	0.348	stigmate
deserted	anger	0.348	déserté
timewasters	anger	0.348	perte de temps
disagreement	anger	0.348	désaccord
defect	anger	0.348	défaut
hardened	anger	0.348	endurci
lie	anger	0.348	mentir
ulcer	anger	0.348	ulcère
retract	anger	0.348	se rétracter
untrustworthy	anger	0.348	indigne de confiance
pest	anger	0.348	ravageur
disappointed	anger	0.348	désappointé
bias	anger	0.345	biais
negation	anger	0.344	négation
bothering	anger	0.344	déranger
stripped	anger	0.344	dépouillé
antisocial	anger	0.344	antisocial
pirate	anger	0.344	pirate
stingy	anger	0.344	avare
shoddy	anger	0.344	de mauvaise qualité
unreliable	anger	0.344	non fiable
shaky	anger	0.344	précaire
misleading	anger	0.344	trompeur
unsettled	anger	0.344	instable
evade	anger	0.344	éluder
anxiety	anger	0.344	anxiété
disclaim	anger	0.344	désavouer
deterioration	anger	0.344	détérioration
impotence	anger	0.344	impuissance
interminable	anger	0.343	interminable
disease	anger	0.341	maladie
meddle	anger	0.341	se mêler
warp	anger	0.340	chaîne
averse	anger	0.338	averse
infamous	anger	0.338	infâme
alcoholism	anger	0.338	alcoolisme
row	anger	0.337	ligne
staticky	anger	0.336	statique
illegitimate	anger	0.333	illégitime
encumbrance	anger	0.333	encombrement
witchcraft	anger	0.333	la sorcellerie
interrupt	anger	0.333	couper la parole
scorpion	anger	0.333	Scorpion
ill	anger	0.333	malade
sinner	anger	0.331	pécheur
inconsiderate	anger	0.329	inconsidéré
hulk	anger	0.329	ponton
prohibited	anger	0.328	interdit
dashed	anger	0.328	pointillé
brrr	anger	0.328	brrr
fib	anger	0.328	mensonge
disqualified	anger	0.328	disqualifié
spammers	anger	0.328	les spammeurs
phony	anger	0.328	faux
tighten	anger	0.328	serrer
dislocated	anger	0.328	disloqué
scapegoat	anger	0.328	bouc émissaire
victim	anger	0.328	victime
opponent	anger	0.328	adversaire
hiss	anger	0.328	sifflement
crusade	anger	0.328	croisade
grumpy	anger	0.328	grincheux
resisting	anger	0.328	résister
inappropriate	anger	0.324	inapproprié
haye	anger	0.324	haye
loss	anger	0.324	perte
trickery	anger	0.324	tromperie
eschew	anger	0.324	éviter
neglected	anger	0.324	négligé
canker	anger	0.323	chancre
muff	anger	0.318	manchon
crunch	anger	0.318	croquer
duplicity	anger	0.318	duplicité
criticism	anger	0.318	critique
queues	anger	0.318	files d'attente
shriek	anger	0.316	cri
depreciate	anger	0.315	déprécier
dismissal	anger	0.312	congédiement
chaff	anger	0.312	balle
dramaqueen	anger	0.312	reine du drame
poverty	anger	0.312	la pauvreté
carelessness	anger	0.312	négligence
deflate	anger	0.312	dégonfler
dumps	anger	0.312	décharges
dupe	anger	0.312	dupe
mortality	anger	0.312	mortalité
revving	anger	0.309	monter en régime
disallowed	anger	0.308	refusé
boisterous	anger	0.307	bruyant
thoughtless	anger	0.307	irréfléchi
burial	anger	0.304	enterrement
wince	anger	0.303	grimacer
theocratic	anger	0.303	théocratique
sullen	anger	0.303	renfrogné
involution	anger	0.300	involution
misuse	anger	0.297	abuser
taxed	anger	0.297	taxé
senseless	anger	0.297	insensé
talons	anger	0.297	serres
stalemate	anger	0.297	impasse
getyourown	anger	0.297	obtenez votre propre
hoax	anger	0.297	canular
depreciated	anger	0.297	déprécié
depressed	anger	0.297	déprimé
wasteful	anger	0.297	gaspilleur
paralysis	anger	0.295	paralysie
displaced	anger	0.294	déplacé
limited	anger	0.292	limité
disapointment	anger	0.290	déception
orc	anger	0.289	orque
ridiculous	anger	0.289	ridicule
homeless	anger	0.288	sans-abri
spine	anger	0.288	la colonne vertébrale
teasing	anger	0.288	taquinerie
presumptuous	anger	0.288	présomptueux
react	anger	0.288	réagir
sharpen	anger	0.288	aiguiser
barrier	anger	0.287	barrière
hoot	anger	0.287	huée
twitchy	anger	0.287	nerveux
myopia	anger	0.283	myopie
flexin	anger	0.281	flexine
lagging	anger	0.281	en retard
contraband	anger	0.281	contrebande
incompatible	anger	0.281	incompatible
shiver	anger	0.281	frisson
spam	anger	0.281	Spam
agh	anger	0.281	ah
disconnects	anger	0.281	se déconnecte
delinquent	anger	0.281	délinquant
restitution	anger	0.281	restitution
foray	anger	0.279	incursion
troll	anger	0.279	troll
unfairness	anger	0.279	injustice
buffering	anger	0.279	mise en mémoire tampon
noncompliance	anger	0.279	non-conformité
nether	anger	0.278	bas
bogus	anger	0.273	faux
immaturity	anger	0.273	immaturité
uncaring	anger	0.273	indifférent
bugaboo	anger	0.273	croque-mitaine
feisty	anger	0.269	fougueux
shock	anger	0.269	choc
humbug	anger	0.266	fumisterie
notamorningperson	anger	0.266	pas un matin
feminism	anger	0.266	féminisme
inoperative	anger	0.266	inopérant
bear	anger	0.266	ours
inconvenient	anger	0.266	incommode
latent	anger	0.266	latent
defendant	anger	0.266	défendeur
nopoint	anger	0.266	pas de point
rapping	anger	0.266	rap
pry	anger	0.266	faire levier
quandary	anger	0.266	dilemme
interrupts	anger	0.265	interrompt
fluctuation	anger	0.265	fluctuation
exaggerate	anger	0.263	exagérer
lose	anger	0.261	perdre
patter	anger	0.258	crépiter
furnace	anger	0.258	fourneau
stone	anger	0.258	pierre
tease	anger	0.258	taquiner
shoplifting	anger	0.258	vol à l'étalage
soldier	anger	0.258	soldat
incompetent	anger	0.257	incompétent
indoctrination	anger	0.255	endoctrinement
rocket	anger	0.250	fusée
skid	anger	0.250	déraper
noisy	anger	0.250	bruyant
notoriety	anger	0.250	notoriété
cane	anger	0.250	canne
unfollow	anger	0.250	ne plus suivre
tripping	anger	0.250	trébucher
attentionseeker	anger	0.250	demandeur d'attention
mastery	anger	0.250	la maîtrise
socialist	anger	0.250	socialiste
falsehood	anger	0.250	mensonge
complicate	anger	0.250	compliquer
lawyer	anger	0.250	avocat
untrue	anger	0.250	faux
nonsense	anger	0.250	absurdité
pouting	anger	0.250	faire la moue
witch	anger	0.242	sorcière
detract	anger	0.242	diminuer
obstacle	anger	0.242	obstacle
halter	anger	0.242	licou
fenced	anger	0.242	clôturé
capslock	anger	0.242	verrouillage des majuscules
dontunderstand	anger	0.242	je ne comprends pas
vampire	anger	0.242	vampire
ringer	anger	0.242	sonnerie
frowning	anger	0.239	renfrogné
saber	anger	0.238	sabre
hunger	anger	0.235	faim
shell	anger	0.234	coquille
wokemeup	anger	0.234	m'a réveillé
recession	anger	0.234	récession
failing	anger	0.234	échouer
dabbling	anger	0.234	barboter
politics	anger	0.234	politique
lava	anger	0.234	lave
rascal	anger	0.234	coquin
imtryingtosleep	anger	0.234	J'essaie de dormir
tariff	anger	0.234	tarif
undesirable	anger	0.231	indésirable
darkness	anger	0.227	ténèbres
versus	anger	0.227	contre
copycat	anger	0.227	imitateur
resign	anger	0.227	démissionner
soaked	anger	0.226	trempé
unfulfilled	anger	0.225	insatisfait
abandoned	anger	0.222	abandonné
unattainable	anger	0.221	inaccessible
owing	anger	0.221	dû
bankruptcy	anger	0.221	la faillite
misconception	anger	0.219	idée fausse
tool	anger	0.219	outil
warden	anger	0.219	directeur
compress	anger	0.219	compresse
mosquito	anger	0.219	moustique
whiny	anger	0.219	geignard
somethingigetalot	anger	0.219	quelque chose
confusion	anger	0.219	confusion
unhelpful	anger	0.219	peu serviable
twitching	anger	0.219	contractions
nosey	anger	0.213	curieux
overpriced	anger	0.212	trop cher
adder	anger	0.212	additionneur
harry	anger	0.212	Harry
shortage	anger	0.212	pénurie
melodrama	anger	0.212	mélodrame
possession	anger	0.206	possession
desert	anger	0.206	désert
overplayed	anger	0.206	surjoué
unpaid	anger	0.203	non payé
powerless	anger	0.203	impuissant
sentence	anger	0.203	phrase
inefficient	anger	0.203	inefficace
arraignment	anger	0.203	accusation
pout	anger	0.203	moue
unlucky	anger	0.203	malchanceux
rook	anger	0.203	tour
backbone	anger	0.203	colonne vertébrale
uninvited	anger	0.203	sans invitation
court	anger	0.199	rechercher
endless	anger	0.198	sans fin
adverts	anger	0.197	Annonces
distracted	anger	0.197	distraits
delay	anger	0.197	retard
misstatement	anger	0.197	déclaration inexacte
misunderstanding	anger	0.195	malentendu
inadmissible	anger	0.191	inadmissible
excite	anger	0.191	exciter
lightning	anger	0.189	éclair
preclude	anger	0.188	empêcher
mournful	anger	0.188	triste
insecure	anger	0.188	insécurité
incase	anger	0.188	au cas où
mutter	anger	0.182	murmurer
pare	anger	0.182	rogner
rating	anger	0.182	évaluation
claimant	anger	0.182	demandeur
insist	anger	0.182	insister
mistress	anger	0.182	maîtresse
distracting	anger	0.182	distrayant
opium	anger	0.180	opium
deserve	anger	0.176	mériter
willful	anger	0.176	délibéré
treat	anger	0.175	traiter
insists	anger	0.175	insiste
excitation	anger	0.172	excitation
mighty	anger	0.172	puissant
liberate	anger	0.172	libérer
indecisive	anger	0.172	indécis
hormonal	anger	0.172	hormonal
peice	anger	0.172	morceau
gibberish	anger	0.172	charabia
misplace	anger	0.172	égarer
fee	anger	0.172	frais
thanksalot	anger	0.172	merci beaucoup
fleece	anger	0.172	toison
yelp	anger	0.168	japper
mule	anger	0.167	mule
unequal	anger	0.167	inégal
hamstring	anger	0.167	tendon
bargaining	anger	0.167	négociation
insufficiency	anger	0.167	insuffisance
insignificant	anger	0.167	insignifiant
attentionseekers	anger	0.163	demandeurs d'attention
coop	anger	0.156	coopérative
rheumatism	anger	0.156	rhumatisme
forearm	anger	0.156	avant bras
indifference	anger	0.156	indifférence
underpaid	anger	0.152	sous-payés
involvement	anger	0.152	participation
justthebeginning	anger	0.152	juste le commencement
disinformation	anger	0.152	désinformation
uncertain	anger	0.152	incertain
bee	anger	0.152	abeille
attorney	anger	0.152	avocat
pretending	anger	0.152	prétendre
campaigning	anger	0.151	faire campagne
hopelessness	anger	0.149	désespoir
feeling	anger	0.147	sentiment
legalized	anger	0.145	légalisé
caution	anger	0.145	mise en garde
sterling	anger	0.141	sterling
morals	anger	0.141	morale
subsidy	anger	0.141	subvention
obliging	anger	0.141	obligeant
wimpy	anger	0.140	mauviette
bummer	anger	0.139	dommage
saloon	anger	0.136	salon
blemish	anger	0.136	défaut
misspell	anger	0.136	mal orthographier
repay	anger	0.136	rembourser
surcharge	anger	0.136	surtaxe
geez	anger	0.136	bon sang
birch	anger	0.135	bouleau
noob	anger	0.133	novice
honk	anger	0.133	klaxonner
orchestra	anger	0.132	orchestre
wireless	anger	0.125	sans fil
competitive	anger	0.125	compétitif
standstill	anger	0.125	arrêt
inattention	anger	0.121	inattention
reversal	anger	0.121	renversement
lace	anger	0.118	dentelle
elbow	anger	0.117	coude
instinctive	anger	0.112	instinctif
chant	anger	0.111	chant
gnome	anger	0.109	gnome
lonely	anger	0.109	solitaire
tolerate	anger	0.106	tolérer
management	anger	0.102	la gestion
advocacy	anger	0.100	plaidoyer
moral	anger	0.094	moral
roadworks	anger	0.091	travaux
honest	anger	0.087	honnête
gent	anger	0.076	monsieur
forgetful	anger	0.076	oublieux
liquor	anger	0.075	alcool
money	anger	0.074	argent
hood	anger	0.071	capot
curriculum	anger	0.063	programme d'études
words	anger	0.062	mots
smell	anger	0.061	sentir
playful	anger	0.061	espiègle
opera	anger	0.061	opéra
elf	anger	0.061	elfe
nurture	anger	0.059	nourrir
