English Word	Emotion	Emotion-Intensity-Score	Kannada Word
overpowering	anger	0.591	ಶಕ್ತಿಮೀರಿದ
scare	anger	0.588	ಹೆದರಿಕೆ
recalcitrant	anger	0.588	ಮರುಕಪಡುವ
screwed	anger	0.588	ಹಾಳಾದ
accursed	anger	0.588	ಶಾಪಗ್ರಸ್ತ
soannoyed	anger	0.588	ಬೇಸರವಾಯಿತು
invader	anger	0.588	ಆಕ್ರಮಣಕಾರ
jealousy	anger	0.587	ಅಸೂಯೆ
indignation	anger	0.587	ಆಕ್ರೋಶ
vexed	anger	0.586	ಬೇಸರಗೊಂಡ
confront	anger	0.582	ಎದುರಿಸಲು
brute	anger	0.581	ವಿವೇಚನಾರಹಿತ
throttle	anger	0.579	ಥ್ರೊಟಲ್
slut	anger	0.578	ಸೂಳೆ
coup	anger	0.578	ದಂಗೆ
blaze	anger	0.578	ಜ್ವಾಲೆ
pillage	anger	0.578	ಲೂಟಿ
provoking	anger	0.578	ಪ್ರಚೋದಿಸುವ
damage	anger	0.578	ಹಾನಿ
criminality	anger	0.578	ಅಪರಾಧಿತ್ವ
shutup	anger	0.578	ಬಾಯಿ ಮುಚ್ಚು
lash	anger	0.578	ಪ್ರಹಾರ
conflict	anger	0.578	ಸಂಘರ್ಷ
contentious	anger	0.578	ವಿವಾದಾತ್ಮಕ
shutit	anger	0.578	ಮುಚ್ಚು
wreck	anger	0.578	ಧ್ವಂಸ
defiant	anger	0.578	ಪ್ರತಿಭಟನೆಯ
butcher	anger	0.578	ಕಟುಕ
incarceration	anger	0.578	ಸೆರೆವಾಸ
revolver	anger	0.578	ರಿವಾಲ್ವರ್
bickering	anger	0.578	ಜಗಳ
yousuck	anger	0.578	ನೀವು ಸಕ್
cancer	anger	0.577	ಕ್ಯಾನ್ಸರ್
discriminate	anger	0.576	ತಾರತಮ್ಯ
gun	anger	0.576	ಬಂದೂಕು
frustration	anger	0.576	ಹತಾಶೆ
gory	anger	0.576	ಗೋರಿ
pernicious	anger	0.576	ವಿನಾಶಕಾರಿ
dontmess	anger	0.576	ಡೋಂಟ್ಮೆಸ್
blasphemy	anger	0.576	ದೂಷಣೆ
chaotic	anger	0.576	ಅಸ್ತವ್ಯಸ್ತವಾಗಿದೆ
grope	anger	0.576	ತಡಕಾಡುತ್ತಾರೆ
alienation	anger	0.576	ಪರಕೀಯತೆ
disturbance	anger	0.576	ಅಡಚಣೆ
condescension	anger	0.576	ಸಮಾಧಾನ
standoff	anger	0.576	ನಿಲುಗಡೆ
discord	anger	0.576	ಅಪಶ್ರುತಿ
friggen	anger	0.575	ಫ್ರಿಗ್ಗನ್
sneer	anger	0.574	ಮುನಿಸು
death	anger	0.574	ಸಾವು
lunacy	anger	0.574	ಹುಚ್ಚುತನ
scandalous	anger	0.574	ಹಗರಣದ
oppressive	anger	0.574	ದಬ್ಬಾಳಿಕೆಯ
jab	anger	0.574	ಜಬ್
cursed	anger	0.574	ಶಾಪ ಹಾಕಿದರು
monstrosity	anger	0.574	ದೈತ್ಯಾಕಾರದ
shit	anger	0.573	ಶಿಟ್
disparaging	anger	0.571	ಅವಹೇಳನಕಾರಿ
slash	anger	0.571	ಕಡಿದು
unfair	anger	0.571	ಅನ್ಯಾಯ
gallows	anger	0.570	ಗಲ್ಲು
escalate	anger	0.569	ಹೆಚ್ಚಿಸುತ್ತವೆ
intolerant	anger	0.564	ಅಸಹಿಷ್ಣುತೆ
lawlessness	anger	0.563	ಕಾನೂನುಬಾಹಿರತೆ
beast	anger	0.562	ಮೃಗ
torpedo	anger	0.562	ಟಾರ್ಪಿಡೊ
malign	anger	0.562	ಕೆಡುಕು
traitor	anger	0.562	ದೇಶದ್ರೋಹಿ
frightful	anger	0.562	ಭಯಾನಕ
wrangling	anger	0.562	ಜಗಳ
slander	anger	0.562	ನಿಂದೆ
bellows	anger	0.562	ಬೆಲ್ಲೋಸ್
retards	anger	0.562	ಹಿಂದುಳಿದಿದೆ
grouchy	anger	0.562	ಜಿಗುಪ್ಸೆಯ
derogatory	anger	0.562	ಅವಹೇಳನಕಾರಿ
bearish	anger	0.562	ಕರಡಿ
invade	anger	0.562	ಆಕ್ರಮಣ ಮಾಡುತ್ತವೆ
perdition	anger	0.562	ವಿನಾಶ
arghh	anger	0.562	ಅರ್ಘ್
dreadful	anger	0.562	ಘೋರ
bluddy	anger	0.562	ಬ್ಲಡ್ಡಿ
deceived	anger	0.562	ವಂಚಿಸಿದ
glare	anger	0.562	ಪ್ರಜ್ವಲಿಸುವಿಕೆ
taunt	anger	0.562	ಅಪಹಾಸ್ಯ
dissension	anger	0.561	ಭಿನ್ನಾಭಿಪ್ರಾಯ
cross	anger	0.561	ಅಡ್ಡ
rave	anger	0.561	ರೇವ್
grating	anger	0.561	ತುರಿಯುವ
devastating	anger	0.561	ವಿನಾಶಕಾರಿ
fits	anger	0.561	ಹೊಂದುತ್ತದೆ
jeopardize	anger	0.561	ಅಪಾಯಕ್ಕೆ ಸಿಕ್ಕಿಸು
shatter	anger	0.561	ಚೂರುಚೂರು
idiots	anger	0.561	ಮೂರ್ಖರು
hurt	anger	0.561	ನೋವಾಯಿತು
thief	anger	0.561	ಕಳ್ಳ
uncontrollable	anger	0.561	ನಿಯಂತ್ರಿಸಲಾಗದ
conflagration	anger	0.561	ದಹನ
betrayal	anger	0.561	ದ್ರೋಹ
banshee	anger	0.561	banshee
subjugation	anger	0.559	ಅಧೀನಗೊಳಿಸುವಿಕೆ
disturbed	anger	0.559	ಕದಡಿದ
stomped	anger	0.557	ತುಳಿದ
grab	anger	0.557	ದೋಚಿದ
grievance	anger	0.556	ಕುಂದುಕೊರತೆ
ticked	anger	0.556	ಟಿಕ್ ಮಾಡಿದೆ
masochism	anger	0.556	ಮಾಸೋಕಿಸಂ
defiance	anger	0.552	ಪ್ರತಿಭಟನೆ
blackmail	anger	0.550	ಕಪ್ಪುಚುಕ್ಕೆ
offensive	anger	0.549	ಆಕ್ರಮಣಕಾರಿ
decry	anger	0.548	ಅಳಲು
frustrates	anger	0.547	ನಿರಾಶೆಗೊಳಿಸುತ್ತದೆ
violation	anger	0.547	ಉಲ್ಲಂಘನೆ
confine	anger	0.547	ಸೀಮಿತಗೊಳಿಸು
misery	anger	0.547	ದುಃಸ್ಥಿತಿ
arghhhh	anger	0.547	arghhhh
disparity	anger	0.547	ಅಸಮಾನತೆಗೆ
punishment	anger	0.547	ಶಿಕ್ಷೆ
rebel	anger	0.547	ಬಂಡಾಯವೆದ್ದರು
preposterous	anger	0.547	ಅಸಂಬದ್ಧ
disgraceful	anger	0.547	ಅವಮಾನಕರ
ire	anger	0.547	ಸಿಟ್ಟು
deceive	anger	0.547	ಮೋಸ ಮಾಡು
fustrated	anger	0.547	ಹತಾಶೆಗೊಂಡ
sin	anger	0.547	ಪಾಪ
shrill	anger	0.547	ರೋಮಾಂಚನ
darkside	anger	0.547	ಡಾರ್ಕ್ಸೈಡ್
overbearing	anger	0.547	ಮಿತಿಮೀರಿದ
firearms	anger	0.547	ಬಂದೂಕುಗಳು
stolen	anger	0.546	ಕಳ್ಳತನವಾಗಿದೆ
hadenough	anger	0.546	ಸಾಕಷ್ಟು
prejudice	anger	0.545	ಪೂರ್ವಾಗ್ರಹ
tackle	anger	0.545	ನಿಭಾಯಿಸಲು
resentful	anger	0.545	ಅಸಮಾಧಾನದಿಂದ
heated	anger	0.545	ಬಿಸಿಮಾಡಲಾಗಿದೆ
callous	anger	0.545	ಕಠೋರ
conspirator	anger	0.545	ಪಿತೂರಿಗಾರ
ruined	anger	0.545	ಹಾಳಾಗಿದೆ
antagonist	anger	0.545	ವಿರೋಧಿ
skirmish	anger	0.545	ಚಕಮಕಿ
menace	anger	0.545	ಬೆದರಿಕೆ
annoyin	anger	0.545	ಕಿರಿಕಿರಿ
foul	anger	0.545	ಫೌಲ್
argument	anger	0.545	ವಾದ
humiliate	anger	0.545	ಅವಮಾನ ಮಾಡುತ್ತವೆ
wanker	anger	0.545	ವಾಂಕರ್
adversary	anger	0.545	ಎದುರಾಳಿ
sting	anger	0.544	ಕುಟುಕು
entangled	anger	0.544	ಸಿಕ್ಕಿಹಾಕಿಕೊಂಡ
grumble	anger	0.544	ಗೊಣಗುತ್ತಾರೆ
robbery	anger	0.544	ದರೋಡೆ
outcry	anger	0.544	ಕೂಗು
resistance	anger	0.543	ಪ್ರತಿರೋಧ
irreconcilable	anger	0.543	ಸರಿಪಡಿಸಲಾಗದ
obstructive	anger	0.542	ಪ್ರತಿಬಂಧಕ
dismay	anger	0.540	ದಿಗ್ಭ್ರಮೆ
mob	anger	0.538	ಜನಸಮೂಹ
juststop	anger	0.537	ಸುಮ್ಮನೆ ನಿಲ್ಲಿಸು
badness	anger	0.536	ಕೆಟ್ಟತನ
ridicule	anger	0.534	ಅಪಹಾಸ್ಯ
incendiary	anger	0.533	ಬೆಂಕಿಯಿಡುವ
flares	anger	0.532	ಜ್ವಾಲೆಗಳು
twofaced	anger	0.531	ದ್ವಿಮುಖ
reckless	anger	0.531	ಅಜಾಗರೂಕ
communism	anger	0.531	ಕಮ್ಯುನಿಸಂ
allegation	anger	0.531	ಆರೋಪ
prejudicial	anger	0.531	ಪೂರ್ವಾಗ್ರಹ ಪೀಡಿತ
whip	anger	0.531	ಚಾವಟಿ
unbridled	anger	0.531	ಕಡಿವಾಣವಿಲ್ಲದ
degeneracy	anger	0.531	ಅವನತಿ
intruder	anger	0.531	ಒಳನುಗ್ಗುವವನು
belittle	anger	0.531	ಕಡಿಮೆ
confinement	anger	0.531	ಬಂಧನ
dispute	anger	0.531	ವಿವಾದ
exacerbation	anger	0.531	ಉಲ್ಬಣಗೊಳ್ಳುವಿಕೆ
uprising	anger	0.531	ದಂಗೆ
unjust	anger	0.530	ಅನ್ಯಾಯ
unjustifiable	anger	0.530	ಸಮರ್ಥನೀಯವಲ್ಲ
perversion	anger	0.530	ವಿಕೃತಿ
bigoted	anger	0.530	ಮತಾಂಧ
fiesty	anger	0.530	ಉಗ್ರವಾದ
offender	anger	0.530	ಅಪರಾಧಿ
dictatorial	anger	0.530	ಸರ್ವಾಧಿಕಾರಿ
hassle	anger	0.530	ಜಗಳ
dissonance	anger	0.530	ಅಪಶ್ರುತಿ
tackled	anger	0.530	ನಿಭಾಯಿಸಿದರು
renegade	anger	0.529	ದ್ರೋಹಿ
cantstandit	anger	0.529	ನಿಲ್ಲುವಂತಿಲ್ಲ
trespass	anger	0.529	ಅತಿಕ್ರಮಣ
hot	anger	0.529	ಬಿಸಿ
prison	anger	0.529	ಜೈಲು
suicide	anger	0.521	ಆತ್ಮಹತ್ಯೆ
annoy	anger	0.520	ಕಿರಿಕಿರಿ
leavemealone	anger	0.517	ವೀಳ್ಯದೆಲೆ
cretins	anger	0.516	ಕ್ರೆಟಿನ್ಗಳು
depravity	anger	0.516	ಅಧಃಪತನ
idiotic	anger	0.516	ಮೂರ್ಖ
dishonest	anger	0.516	ಅಪ್ರಾಮಾಣಿಕ
distrust	anger	0.516	ಅಪನಂಬಿಕೆ
broil	anger	0.516	ಬ್ರೈಲ್
grrr	anger	0.516	grrr
criticize	anger	0.516	ವಿಮರ್ಶೆ
inimical	anger	0.516	ಶತ್ರುತ್ವದ
tortious	anger	0.516	ಹಿಂಸೆಯ
prisoner	anger	0.516	ಖೈದಿ
treason	anger	0.516	ದೇಶದ್ರೋಹ
divorce	anger	0.516	ವಿಚ್ಛೇದನ
venting	anger	0.516	ವಾತಾಯನ
duress	anger	0.516	ಒತ್ತಾಯ
disrespectful	anger	0.516	ಅಗೌರವ
poaching	anger	0.515	ಬೇಟೆಯಾಡುವುದು
scold	anger	0.515	ಗದರಿಸುತ್ತಾರೆ
poachers	anger	0.515	ಕಳ್ಳ ಬೇಟೆಗಾರರು
pow	anger	0.515	ಪೌ
hangry	anger	0.515	ಹಸಿವಾಗಿದೆ
argumentation	anger	0.515	ವಾದ
frustrating	anger	0.515	ಹತಾಶೆ
unkind	anger	0.515	ನಿರ್ದಯ
roar	anger	0.515	ಘರ್ಜಿಸು
coercion	anger	0.515	ಬಲಾತ್ಕಾರ
unforgiving	anger	0.515	ಕ್ಷಮಿಸದ
grump	anger	0.515	ಮುಂಗೋಪ
bile	anger	0.515	ಪಿತ್ತರಸ
unleash	anger	0.515	ಸಡಿಲು
chaos	anger	0.515	ಅವ್ಯವಸ್ಥೆ
victimized	anger	0.515	ಬಲಿಪಶು
jerks	anger	0.515	ಜರ್ಕ್ಸ್
tussle	anger	0.514	ಜಗಳ
bane	anger	0.511	ನಿಷೇಧ
accusation	anger	0.510	ಆರೋಪ
enmity	anger	0.510	ಹಗೆತನ
repudiation	anger	0.510	ನಿರಾಕರಣೆ
banish	anger	0.509	ಗಡಿಪಾರು
disfigured	anger	0.508	ವಿಕಾರಗೊಳಿಸಲಾಗಿದೆ
storm	anger	0.507	ಚಂಡಮಾರುತ
crazy	anger	0.500	ಹುಚ್ಚ
hammering	anger	0.500	ಸುತ್ತಿಗೆ
defy	anger	0.500	ಧಿಕ್ಕರಿಸುತ್ತಾರೆ
antithesis	anger	0.500	ವಿರೋಧಾಭಾಸ
scoff	anger	0.500	ಅಪಹಾಸ್ಯ
anguish	anger	0.500	ವೇದನೆ
confined	anger	0.500	ಸೀಮಿತಗೊಳಿಸಲಾಗಿತ್ತು
fear	anger	0.500	ಭಯ
bout	anger	0.500	ಕಾದಾಟ
unruly	anger	0.500	ಅಶಿಸ್ತಿನ
delusional	anger	0.500	ಭ್ರಮೆಯ
obstruct	anger	0.500	ತಡೆಯುತ್ತವೆ
possessed	anger	0.500	ಹೊಂದಿತ್ತು
injustice	anger	0.500	ಅನ್ಯಾಯ
fervor	anger	0.500	ಉತ್ಸಾಹ
spear	anger	0.500	ಈಟಿ
derision	anger	0.500	ಅಪಹಾಸ್ಯ
intractable	anger	0.500	ಅರಗಿಸಿಕೊಳ್ಳಲಾಗದ
reject	anger	0.500	ತಿರಸ್ಕರಿಸಿ
dominate	anger	0.500	ಪ್ರಾಬಲ್ಯ
ordeal	anger	0.500	ಅಗ್ನಿಪರೀಕ್ಷೆ
banished	anger	0.500	ಗಡಿಪಾರು
rejects	anger	0.500	ತಿರಸ್ಕರಿಸುತ್ತದೆ
shun	anger	0.500	ದೂರವಿರಿ
brunt	anger	0.500	ಬ್ರಂಟ್
derogation	anger	0.500	ಅವಹೇಳನ
frenzied	anger	0.500	ಉನ್ಮಾದಗೊಂಡ
animus	anger	0.500	ಜೀವಾತ್ಮ
suppression	anger	0.500	ನಿಗ್ರಹ
malpractice	anger	0.500	ದುರಾಚಾರ
brazen	anger	0.500	ಲಜ್ಜೆಗೆಟ್ಟ
foaming	anger	0.500	ಫೋಮಿಂಗ್
disrupting	anger	0.500	ಅಡ್ಡಿಪಡಿಸುತ್ತಿದೆ
nobodycares	anger	0.500	ಯಾರು ತಲೆಕೆದಿಸಿಕೊಳಲ್ಲ
patronising	anger	0.500	ಪೋಷಿಸುವ
getoveryourself	anger	0.495	ನೀವೇ ಪಡೆಯಿರಿ
toughness	anger	0.492	ಗಟ್ಟಿತನ
stupidpeople	anger	0.492	ಮೂರ್ಖ ಜನರು
madness	anger	0.491	ಹುಚ್ಚುತನ
sinful	anger	0.491	ಪಾಪಪೂರ್ಣ
avarice	anger	0.490	ದುರಾಸೆ
oppress	anger	0.490	ದಬ್ಬಾಳಿಕೆ ಮಾಡುತ್ತಾರೆ
cutting	anger	0.485	ಕತ್ತರಿಸುವುದು
anathema	anger	0.485	ಅನಾಥೆಮಾ
annoyed	anger	0.485	ಸಿಟ್ಟಾಗಿ
dissident	anger	0.485	ಭಿನ್ನಮತೀಯ
demand	anger	0.485	ಬೇಡಿಕೆ
usurp	anger	0.485	ಕಿತ್ತುಕೊಳ್ಳಿ
claw	anger	0.485	ಪಂಜ
alienate	anger	0.485	ದೂರಮಾಡು
infraction	anger	0.485	ಉಲ್ಲಂಘನೆ
avenger	anger	0.485	ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳುವವನು
revoke	anger	0.485	ರದ್ದು
smuggler	anger	0.485	ಕಳ್ಳಸಾಗಾಣಿಕೆದಾರ
abolish	anger	0.485	ರದ್ದುಪಡಿಸಿ
fricking	anger	0.485	ಫ್ರಿಕಿಂಗ್
stayaway	anger	0.485	ದೂರವಿರು
pervert	anger	0.485	ವಿಕೃತ
disservice	anger	0.485	ಅಪಚಾರ
disobedient	anger	0.485	ಅವಿಧೇಯ
incest	anger	0.485	ಸಂಭೋಗ
complaint	anger	0.485	ದೂರು
disapproved	anger	0.485	ಒಪ್ಪಲಿಲ್ಲ
inhuman	anger	0.485	ಅಮಾನವೀಯ
mocking	anger	0.484	ಅಣಕಿಸುತ್ತಿದ್ದಾರೆ
penalty	anger	0.484	ದಂಡ
renounce	anger	0.484	ತ್ಯಜಿಸು
restrain	anger	0.484	ನಿಗ್ರಹಿಸಿ
upheaval	anger	0.484	ದಂಗೆ
deceit	anger	0.484	ವಂಚನೆ
obnoxious	anger	0.484	ಅಸಹ್ಯಕರ
imprisoned	anger	0.484	ಬಂಧಿತನಾದ
strained	anger	0.484	ಪ್ರಯಾಸದ
blame	anger	0.484	ದೂರುತ್ತಾರೆ
oust	anger	0.484	ಹೊರಹಾಕು
litigious	anger	0.484	ವ್ಯಾಜ್ಯ
rivalry	anger	0.484	ಪೈಪೋಟಿ
sucker	anger	0.484	ಸಕ್ಕರ್
opposed	anger	0.484	ವಿರೋಧಿಸಿದರು
thresh	anger	0.484	ಒಕ್ಕಲು
disgrace	anger	0.484	ಅವಮಾನ
suspicious	anger	0.484	ಅನುಮಾನಾಸ್ಪದ
turbulence	anger	0.483	ಪ್ರಕ್ಷುಬ್ಧತೆ
pound	anger	0.481	ಪೌಂಡ್
coldness	anger	0.477	ಶೀತಲತೆ
ungrateful	anger	0.472	ಕೃತಘ್ನ
stoopid	anger	0.471	ಸ್ಟೂಪಿಡ್
battalion	anger	0.471	ಬೆಟಾಲಿಯನ್
feudalism	anger	0.470	ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ
hostage	anger	0.470	ಒತ್ತೆಯಾಳು
annoying	anger	0.470	ಕಿರಿಕಿರಿ
dispossessed	anger	0.470	ಕಸಿದುಕೊಂಡರು
subversion	anger	0.470	ವಿಧ್ವಂಸಕತೆ
friction	anger	0.470	ಘರ್ಷಣೆ
jealous	anger	0.470	ಹೊಟ್ಟೆಕಿಚ್ಚು
adversity	anger	0.470	ಪ್ರತಿಕೂಲತೆ
infidel	anger	0.470	ನಾಸ್ತಿಕ
gall	anger	0.470	ಪಿತ್ತಕೋಶ
accuser	anger	0.470	ಆರೋಪಿ
ram	anger	0.470	ರಾಮ್
armament	anger	0.470	ಶಸ್ತ್ರಾಸ್ತ್ರ
thump	anger	0.469	ಬಡಿಯಿರಿ
dislike	anger	0.469	ಇಷ್ಟವಿಲ್ಲ
steal	anger	0.469	ಕದಿಯಲು
backoff	anger	0.469	ಹಿಂದಕ್ಕೆ
stifled	anger	0.469	ಉಸಿರುಗಟ್ಟಿದ
incite	anger	0.469	ಪ್ರಚೋದಿಸುತ್ತವೆ
distress	anger	0.469	ಯಾತನೆ
angermanagement	anger	0.469	ಕೋಪದ ನಿರ್ವಹಣೆ
selfish	anger	0.469	ಸ್ವಾರ್ಥಿ
injury	anger	0.469	ಗಾಯ
exile	anger	0.469	ಗಡಿಪಾರು
insanity	anger	0.469	ಹುಚ್ಚುತನ
offense	anger	0.469	ಅಪರಾಧ
objection	anger	0.469	ಆಕ್ಷೇಪಣೆ
smother	anger	0.469	ಉಸಿರುಗಟ್ಟಿಸು
disruption	anger	0.469	ಅಡ್ಡಿ
intolerance	anger	0.469	ಅಸಹಿಷ್ಣುತೆ
disobey	anger	0.469	ಅವಿಧೇಯತೆ
selfishness	anger	0.469	ಸ್ವಾರ್ಥ
recidivism	anger	0.469	ಪುನರಾವರ್ತನೆ
subversive	anger	0.469	ವಿಧ್ವಂಸಕ
huff	anger	0.469	ಹಫ್
plunder	anger	0.469	ಲೂಟಿ
opposition	anger	0.469	ವಿರೋಧ
complain	anger	0.469	ದೂರು
perpetrator	anger	0.469	ಅಪರಾಧಿ
simmer	anger	0.469	ತಳಮಳಿಸುತ್ತಿರು
areyoukidding	anger	0.468	ನೀವು ತಮಾಷೆ ಮಾಡುತ್ತಿದ್ದೀರಿ
mug	anger	0.467	ಚೊಂಬು
agony	anger	0.465	ಸಂಕಟ
arrogant	anger	0.461	ದಾರ್ಷ್ಟ್ಯ
sux	anger	0.456	sux
vent	anger	0.456	ತೆರಪಿನ
elimination	anger	0.456	ನಿವಾರಣೆ
picketing	anger	0.456	ಪಿಕೆಟಿಂಗ್
haughty	anger	0.456	ಅಹಂಕಾರಿ
grated	anger	0.455	ತುರಿದ
flagrant	anger	0.455	ಎದ್ದುಕಾಣುವ
busted	anger	0.455	ಬಸ್ಟ್
crabby	anger	0.455	ಏಡಿ
dying	anger	0.455	ಸಾಯುತ್ತಿದ್ದಾರೆ
idiocy	anger	0.455	ಮೂರ್ಖತನ
impermeable	anger	0.455	ಪ್ರವೇಶಿಸಲಾಗದ
stubbed	anger	0.455	ಚುಚ್ಚಿದ
illegality	anger	0.455	ಅಕ್ರಮ
veto	anger	0.455	ವೀಟೋ
constraint	anger	0.455	ನಿರ್ಬಂಧ
mislead	anger	0.455	ದಾರಿತಪ್ಪಿಸುತ್ತದೆ
illicit	anger	0.455	ಅಕ್ರಮ
troublesome	anger	0.455	ತ್ರಾಸದಾಯಕ
clamor	anger	0.455	ಗಲಾಟೆ
bayonet	anger	0.453	ಬಯೋನೆಟ್
suppress	anger	0.453	ನಿಗ್ರಹಿಸುತ್ತವೆ
intense	anger	0.453	ತೀವ್ರ
displeased	anger	0.453	ಅಸಮಾಧಾನ
disapproving	anger	0.453	ಒಪ್ಪುವುದಿಲ್ಲ
hysterical	anger	0.453	ಉನ್ಮಾದದ
struggle	anger	0.453	ಹೋರಾಟ
godless	anger	0.453	ದೇವರಿಲ್ಲದ
desist	anger	0.453	ತ್ಯಜಿಸು
usurped	anger	0.453	ಕಿತ್ತುಕೊಂಡರು
despotism	anger	0.453	ನಿರಂಕುಶಾಧಿಕಾರ
disagreeing	anger	0.453	ಒಪ್ಪುವುದಿಲ್ಲ
bad	anger	0.453	ಕೆಟ್ಟ
unlawful	anger	0.451	ಕಾನೂನುಬಾಹಿರ
wrongly	anger	0.448	ತಪ್ಪಾಗಿ
repellent	anger	0.442	ನಿವಾರಕ
dishonor	anger	0.441	ಅವಮಾನ
psychosis	anger	0.441	ಮನೋರೋಗ
wasted	anger	0.441	ವ್ಯರ್ಥವಾಯಿತು
wrongful	anger	0.441	ತಪ್ಪು
foe	anger	0.441	ವೈರಿ
aversion	anger	0.440	ತಿರಸ್ಕಾರ
gahhh	anger	0.439	ಗಾಹ್ಹ್ಹ್
knuckles	anger	0.439	ಗೆಣ್ಣುಗಳು
ultimatum	anger	0.439	ಅಲ್ಟಿಮೇಟಮ್
schism	anger	0.439	ಭಿನ್ನಾಭಿಪ್ರಾಯ
upset	anger	0.439	ಅಸಮಾಧಾನ
effigy	anger	0.439	ಪ್ರತಿಮೆ
punitive	anger	0.439	ದಂಡನೀಯ
worthless	anger	0.438	ನಿಷ್ಪ್ರಯೋಜಕ
separatist	anger	0.438	ಪ್ರತ್ಯೇಕತಾವಾದಿ
ransom	anger	0.438	ಸುಲಿಗೆ
deny	anger	0.438	ನಿರಾಕರಿಸುತ್ತಾರೆ
fugitive	anger	0.438	ಪಲಾಯನಗೈದ
mucked	anger	0.438	ಕೆಸರುಗದ್ದೆ
abandonment	anger	0.438	ತ್ಯಜಿಸುವಿಕೆ
irritation	anger	0.438	ಕೆರಳಿಕೆ
deleterious	anger	0.438	ಹಾನಿಕಾರಕ
stupidity	anger	0.438	ಮೂರ್ಖತನ
segregate	anger	0.437	ಪ್ರತ್ಯೇಕಿಸಿ
oblivion	anger	0.437	ಮರೆವು
payback	anger	0.436	ಮರುಪಾವತಿ
incongruous	anger	0.435	ಅಸಂಗತ
eviction	anger	0.435	ಹೊರಹಾಕುವಿಕೆ
collusion	anger	0.432	ಒಳಸಂಚು
rob	anger	0.431	ದೋಚುತ್ತಾರೆ
ravenous	anger	0.429	ಅತಿರೇಕದ
overrun	anger	0.429	ಅತಿಕ್ರಮಿಸುತ್ತದೆ
infidelity	anger	0.429	ದಾಂಪತ್ಯ ದ್ರೋಹ
harbinger	anger	0.426	ಮುನ್ಸೂಚಕ
painful	anger	0.426	ನೋವಿನಿಂದ ಕೂಡಿದೆ
getoverit	anger	0.426	ಅದರಿಂದ ಮುಂದೆ ಸಾಗು
martial	anger	0.426	ಸಮರ
rejection	anger	0.426	ನಿರಾಕರಣೆ
incredulous	anger	0.426	ನಂಬಲಾಗದ
stupidrain	anger	0.426	ಸ್ಟುಪಿಡ್ರೇನ್
defense	anger	0.425	ರಕ್ಷಣಾ
enforce	anger	0.424	ಜಾರಿಗೊಳಿಸಲು
commotion	anger	0.424	ಗದ್ದಲ
censor	anger	0.424	ಸೆನ್ಸಾರ್
gonorrhea	anger	0.424	ಗೊನೊರಿಯಾ
fraudulent	anger	0.424	ಮೋಸದ
unsympathetic	anger	0.424	ಸಹಾನುಭೂತಿಯಿಲ್ಲದ
fallacious	anger	0.424	ತಪ್ಪಾದ
greed	anger	0.424	ದುರಾಸೆ
defraud	anger	0.424	ವಂಚನೆ
banger	anger	0.424	ಬ್ಯಾಂಗರ್
concealment	anger	0.424	ಮರೆಮಾಚುವಿಕೆ
fuss	anger	0.424	ಗಡಿಬಿಡಿ
exasperation	anger	0.424	ಉದ್ರೇಕ
disobedience	anger	0.424	ಅವಿಧೇಯತೆ
powerful	anger	0.424	ಶಕ್ತಿಯುತ
discontent	anger	0.424	ಅಸಮಾಧಾನ
indecency	anger	0.424	ಅಸಭ್ಯತೆ
sedition	anger	0.422	ದೇಶದ್ರೋಹ
deportation	anger	0.422	ಗಡೀಪಾರು
cracked	anger	0.422	ಬಿರುಕು ಬಿಟ್ಟಿದೆ
bang	anger	0.422	ಬ್ಯಾಂಗ್
barb	anger	0.422	ಬಾರ್ಬ್
duel	anger	0.422	ದ್ವಂದ್ವಯುದ್ಧ
sarcasm	anger	0.422	ಚುಚ್ಚುಮಾತು
cur	anger	0.422	ಕರ್
misrepresented	anger	0.422	ತಪ್ಪಾಗಿ ನಿರೂಪಿಸಲಾಗಿದೆ
annoyance	anger	0.422	ಕಿರಿಕಿರಿಯ
scar	anger	0.422	ಗಾಯದ ಗುರುತು
nettle	anger	0.422	ಗಿಡ
banishment	anger	0.422	ಗಡಿಪಾರು
snubbed	anger	0.422	ಸ್ನಬ್ಡ್
penitentiary	anger	0.422	ಸೆರೆಮನೆ
penetration	anger	0.422	ನುಗ್ಗುವಿಕೆ
blatant	anger	0.420	ಅಬ್ಬರದ
force	anger	0.418	ಬಲ
perverse	anger	0.415	ವಿಕೃತ
wring	anger	0.415	ಹಿಂಡು
bastion	anger	0.413	ಭದ್ರಕೋಟೆ
grim	anger	0.413	ಕಠೋರ
moody	anger	0.412	ಮೂಡಿ
tiff	anger	0.412	ಗದ್ದಲ
nothappy	anger	0.412	ಸಂತೋಷವಾಗಿಲ್ಲ
surly	anger	0.412	ವಿಪರೀತ
sordid	anger	0.412	ಕ್ಷುಲ್ಲಕ
hunting	anger	0.411	ಬೇಟೆಯಾಡುವುದು
indenture	anger	0.410	ಒಪ್ಪಂದ
forfeit	anger	0.409	ಮುಟ್ಟುಗೋಲು
areyoukiddingme	anger	0.409	ನೀನು ನನಗೆ ತಮಾಷೆಮಾಡುತ್ತಿದ್ದೀಯಾ
