Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic ,Language
20190121,,20190118,N-2-2019,"M'ghidtlhiex liema huma is-servizzi li naqsu. Il-propjet vera gholiet imma allura fi zmien il-partit tieghek kienet b'xejn? Fuq kollox dawn in-nies li qieghdin jibku li l-propjeta gholliet nispera li umbghad jekk ikollhom propjeta u jkunu sejjrin ibieghuha jtuha b'xejn. Dwar edukazzjoni is-soltu mantra li tikkumenta bla evidenza, infakkrek li dan il-Gvern ta' tablet lit-tfal kollha u m'ghadux jaccetta li tfal jiskartaw l-iskola. Qieghed jaghti wkoll trasport b'xejn ghal istudenti. Altru milli ma sar xejn fl-edukazzjoni.",1,positive,trust,0,0,0,0,2
20190122,,20190118,N-2-2019,Is-servizzi jew joghlew jew jonqsu. Iftah ghajnejk!,1,negative,anger,0,0,0,1,1
20190123,,,N-2-2019,Hallihom bhalqhom miftuh . Kif qatt jistghu xi darba jiehdu l-Gvern .,1,positive,trust,0,0,0,1,1
20190124,,20190123,N-2-2019,Veru bhalqek miftuh ghax bilguh bqajt bil €2.33 li taghna. 2009 budget kollha does a ta €4.08. Illum din hi equivalent ghall madwar €6 izda Josep Muscat il manipulator tal imhuh il fjakki l-ewwel bellghalek 48 centesmi u issa qieghed tifrah ghax taghak €2.33. Veru qieghed tigi manipulat,1,negative,disgust,0,0,0,0,2
20190125,,20190123,N-2-2019,"La tkun bil-guh, tifrah bix-xejn. Ara biex tridni nibqa halqi miftuh. L-ebda gvern ma jaghtik habib. Jekk jaghti xi haga lilhek, ikun hadha lill-siehbek. Kull gvern kull ma' jkun qed jaghmel u li jilghab flusek, u jekk jitlef thallas int. Issa fihmt sieheb.",1,negative,sadness,0,0,0,0,1
20190126,,20190125,N-2-2019,Veru lanqas ghal Pizza mghandna . Mur dur wahda r-Restaurants u t-Take aways - Pawl. Anke jekk taqbez sar Rabat ghand tal-Pastizzi hu bizzejjed .,1,positive,trust,0,1,0,1,2
20190127,,20190126,N-2-2019,"Mela qed taqbel mieghi, ghax bil-pastizzi jkollu jigba l-poplu. Fir-restaurants ta' klassi jien dejjem ma' turisti tat-tajjeb niltaqa. Ma tantx nara haddiema li ghandhom ta' l-inqas il-paga medja.",1,negative,sadness,0,0,1,1,2
20190128,,20190126,N-2-2019,"Jien pensjonanti nara ,anke ghall xi Holiday barra minn xtutna .",1,positive,joy,0,0,0,0,2
20190129,,,N-3-2019,"Budget the ghandu Road Map kontra dawk li kien ikollna, fejn kienu spiccaw jghamluhomna ta'L-EU . Issa mhux talli mhumiex IMMA talli qed jghaduhomna bi''Flying Colours ' . Xma' jivvutawluhx dan il-Gvern. Kif tistgha LE .",1,positive,joy,0,0,1,0,2
20190130,,20190129,N-3-2019,Kwakk kwakk,1,neutral,disgust,0,1,0,1,1
20190131,,20190130,N-3-2019,"Il pensjonanti 2.17 biss jew plus it 2.33?........................Pensions to increase by €2.17 per week, over-and-above COLA????????????",1,neutral,surprise,0,0,0,0,2
20190132,,20190131,N-3-2019,2.33 Plus 2.17 total 4.50.,0,neutral,surprise,0,0,0,0,0
20190133,,20190130,N-3-2019,"Beqqh beqqh let him enjoy his peanuts, don't spoil his fun beqhhh beqqhh",1,negative,disgust,1,0,1,1,0
20190134,,20190133,N-3-2019,"Jones, seems you are now making sounds that your kin recognise.",1,neutral,disgust,1,0,0,1,0
20190135,,20190133,N-3-2019,Birds of the same feather flock together.,1,neutral,disgust,0,0,0,1,0
20190136,,20190133,N-3-2019,"apparently you were enjoying the taxes rather than the peanuts, 10 years ago.",1,negative,disgust,0,1,0,1,0
20190137,,20190130,N-3-2019,"Ma daqqx ghal widnejk hux Attard. L importanti li tlett kwarti tal maltin kuntenti. Ghal ohrajn, il pacenzja hija virtu'",1,negative,anticipation,0,0,1,1,1
20190138,,20190129,N-3-2019,"Jekk int xempju ta' dawk li jappoġġaw il-Gvern għal mod kif tfarrak u tkisser l-ortografija tal-Malti, vera ta' min jitħassarkom. Kif tista' ma tgħidx le?",1,negative,disgust,1,0,1,1,1
20190139,,20190138,N-3-2019,hahahaj ghal nies bhal dawn ha jnehhu l-ezamijiet biex tkompli titkattar l-injuranza! ahajr idahhlu programm ta strerilizzazjoni!,1,negative,disgust,1,0,0,1,1
20190140,,20190138,N-3-2019,Ma baqalekx argumenti hux cachia....allura nattakkaw l ortografija....nifhem id desperazjoni imma ma hemm ghalfejn.,1,negative,sadness,0,0,1,1,1
20190141,,20190140,N-3-2019,Tghallem ikteb il-Malti qabel tikteb bil-Malti ... disprati huma dawk li jaraw lil min jaqla' €100 fis-siegħa għax huma ta' Muscat u huma jaqilgħu biss il-miżerja ta' żieda li biha bilkemm tieħu capuccino u żewġ pastizzi.,1,negative,anger,1,0,0,1,1
20190142,,20190129,N-3-2019,Kif tista ma ccempilx?,1,negative,anticipation,1,0,1,1,1
20190143,,20190129,N-3-2019,"The poor get poorer and the rich get richer ,this is the system we are living on, 33 cent increase a day ,hehehehe .Now tell us how we can be happy or excited and celebrate, because the 33 cent increase a day?",1,negative,sadness,0,0,0,0,0
20190144,,20190143,N-3-2019,"L-Unions kollha jghejdu li hu tajjeb u int u xi erba ohra tghejdu li kien hazin . Min ihobb jeqred, jeqred jibqa .",1,negative,surprise,0,0,0,0,2
20190145,,20190144,N-3-2019,Amen,1,neutral,trust,0,0,0,1,0
20190146,,20190143,N-3-2019,What kind of budget were you expecting? A PN-times budget where the poor truly got poorer? You lot are hopeless.,1,negative,trust,0,0,0,1,0
20190147,,20190146,N-3-2019,"Well not really, statistics show that poverty has increased more than the times of the PN as we are being fed that good times are around. Get your facts right.",1,negative,fear,0,0,0,1,0
20190148,,20190146,N-3-2019,Eh statistics? You quote statistics when it suits don't you? Post the link.,1,negative,surprise,0,0,0,1,0
20190149,,20190146,N-3-2019,Nahseb l statistics li qed jara busuttil ma humiex l istess li qed naraw ahna,1,negative,surprise,0,1,1,1,2
20190150,,20190146,N-3-2019,"Busuttil huwa int li jehtieg li tara l fatti u li jkunu sew. Ghal informazzjoni tieghek, gejna fost l ewwel 30 mil-indici ta prosperita' u ghat tieni sena konsekuttiva irregistrajna surplus fenominali. Aqra Habib u ifhem",1,positive,trust,0,0,0,1,2
20190151,,20190146,N-3-2019,qed narahom in-nies jittalbu barra u kulhadd unemployed. L-fabriki hlief barranin mhux idahhlu ghax m'hawnx Maltin bizzejjed biex jidhlu xoghol. Siehbi wara gurnata li tefa c-CVs rcieva 5 interviews u kollha rieduh jibda mill-ghada. PS. Ghadu johrog mill-MCAST bi ftit esperjenza ta xoghol.,1,positive,joy,0,1,1,1,2
20190152,,20190146,N-3-2019,"Mhux ghax m hawn bizzejjed Maltin ghax l malti ma jridtx jahdem xoghol fil fabriki imma jitghazzen mal gvern!.,",1,negative,disgust,0,0,1,1,1
20190153,,20190146,N-3-2019,Mhux ser jifmhux sur Falzon ghax ghal uhud kull ma jaghmel l gverb huwa hazin.,1,negative,surprise,0,0,1,1,1
20190154,,20190143,N-3-2019,"it is not only money there are other things included ,or is your mental state only concerned with what jingles in your pocket or rustles in your overstuffed wallet",1,negative,anger,0,0,1,1,0
20190155,,20190143,N-3-2019,X ghandu x jaqsam? Mela l ghajnuna lil studenti ma tarahiex? Mela l ghajnuna lil dawk li jsofru b mard mentali ma tarahiex? Mela l ghajnuna lil over 40's biex jixtru d dar ma tarahiex? Mela z zieda lil carers ma tarahiex? Ghaliex din n negativita kollha? Id desperazjoni ma ghandiex timmanifesta ruha b dan il mod.,1,positive,surprise,0,0,1,0,2
20190156,,20190143,N-3-2019,"Fi zmien il-PN, konna nkunu bla zieda, COLA biss u b'xi tuzzana taxxa gdida ukoll. Xi trid tmaqdar.",1,negative,anger,0,1,0,1,1
20190157,,20190129,N-3-2019,X’pastazata ta’ Malti...,1,negative,disgust,0,0,0,1,1
20190158,,20190157,N-3-2019,Ahna fuq il-Budget qed nitkellmu u mhux fuq l-ortografija.,1,neutral,surprise,0,0,1,1,2
20190159,,20190158,N-3-2019,Qed nitkellmu. Mela tkellem sew...,1,negative,anticipation,0,0,0,1,1
20190160,,20190158,N-3-2019,Hekk jaqbel .,1,positive,anticipation,0,0,0,1,1
20190161,,20190158,N-3-2019,"Tinkwetax Ronnie, trux hu min na jridx jisma. Li ghidt int kullhadd fehmu, hafna ferhu waqt li uhud ma setghux jaqrawh",1,positive,joy,0,1,1,1,1
20190162,,20190157,N-3-2019,Ma ghandekx x'taghmel Marsh. Mela ma baqalekx argumenti x taghmel?,1,negative,anger,0,0,1,1,1
20190163,,20190129,N-3-2019,"inza in-nuccali, mhux xemx illum.",1,negative,sadness,0,1,1,1,1
20190164,,20190129,N-3-2019,"Gvern bid deficit (2018-2012) meta d-dinja kienet fl-ghar recessjoni fl-istorja, kien ikollna budget li jissemmew it taxxi u zjieda ta 4-5 Euros fil gimgha. Issa li ghandna ( suppost is surplus ) zjieda ta 2.33 f-budget li ma jsemmix it taxxa u l-gholi tal hajja li jkun hemm matul is sena. Jista xi hadd ifehmni il ghala ma ssemma xejn dwar bini ta flettijiet godda tal gvern ghal haddiema Jaqaw.? Qed insaqsi biss. Ghax bi 300 miljun Surplus, jistghu nofshom jinbnew mal 2500 flat ghal familji li ma jifilhux ihallsu l-kirjiet esagerati.",1,negative,sadness,0,0,1,0,2
20190165,,20190164,N-3-2019,"Tajba din eh ! U huma jiehdu 600 / 500 euro filgimgha hux , u lilna jghejdulna biex ma' nithanzruhx , u tawna lanqas haqq gelat 1.16 euro . Dik recession , ghax komplew jghabbu lil Pajjizna bid-Dejn halli jkollhom xi jhallsu Uliedna u Ulied Uliedna .",1,negative,disgust,0,0,1,0,2
20190166,,20190165,N-3-2019,"Tista tghidilna kemm gawdew fi bwithom dawk li inti qed issejhilhom huma , u kemm qed igawdu fi bwithom dawk li ma semmetx inti jigifieri Joseph Muscat u l - membri parlamentari tal - PL . ?",1,negative,anticipation,0,0,1,1,1
20190167,,20190129,N-3-2019,"Road map? Google Map forsi? U ejja - x'qed jippjana dan il-Gvern biex jattratta business u attivita gdida fil-pajjiz? Jekk m ajibqghawx jigu gaming companies, fejn ha mmorru? Il-bajd qieghed f'qoffa wahda.",1,negative,fear,0,1,1,1,2
20190168,,20190167,N-3-2019,"Possibbli mghandunajtx li giet il-Crain Currency, fejn anke binja Gdida nbniet gewwa Hal-Far, Investew Kumpaniji fi' tkabbir taghhom u anke ziedu nnies, Investew il-Lukandiera, Investew tal-Business fil-Catering , Investew fit-Trasport ta' nies bil-bahar, ++++++++++",1,positive,trust,0,0,1,1,2
20190169,,20190168,N-3-2019,"Tarax sa mniehrek. Gew investituri godda, vera, biex imbaghad ihaddmu lil barranin. Printing diga kellna. Xejn gdid. Biex imbagha jinqala' xi zokk u tispicca issussidjata mill-gvern, bhal-ST u De La Rue, blackmail lil Gvern biex jibqghu hawn. Irrid nara kumpanniji bhal IBM, jew Apple, jew Microsoft jifthu Malta. Ehh...Microsoft fethu xi haga, diga kienu hemm fl-2013. L-istess il-Vodafone.",1,negative,anticipation,0,1,0,1,2
20190170,,20190168,N-3-2019,"Crane currency serqet in-nies minghand De La Rue, li spiccat timpjega il-Barranin. Investiment mll-Lukandi? Meta tarhom iwaqqghu lukanda biex jibnu flats u officini ghal barranin? Min sar sinjur mil-Lukanda Fortina li waqqgha Zammit Tabona f’tas-Sliema?",1,negative,sadness,0,0,0,1,2
20190171,,20190167,N-3-2019,"Micallef saqsi lin negozjanti. Hekk ghidilhom! Li l gvern ma hu qed jattratta xejn. Kulhadd full emolyment. La ssib bennej, la ssib mastrudaxxa, la ssib mechanic u mbghad tigi int u tghidilna li l gvern ma hu qed jaghmel xejn.",1,positive,trust,0,0,1,1,2
20190172,,20190129,N-3-2019,Ronnie qed tpappiha donnok. La hawn daqshekk flus fl-idejn mela m'hemmx bżonn nibqgħu nagħtu karita. L-Awqa Żmien kulħadd ippapiha skontok. Sejjer Żball.,1,negative,sadness,0,1,1,1,1
20190173,,20190172,N-3-2019,"Ghax mhumiex Percezzjoni bhalma kienu jghejdulna meta konna nsemmuhom - Steve . Biss ibqa cert li hawn inqas milli kien hemm qabel zgur . Xi kultant wiehed jistgha jiftaqar b'cirkustanzi li ma' jkollokx kontrol fuqhom . Ezempju mard , familji jinfirdu , loghob bla razan, ++++++",1,negative,sadness,0,0,1,1,1
20190174,,20190129,N-3-2019,"budget tajjeb ghal xi sezzjonijiet, veru. imma ftakar li fi zminijiet ohra kien hemm l-aghar re-session li id-dinja ratt u kolna hrigna mingha minghajr hafna problemi. Pero wiehed irid jghid li dan il Budget ikompli ma ta qablu u jghamel il-gid, mhux lill-kullhadd, imma qatt ma jista jkun perfett. Proset gvern",1,positive,trust,0,0,1,0,2
20190175,,20190174,N-3-2019,"Li kien hemm ir- Re-Session veru, biss bdan kollu huma tal-PN hadu 600 /. 500 euro filgimgha u lilna qalulna biex ma' nithansruhx tawna 1.16 euro li ttiehed kif inqara l-Budget . Wiehed ma' jrigtx jinsa wkoll li dawn hadmu bid-dejn u Imghaxijiet dejjem jizdiedu, biex wara jhallsu Uliedna u Ulied, Uliedna . Hekk kulhadd jaf jghamel - leo . Dik tmexxija ghaqlija eh !",1,negative,disgust,0,1,1,1,2
20190176,,20190175,N-3-2019,"Int ma tistax tkelmek; dejjem tigbed naha wahda, din mhix diskusjoni, imma trid lill kulhadd jaqbel mieghek. Le -mhux hekk siehbi, fejn hu tajjeb tajjeb . Il Pn zbaljaw, imma tajjeb ghamlu wkoll. daqs ma ghamilx tajjeb Mintoff. Kieku Malta ma waslitx fejn qeda issa.",1,neutral,sadness,0,0,1,1,1
20190177,,20190129,N-3-2019,Wow wow! X ma jitlax dal gvern jekk Hawn nies bhalek!,1,negative,surprise,1,0,1,1,1
20190178,,20190177,N-3-2019,"75,000",1,neutral,joy,0,0,0,1,0
20190179,,,N-3-2019,"Budget 2019, I never seen anything like it in my life THANK YOU Joseph Muscat and all the PL",1,positive,joy,0,0,0,0,0
20190180,,20190179,N-3-2019,When exactly is the next election?,1,neutral,anticipation,0,1,0,1,0
20190181,,20190180,N-3-2019,Far far away,1,neutral,joy,0,0,0,1,0
20190182,,20190179,N-3-2019,Ma tantx tidher tohrogx mid dar u minn pajjizek biex qatt ma rajt bhalu.,1,negative,surprise,0,0,0,1,1
20190183,,20190182,N-3-2019,Tell that to the marines,1,neutral,disgust,0,1,0,1,0
20190184,,20190183,N-3-2019,"Yes J* Brincat, relate that to the marines u tghidx kemm jghaddu lilek u l-shabek biz-zmien! U msieken ahna ghax jahsbuna bhalkhom.",1,negative,disgust,0,0,0,1,2
20190185,,20190182,N-3-2019,Jekk int tohrog min pajjizek tinduna li fl-ebda pajjiz tad dinja il gvern jghati COLAs lil kulhadd. Jekk taf b'xi pajjiz ghidilna.,1,positive,trust,0,0,0,0,1
20190186,,20190179,N-3-2019,"nixtieq inkun naf x'hadt int f'dan il budget, ghax sfortunatament jien xejn ma hadt. Issa naghti zieda ta €2.33 lili nnifsi bhala self employed... Ghax il-gvern nesiena ghal kollox.",1,negative,sadness,0,1,0,0,2
20190187,,20190186,N-3-2019,"No new taxes, tariffs or duties I never seen anything like it in my life One of many, GOT IT",1,positive,surprise,0,1,0,0,0
20190188,,20190187,N-3-2019,"Petrol, diesel ghola darba , darbtejn dis sena... l-ahhar wahda 25c kull gallun.Gas ghal darba darbtejn, Diary products joghlew average ta 15%. Tal pastizzi ( u mhux pastizzi biss imma ghagina ect ) joghlew 33%. DAWN MA JISSEMMEWX FIL BUDGET hux Brincat u Callus.",1,negative,anger,0,0,1,0,2
20190189,,20190187,N-3-2019,"WERE are the new taxes, tariffs or duties ????",1,neutral,anticipation,0,0,0,0,0
20190190,,20190187,N-3-2019,* Where....,1,neutral,anticipation,0,0,0,1,0
20190191,,20190187,N-3-2019,Dawl matul is- sena jigu kif gara din is-sena.,1,negative,anticipation,0,0,0,1,1
20190192,,20190187,N-3-2019,Those mentioned by Mr. Attard are the new taxes. Open your eyes and for once take off those red spectacles.,1,negative,sadness,0,0,0,0,0
20190193,,20190187,N-3-2019,Those mentioned by Mr. Attard are not TAXES,1,positive,surprise,0,0,1,0,0
20190194,,20190187,N-3-2019,"New - in this budget - None. But as you might be aware, negative things are done outside the budget, This used to happen in EFA's time, LG time and also under JM. Haven't you been on the island a long enough time?",1,negative,anticipation,0,0,1,0,0
20190195,,20190187,N-3-2019,In their fogged minds. Hallijhom jinfiskaw.,1,negative,anger,0,0,0,1,2
20190196,,20190187,N-3-2019,Great!!! Abudget without an increase in excise duties!!! I can start smoking and drinking now!!! Hahahahahah!!!!!,1,positive,joy,0,1,1,0,0
20190197,,20190187,N-3-2019,"I'd be more in favour of an increase for the price of cigarettes than drinks. Drinking, while dangerous if a person tries to drive, doesn't inherently hurt people around the drinker.",1,neutral,anticipation,0,0,1,1,0
