Text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
call everyone idiot bet say even front mirror,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
billion europe josef fought hard joining,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
making heyday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stupid even know spend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pn even stupid hanging power spend money say got eu look like joseph clever beloved party day still trying play catch,0.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0
oh leaving billion debt much much better dummy thought pn would ever solved debt problem left behind dummy getting scarcer scarcer every election,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
wow psychic midst access detail one else,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
detail require m know,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
well obvious know thing obvious true people given ridiculous ranting detail claimed know yet materialised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
know one claiming know content budget made public,2.0,2.0,3.0,3.0,4.0,1.0,0.0,3.0
comment like confirm people telling get life,6.0,11.0,5.0,15.0,16.0,8.0,14.0,22.0
sorry dumbo taking line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surplus translates country operated efficient manner economically first time malta recent history wage pension gone followed tax increase let u hope first many budget like government give one hand take many country would proud budget like country run efficient way future expect goody,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
romka still remember gonzi gave increase always gave u pensioner half skum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
people expect similar budget future like past one people got used short changed shrug shoulder get life hopefully budget lead even better one one step time,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0
think got dumbo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
cannot expect anything got nothing people wake stupid government spend new school social housing industry teacher nurse get oh poverty increase idiot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosperity budget look austerity lead see greece spain catalonia wanting break away fueled austerity madrid budget one giving sure could given else hard please budget gave took nothing return expect future budget rewarding happens economy run correctly,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0
bullshit budget made majority idiot lap got nothing get personally nothing new school child industry infrastructure teacher nurse air malta social housing nowhere thing going building getting nothing government borrowing going roof million looking like greece everyday cannot see,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start infrastructure going plus million seven year road project begin air malta recently saved going bankrupt great idea low cost flight recent action see hopefully company succeed social housing new place built probably built speak credit super cheap right government wisely taking advantage borrowing ok want seeing prosperity growth high tax budget cut healthcare two new centre refurbishment old healthcare centre industry construction work provides job cheap flight boom tourism great sector endless growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four half year nothing hear bullshit every year still naive got nothing dummy still waiting union opinionists said thing poor budget joseph hustler majority idiot lapping every word,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
taken long recover old regime economy run correctly brings reward hence reason see budget give took nothing return situation improves expect even better budget next year,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0
harping government excess lot expected felt sorry teacher got nothing disgraceful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opinion new top benna would appreciated thing important,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0
rubbish,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
right ramon pn er become rubbish tearing throat enjoy hellish predicament loser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rubbish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ramon rubbish delia said like living malta proud joseph muscat go hell fool rubbish skum like delia,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hell indeed probably better place prefer stick around irritate idiot like,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
true rubbish p enners comment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hahahahah paltry reward euro cheque euro increase low income worker cola adjustment yet crisis social housing rental market yet grabbed horn white paper easily turn nothing mda et al failure,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
extra cash always welcome unlike extra tax,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
extra cash going someone pocket except people,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0
ask tony clock,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
know international oil price dumbo,2.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0
price dumb arse,13.0,4.0,9.0,11.0,5.0,6.0,3.0,12.0
heh heh enjoy stupor loser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
think maltese coffer filled qatar kuwait energy rich country billion bank spending bn football world cup billion around world try realistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stupid government bragging excess going people maybe someone back pocket maybe government crony paltry budget teacher problem mentioned air malta problem mentioned measly crumb given pensioner cola peanut god help u say money come passport dish hell money passport mystery since scheme started money,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
course first brexit happen also attracting new business eager penetrate eu market,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0
exactly,0.0,3.0,0.0,0.0,3.0,4.0,0.0,3.0
surplus get week pure garbage,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
good sign le inflation good governance continually rammed keep coming back obviously love ridiculed,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0
good governance term uttering nonsense become labour leading troll,1.0,4.0,0.0,0.0,2.0,2.0,3.0,5.0
look talking getting crumb someone getting thousand idiot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
better rather paying tax,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0
ignore xand ramon sour grape well,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
usual majority speaking happy getting crumb big boy get big dosh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
majority happy without paying extra tax,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
like said majority loser happy crumb bunch idiot,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
weird,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0
go get crumb dumbo,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
picking kakka dumbo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
see way dr muscat day appears bought vote pay u back silly remark opinion,0.0,6.0,1.0,0.0,5.0,1.0,1.0,7.0
load crap expected minimal crumb keep majority harping joseph joseph excess money going except somebody back pocket god help u,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
peanut brain talking lol,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0
size pn pd collective economic mind compared edward even le peanut like invisible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
government hungary insult world racist nazi overtone nothing new hungary nazi element strong one always forgot one migrating europe thousand begging rest europe let stay perhaps stop screwing eu fund belongs u form tax,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tax grant study master phd granted sort discrimination le right country education tax grant based age income pure discrimination older age group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guess trying encourage young people master degree discrimination includes youth get free public transport year rest u pay usual microinvest scheme assistance worth company owned majority woman maltese company basically k extra virtue gender owner colloquially known sexism,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
anyone young anyone beyond old cannot discriminate sexual orientation sex sure wait wait decide officially change sex id card woman might get enter lady rest room would living world surreal,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
budget interested achieving surplus alleviating plight lower paid worker pensioner category see meaningfully tangible improvement disposable income level life style crony whose income get better better irrespective budget measure continue super enriched poor income remain living misery lousy budget lousy pn budget,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0
even budget logo positive negative pity transparent one,2.0,2.0,0.0,4.0,1.0,1.0,1.0,5.0
better bright future present unbearable,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
asking age sometime take time grasp goody socialist liberal progress party giving u pensioner question someone one pension actually get share old wife year euro budget way lifetime working private sector always payed due dear spouse stayed home raise family paying tax seem others benefit,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
agency authority work already done existing agency rewarding friend,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
petrol diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
surplus situation mean overtaxed tax therefore increased reduced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
budget occasion opposition distinguish governing party project alternative difference party clear labour muscat abandoned ideological consistency important characteristic decade since foundation pursuing populist policy boffa mintoff kmb alfred sant considered labour ideal central policy making whereas joseph muscat scruple pn hand still adheres nation building fundamental underlying principle mean labour temporary gained big electoral advantage however advantage last forever since period time electorate realise short termism labour policy boom followed bang hardship increasing minority people poverty risk poverty increase time important new condition pn generates showing populism offer solution country problem take message social class especially south malta labour built formidable stronghold time party must try form alliance social group rather trying capture absolute majority succeeded way pn discarding elitism offer alternative government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
trend certain indirect tax mentioned budget slowly realeased throught year,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sure referring tonio fenech budget yeah guy twice brought u excessive deficit procedure certificate european commission go back drawing board redraft budgetary estimate delia chief economic adviser presume lieu blonde pseudo economist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speak buddy spent year brussels edp procedure background led fined redraw expenditure perm sec clambering slash overtime budget oh blonde picked blog often visit contribute blonde economist version mild version blond version blogger make swoon used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one example driving licence increased mentioned budget government service numerous mention,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
sir refer pensioner general term one fit yes got euro increase enough someone eighty depend others get need besides pensioner going pension referred pensioner still working pensioner spouse husband living one pension depending others yes buy need service rendered look forward remuneration watching tv resting bed stay surely euro help world go round budget euro circle end three gravy job worth thousand euro,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
never enough mr vassallo remind last increase pension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good question mr cassar guess answer much could however sir falling definition pension equal pensioner day hated pay contribution get old since time came stage year old new pensioner still work get pension mean increase two fold however pensioner payed ni government promise receive pay pension finding spouse depending others fend spouse increase ably put forget promise pension guess heck soon gone forgotten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contrary pensioner paying tax tax sealing raised enough mentioned incease status quo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
read budget speech ceiling raised,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
inceases going exceed limit full pension calculate seem,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0
full pensjon increase going exceed threshold,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tell u much cost living inflation pn compare pl find inflation much higher pn time please try fool people pick figure suit truth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean home rent doubled last year minister double wage remain,,,,,,,,
course get every landlord refund every increase last six year th day ensure hand tax paid much likely praise government favoured friend robbing u ruining environment buy praise crumb corrupt table,,,,,,,,
typical entitlement benefit seeking mentality someone else invest thousand hard earned money find return property investment give much security yield well people like take advantage also doubt pay earnings rent would want double pay get lazy butt buy pad,,,,,,,,
talking everything increased last year rent almost doubled area yet minimum wage even kept increase bread price try spin beyond country need real labor party one look working class environment labor suppose pn mark corruption side could tom look many maltese employed gaming industry percentage construction industry seems like foreigner lot job cheap labor going freeloading african willing work peanut live house overseas programmer customer support etc gaming industry oh nurse old people care cleaning etc seems taken filipino need increase minimum wage eh pl import cheap labor,,,,,,,,
forget spin fair share government sh came top say turn,,,,,,,,
condescending elitist privileged comment may never financial difficulty life many others lucky day worked hard since first day could work could afford place got married two income also lucky enough never minimum wage cannot begin imagine current frustration wishing buy home today low income level greater disparity wage property price,,,,,,,,
know nothing life assure born silver spoon mouth neither ever recipient government largesse subsidized plot unemployment benefit sh went church school like age attended church school practically barred university anytime could find proper engagement worked black arrived malta job challenged era seventy actually never received cent pn mlp bought property locally ninety say property mean studio lm le basically bought real estate twit like turning nose time family subsidising lazy idiot property sister graft know thing worked pity tom let express really feel point life afford live continent hope enjoying mess made island elitist e,,,,,,,,
