ID,Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Raw_Text,tokens,padded,masks,exclamation_count,question_count,ellipsis_count,comma_count,period_count,exclamation_score,question_score,ellipsis_score,comma_score,period_score,polarity_score,Subjectivity Score,Sarcasm Score,Irony Score,Negation Score,afinn_score
20190213,funny economic boom pn eddie gonzi never tabled budget surplus least balanced budget accumulated debt billion happened going mention eu fund fund selling money making machine like midmed mia others vision talking everybody malta would rich,1,negative,disgust,0,1,1,"Funny, how with the 'economic boom' the PN under Eddie or Gonzi NEVER tabled a budget surplus or at least a balanced budget, and accumulated a debt of 5 BILLION. So, what happened? I'm not going to mention the EU funds and the funds from selling money making machines like MidMed or MIA and others. So, what vision are you talking about? Because with all that everybody in Malta would be rich by now.","['funny', 'economic', 'boom', 'pn', 'eddie', 'gon', '##zi', 'never', 'table', '##d', 'budget', 'sur', '##plus', 'least', 'balance', '##d', 'budget', 'acc', '##umu', '##lated', 'debt', 'billion', 'happened', 'going', 'mention', 'eu', 'fund', 'fund', 'selling', 'money', 'making', 'machine', 'like', 'mid', '##med', 'mia', 'others', 'vision', 'talking', 'everybody', 'malta', 'would', 'rich']","[101, 54031, 12763, 26416, 89209, 19786, 53666, 11180, 13362, 17516, 10163, 21455, 10344, 48746, 16331, 31117, 10163, 21455, 85312, 25541, 63160, 47646, 24382, 35613, 17010, 29583, 12625, 19131, 19131, 27885, 15033, 13566, 14338, 11531, 14862, 24341, 22938, 14399, 17584, 39643, 45319, 22821, 11008, 19442, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,2.0,0.0,4.0,2.0,0.0,0.046511627906976744,0.0,0.09302325581395349,0.046511627906976744,0.3282823774010636,1.4959023828306521,0.4922744,0.7618910670280457,0.2984461784362793,8.0
20190214,well inherit country zero infrastructure nation wide power cut scheduled save money technology illegal national threat bribe minister tv set forced eat sub standard local food carrying news paper opposition end mugging news agency burnt ground government thug local bank driven bankruptcy government causing hundred family lose lifetime saving national airport look like shabby colombian drug dealing airstrip etc yes take year billion cash turn kwazi communist state eu economic center mention global recession sky high oil price hit u cheek mention midmed bank mention dear joey selling money making machine country selling country ipp scheme stashing million private offshore account causing severe reputation damage malta wonder always remain mickey mouse country idiot like,1,negative,anger,1,0,1,"Well, when you inherit a country that has zero infrastructure, - when nation wide power cuts are scheduled to save money - when technology is illegal as it is a national threat - when you have to bribe a minister for a TV set - when we are forced to eat sub-standard local food - when carrying the news paper of the opposition ends up in a mugging - when news agencies are burnt to the ground by government thugs - when a local bank is driven into bankruptcy by the government itself causing hundreds of families to lose their lifetimes savings - when the national airport looks like a shabby Colombian drug dealing airstrip etc.. Than yes, it takes years and billions of cash to turn a kwazi communist state into an EU economic center! Not to mention the global recession and sky high oil prices that hit us in 2010. And you have the cheek to mention MidMEd Bank??????? Why don't you mention your dear Joey who is not just selling a money making machine of the country, BUT SELLING THE COUNTRY ITSELF, through the IPP scheme, and stashing millions in their private offshore accounts while causing severe reputation damage to Malta! No wonder we will always remain a Mickey Mouse country with idiots like yourself!","['well', 'in', '##her', '##it', 'country', 'zero', 'infrastructure', 'nation', 'wide', 'power', 'cut', 'scheduled', 'save', 'money', 'technology', 'illegal', 'national', 'threat', 'br', '##ibe', 'minister', 'tv', 'set', 'forced', 'eat', 'sub', 'standard', 'local', 'food', 'carrying', 'news', 'paper', 'opposition', 'end', 'mu', '##gging', 'news', 'agency', 'burnt', 'ground', 'government', 'thug', 'local', 'bank', 'driven', 'bankruptcy', 'government', 'causing', 'hundred', 'family', 'lose', 'lifetime', 'saving', 'national', 'airport', 'look', 'like', 'sha', '##bb', '##y', 'colombia', '##n', 'drug', 'dealing', 'airs', '##tri', '##p', 'etc', 'yes', 'take', 'year', 'billion', 'cash', 'turn', 'kwa', '##zi', 'communist', 'state', 'eu', 'economic', 'center', 'mention', 'global', 'rece', '##ssion', 'sky', 'high', 'oil', 'price', 'hit', 'u', 'che', '##ek', 'mention', 'mid', '##med', 'bank', 'mention', 'dear', 'joey', 'selling', 'money', 'making', 'machine', 'country', 'selling', 'country', 'ip', '##p', 'scheme', 'sta', '##shing', 'million', 'private', 'offshore', 'account', 'causing', 'severe', 'reputation', 'damage', 'malta', 'wonder', 'always', 'remain', 'mickey', 'mouse', 'country', 'idi', '##ot', 'like']","[101, 11327, 10104, 14801, 10517, 11913, 17209, 35496, 15828, 14744, 11681, 18233, 31214, 21343, 15033, 13800, 34887, 10551, 33256, 18710, 53301, 12774, 10827, 10486, 19961, 39999, 13241, 13145, 11467, 15225, 37313, 11636, 15994, 19314, 11421, 12245, 68635, 11636, 17850, 75311, 15316, 11594, 80865, 11467, 12638, 35729, 84973, 11594, 34030, 26371, 11214, 32086, 36597, 53938, 10551, 12610, 18480, 11531, 51252, 14638, 10158, 14603, 10115, 17393, 64757, 84246, 27711, 10373, 12575, 31617, 11622, 10817, 24382, 26509, 16582, 14078, 11180, 25472, 10652, 12625, 12763, 11473, 29583, 12242, 58593, 36546, 13724, 11053, 16256, 16993, 14105, 163, 10283, 10745, 29583, 14862, 24341, 12638, 29583, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3.0,7.0,0.0,6.0,2.0,0.023076923076923078,0.05384615384615385,0.0,0.046153846153846156,0.015384615384615385,0.3539349837945058,1.2722040596942905,0.49143535,0.854273796081543,0.37937718629837036,-11.0
20190217,old six year old,1,negative,anticipation,1,0,0,"how old are you then, six years old?","['old', 'six', 'year', 'old']","[101, 11737, 12124, 10817, 11737, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.39381203055381775,1.4083441114902173,0.48718068,0.7696312665939331,0.1942664533853531,0.0
20190218,old five year old,1,negative,anticipation,1,0,0,"And how old are you then, FIVE years old?","['old', 'five', 'year', 'old']","[101, 11737, 12049, 10817, 11737, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.472997710108757,1.4048262134302016,0.48720405,0.7840287089347839,0.20453490316867828,0.0
20190219,need add another fifty mentioned thanks,1,neutral,anticipation,0,0,0,"you need to add another fifty to those mentioned, thanks.","['need', 'add', 'another', 'fifty', 'mentioned', 'thanks']","[101, 15415, 33989, 12162, 41588, 24838, 47530, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.42954230308532715,1.176597782075717,0.49255428,0.8029472231864929,0.2376624196767807,2.0
20190220,need add another mentioned thanks,1,neutral,anticipation,0,0,0,"you need to add another 60 to those mentioned, thanks.","['need', 'add', 'another', 'mentioned', 'thanks']","[101, 15415, 33989, 12162, 24838, 47530, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3604386806488037,1.2495470370048758,0.49331835,0.8427339792251587,0.2293364703655243,2.0
20190221,living,1,negative,surprise,1,0,1,than you have not been living at all !!!,['living'],"[101, 13623, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.4382109045982361,1.4042459376935221,0.48868504,0.531240701675415,0.2185838669538498,0.0
20190223,read budget speech last year today budget total replica traffic environment public security education health local council dozen pending issue pushed aside initiative mediocre budget,1,negative,sadness,0,0,1,"If you read the Budget speech of last year, today's budget is a total.replica. Traffic, environment, public security, ,education, health, local councils and dozen other pending issues were pushed aside with no initiatives for 2019. A mediocre budget.","['read', 'budget', 'speech', 'last', 'year', 'today', 'budget', 'total', 'replica', 'traffic', 'environment', 'public', 'security', 'education', 'health', 'local', 'council', 'dozen', 'pen', '##ding', 'issue', 'pushed', 'aside', 'initiative', 'medio', '##cre', 'budget']","[101, 18593, 21455, 24697, 11706, 10817, 13980, 21455, 11410, 63073, 22203, 19569, 11347, 15636, 12315, 13347, 11467, 12457, 66850, 27435, 14043, 14709, 65288, 61476, 22249, 14488, 32839, 21455, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.25925925925925924,0.07407407407407407,0.33384953163288256,1.4878496114430806,0.49412543,0.5666404962539673,0.20853929221630096,-1.0
20190224,short term solution great long term clue vote guess,1,negative,anticipation,0,0,1,"Short term solutions great, long term not a clue. It’s all about the votes now I guess🤔","['short', 'term', 'solution', 'great', 'long', 'term', 'cl', '##ue', 'vote', 'gu', '##ess']","[101, 12972, 13896, 25370, 11838, 11134, 13896, 33631, 12274, 18226, 41567, 22523, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.3286929740147157,1.0002571785901564,0.4931154,0.5985777974128723,0.2838636040687561,4.0
20190227,regard pension time malta reporting first pension income remain tax free present situation pension exceeds pay full tax pension deducted pay tax remaining amount changed please thanks,1,neutral,anticipation,0,0,1,"With regards to pensions, Times of Malta is reporting that The first €13,400 in pension income will remain tax-free......at present the situation is such that if your pension exceeds the 13400, you pay full tax on all your pension and not have 13400 deducted and you pay tax on the remaining amount. Has this changed please? Thanks","['regard', 'pension', 'time', 'malta', 'reporting', 'first', 'pension', 'income', 'remain', 'tax', 'free', 'present', 'situation', 'pension', 'ex', '##cee', '##ds', 'pay', 'full', 'tax', 'pension', 'de', '##duct', '##ed', 'pay', 'tax', 'remaining', 'amount', 'changed', 'please', 'thanks']","[101, 37516, 45501, 10573, 22821, 47315, 10403, 45501, 18116, 25059, 22389, 12487, 12032, 16894, 45501, 11460, 68087, 13067, 11498, 12851, 22389, 45501, 10102, 62405, 10390, 11498, 22389, 21564, 24205, 17564, 38881, 47530, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,2.0,3.0,1.0,0.0,0.03225806451612903,0.06451612903225806,0.0967741935483871,0.03225806451612903,0.3026141817531278,1.2786354321615327,0.4917696,0.9373986721038818,0.30810219049453735,2.0
20190228,first pension income remain tax free foot still pay hefty income tax bill,1,negative,anger,0,0,0,"""The first €13,400 in pension income will remain tax-free."" my foot! You still have to pay a hefty income tax bill.","['first', 'pension', 'income', 'remain', 'tax', 'free', 'foot', 'still', 'pay', 'heft', '##y', 'income', 'tax', 'bill']","[101, 10403, 45501, 18116, 25059, 22389, 12487, 20147, 12440, 11498, 54862, 10158, 18116, 22389, 12941, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.2899152381079538,1.40353939808973,0.4941222,0.5101029872894287,0.3017960786819458,0.0
20190231,better think future plan start saving,1,neutral,anticipation,0,0,1,If it's not better think of YOUR future plans and start saving.,"['better', 'think', 'future', 'plan', 'start', 'saving']","[101, 16197, 21506, 14299, 12289, 13982, 53938, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3982020914554596,1.3878312919029416,0.48930565,0.7587944865226746,0.1726599484682083,2.0
20190234,couple single,1,neutral,anticipation,0,0,0,"Is €13,400 for a couple? And what is it for those who are single?","['couple', 'single']","[101, 20344, 11304, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.27479203045368195,1.05405213918127,0.4906491,0.7096994519233704,0.2247651070356369,0.0
20190235,pay tax paid nothing nothing less lucky,1,positive,joy,0,0,0,You'll pay the same taxes you paid before....nothing more nothing less. Lucky.,"['pay', 'tax', 'paid', 'nothing', 'nothing', 'less', 'lucky']","[101, 11498, 22389, 25033, 20587, 20587, 15095, 21226, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.4215714633464813,1.6575949132372818,0.49354985,0.8471248149871826,0.29272985458374023,2.0
