Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic,Language
20200130,,20200128,N-3-2020,"100% agree! Most of these contractors purchased crap machinery/vehicles that were destined for the scrap yard in their originating country, to maximize their profits! Its well overdue that these contractors who have ruined our country and polluted our environment start forking out some money to the national good, rather then exploit our homeland only!!!",1,negative,anger,0,0,0,0,0
20200131,,20200127,N-3-2020,"Because as opposed to Theresa May's and Boris Johnson's government, the Maltese government has a very clear vision of the future. It believes in incentivising initiative and it works. For example, our woman participation in work was one of the lowest. Government provided free child care and the participation increased. Same with pregnancy leave, electric cars and so on. So if old machinery is polluting and dangerous provide incentives so that it will start a chain of change. Mr Avalyan your comment suggests an element of jealousy for a successful government!",1,positive,trust,0,0,0,0,0
20200132,,20200131,N-3-2020,Because like any other previous governments the Maltese Government is chained to the contractors and it's them who rule Malta and we must all bow to them.,1,negative,fear,0,0,0,1,0
20200133,,20200132,N-3-2020,"Rubbish! If it were so why could government incentivize, mothers to work with free childcare? Your pet hates should not obfuscate your vision Mr Tabone!",1,positive,surprise,0,0,0,1,0
20200134,,20200132,N-3-2020,"Firstly, please read well what I said. 'like any previous governments' means that I believe that both PN and PL are chained to contractors so your argument of being pro this or pro that is baseless. Secondly, the argument was about contractors and so I cannot understand how this has to do with free childcare. I didn't say that this government didn't do good, far from it, and I am also benefitting as I did with previous governments. But if you expect everyone to say that everything is good and nobody should criticise, then I suggest you move to North Korea. Thirdly, why are contractors given up to €200k to replace machinery from which they earn thousands if not millions? All this with the excuse of being environmentally friendly but at the same time permits are being given left, right and centre to build up everywhere.",1,negative,anger,0,0,0,0,0
20200135,,20200131,N-3-2020,I am not refunded for purchasing my personal car. So why should we sponsor people from our coffers to make unlimited riches from out monies?,1,negative,sadness,0,0,0,0,0
20200136,,20200135,N-3-2020,Don't miss up things / Il-hass mall-Grass .,1,negative,anger,0,1,1,1,2
20200137,,20200135,N-3-2020,Trust Ronnie to come up with something original lol,1,positive,disgust,0,1,0,1,0
20200138,,20200135,N-3-2020,"The lies are original, isn't it - Anthony !",1,neutral,disgust,0,1,1,1,0
20200139,,20200131,N-3-2020,Still obsessed by what happens in other countries!,1,neutral,surprise,0,0,0,1,0
20200140,,20200139,N-3-2020,"@ Oscar Mifsud - The following was posted earlier by me incorrectly directed at Mr. Polidano. It was meant to be a reply to your comment. Apologies to both Mr. Polidano and you. More often than not, DeGiovanni has little of any substance to contribute to these discussion forums. He therefore often finds it necessary to foul these discussion forums by resorting to one of his favourite infantile tactics of pointing fingers at some unrelated issue in some other jurisdiction on the planet (he's an expert in the use of whataboutisms) to attempt justifying the wrongdoings of his corrupt political masters. We ought to always keep in mind that DeGiovanni is a leading troll and a servile lackey in the LP/PL troll stable and that he is paid by his fraudulent political masters (one suspects at public expense) to spread propaganda, misinformation, and disinformation as a smoke screen to justify - unsuccessfully one might add - the wrongdoings of JM's corrupt regime By DeGiovanni’s “standards”, it is no problem for him to have doggy doo on his shoes as long as someone somewhere else also has doggy doo on his shoes.",1,negative,disgust,0,0,0,1,0
20200141,,20200131,N-3-2020,YOUR USUAL,1,negative,anticipation,0,0,0,1,0
20200142,,20200127,N-3-2020,That's to make them dig the roads and create a havoc quicker.,1,negative,anger,0,1,0,0,0
20200143,,20200127,N-3-2020,The devil looks after his own Where from would the powers that be get their kickbacks Their palms need to be well greased As if manufacturing new machinery is not a waste of resources and it leaves a carbon footprint in the process too,1,negative,anger,1,0,1,0,0
20200144,,20200143,N-3-2020,"Mela qed tahseb kif kienu qabel, iridu jghatu parti mit-Tender lil Partit jew ! Ara jtukx koppja tal-J,S List/s - siehbi .",1,negative,anger,0,1,0,1,2
20200145,,20200127,N-3-2020,"Because if they were NOT THEM who invested in Equipment many are without a job . Do you know how much they spend to keep the equipment going and finish the work in time, so that we do not lose the EU money / funds .",1,negative,anticipation,0,0,1,0,0
20200146,,20200145,N-3-2020,God forbid they spend money on the machinery instead of on their Porsches and luxury mansions eh Ronnie? Go ahead and ignore the Eur3 raise we non-contractors get.,1,negative,disgust,0,1,0,0,0
20200147,,20200146,N-3-2020,"Raise ? This is the COLA adjustment for 2018 - my friend . We got more raises than that . Since 2013 we always were on the increase, because Tax fro 35 to 25 %, Electricity Bills reduced by 25 % both Domestic and Industrial, Children Allowance increased, Stipends increased, Childcare Free, School Transport Free, Pensions increased, VAT stolen on cars given back, Police and Army Personnel given their dues, Minimum wage Increased and no Tax involved, +++++++",1,positive,trust,0,0,0,0,0
20200148,,20200146,N-3-2020,"All «raises» and «reductions» all together are not comparable with increase of cost of living (food, services and so on), a sense of any kind of laws or control all over the country and ,obviously, not even close by to gargantic amount of money pocketing by LP friend of friend, profit of developers and money laundering and so on!",1,negative,disgust,0,0,1,0,0
20200149,,20200146,N-3-2020,"DAwn mhux xoghlok, Ron!",1,negative,anger,0,0,0,1,1
20200150,,20200146,N-3-2020,"How totally irrelevant when one is talking about €200,000. Your list shows just what PEANUTS the rest of us get in comparison.",1,negative,disgust,0,0,0,0,0
20200151,,,N-3-2020,7 Euro ohra inkunu qed indahlu l-eluf t'Euro li qed iddahlu IL-HBIEB TAL-HBIEB,1,negative,anger,0,1,0,1,2
20200152,,20200151,N-3-2020,Zgur mux daqs kemm dahal gonzi u il hbieb tijaw..500 a week,1,negative,disgust,0,0,1,1,2
20200153,,20200152,N-3-2020,Wake up and smell the coffee. Today the cabinet is taking much more than 500 per week extra. Mind you the 500 per week was refunded. JM stated that they were refunded years ago,1,negative,disgust,0,0,0,1,0
20200154,,20200152,N-3-2020,wHAT IS 500 EURO( WHICH THEY NEVER TOOK) COMPARED TO MILLIONS TO THOSE IN POWER NOW. Agmel is sums habib,1,negative,disgust,0,0,0,1,2
20200155,,20200152,N-3-2020,"LOL...stilling living in the past???? Actually the 500 per week and Tal Lira clock scandals are peanuts compared to the millions flowing into foreign accounts of Sandro Chetcuti and the rest of JM's friends!! And worst of all, the same crooks who were caught red handed, attempting to not only launder money, but avoid paying their taxes, are STILL in top government positions 5 years later!!!!!!!!!! Even Pakistan has a better justice system as their prime minister was dismissed, fined 10million and jailed after his name was revealed by the Panama Papers leak!",1,negative,disgust,0,0,0,1,2
20200156,,20200155,N-3-2020,U l-ebda prova ma' gibtu . B'hekk il-Partit tilef il-Kredibilta u nnies qed ikomplu jizdiedu ma' dan il-Moviment Gdid ta' Joseph siehbi .,1,positive,trust,0,0,0,1,1
20200157,,20200155,N-3-2020,"Prova?????? Are you living in the clouds???? Konrot himself admitted!!! The proof is in the court report which Joseph is keeping secret, because we all know the evidence about, Konrad, Keith and Egrant is all there. But with a puppet police commissioner and labour trolls in every court room, the proof remains hidden, and when DCG started to provide the proof, she was blown to pieces! That is how far the oligarchs will go to hide the proof!",1,negative,disgust,0,0,0,1,2
20200158,,20200152,N-3-2020,Ghadek tghix fil gideb...dawk il Euro 500 mhux talli ma haduhomx talli li lahqu had kellhgom ituhom lura....are issa mhux Euro 500 qieghdin idahhlu izda eluf kbar bil barka ta Joseph u ta shabu ghax inkella jikxfulu ghajnu!!,1,negative,disgust,0,0,0,1,2
20200159,,20200158,N-3-2020,Ara jtukx ircevuta taghhom - Pawl .,1,neutral,anger,0,1,0,1,1
20200160,,20200152,N-3-2020,Prosit. Probabli qas tkellmu turist Germaniz habba li ghamel pajjizu fit-tieni gwerra dinjija.,1,negative,anticipation,0,1,0,1,1
20200161,,20200151,N-3-2020,Jekk mhux jogghbukx tigborhomx - Charles . Send back to sender .,1,negative,anger,0,0,1,1,2
20200162,,,N-3-2020,"Why not free bus travel for all over 65 years of age? The offerings to the over 65's is pathetic for a country supposedly doing very well, It would be of more use to them than Developers. Feed the Fat Cats and leave the mice to starve.",1,negative,disgust,0,0,1,0,0
20200163,,20200162,N-3-2020,Frankly Mr Hill this is useless nit picking. The end beneficiary of such measures is the general public. You give incentives to raise the standards and you start a chain of improvement. Given incentive is less costly and more productive than enforcement!,1,positive,anticipation,0,0,0,0,0
